qid,accession_number,dimension,type,label,creator,inception_val,inception_earliest_date_val,inception_latest_date_val,style_period,rights,media_url,status
Q102971744,1994.135,3D,work of art,Snuff bottle with carved design of figures in a landscape,Q4233718,,,,Ch-ing dynasty (1644-1912),,https://forum.jstor.org/assets/26757254/representation-view,from style or period that ended prior to copyright cutoff
Q102971753,1994.139,3D,work of art,Snuff bottle with green stopper,Q4233718,,,,Ch-ing dynasty (1644-1912),,https://forum.jstor.org/assets/26757258/representation-view,from style or period that ended prior to copyright cutoff
Q106568696,,3D,work of art,Soft Basket,,,,,,,,
Q106582830,,3D,work of art,Square brown bottle,,,,,,,,
Q106567604,,3D,work of art,"Standing figure of a vendor with a barrel and masks on his back. The barrel ends inlaid with green nephrite jade, and an emblem on the front of the figure inlaid with red.",,,,,,,,
Q102973338,1999.246,3D,work of art,Standing figure of woman with a bag,Q4233718,,,,,,https://forum.jstor.org/assets/26758468/representation-view,unknown
Q102973431,1994.330,3D,work of art,Stirrup inlaid with semi-precious stones and incised abstract designs,Q4233718,,,,Ch-ing dynasty (1644-1912),,https://forum.jstor.org/assets/26757352/representation-view,from style or period that ended prior to copyright cutoff
Q102973472,1996.173,3D,work of art,Storage box (reproduction),Q4233718,,,,,,https://forum.jstor.org/assets/26757859/representation-view,unknown
Q104032558,,3D,work of art,Sugar bowl with lid,,,,,,,,
Q104032561,,3D,work of art,Sugar bowl with lid,,,,,,,,
Q102973605,1986.034,3D,work of art,Suiteki (water dropper),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26755949/representation-view,assessed to be out of copyright
Q102973624,1992.497,3D,work of art,Suiteki (Water Dropper) in the Form of a Boat,Q4233718,,,,,,https://forum.jstor.org/assets/26756814/representation-view,unknown
Q102973634,1992.359,3D,work of art,Suiteki (Water Dropper) in the Form of the Magic Kettle and Badger,Q4233718,,,,,,https://forum.jstor.org/assets/26756676/representation-view,unknown
Q103309272,1992.344,3D,work of art,Suiteki (water dropper) with a Design of a Frog,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756661/representation-view,assessed to be out of copyright
Q103309282,1992.345,3D,work of art,Suiteki (water dropper) with a design of fans,Q4233718,,,,,,https://forum.jstor.org/assets/26756662/representation-view,unknown
Q102973662,1992.343,3D,work of art,Suiteki (water-dropper) with a Design of a Lion-Dog,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756660/representation-view,assessed to be out of copyright
Q103309293,,3D,work of art,Sumitsubo - Carpenter's Plumb Line,,,,,,,,
Q102973666,1992.145,3D,work of art,Sumitsubo - Carpenter's Plumb Line with a Design of a Water Wheel and Tortoise,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756460/representation-view,assessed to be out of copyright
Q103309332,1992.221,3D,work of art,Sutra Container with a Chrysanthemum Design,Q4233718,,,,,,https://forum.jstor.org/assets/26756537/representation-view,unknown
Q102973741,1978.002,3D,work of art,Suzuribako (writing case) consisting of seven parts,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754044/representation-view,assessed to be out of copyright
Q103309357,1992.247,3D,work of art,Sword Handle with Silk Cord,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756563/representation-view,assessed to be out of copyright
Q103309365,1992.248,3D,work of art,Sword Handle with Unwrapped Cord,Q4233718,,,,,,https://forum.jstor.org/assets/26756564/representation-view,unknown
Q102973889,1996.200,3D,work of art,Tea caddy (natsume) with design of paulownia flowers and leaves (kiri) & 16-petaled chrysanthemums,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26757903/representation-view,assessed to be out of copyright
Q106582832,,3D,work of art,Tea cup,,,,,,,,
Q106582833,,3D,work of art,Tea cup,,,,,,,,
Q106582834,,3D,work of art,Tea cup,,,,,,,,
Q106582836,,3D,work of art,Tea cup,,,,,,,,
Q106582837,,3D,work of art,Tea cup,,,,,,,,
Q102973912,,3D,work of art,Teapot,,,,,,,,
Q102973939,,3D,work of art,Teapot with lid,,,,,,,,
Q102975077,1994.179,3D,work of art,"Three legged incense burner with two loop handles in the shape of a Chinese ting bronze ritual vessel with nine characters meaning ""good luck""",Q4233718,,,,Meiji,,https://forum.jstor.org/assets/26757301/representation-view,from style or period that ended prior to copyright cutoff
Q102975107,1993.190,3D,work of art,Three-tiered food container with design of baskets of flowers on one side and flowers on the other,Q4233718,,,,,,https://forum.jstor.org/assets/26757062/representation-view,unknown
Q102975228,,3D,work of art,"Tobacco Pouch with a Design of Chrysanthemums, a Pipe Case, Ojime (Closing Bead), and Pipe",,,,,,,,
Q102975235,1992.246a&b,3D,work of art,Tobacco Pouch with a Sashi (Sash Hook),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756562/representation-view,assessed to be out of copyright
Q102975241,1992.491A-C,3D,work of art,"Tobacco Pouch with Carved Inscription, Ojime (Closing Bead), and Cigarette Holder with Carved Design of Mt. Fuji and a Poem",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756808/representation-view,assessed to be out of copyright
Q104032670,1992.244A-D,3D,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",Q4233718,,,,,,https://forum.jstor.org/assets/26756560/representation-view,unknown
Q104032673,1992.245A-D,3D,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",Q4233718,,,,,,https://forum.jstor.org/assets/26756561/representation-view,unknown
Q102975298,1993.062,3D,work of art,Toothpick holder in the shape of a folded paper crane,Q4233718,,,,Showa,,https://forum.jstor.org/assets/26756929/representation-view,unknown
Q102975306,1993.081,3D,work of art,Toothpick holder with inscription and inscribed toothpicks,Q4233718,,,,Showa,,https://forum.jstor.org/assets/26756952/representation-view,unknown
Q102975358,,3D,work of art,Tray,,,,,,,,
Q102975364,1992.496,3D,work of art,Tray with a design of Buddha's fingers fruit and calligraphy,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756813/representation-view,assessed to be out of copyright
Q103310538,,3D,work of art,Tray with Carved & Painted Design of a Noh Mask & Noh Fan (with wooden box),,,,,,,,
Q105092231,,3D,work of art,Triangular Bowl,,,,,,,,
Q103310564,,3D,work of art,Triangular brown bottle,,,,,,,,
Q104032685,1992.193a,3D,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756508/representation-view,assessed to be out of copyright
Q104032689,1992.193b,3D,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756509/representation-view,assessed to be out of copyright
Q103310581,1992.181,3D,work of art,Tsuba (Sword Guard) with a Design of a Dragon and Waves,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756496/representation-view,assessed to be out of copyright
Q103310588,1992.185,3D,work of art,Tsuba (Sword Guard) with a Design of a Four-Petal Motif with a Bat,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756500/representation-view,assessed to be out of copyright
Q103310599,1992.178,3D,work of art,"Tsuba (Sword Guard) with a Design of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other",Q4233718,,,,,,https://forum.jstor.org/assets/26756493/representation-view,unknown
Q103310609,1992.190,3D,work of art,"Tsuba (Sword Guard) with a Design of a Raven or Crow, Mountain Peaks, and Clouds",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756505/representation-view,assessed to be out of copyright
Q103310618,1992.195,3D,work of art,Tsuba (Sword Guard) with a Design of A Three-Petal Flower,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756511/representation-view,assessed to be out of copyright
Q103310622,1992.182,3D,work of art,Tsuba (Sword Guard) with a Design of an Eagle,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756497/representation-view,assessed to be out of copyright
Q102975492,1992.179,3D,work of art,Tsuba (Sword Guard) with a Design of Birds and Bird Net,Q4233718,,,,,,https://forum.jstor.org/assets/26756494/representation-view,unknown
Q103310630,1992.194,3D,work of art,Tsuba (Sword Guard) with a Design of Cherry Blossoms,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756510/representation-view,assessed to be out of copyright
Q103310638,1992.188,3D,work of art,Tsuba (Sword Guard) with a Design of Flower Blossoms on the Edges,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756503/representation-view,assessed to be out of copyright
Q103310646,1992.192,3D,work of art,Tsuba (Sword Guard) With a Design of Lotuses,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756507/representation-view,assessed to be out of copyright
Q102975496,1992.180,3D,work of art,Tsuba (Sword Guard) with a Design of One Plum Blossom and Two Cherry Blossoms,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756495/representation-view,assessed to be out of copyright
Q102975502,1992.183,3D,work of art,Tsuba (Sword Guard) With a Design of Sparrows and Bamboo,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756498/representation-view,assessed to be out of copyright
Q103310655,1992.184,3D,work of art,Tsuba (Sword Guard) with a Design of Squirrels and Grapes,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756499/representation-view,assessed to be out of copyright
Q102975510,1992.189,3D,work of art,Tsuba (Sword Guard) with a Design of Tassels,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756504/representation-view,assessed to be out of copyright
Q103310663,1992.191,3D,work of art,"Tsuba (Sword Guard) with a Design on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756506/representation-view,assessed to be out of copyright
Q103310673,1992.187,3D,work of art,Tsuba (Sword Guard) with an Inlay Design of Bamboo,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756502/representation-view,assessed to be out of copyright
Q104032693,1979.1043P,3D,work of art,Uchiwa (flat fan),Q4233718,,,,,,https://forum.jstor.org/assets/26755254/representation-view,unknown
Q104032695,1979.1044P,3D,work of art,Uchiwa (flat fan),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26755255/representation-view,assessed to be out of copyright
Q104032699,1979.1045P,3D,work of art,Uchiwa (flat fan),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26755256/representation-view,assessed to be out of copyright
Q104032704,1979.1046P,3D,work of art,Uchiwa (flat fan),Q4233718,,,,,,https://forum.jstor.org/assets/26755257/representation-view,unknown
Q104032708,1979.1047P,3D,work of art,Uchiwa (flat fan),Q4233718,,,,,,https://forum.jstor.org/assets/26755258/representation-view,unknown
Q102976497,1979.0532P,3D,work of art,Vase,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754742/representation-view,assessed to be out of copyright
Q103311937,1987.040,3D,work of art,Vase with a design of landscape and crane design,Q4233718,,,,,,https://forum.jstor.org/assets/26756033/representation-view,unknown
Q102976527,,3D,work of art,"Vase with a foliate rim with a design of cranes, pine and bamboo",,,,,,,,
Q106582846,,3D,work of art,Vase with colored glass decoration,,,,,,,,
Q106582847,,3D,work of art,Vase with green stripes and design of pink flowers,,,,,,,,
Q106582848,,3D,work of art,Vase with green stripes and design of pink flowers,,,,,,,,
Q103312028,1988.139,3D,work of art,Vermeil bird,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756199/representation-view,assessed to be out of copyright
Q102976880,,3D,work of art,Wakizashi (Short Sword),,,,,,,,
Q102976904,1986.024,3D,work of art,Wall Plaque with red and gold design of dragon and clouds,Q4233718,,,,,,https://forum.jstor.org/assets/26755940/representation-view,unknown
Q102976911,1986.023,3D,work of art,Wall plaque with red and gold design of musicians and merrymakers,Q4233718,,,,,,https://forum.jstor.org/assets/26755939/representation-view,unknown
Q102976928,1979.0421P,3D,work of art,Water Bottle,Q4233718,,,,,,https://forum.jstor.org/assets/26754633/representation-view,unknown
Q103312192,,3D,work of art,Water bottle (Metsouo),,,,,,,,
Q102976959,,3D,work of art,"Wedding hair ornament set with elements depicting a landscape containing pine trees, cranes, tortoise",,,,,,,,
Q102977047,,3D,work of art,White figurine (Man with a gun),,,,,,,,
Q102977068,1994.171,3D,work of art,White jade dish,Q4233718,,,,,,https://forum.jstor.org/assets/26757293/representation-view,unknown
Q102977123,1994.167,3D,work of art,Wine cup,Q4233718,,,,Ch-ing dynasty (1644-1912),,https://forum.jstor.org/assets/26757288/representation-view,from style or period that ended prior to copyright cutoff
Q102977132,1999.238,3D,work of art,"Wine cup in the shape of an open lotus blossom, encircled with hawthorn branches, leaves and blossoms",Q4233718,,,,Qing dynasty (1644-1911),NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758460/representation-view,from style or period that ended prior to copyright cutoff
Q102977291,1992.148,3D,work of art,"Wood Block with a Design of a Building on One Side, Figures on the Other",Q4233718,,,,,,https://forum.jstor.org/assets/26756463/representation-view,unknown
Q102977300,1992.151,3D,work of art,"Wood Block with a Design of Bamboo and Fence on One Side, Railings on the Other",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756466/representation-view,assessed to be out of copyright
Q102977306,1992.150,3D,work of art,"Wood Block with a Design of Figures on One Side, Railings on the Other",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756465/representation-view,assessed to be out of copyright
Q102977313,1992.149,3D,work of art,Wood Block with a Design of Flowers and Railing,Q4233718,,,,,,https://forum.jstor.org/assets/26756464/representation-view,unknown
Q102977318,,3D,work of art,Wood carving,,,,,,,,
Q102977331,1994.184,3D,work of art,Wooden architectural ornament,Q4233718,,,,Meiji,,https://forum.jstor.org/assets/26757306/representation-view,from style or period that ended prior to copyright cutoff
Q102977369,,3D,work of art,Writing Box with Brush and Design of a Stylized Landscape on the Lid,,,,,,,,
Q102977407,1993.019,3D,work of art,Yatate,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756886/representation-view,from style or period that ended prior to copyright cutoff
Q104033135,,3D,work of art,Yatate,,,,,,,,
Q103312547,1992.488,3D,work of art,Yatate (Ink Horn),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756805/representation-view,assessed to be out of copyright
Q102977416,1993.021,3D,work of art,Yatate (Ink Horn) with a fan-shaped design with an inlaid pattern on lid,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756888/representation-view,from style or period that ended prior to copyright cutoff
Q102977424,1992.489,3D,work of art,Yatate (Ink Horn) With Ink Pot in the Form of a Basket,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756806/representation-view,assessed to be out of copyright
Q102977433,1992.363,3D,work of art,Yatate (Ink Horn) With Ruler on Handle,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26756680/representation-view,assessed to be out of copyright
Q102977444,1993.018,3D,work of art,Yatate with a ball at the end of the handle,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756885/representation-view,from style or period that ended prior to copyright cutoff
Q102977463,1993.016,3D,work of art,Yatate with a movable ring and leather thong,Q4233718,,,,Edo Period (1615-1868),,https://forum.jstor.org/assets/26756883/representation-view,from style or period that ended prior to copyright cutoff
Q102977472,1993.017,3D,work of art,Yatate with an inlaid silver handle,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756884/representation-view,from style or period that ended prior to copyright cutoff
Q102977480,1993.015,3D,work of art,Yatate with crab design,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756882/representation-view,from style or period that ended prior to copyright cutoff
Q102977487,1993.020,3D,work of art,Yatate with linear scroll design,Q4233718,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26756887/representation-view,from style or period that ended prior to copyright cutoff
Q102977512,2002.040,3D,work of art,Yi (Bronze vessel with animal spout),Q4233718,,,,Eastern Zhou,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26758849/representation-view,from style or period that ended prior to copyright cutoff
Q106582606,1979.0459P,3D,yarn,Ball of coarse yarn,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754671/representation-view,assessed to be out of copyright
Q106566448,2009.002e,ambiguous,print,--and to Sing Songs to the Lute (--und singen Lautenlieder) From the portfolio Felixmüller—Woodcuts (Felixmüller—Holzschnitte.),Q693095,1918-01-01T00:00:00Z,,,Expressionist,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759462/representation-view,inception prior to copyright cutoff
Q106577239,1996.182a,ambiguous,print,'The Forest Pool’ from The Wood engravings of Ethelbert White,Q17146408,1992-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757871/representation-view,inception was after copyright cutoff
Q103296119,1996.182b,ambiguous,print,"""A Corner of the Forest"" from The Wood engravings of Ethelbert White",Q17146408,1992-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757872/representation-view,inception was after copyright cutoff
Q105091560,2015.037oo,ambiguous,print,"""Dead Dog on a Beach"" Series, from American Abstract Artists 50th Anniversary Print Portfolio",Q105089946,1987-01-01T00:00:00Z,1986-01-01T00:00:00Z,1987-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760008/representation-view,assessed to in copyright
Q103296127,2007.035,ambiguous,print,"""For the Mighty One has done great things for me: and holy is his name"", Luke 1:49, after Guidi Reni",Q1679017,,,,,,https://forum.jstor.org/assets/26759189/representation-view,artist died before copyright cutoff
Q102958387,1992.139 a-c,ambiguous,print,"(An Imaginary) Night Attack in the War Between the Hogen, Heiji, Minamoto, Yoshitomo, and Shirakawa [Forces]",Q3075041,1850-01-01T00:00:00Z,1847-01-01T00:00:00Z,1853-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26756454/representation-view,inception prior to copyright cutoff
Q103296142,2015.075.43,ambiguous,print,[Ethiopian Text] [One young man in a striped t-shirt] Wegen AIDS Talkline,Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760149/representation-view,unknown
Q103296148,2015.075.42,ambiguous,print,[Ethiopian Text] [Three children; green panel to the right],Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760148/representation-view,unknown
Q103296160,2015.075.40,ambiguous,print,[Ethiopian text] [Two women washing clothes],Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760146/representation-view,unknown
Q103296168,2015.075.44,ambiguous,print,[Text in Ethiopian] [A heterosexual couple sitting on a park bench],Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760150/representation-view,unknown
Q102961140,2016.002.01,ambiguous,print,#109,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760161/representation-view,assessed to in copyright
Q103296177,2016.002.02,ambiguous,print,#113,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760162/representation-view,assessed to in copyright
Q102961146,2016.002.03,ambiguous,print,#116,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760163/representation-view,assessed to in copyright
Q102961155,2016.002.04,ambiguous,print,#117,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760164/representation-view,assessed to in copyright
Q103296183,2016.002.05,ambiguous,print,#126,Q991589,1971-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760165/representation-view,assessed to in copyright
Q103296194,2016.002.06,ambiguous,print,#201,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760166/representation-view,assessed to in copyright
Q103296205,2016.002.07,ambiguous,print,#202,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760167/representation-view,assessed to in copyright
Q103296215,2016.002.08,ambiguous,print,#207,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760168/representation-view,assessed to in copyright
Q103296222,2016.002.09,ambiguous,print,#208,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760169/representation-view,assessed to in copyright
Q103296231,2016.002.10,ambiguous,print,#209,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760170/representation-view,assessed to in copyright
Q103296240,2016.002.11,ambiguous,print,#210,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760171/representation-view,assessed to in copyright
Q103296252,2016.002.12,ambiguous,print,#301 from a set of three,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760172/representation-view,assessed to in copyright
Q103296266,2016.002.13,ambiguous,print,#302 from a set of three,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760173/representation-view,assessed to in copyright
Q103296274,2016.002.14,ambiguous,print,#303 from a set of three,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760174/representation-view,assessed to in copyright
Q103296286,2016.002.15,ambiguous,print,#501 from a set of five,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760175/representation-view,assessed to in copyright
Q103296295,2016.002.16,ambiguous,print,#502 from a set of five,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760176/representation-view,assessed to in copyright
Q103296300,2016.002.17,ambiguous,print,#503 from a set of five,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760177/representation-view,assessed to in copyright
Q103296306,2016.002.18,ambiguous,print,#504 from a set of five,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760178/representation-view,assessed to in copyright
Q103296311,2016.002.19,ambiguous,print,#505 from a set of five,Q991589,1970-01-01T00:00:00Z,,,Abstract,IN COPYRIGHT,https://forum.jstor.org/assets/26760179/representation-view,assessed to in copyright
Q102961180,,ambiguous,print,"#IX, from the Series of Lithographs I To IX",,,,,,,,
Q103296317,1979.1228P,ambiguous,print,"$170,500,000.00 November 11 to 18. He Serves.",Q5552550,1918-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755409/representation-view,inception prior to copyright cutoff
Q106568477,2004.093,ambiguous,print,"1 Sekunde (One Second), a portfolio of 25 prints",Q1082620,2004-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759079/representation-view,inception was after copyright cutoff
Q103296373,,ambiguous,print,10 Drawings with Chinese Characters; from a Chinese art book,,,,,,,,
Q103296378,,ambiguous,print,"10,000,000 Members by Christmas",,,,,,,,
Q105091561,2001.129,ambiguous,print,13th Annual Equestrian Cup,Q105090632,2001-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758752/representation-view,inception was after copyright cutoff
Q103296385,1979.1245P,ambiguous,print,15th Invitational Art Exhibition at Cinema I and Cinema II,Q1984917,1965-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755426/representation-view,inception was after copyright cutoff
Q103296392,2001.184,ambiguous,print,"1946 A Classic Bluegrass Experience, Wednesday, July 21 The Station Inn",Q4233718,2000-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758807/representation-view,inception was after copyright cutoff
Q105091562,2000.048,ambiguous,print,1946 A Victory in Bluegrass Tradition August 12,Q105090562,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758529/representation-view,inception was after copyright cutoff
Q102961197,,ambiguous,print,19th Century Representations of 17th-Century Fireplaces of the Louis XIV Period,,,,,,,,
Q102961202,1991.007,ambiguous,print,19th-Century Representations of 17th-Century Fireplaces of the Louis XIV Period,Q4233718,1900-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756295/representation-view,inception prior to copyright cutoff
Q105091563,2000.063,ambiguous,print,"1st National Tour Lost Highway, The Music & Legend of Hank Williams, Jason Petty",Q105090517,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758544/representation-view,inception was after copyright cutoff
Q105091564,2000.095,ambiguous,print,"27B-6 twenty - seven b stroke six. Appearing at- Check out their new album ""MiJumAanJa""",Q105090622,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758576/representation-view,inception was after copyright cutoff
Q105091565,2016.005.14,ambiguous,print,3 women are killed every day by their intimate partners,Q105090457,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760200/representation-view,inception was after copyright cutoff
Q105091566,2000.036,ambiguous,print,"3000 Days In Babylon The White Animals, July 23",Q105090617,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758517/representation-view,inception was after copyright cutoff
Q103296400,2000.054,ambiguous,print,"4 Food Groups We've got at least 12, Aug 19-29, 1999",Q102160836,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758535/representation-view,inception was after copyright cutoff
Q105091567,2000.102,ambiguous,print,"6th Annual Back to School Bash - Saturday July 31, HCHS Track Infield",Q105090622,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758583/representation-view,inception was after copyright cutoff
Q105091568,2000.029,ambiguous,print,7 Mile Ford in Person,Q105090562,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758510/representation-view,inception was after copyright cutoff
Q105091569,1998.042,ambiguous,print,89 INDIA ADGFAD,Q105091182,1989-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758142/representation-view,inception was after copyright cutoff
Q105091571,2016.005.15,ambiguous,print,94% of women murder victims are killed by men they knew,Q105090457,2015-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26760201/representation-view,inception was after copyright cutoff
Q105091572,2000.043,ambiguous,print,9th Annual Wrangler City of Hope Celebrity Softball Challenge,Q105090617,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758524/representation-view,inception was after copyright cutoff
Q106566589,2006.008,ambiguous,print,"A Catalogue Raisonné of the Objects, Flora & Fauna, Angel Detritus, Characters & Architectural Elements of Eden and Nobotown",Q105090448,2005-01-01T00:00:00Z,2003-01-01T00:00:00Z,2006-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26759146/representation-view,inception was after copyright cutoff
Q105091573,1974.003,ambiguous,print,A Chiricahua Myth,Q105090360,1973-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753894/representation-view,inception was after copyright cutoff
Q103296413,1971.052,ambiguous,print,A Church Tower,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753747/representation-view,assessed to be out of copyright
Q105091574,2001.112,ambiguous,print,A Classic Blue Grass Experience,Q105090562,2001-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758735/representation-view,inception was after copyright cutoff
Q102961211,2004.065,ambiguous,print,A Cloudless Walk,Q368645,1996-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759037/representation-view,inception was after copyright cutoff
