qid,accession_number,dimension,type,label,creator,inception_val,inception_earliest_date_val,inception_latest_date_val,style_period,rights,media_url,status
Q103308584,2008.056,2D,photograph,Sistie Fischer (4 of 6),Q5603,1984-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759299/representation-view,assessed to in copyright
Q103308589,2008.057,2D,photograph,Sistie Fischer (5 of 6),Q5603,1984-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759300/representation-view,assessed to in copyright
Q103308595,2008.058,2D,photograph,Sistie Fischer (6 of 6),Q5603,1984-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759301/representation-view,assessed to in copyright
Q104032344,1989.037e,2D,photograph,"Sitges, from Fotografias de los Anõs 40, Volumen I",Q3776378,1945-01-01T00:00:00Z,1940-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26756249/representation-view,inception was after copyright cutoff
Q104032347,1989.037q,2D,photograph,"Sitges, from Fotografias de los Anõs 40, Volumen I",Q3776378,1945-01-01T00:00:00Z,1940-01-01T00:00:00Z,1949-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26756261/representation-view,inception was after copyright cutoff
Q105092106,2007.071g,2D,photograph,"Smoke and Fog (Udaipur, India)",Q105090629,2005-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759240/representation-view,inception was after copyright cutoff
Q106577432,1997.018,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757928/representation-view,inception was after copyright cutoff
Q106577433,1997.033,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757943/representation-view,inception was after copyright cutoff
Q103551110,1997.020,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca. An image related to Creation in Space of Joan Miró.",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757930/representation-view,inception was after copyright cutoff
Q106577434,1997.019,2D,photograph,"Son Boter (Miró's property), Palma de Mallorca. An image related to Creation in Space of Joan Miró.",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757929/representation-view,inception was after copyright cutoff
Q103309027,2008.151,2D,photograph,Statue,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759394/representation-view,assessed to in copyright
Q102973361,2007.071c,2D,photograph,"Stay Alert (Matauri Bay, New Zealand)",Q63038130,2000-01-01T00:00:00Z,1995-01-01T00:00:00Z,2005-01-01T00:00:00Z,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759236/representation-view,inception was after copyright cutoff
Q103309051,2009.018,2D,photograph,"Steam on Church Street, from the series ""Tribeca, 10013""",Q11821277,2008-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759695/representation-view,assessed to in copyright
Q105092134,2011.013,2D,photograph,Stipendium/Stipend Violencia Pagada/ Paid Violence,Q105090488,2010-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759745/representation-view,inception was after copyright cutoff
Q103309165,1997.026,2D,photograph,Studio in Palma de Mallorca from Creation in Space of Joan Miró,Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757936/representation-view,inception was after copyright cutoff
Q106577438,1997.034,2D,photograph,Studio in Palma de Mallorca from Creation in Space of Joan Miró,Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757944/representation-view,inception was after copyright cutoff
Q106577439,1997.008,2D,photograph,"Studio of Miró in the Pasaje del Crédito, Barcelona, An image related to Creation in Space of Joan Miró.",Q3776378,1945-01-01T00:00:00Z,1942-01-01T00:00:00Z,1947-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757918/representation-view,inception was after copyright cutoff
Q106577440,1997.006,2D,photograph,"Studio of Miró in the Pasaje del Crédito, Barcelona, from Creation in Space of Joan Miró",Q3776378,1945-01-01T00:00:00Z,1942-01-01T00:00:00Z,1947-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757916/representation-view,inception was after copyright cutoff
Q106577441,1997.015,2D,photograph,"Studio of Palma de Mallorca, from Creation in Space of Joan Miró",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757925/representation-view,inception was after copyright cutoff
Q103309264,2014.039,2D,photograph,"Sugar Loaf & Plastic Balls, Rio de Janiero, Brazil",Q51754428,2003-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759927/representation-view,inception was after copyright cutoff
Q102973769,2002.026,2D,photograph,Swim/ROCI USA (Wax Fire Works),Q164358,1990-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758833/representation-view,inception was after copyright cutoff
Q103309373,2008.105,2D,photograph,Sylvia Miles,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759348/representation-view,assessed to in copyright
Q102973853,2015.025,2D,photograph,"Target Practice with a Pellet Gun, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759967/representation-view,assessed to in copyright
Q102973860,2015.028,2D,photograph,"Taylor and Emma, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759970/representation-view,assessed to in copyright
Q102973875,2014.020,2D,photograph,"Taylor and James in the Front Yard, from the series, I Am Unbeatable",Q11821277,2013-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759908/representation-view,inception was after copyright cutoff
Q102973882,2014.022,2D,photograph,"Taylor, from the series, I Am Unbeatable",Q11821277,2013-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759910/representation-view,inception was after copyright cutoff
Q102974039,2016.011.15,2D,photograph,"The Armenian Earthquake, Spitak, Armenia",Q7177423,1988-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760237/representation-view,assessed to in copyright
Q103309618,2014.042,2D,photograph,"The Conversation, Rio de Contas, Brazil",Q51754428,2004-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759930/representation-view,inception was after copyright cutoff
Q102974166,2016.011.08,2D,photograph,"The Fall of the Berlin Wall, Berlin, Germany",Q7177423,1989-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760230/representation-view,assessed to in copyright
Q102974201,2013.035g,2D,photograph,"The Gang, from ""America: Now + Here"" a portfolio",Q936534,2009-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759866/representation-view,inception was after copyright cutoff
Q105096073,,2D,photograph,The Hermitage in Spring,,,,,,,,
Q102974593,2013.035l,2D,photograph,"The Music of Regret (Meryl Act 2 Rain), from ""America: Now + Here"" a portfolio",Q3219659,2006-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759871/representation-view,assessed to in copyright
Q102974648,2016.011.23,2D,photograph,"The Overthrow of Nicolae Ceausescu, Bucharest, Romania",Q7177423,1989-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760245/representation-view,assessed to in copyright
Q102974656,2013.035i,2D,photograph,"The Past, from ""America: Now + Here"" a portfolio",Q1463270,2005-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759868/representation-view,inception was after copyright cutoff
Q106577453,1997.016,2D,photograph,"The Sculpture ‘The Hayfork’ Taking Form in Son Boter (Miró's property), Palma de Mallorca, from Creation in Space of Joan Miró",Q3776378,1959-01-01T00:00:00Z,1956-01-01T00:00:00Z,1961-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26757926/representation-view,inception was after copyright cutoff
Q102974854,2016.011.18,2D,photograph,"The Tiananmen Square student uprising, Beijing, China, May 1989",Q7177423,1989-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760240/representation-view,assessed to in copyright
Q102974934,2016.011.17,2D,photograph,"The War in Iraq, Near Basra, Iraq",Q7177423,2003-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760239/representation-view,assessed to in copyright
Q105092221,2007.071f,2D,photograph,"The Weight of a Pigeon (Ajanta, India)",Q105090629,2005-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759239/representation-view,inception was after copyright cutoff
Q102975002,2018.003,2D,photograph,This Morning,Q6385757,2008-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760409/representation-view,assessed to in copyright
Q103551123,2018.005.09,2D,photograph,"Three Grey Rectangles With White Graffiti (Barcelona), from the ongoing project Material Witness",Q100741993,2015-01-01T00:00:00Z,2013-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760421/representation-view,assessed to in copyright
Q103310403,1996.176b,2D,photograph,"Throat, from A Word Made Flesh (with verse from Emily Dickinson)",Q6530475,1994-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757863/representation-view,inception was after copyright cutoff
Q105096048,1983.005,2D,photograph,"Tijuana, Baja California, Mexico",,1980-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755729/representation-view,inception was after copyright cutoff
Q106577459,2015.018,2D,photograph,"Tommy and James, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759960/representation-view,assessed to in copyright
Q104032677,2015.023,2D,photograph,"Tommy and Sarah, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759965/representation-view,assessed to in copyright
Q104032680,2015.033,2D,photograph,"Tommy and Sarah, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759975/representation-view,assessed to in copyright
Q102975291,2015.020,2D,photograph,"Tommy, James and Taylor, from the series, I Am Unbeatable",Q11821277,2014-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759962/representation-view,assessed to in copyright
Q106577462,2012.013,2D,photograph,"Tribeca's Heroes, from the series Tribeca, 10013",Q11821277,2008-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759822/representation-view,assessed to in copyright
Q103310680,2017.003.05,2D,photograph,Tulip Leaf from Intimacy,Q6297639,2004-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760374/representation-view,assessed to in copyright
Q103310684,2017.003.07,2D,photograph,Tulips from Intimacy,Q6297639,2004-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760376/representation-view,assessed to in copyright
Q103551127,2018.005.05,2D,photograph,"Two White Rectangles (2014), from the ongoing project Material Witness",Q100741993,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,2016-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760417/representation-view,assessed to in copyright
Q103310812,2007.070c,2D,photograph,"Two Zebra Nudes, New York",Q1395740,2005-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26759229/representation-view,inception was after copyright cutoff
Q103310903,2008.094,2D,photograph,Unidentified Boy (Blonde Bowl-cut Hair),Q5603,1981-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759337/representation-view,assessed to in copyright
Q103310911,2008.093,2D,photograph,Unidentified Boy (Wearing Glasses),Q5603,1986-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759336/representation-view,assessed to in copyright
Q104032717,2008.112,2D,photograph,Unidentified Man,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759355/representation-view,assessed to in copyright
Q104032720,2008.115,2D,photograph,Unidentified Man,Q5603,1982-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759358/representation-view,assessed to in copyright
Q104032722,2008.083,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759326/representation-view,assessed to in copyright
Q104032724,2008.084,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759327/representation-view,assessed to in copyright
Q104032725,2008.085,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759328/representation-view,assessed to in copyright
Q104032726,2008.086,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759329/representation-view,assessed to in copyright
Q104032727,2008.087,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759330/representation-view,assessed to in copyright
Q104032728,2008.088,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759331/representation-view,assessed to in copyright
Q104032729,2008.089,2D,photograph,Unidentified Man (Grey Blazer),Q5603,1985-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759332/representation-view,assessed to in copyright
Q104032730,2008.117,2D,photograph,Unidentified Man (Marc Ribot),Q5603,1982-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759360/representation-view,assessed to in copyright
Q104032731,2008.118,2D,photograph,Unidentified Man (Marc Ribot),Q5603,1982-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759361/representation-view,assessed to in copyright
Q103310919,2008.125,2D,photograph,Unidentified Man and Woman,Q5603,1981-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759368/representation-view,assessed to in copyright
Q104032732,2008.122,2D,photograph,Unidentified Man and Woman,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759365/representation-view,assessed to in copyright
Q104032733,2008.123,2D,photograph,Unidentified Man and Woman,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759366/representation-view,assessed to in copyright
Q104032734,2008.124,2D,photograph,Unidentified Man and Woman,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759367/representation-view,assessed to in copyright
Q103551137,2008.135,2D,photograph,Unidentified Models,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759378/representation-view,assessed to in copyright
Q103310925,2008.107,2D,photograph,Unidentified Woman,Q5603,1982-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759350/representation-view,assessed to in copyright
Q104032736,2008.121,2D,photograph,Unidentified Woman,Q5603,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759364/representation-view,assessed to in copyright
Q103310936,2008.037,2D,photograph,"Unidentified Woman (Short Blonde Hair, 1 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759280/representation-view,assessed to in copyright
Q103310945,2008.046,2D,photograph,"Unidentified Woman (Short Blonde Hair, 10 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759289/representation-view,assessed to in copyright
Q103310950,2008.047,2D,photograph,"Unidentified Woman (Short Blonde Hair, 11 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759290/representation-view,assessed to in copyright
Q103310956,2008.048,2D,photograph,"Unidentified Woman (Short Blonde Hair, 12 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759291/representation-view,assessed to in copyright
Q103310961,2008.049,2D,photograph,"Unidentified Woman (Short Blonde Hair, 13 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759292/representation-view,assessed to in copyright
Q103310969,2008.050,2D,photograph,"Unidentified Woman (Short Blonde Hair, 14 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759293/representation-view,assessed to in copyright
Q103310975,2008.051,2D,photograph,"Unidentified Woman (Short Blonde Hair, 15 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759294/representation-view,assessed to in copyright
Q103310984,2008.038,2D,photograph,"Unidentified Woman (Short Blonde Hair, 2 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759281/representation-view,assessed to in copyright
Q103310992,2008.039,2D,photograph,"Unidentified Woman (Short Blonde Hair, 3 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759282/representation-view,assessed to in copyright
Q103310999,2008.040,2D,photograph,"Unidentified Woman (Short Blonde Hair, 4 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759283/representation-view,assessed to in copyright
Q103311006,2008.041,2D,photograph,"Unidentified Woman (Short Blonde Hair, 5 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759284/representation-view,assessed to in copyright
Q103311016,2008.042,2D,photograph,"Unidentified Woman (Short Blonde Hair, 6 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759285/representation-view,assessed to in copyright
Q103311026,2008.043,2D,photograph,"Unidentified Woman (Short Blonde Hair, 7 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759286/representation-view,assessed to in copyright
Q103311038,2008.044,2D,photograph,"Unidentified Woman (Short Blonde Hair, 8 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759287/representation-view,assessed to in copyright
Q103311045,2008.045,2D,photograph,"Unidentified Woman (Short Blonde Hair, 9 of 16)",Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759288/representation-view,assessed to in copyright
Q103311058,2008.052,2D,photograph,Unidentified Woman (Short Blonde Hair),Q5603,1980-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759295/representation-view,assessed to in copyright
Q103311150,1983.006,2D,photograph,Untitled,Q5046268,1981-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26755730/representation-view,assessed to in copyright
Q104032825,2009.001a,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759409/representation-view,assessed to in copyright
Q104032826,2009.001aa,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759410/representation-view,assessed to in copyright
Q104032827,2009.001b,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759411/representation-view,assessed to in copyright
Q104032828,2009.001bb,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759412/representation-view,assessed to in copyright
Q104032829,2009.001c,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759413/representation-view,assessed to in copyright
Q104032831,2009.001cc,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759414/representation-view,assessed to in copyright
Q104032832,2009.001d,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759415/representation-view,assessed to in copyright
Q104032833,2009.001dd,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759416/representation-view,assessed to in copyright
Q104032834,2009.001e,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759417/representation-view,assessed to in copyright
Q104032835,2009.001ee,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759418/representation-view,assessed to in copyright
Q104032836,2009.001f,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759419/representation-view,assessed to in copyright
Q104032837,2009.001ff,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759420/representation-view,assessed to in copyright
Q104032838,2009.001g,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759421/representation-view,assessed to in copyright
Q104032840,2009.001gg,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759422/representation-view,assessed to in copyright
Q104032842,2009.001h,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759423/representation-view,assessed to in copyright
Q104032843,2009.001hh,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759424/representation-view,assessed to in copyright
Q104032844,2009.001i,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759425/representation-view,assessed to in copyright
Q104032845,2009.001ii,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759426/representation-view,assessed to in copyright
Q104032847,2009.001j,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759427/representation-view,assessed to in copyright
Q104032848,2009.001jj,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759428/representation-view,assessed to in copyright
Q104032849,2009.001k,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759429/representation-view,assessed to in copyright
Q104032850,2009.001kk,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759430/representation-view,assessed to in copyright
Q104032851,2009.001l,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759431/representation-view,assessed to in copyright
Q104032852,2009.001ll,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759432/representation-view,assessed to in copyright
Q104032854,2009.001m,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759433/representation-view,assessed to in copyright
Q104032855,2009.001mm,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759434/representation-view,assessed to in copyright
Q104032857,2009.001n,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759435/representation-view,assessed to in copyright
Q104032858,2009.001nn,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759436/representation-view,assessed to in copyright
Q104032859,2009.001o,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759437/representation-view,assessed to in copyright
Q104032860,2009.001oo,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759438/representation-view,assessed to in copyright
Q104032861,2009.001p,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759439/representation-view,assessed to in copyright
Q104032862,2009.001pp,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759440/representation-view,assessed to in copyright
Q104032863,2009.001q,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759441/representation-view,assessed to in copyright
Q104032864,2009.001qq,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759442/representation-view,assessed to in copyright
Q104032865,2009.001r,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759443/representation-view,assessed to in copyright
Q104032868,2009.001rr,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759444/representation-view,assessed to in copyright
Q104032869,2009.001s,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759445/representation-view,assessed to in copyright
Q104032870,2009.001ss,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759446/representation-view,assessed to in copyright
Q104032871,2009.001t,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759447/representation-view,assessed to in copyright
Q104032872,2009.001tt,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759448/representation-view,assessed to in copyright
Q104032873,2009.001u,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759449/representation-view,assessed to in copyright
Q104032874,2009.001uu,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759450/representation-view,assessed to in copyright
Q104032875,2009.001v,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759451/representation-view,assessed to in copyright
Q104032876,2009.001vv,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759452/representation-view,assessed to in copyright
Q104032877,2009.001w,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759453/representation-view,assessed to in copyright
Q104032878,2009.001ww,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759454/representation-view,assessed to in copyright
Q104032879,2009.001x,2D,photograph,Untitled,Q16841977,2000-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759455/representation-view,assessed to in copyright
