qid,iiif_manifest_uuid,iiif_manifest_old,iiif_manifest_new
Q102974193,4AD002E6-176D-4C7A-BF7E-DA54559EDBA0,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.023.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.023.json
Q102974890,11FACAC9-9025-4C16-8206-98E5F4EBA3F8,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.024.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.024.json
Q102975021,59DC7215-0C50-4DAC-959B-7A0342EB602B,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0134.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0134.json
Q102975209,11EABC22-94C4-4800-BF32-6314F97C1929,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.025.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.025.json
Q102976755,56B145DA-5B4B-492F-9ADA-760F46A281EA,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0126.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0126.json
Q103301440,ABDC9263-E2F3-4C05-8431-7BF74736B3C2,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.004.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.004.json
Q104032220,5E188FF3-ECDF-4FDB-88DE-C65F01D285CD,https://iiif-manifest.library.vanderbilt.edu/gallery/1968/1968.009.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1968/1968.009.json
Q104032221,849B6023-299E-4364-B2B2-7379C99163D3,https://iiif-manifest.library.vanderbilt.edu/gallery/1968/1968.010.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1968/1968.010.json
Q103296598,05A26918-4B66-49A0-BCF5-4C71617CC2E4,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.015.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.015.json
Q102961508,A6D371D1-04B2-4EAE-B2E2-1C4CD37DC278,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0264P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0264P.json
Q102961566,41935D10-2819-4A95-A67C-C091D6BE476F,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.222.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.222.json
Q103297128,EDB55D35-FE7C-4E92-BFD6-5373ADC49039,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.010.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1977/1977.010.json
Q102961830,2A525599-28BA-4F5B-A1A2-9A5FCF5540F9,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0303P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0303P.json
Q102962942,5A27133B-E777-4978-A120-3F59940FBBF1,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.005.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.005.json
Q94549679,96D42B99-C971-4165-86C3-D2EDE06B4E13,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0302P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0302P.json
Q103298982,AAE5C4A3-05E6-42F4-9685-3F9B4E3FE0BD,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.076.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.076.json
Q103299404,56D54263-029F-4B34-90D7-236EC773E83B,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0236P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0236P.json
Q104032067,4520C3DB-349E-4FE7-9DDC-241CBDB59B96,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0247P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0247P.json
Q102966448,94FBD7D7-F41B-4F8C-85DE-A40A38E4C499,https://iiif-manifest.library.vanderbilt.edu/gallery/2003/2003.036.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/2003/2003.036.json
Q102966531,FFE89E35-8E0E-48BF-9D26-86F03F1BF8B2,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0304P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0304P.json
Q102967270,D17CBB9B-351B-47DE-83E8-CE479FA02726,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0232P.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0232P.json
Q104032125,20BA78F9-F62D-489E-938E-CE63325DE017,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.029.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.029.json
Q102967808,47DD5803-827C-4C7B-A437-DF2650FA841E,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0288P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0288P.json
Q102967814,AA604852-39FD-48F7-A2A5-3D5F1E2A8D0D,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.028.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.028.json
Q102967821,513C0440-86FB-48D4-8B61-6710353C0CB4,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.030.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.030.json
Q102967848,22DAA253-32D3-4E9F-B65B-79888D7B0821,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0195P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0195P.json
Q102967855,7EDA45F4-87F6-43D5-8E15-0E9456E398A8,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0293P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0293P.json
Q102968020,2F04E60F-84AA-4597-B8F3-1A86E5CF6991,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.040.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.040.json
Q94696965,F6969B95-6551-4DB1-80B5-9EC26CCE293D,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0654P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0654P.json
Q94702413,C6BE8F76-7117-4CC8-9277-4DF22ECCA0FA,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0650P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0650P.json
Q94696574,3D6379A5-05A3-4A7B-8778-BC65735D9906,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0657P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0657P.json
Q103305361,417B81B5-581E-41FA-827D-A779982DE0BB,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.025.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.025.json
Q102968693,29539A66-2E6C-45AD-9D0F-282A1CD8BE29,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0215P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0215P.json
Q102968780,A19B6A1C-AB38-4F2B-8732-C5D1EE62DFF0,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.332.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.332.json
Q102969054,D2942D94-5CAC-4842-9C74-982566DC69F6,https://iiif-manifest.library.vanderbilt.edu/gallery/1974/1974.002.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1974/1974.002.json
Q105095779,B3A1DE35-82C2-468A-AF82-12FB9361F3A6,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0787P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0787P.json
Q105095780,7CB9761F-DB47-432E-84B4-D837D1EBC27B,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0788P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0788P.json
Q105095782,4CF0A7ED-121F-42E2-80BE-317276528831,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0789P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0789P.json
Q102969583,CA56EF6C-BD91-443E-80F6-0118F8818311,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0016.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0016.json
Q103306344,608386A5-EBA0-46E2-95A2-88E1C5F272B8,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0249P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0249P.json
Q102969634,148DB2F5-466E-4417-88BB-9EAF0F5BDEBC,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.012.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.012.json
Q94440586,BEB9C14F-E902-45C0-A870-F7B96205DBB5,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.007.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1970/1970.007.json
Q103306879,CC415C19-D643-47DE-82F2-994D965F89F9,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0176.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0176.json
Q103306902,027C66B4-3911-4379-95AD-70C8D6B09148,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.013.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.013.json
Q103306922,8CDAD299-6D6B-4ADB-BB33-61CF2C91908B,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.335.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.335.json
Q103306927,4C7E2994-77C7-4E74-9158-571EA2D7B2A0,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.336.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.336.json
Q105095955,784E9407-2177-4B48-B698-83B632D22E70,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0086.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0086.json
Q103306966,453F37EB-3D5C-40CF-974D-DA74FD0E12AD,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.008.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.008.json
Q104032249,2854BA1C-9EA1-4886-A3C1-592925F36AC6,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.004.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.004.json
Q103307013,56453912-3539-4E12-BBE9-2CFC62CFD78C,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.032.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1984/1984.032.json
Q103307047,904D598E-5326-4601-B617-BAA74FF9FAC9,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.001.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.001.json
Q103307762,CFD27298-FA46-4BDB-A5BB-18C7F6550325,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.183.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.183.json
Q103307948,41E28C32-6D17-42A7-87B7-E663AA0FBFF5,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0015.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0015.json
Q102971097,47C4AE76-1956-49C2-92A6-1A307CA715C0,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143b.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143b.json
Q102971105,CD223EBE-E678-4BD5-9BA3-8D07727F1E33,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143a.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.143a.json
Q103307988,BD08A887-A51B-47B5-9FFB-1B315DEC4FA5,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0175.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0175.json
Q103308141,459E5072-3CDF-4FA9-A2B1-83F85B97C539,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0223P.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0223P.json
Q102973016,178F88F7-76A7-4CBE-9084-A9D3CD330515,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0324P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0324P.json
Q103308814,50C00858-59E5-40BF-BF96-71528458F8FA,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.003.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.003.json
Q94702395,54650FFD-D13D-4B1A-B4A6-90DE74A75DA6,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0651P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0651P.json
Q94702974,941E5439-E7C0-4739-B898-51411DC03B8C,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0655P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0655P.json
Q104032530,EC391312-0003-4FF9-ACD2-C3E675970F64,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0203P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0203P.json
Q102973525,09D1B20B-FD46-415C-8795-F3CDDCF0129F,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0284P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0284P.json
Q103309316,B5085AF7-6609-485F-ACF0-ACE8A2833A10,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0174.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0174.json
Q102973993,D18DC85C-3E46-4EC9-BFEF-6B4D65670B6F,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.013.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.013.json
Q94544652,434D0191-264A-4C33-8FBD-6E8C473544FF,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0653P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0653P.json
Q94702420,C27BC1FA-DD47-4348-AAFA-3D1C463404CD,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0649P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0649P.json
Q103309655,EA87C351-2491-4BC2-9F5D-B90733C586B5,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.011.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.011.json
Q103309798,C6C1263E-5E74-4613-9441-3980268BFE1A,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.012.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.012.json
Q94971573,9B68683E-65A8-4671-82EE-D3E39CB7F911,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.063.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1972/1972.063.json
Q102974452,B2E120D0-D238-46CD-9AB2-0C595CB11253,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.002.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.002.json
Q103309955,AE8175B5-7466-4207-8319-01C27F10AF2D,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0251P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0251P.json
Q102974631,5F7EE236-EBC9-4DEB-9073-FC76B548C09F,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.007.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.007.json
Q102974719,9D2BCD06-A409-4C3C-920F-066069543708,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.010.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.010.json
Q104032737,4CCB5081-F369-42E6-BAED-9C660E320030,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.008.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.008.json
Q104032738,6BAA8EE4-6241-426C-A073-8716E52D63BB,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.009.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.009.json
Q104032739,9C2E0E73-82A3-4469-8893-28B3255CC036,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.010.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.010.json
Q104032740,E44BA9DB-3279-425E-9B3F-CEAAF2046A25,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.011.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.011.json
Q104032741,47767554-E372-4DD9-AF5C-050A14DA4760,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.012.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.012.json
Q104032742,3C043ACA-6460-4FF2-BAF2-0D7EBDD42C91,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.013.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.013.json
Q103312067,57E4FAF5-92AB-4CD6-B5FA-0FF8D1269E4F,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.009.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.009.json
Q103312093,2C1B0A97-1F43-42CD-977A-6AC9C96C4930,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0322P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0322P.json
Q106577500,5DCF8203-C25F-4C3F-AAAE-3DDD6D4109F4,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0268P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0268P.json
Q106577501,7FA7C1A3-4E31-4B75-8388-5340F917AEB7,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.194.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.194.json
Q105092364,5C4CC06E-618F-4A1D-BD95-C0F4BD8379AC,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0282P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0282P.json
Q102977193,09219404-7471-4D26-8B3C-305DCCCEF464,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0190P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0190P.json
Q103312440,83BB288B-25ED-427B-8F8D-6976C473039D,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0226P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0226P.json
Q103312479,BDEA0645-5413-4668-BC71-1AF7B00610E2,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0316P.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0316P.json
Q102966235,2FE7F730-CCEE-4C48-8C35-0BDE4101A1B8,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0074.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0074.json
Q103296766,EFA27E1C-20C4-4AB3-AF8F-FA5F6B35FCB0,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.140.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.140.json
Q103296837,747BE8BF-253E-4A86-8C46-2E38EF3B48E4,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.144.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.144.json
Q103296847,DEC9CB86-EA28-476D-B650-271DFE385296,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.145.jpg.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.145.json
Q105095996,B17EC368-8020-4875-B29F-8B13C26BE727,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.028.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.028.json
Q103298394,22ECBAD2-0A12-41FB-A123-F6FF45B4A3BB,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.013.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.013.json
Q102963263,054828FD-2BD8-4656-B5B0-48924680B5AE,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.014.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.014.json
Q103299376,ADF93B29-B2D7-4B13-829A-E0C09381202D,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.035.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.035.json
Q104031967,1106BCAB-4C55-407F-8F2F-16B93FEB2AB3,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.008.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.008.json
Q105091845,167C337D-5BFA-409D-A868-DBF9CE48A7C3,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.215a.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.215a.json
Q103304863,35255E96-3604-43F4-8DCC-C2AFA9F19C94,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.033.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.033.json
Q105091978,D279279D-65AB-4514-BD0D-A51736E4ECF0,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.026.JPG.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.026.json
Q103306849,CD759F82-17EE-4FDD-8A6B-E0AC917F870E,https://iiif-manifest.library.vanderbilt.edu/gallery/1990/1990.004.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1990/1990.004.json
Q106577463,1B2225B4-640D-4A64-A71D-D59C021C9DD3,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.006.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.006.json
Q102961661,213B4A73-D891-4329-8031-8721A38AE9F9,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.029.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.029.json
Q102964488,2DC5BD23-7551-4694-B33A-61EA18ECFA07,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.028.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.028.json
Q102965023,38206A73-CAC4-4298-80B4-A48DC26540FF,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.067.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.067.json
Q103301588,8A2EE8BF-F081-4277-AAB7-3ED40D1D2A6E,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.050.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.050.json
Q102968085,1518C78F-E789-44F5-B103-7FC5C51F2BA2,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.027.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.027.json
Q104032208,1F04117F-5CD8-4A05-A719-25B91B43222E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.005.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.005.json
Q104032209,410F81BB-E307-4B7E-B0B5-A3E5B065AF7A,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.006.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.006.json
Q103306305,BFF010C3-0EB7-4ECE-8719-8013B2310E95,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.066.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.066.json
Q102969572,350FF5BB-ECC6-4AE8-9944-2EA5FA4D567B,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.065.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.065.json
Q102315563,AD8AC9B1-A4B5-4BAE-AB9F-4461AC210B0E,https://iiif-manifest.library.vanderbilt.edu/gallery%2F1994%2F1994.413.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.413.json
Q104032468,5EE0CA94-37D1-43ED-8355-4DCC2F1CD55D,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.049.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.049.json
Q103301635,15EABC0D-D45C-4DA0-B7E2-B90727ED7FDE,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.004.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.004.json
Q104032091,9CC39C0C-7A94-4C79-A7E2-42DAC13FFCDF,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.008.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.008.json
Q103301723,FEE05A87-C5BA-4888-A973-2B5B73021CFD,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.007.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.007.json
Q102968630,A1E9E8D2-AA72-4E39-BC23-8F116EEDAC8E,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.001.TIF.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.001.json
Q103307478,533ACD55-83A1-441E-AEC3-7E795E0712DB,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971-017.tiff.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.017.json
Q103307969,7B42D417-66F9-4EDC-BE18-832BBAFAB53F,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.019.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.019.json
Q103308072,DAF160D3-9085-48D0-9066-10CF31CD4325,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.042.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.042.json
Q94701366,8F2B2BD8-797C-4FD5-A883-9BB2F99DAD7D,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.062.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.062.json
Q103306316,3B7D88A9-0161-49D7-9B72-7BE9FF597C56,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.023.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.023.json
Q102973741,10145337-6291-4D0D-99C8-5BD1464B120B,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.002.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.002.json
Q102958387,62734B2A-1D7C-4DDC-B5CD-8D5E3A70B7AA,https://iiif-manifest.library.vanderbilt.edu/gallery%2F1992%2F1992.139_a-c.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.139_a-c.json
Q103308306,725694A2-A2CC-4382-9776-FB2E434992C1,https://iiif-manifest.library.vanderbilt.edu/gallery%2F1996%2F1996.191a-f.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.191a-f.json
Q102964101,5945F13C-5824-4552-A055-356A41300F1B,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.006.tif.json,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.006.json
