qid,commons_id,local_identifier,label_en,directory,local_filename,rank,image_name,iiif_manifest,notes
Q103301002,,1994.415,Head of a warrior funerary figure,1994,1994.415.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.415.json,
Q103301349,,1994.470,Hunchback figure with one hand raised to the head,1994,1994.470.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.470.json,
Q103301588,,1969.050,Incised Fertility Doll,1969,1969.050.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.050.json,
Q102966634,,1978.038,Jar,1978,1978.038.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.038.json,
Q103301794,,1979.0411p,Jar with incised spiral designs,1979,1979.0411P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0411p.json,
Q102966659,,2000.112,Jar with straight neck and two loop handles with eight sets of five vertical ribs,2000,2000.112.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.112.json,
Q103301806,,2008.158,Jar with two loop handles,2008,2008.158.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2008/2008.158.json,
Q102966728,,2002.039,Jian ware dark glazed bowl,2002,2002.039.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.039.json,
Q102966735,,2002.034,Jizhou ware conical bowl with olive green glaze,2002,2002.034.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.034.json,
Q106582696,,2002.029,Jizhou ware tea bowl,2002,2002.029.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.029.json,
Q102966741,,2002.031,Jizhou ware tea bowl with stylized plum blossoms,2002,2002.031.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.031.json,
Q106582697,,2002.028,Jizhou ware with leaf decoration,2002,2002.028.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.028.json,
Q102966767,,2001.004,"Jun ware bowl with brown rim glaze pattern fading to blue on the interior and exterior, with drip pattern on exterior",2001,2001.004.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2001/2001.004.json,
Q103301934,,1981.013,Kangxi ware vase,1981,1981.013.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.013.json,
Q103302142,,1979.0414p,Kneeling female human effigy,1979,1979.0414P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0414p.json,
Q104032119,,1992.480,Kogo (Incense Container),1992,1992.480.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.480.json,
Q104032121,,1992.483,Kogo (Incense Container),1992,1992.483.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.483.json,
Q102968078,,1978.039,Lidded jar,1978,1978.039.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.039.json,
Q102968085,,1973.027,Lidded jar with grey-brown underglaze painting,1973,1973.027.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1973/1973.027.json,
Q102968105,,1987.038,Lidded seal ink container with a design of prawns and leaves,1987,1987.038.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.038.json,
Q102968142,,1994.106,Lidded teacup with a design in blue and red underglaze of peonies with gold enamel,1994,1994.106.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.106.json,
Q103304690,,1986.047,Long Neck vase with a red and gold swirl pattern (Kutani ware),1986,1986.047.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.047.json,
Q102968243,,1991.027,Longquan celadon ware charger,1991,1991.027.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.027.json,
Q102968250,,1999.137,Longquan celadon ware dish with twin-fish motif,1999,1999.137.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.137.json,
Q103304939,,1979.1011P,Man holding a dog,1979,1979.1011P.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.1011P.json,
Q102968635,,1994.207,Mishima ware mizusashi (lidded water jar) for the tea ceremony with inlay design of dragons and clouds with abstract borders with green glaze,1994,1994.207.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.207.json,
Q103305430,,1979.1013p,Mono (monkey) figurine,1979,1979.1013P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.1013p.json,
Q102969216,,1994.174,Oil jar with gold lacquer repair and incised design with celadon glaze,1994,1994.174.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.174.json,
Q102969225,,1994.173,Oil jar with gold lacquer repair and inlaid design of flowers and circles with celadon glaze,1994,1994.173.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.173.json,
Q102969230,,1994.175,Oil jar with gold lacquer repair with celadon glaze,1994,1994.175.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.175.json,
Q104032208,,1978.005,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim,1978,1978.005.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.005.json,
Q104032209,,1978.006,One of two sauce cups with a design of rabbits and waves and a lozenge border on inner rim,1978,1978.006.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.006.json,
Q102969398,,1993.210,Oribe ware tea cup with a design of three chrysanthemum flowers,1993,1993.210.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.210.json,
Q103306305,,1975.066,Pale grey-green celadon ware bowl with incised decoration,1975,1975.066.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.066.json,
Q102969572,,1975.065,Pale grey-green celadon ware cup,1975,1975.065.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.065.json,
Q103306555,,1979.0415P,Pipe bowl in the shape of a seated human,1979,1979.0415P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0415P.json,
Q102969811,,1978.023,Plate with a design in blue underglaze of a radish,1978,1978.023.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.023.json,
Q102969817,,1978.012,Plate with a design in blue underglaze of a wagtail,1978,1978.012.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.012.json,
Q102970149,,1998.014,Qingbai celadon ware bowl,1998,1998.014.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1998/1998.014.json,
Q102970171,,1987.056,Quail-shaped box on a wooden stand (2 parts),1987,1987.056.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.056.json,
Q104032311,,1994.502,Seated female figure,1994,1994.502.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.502.json,
Q104032314,,1994.364,Seated female figure with child,1994,1994.364.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.364.json,
Q103308038,,1994.422,Seated female figure with cloth skirt,1994,1994.422.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.422.json,
Q103308044,,1994.504,Seated female figure with hand on cheek,1994,1994.504.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.504.json,
Q102315563,,1994.413,Seated female funerary figure,1994,1994.413.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.413.json,
Q103308130,,1994.385,Seated mother with child,1994,1994.385.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.385.json,
Q102972741,,1994.030,Soba-choko (noodle sauce cup) with a design in blue underglaze of three young pine trees and mountain,1994,1994.030.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.030.json,
Q102973292,,1994.392,Stamp or seal with a centipede,1994,1994.392.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.392.json,
Q102973298,,1994.396,Stamp with a bird,1994,1994.396.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.396.json,
Q104032426,,1994.417,Standing female figure,1994,1994.417.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.417.json,
Q104032432,,1994.453,Standing female figure,1994,1994.453.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.453.json,
Q104032436,,1994.459,Standing female figure,1994,1994.459.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.459.json,
Q104032446,,1994.492,Standing female figure,1994,1994.492.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.492.json,
Q103308893,,1994.482,Standing female figure with painting on the back,1994,1994.482.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.482.json,
Q104032449,,1994.456,Standing female funerary figure,1994,1994.456.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.456.json,
Q102973329,,1979.1039P,Standing female saint or Madonna,1979,1979.1039P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.1039P.json,
Q104032468,,1969.049,Standing figure,1969,1969.049.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.049.json,
Q104032479,,1994.444,Standing figure with ring through its nose,1994,1994.444.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.444.json,
Q103308926,,1994.465,Standing figure with tapered head and elaborate ear ornaments,1994,1994.465.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.465.json,
Q104032490,,1994.473,Standing hollow figure with ear spools,1994,1994.473.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.473.json,
Q104032493,,1994.474,Standing hollow figure with ear spools,1994,1994.474.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.474.json,
Q104032500,,1994.528,Standing male figure,1994,1994.528.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.528.json,
Q103308960,,1994.469,Standing male figure with incised patterns on arms and thighs,1994,1994.469.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.469.json,
Q103308973,,1994.455,Standing male funerary figure,1994,1994.455.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.455.json,
Q102973444,,1979.0505P,Stirrup vessel,1979,1979.0505P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0505P.json,
Q103309070,,1994.508,Stirrup-spout vessel,1994,1994.508.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.508.json,
Q103309128,,1985.045,Storage jar with faint red pigment,1985,1985.045.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.045.json,
Q102973842,,1985.029,Tan glazed porcelain cylindrical brush pot,1985,1985.029.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.029.json,
Q105095840,,1979.0412P,Tan water bottle,1979,1979.0412P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0412P.json,
Q104032583,,1978.016,Tea bowl,1978,1978.016.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.016.json,
Q104032586,,1978.017,Tea bowl,1978,1978.017.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.017.json,
Q102973904,,1994.122,Teacup with an abstract brush design in taupe,1994,1994.122.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.122.json,
Q102973919,,1994.206,"Teapot with black, brown and ochre glazes",1994,1994.206.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.206.json,
Q102973928,,1993.112,"Teapot with inscription on outside and inside lid, inscribed kneeling figure on side of pot, landscape on inside of pot",1993,1993.112.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.112.json,
Q102973969,,1978.024,Ten sided blue and white plate with crane and vase motif,1978,1978.024.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.024.json,
Q103310153,,1994.507,"The stirrup-spout vessel, depicting an old mountain god",1994,1994.507.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.507.json,
Q103310472,,2002.038,Tomb Model: House,2002,2002.038.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.038.json,
Q102975431,,1985.028,Tripod incense burner with two loop handles on the rim,1985,1985.028.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.028.json,
Q102975456,,1993.065,Trivet for the tea ceremony in the shape of three folding fans,1993,1993.065.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1993/1993.065.json,
Q102975671,,1979.0413P,Two-handled bowl with pig snout,1979,1979.0413P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0413P.json,
Q105092242,,1979.0487P,Two-handled Vase with Costumed Figures,1979,1979.0487P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0487P.json,
Q103311900,,1988.109,Vase (tokoname ware),1988,1988.109.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.109.json,
Q103311914,,1979.0425P,Vase blue with a dragon motif,1979,1979.0425P.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0425P.json,
Q103311928,,1987.034,Vase with a design in blue under glaze of flowers and calligraphy,1987,1987.034.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.034.json,
Q103311949,,1979.0426P,"Vase with a red, green and white motif",1979,1979.0426P.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0426P.json,
Q106582850,,2004.091,Vase with marbleized glaze pattern,2004,2004.091.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.091.json,
Q103311986,,1986.041,"Vase with six-sided design of fish, sea and flora (Kutani ware)",1986,1986.041.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.041.json,
Q103311989,,1987.025,Vase with two animal head medallions,1987,1987.025.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.025.json,
Q103312140,,1991.014,Votive object for a festival in the form of a seated cat,1991,1991.014.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.014.json,
Q102976935,,1985.025,Waterpot in form of a fruiting peach branch,1985,1985.025.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.025.json,
Q103312376,,1986.042,Wine Pot with a design of a duck standing in a lotus (Kutani ware),1986,1986.042.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1986/1986.042.json,
Q102977398,,2002.032,Yaozhou ware conical bowl with russet glaze,2002,2002.032.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.032.json,
Q94827808,,1983.017,Byzantine coin,1983,1983.017.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1983/1983.017.json,
Q102970594,,1981.031,Roman Republic coin,1981,1981.031.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.031.json,
Q106568553,,2004.090,Flower shaped cup with a design of birds and scrolling vines,2004,2004.090.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.090.json,
Q106568734,,1985.040,Wine Server in the form of a shell,1985,1985.040.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.040.json,
Q102967902,,1999.181,"Large type two-headed dragon Ch'ing (also referred to as ""chime"" or ""Bridge Money"")",1999,1999.181.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.181.json,
Q103310411,,1979.0567P,Throne with tapestry seat,1979,1979.0567P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0567P.json,
Q103310522,,1992.334,Transitional Side Chair,1992,1992.334.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.334.json,
Q94971493,,1975.059,Red-figure kylix,1975,1975.059_front.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.059.json,
Q94971493,,1975.059,Red-figure kylix,1975,1975.059_back.jpg,secondary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.059.json,
Q106577411,,1996.178,"Printing block containing Confucian text, book 21, pages 29-30",1996,1996.178.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.178.json,
Q103307217,,1996.179,"Printing block containing Confucian text, book 3, pages 7-8",1996,1996.179.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1996/1996.179.json,
Q103296689,,1988.077,Allegorical Group,1988,1988.077.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.077.json,
Q103297009,,1985.076,Apsara Standing upon a Lotus Pedestal,1985,1985.076.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.076.json,
Q94970906,,1994.532,Ball player in warrior bird costume,1994,1994.532.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.532.json,
Q103297298,,1978.021,Beckoning cat,1978,1978.021.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.021.json,
Q102962116,,1999.138,Bi disc,1999,1999.138.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1999/1999.138.json,
Q103297588,,2001.005,Bodhisattva,2001,2001.005.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2001/2001.005.json,
Q103297892,,1985.041,Buddha on a dais,1985,1985.041.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.041.json,
Q103297912,,1985.068,Buddha seated on lotus dais,1985,1985.068.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.068.json,
Q102962868,,1994.218,Buddhist shrine with gold lacquer,1994,1994.218.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.218.json,
Q103298110,,1994.365,Carved figure,1994,1994.365.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.365.json,
Q104031022,,1994.362,Carved funerary figure,1994,1994.362.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.362.json,
Q94824558,,1979.0433P,Cat,1979,1979.0433P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0433P.json,
Q106582652,,1979.0101,Ceres (from a Cycle of the Four Seasons),1979,1979.0101.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0101.json,
Q103298308,,2000.105,"Chang-e, the Moon Goddess",2000,2000.105.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.105.json,
Q103298357,,2004.028,Checkers Up At the Farm,2004,2004.028.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2004/2004.028.json,
Q103298440,,1980.130,Christ as Ruler of All with Five Standing Saints,1980,1980.130.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.130.json,
Q104031028,,1969.003,Christ from a Crucifix - red background,1969,1969.003red.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.003.json,
Q104031028,,1969.003,Christ from a Crucifix - black background,1969,1969.003.tif,secondary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.003.json,
Q104031029,,1976.009,Christ from a Crucifix,1976,1976.009.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.009.json,
Q103298521,,1992.227,"Circular Mirror with Outer Border of Early Seal Script Characters, Inner Border of 8 Scallops, and 8 Central Spirals",1992,1992.227.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.227.json,
Q103298750,,1992.121,Container with Five Peacocks on Lid,1992,1992.121.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1992/1992.121.json,
Q103298949,,1979.0073,Crowned Corpus of Christ (from a Limoges workshop),1979,1979.0073.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0073.json,
Q103299090,,1979.1001P,David,1979,1979.1001P.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.1001P.json,
Q103299640,,1994.352,"Ere Ibeji, carved male twin figure embellished with cowrie shells",1994,1994.352.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.352.json,
Q103299673,,1988.114,Exercising Male with a Sword,1988,1988.114.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1988/1988.114.json,
Q104031980,,1994.457,Figure,1994,1994.457.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.457.json,
Q103299898,,1994.454,Figure of a squatting flute player,1994,1994.454.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.454.json,
Q102965677,,2000.110,Ge halberd with a design in relief of a bird grasping a snake and cloud patterns,2000,2000.110.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.110.json,
Q102965684,,2000.111,Ge halberd with a design of a tiger and clouds,2000,2000.111.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.111.json,
Q103300516,,2001.165,Gilded head of a Buddha,2001,2001.165.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2001/2001.165.json,
Q103300860,,1975.005,Half-Figure Prophet - recto after restoration,1975,1975.005.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.005.json,
Q103300860,,1975.005,Half-Figure Prophet - recto before restoration,1975,1975.005_Before.tif,secondary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.005.json,
Q103300860,,1975.005,Half-Figure Prophet - verso,1975,1975.005.verso.jpg,secondary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.005.json,
Q103300998,,1985.073,Head of a Hindu Temple Guardian,1985,1985.073.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.073.json,
Q106582685,,1980.039,"Head of a Maenad, (from an antefix)",1980,1980.039.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.039.json,
Q102966050,,1985.064,Head of Buddha,1985,1985.064.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.064.json,
Q104032075,,1985.066,Head of Buddha,1985,1985.066.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1985/1985.066.json,
Q105095990,,1976.002,Head of Venus Italica,1976,1976.002.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1976/1976.002.json,
Q104032089,,2000.107,Horse,2000,2000.107.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.107.json,
Q104032090,,2000.106,Horse and Rider,2000,2000.106.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2000/2000.106.json,
Q103301289,,1979.0434P,Horus Sarcophagus,1979,1979.0434P.png,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0434P.json,
Q103301635,,1978.004,"Inro in four compartments with netsuke in the shape of a dog, including an ivory ojime on a silk cord",1978,1978.004.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.004.json,
Q103301713,,1978.010,Ivory seal with a design of a reclining elephant,1978,1978.010.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.010.json,
Q104032091,,1978.008,Ivory seal with a design of a seated deity holding a lotus,1978,1978.008.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.008.json,
Q103301723,,1978.007,Ivory seal with an impression of a seated deity,1978,1978.007.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.007.json,
Q103301740,,2002.027,Jade Cong,2002,2002.027.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/2002/2002.027.json,
Q102966588,,1995.067,"Jade vase with deer, crane, and bat designs",1995,1995.067.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1995/1995.067.json,
Q103304703,,1980.092,Lotus Flowers in a Wood Vase (Ornament for a scholar's table),1980,1980.092.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1980/1980.092.json,
Q105095956,,1998.058,"Low relief votive fragment depicting the Egyptian God Ptah, standing in profile with the was scepter",1998,1998.058.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1998/1998.058.json,
Q103304980,,1971.015,Man's Head,1971,1971.015.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.015.json,
Q102968630,,1978.001,Mirror with Engraved Design of the Buddhist Deity Zao Gongen,1978,1978.001.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1978/1978.001.json,
Q103305420,,1994.407,Monkey figure with turned head,1994,1994.407.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.407.json,
Q103305897,,1994.354,"Nkishi, carved magical power figure with nail fetish",1994,1994.354.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.354.json,
Q102969121,,1987.014,Nymph and Cupids,1987,1987.014.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1987/1987.014.json,
Q102969152,,1994.131,Octagonal seal surmounted by a lion,1994,1994.131.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.131.json,
Q102969462,,1969.069,Overdoor Panel,1969,1969.069.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.069.json,
Q103306399,,1979.0676P,Pax (baiser de paix) depicting the Crucifixion with the Virgin and Saint John the Evangelist,1979,1979.0676P.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0676P.json,
Q106582799,,1997.152,Perfumer,1997,1997.152.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1997/1997.152.json,
Q103306530,,1994.537,Pilgrim's flask,1994,1994.537.TIF,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1994/1994.537.json,
Q102970324,,1979.0796P,Relief of Five Arhats (disciples of Buddha),1979,1979.0796P.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0796P.json,
Q103307478,,1971.017,Relief Portrait of a Boy,1971,1971-017.tiff,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1971/1971.017.json,
Q103307545,,1982.105,Rhenish Pietà,1982,1982.105.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1982/1982.105.json,
Q94830050,,1979.0419P,Running Bear Effigy,1979,1979.0419P.JPG,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1979/1979.0419P.json,
Q103307797,,1983.021,Saint Barbara (reliquary),1983,1983.021.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1983/1983.021.json,
Q103307969,,1969.019,Sculpture of a head,1969,1969.019.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.019.json,
Q103308012,,1991.018,Seated Buddha,1991,1991.018.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1991/1991.018.json,
Q103308072,,1969.042,Seated Hunchback,1969,1969.042.tif,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1969/1969.042.json,
Q103308083,,1981.036,Seated Lakshmi,1981,1981.036.jpg,primary,,https://iiif-manifest.library.vanderbilt.edu/gallery/1981/1981.036.json,
