name,accession,kilobytes,height,width,subdir,extension
1969.032.jpg,1969.032,301,500,566,1969,jpg
1969-019.dng,1969.019,32826,171,256,1969,dng
1969.033.jpg,1969.033,323,500,573,1969,jpg
1969.027.jpg,1969.027,295,500,560,1969,jpg
1969.041.tif,1969.041,103542,5158,3425,1969,tif
1969.069.tif,1969.069,96199,3391,4840,1969,tif
1969.031.jpg,1969.031,318,500,572,1969,jpg
1969.025.jpg,1969.025,328,500,615,1969,jpg
1969.024.jpg,1969.024,84,415,500,1969,jpg
1969.030.jpg,1969.030,318,500,575,1969,jpg
1969.018.jpg,1969.018,148,293,504,1969,jpg
1969.068.TIF,1969.068,7745,2255,1167,1969,TIF
1969.054.tif,1969.054,52518,5184,3456,1969,tif
1970.066.tif,1970.066,4256,1726,2507,1970,tif
1970.002.jpg,1970.002,250,500,415,1970,jpg
1970.016.jpg,1970.016,273,355,500,1970,jpg
1970-036.tif,1970.036,18956,1792,1804,1970,tif
1970.017.jpg,1970.017,284,806,1217,1970,jpg
1970.003.jpg,1970.003,177,342,257,1970,jpg
1970.067.tif,1970.067,4812,1839,2663,1970,tif
1970-010side.tiff,1970.010,88399,4490,6720,1970,tiff
1970-002.dng,1970.002,30061,171,256,1970,dng
1970.059.tif,1970.059,21154,2259,3196,1970,tif
1970.065.tif,1970.065,4889,1881,2645,1970,tif
1970.001.jpg,1970.001,244,448,360,1970,jpg
1970.029.jpg,1970.029,249,376,500,1970,jpg
1970.007b.jpg,1970.007b,3011,2100,1470,1970,jpg
1970.051.med.jpg,1970.051,1795,2100,1634,1970,jpg
1970-010side.dng,1970.010,32903,171,256,1970,dng
1970.064.tif,1970.064,1513,1084,1400,1970,tif
1970.070.tif,1970.070,62462,2996,3557,1970,tif
1970.058.tif,1970.058,31972,3768,2896,1970,tif
1970.060.tif,1970.060,49484,3417,4940,1970,tif
1970.048.tif,1970.048,63951,2981,3660,1970,tif
1970.039.jpg,1970.039,171,500,324,1970,jpg
1970-010.tiff,1970.010,88399,4490,6720,1970,tiff
1970-010.dng,1970.010,33147,171,256,1970,dng
1970.063.tif,1970.063,3491,1523,2327,1970,tif
1970.007.jpg,1970.007,52,500,456,1970,jpg
1970.062.tif,1970.062,3270,1603,2069,1970,tif
1970.042.med.jpg,1970.042,4437,3509,4809,1970,jpg
1970.039.tif,1970.039,19802,3228,2091,1970,tif
1970.011.tif,1970.011,74977,2946,4342,1970,tif
1970-068.tif,1970.068,198533,4736,7153,1970,tif
1970.060.jpg,1970.060,235,346,500,1970,jpg
1970.038.tif,1970.038,61407,3723,2814,1970,tif
1970.012.tif,1970.012,82615,3140,4489,1970,tif
1970.006.tif,1970.006,69927,4033,2958,1970,tif
1970.062.jpg,1970.062,177,382,500,1970,jpg
1970.016.med.jpg,1970.016,3702,1489,2100,1970,jpg
1970.063.jpg,1970.063,163,327,500,1970,jpg
1970.007.tif,1970.007,9060,1839,1676,1970,tif
1970.013.tif,1970.013,81703,4584,3041,1970,tif
1970.067.jpg,1970.067,159,345,500,1970,jpg
1970-052.tif,1970.052,22987,2537,1545,1970,tif
1970-047.tif,1970.047,101036,5040,3420,1970,tif
1970.066.jpg,1970.066,165,344,500,1970,jpg
1970.002.tif,1970.002,82068,4107,3408,1970,tif
1970.016.tif,1970.016,55304,3659,5159,1970,tif
1970.014.tif,1970.014,92256,3404,4624,1970,tif
1970.058.jpg,1970.058,232,500,384,1970,jpg
1970.064.jpg,1970.064,173,387,500,1970,jpg
1970.065.jpg,1970.065,166,355,500,1970,jpg
1970.059.jpg,1970.059,245,353,500,1970,jpg
1970.029.tif,1970.029,7752,1408,1872,1970,tif
1970.015.tif,1970.015,89156,3242,4692,1970,tif
1970.001.tif,1970.001,100174,4525,3777,1970,tif
1970.007b.tif,1970.007b,21256,3217,2252,1970,tif
1970.024.tif,1970.024,38127,3654,3559,1970,tif
