qid,label_en,creator_uuid,creator,creator_ref1_hash,creator_ref1_statedIn,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec
Q122960313,The Macklin Bible -- Christ at Emmaus,6A868E75-2F23-4234-9A27-584126EFDD0C,Q6133916,2c4fb6fc4e04544f808de374c5ddccdc60831fad,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54052,edf12ed9-0421-43d5-94b8-79c725918a81,2023-10-06T00:00:00Z,11
Q122960314,The Macklin Bible -- Christ's Passion,C0BEF015-62AF-48C2-BAFC-11E743ADB42E,Q3568948,8b509aa096a18ee4f56f158a7cd4ed5cb186d590,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54053,6a3a2d14-a13e-489b-8803-96e2ded9a210,2023-10-06T00:00:00Z,11
Q122960315,The Macklin Bible -- Peter's Repentance,4DA7D946-55BC-4D0E-9A0E-49814BF9F951,Q18559777,ac9e99869266bb3400fb58b19fb08644a9533788,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54054,db0a1c92-ab00-4cc5-8b2b-c9ed515c02d1,2023-10-06T00:00:00Z,11
Q122960316,The Macklin Bible -- The Widow's Mite,012F37B8-EC05-4C75-BE6E-86747EAF0D9F,Q18559777,bd30a59338bc0dec4421a3bcde1581b1eab408ce,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54055,6cbe3e01-2f1c-46ff-b035-b4a2686d9f60,2023-10-06T00:00:00Z,11
Q122960317,The Macklin Bible -- The Transfiguration,875CA9F3-3CA2-4AB0-813C-F494F0FB42D6,Q18559777,76748b42f34f98886accb13dc6161cd77c352cea,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54058,3a0011dc-85cf-4fc5-82cf-cd05114af60a,2023-10-06T00:00:00Z,11
Q122960319,The Macklin Bible -- St. John (John the Baptist),2CF68D23-08B7-4F89-B779-6C0C342935C7,Q6243939,55da473a644ae6911f6a840d895e448feffcb1e7,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54059,f964d497-2078-427f-85f0-3d99640cbad7,2023-10-06T00:00:00Z,11
Q122960320,The Macklin Bible -- The Presentation in the Temple,EEACFCE5-FF1C-4F97-B3A9-2C9DF8335B6B,Q8005977,32dc221d5962783c031aafe9e33fe522d26de4af,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54060,19f928a2-96f6-4c01-bdd3-45688073bb30,2023-10-06T00:00:00Z,11
Q122960322,The Macklin Bible -- The Angels Appearing to the Shepherds,020F1116-6B02-4A6B-8511-00A0E2D93C12,Q8018483,c16ea1d980c1a5b4814c57080ae811d26b43aff9,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54062,85d8a7c8-0d2e-4dc4-8193-214569203ad9,2023-10-06T00:00:00Z,11
Q122960323,The Macklin Bible -- The Annunciation,27FC695A-449B-4A14-BC81-78948134A4A2,Q734889,f93d6c1d85ea345490762cb0bfeee466f03784b1,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54063,e9c47d1c-29c2-4881-9f3e-708249e170dc,2023-10-06T00:00:00Z,11
Q122960324,The Macklin Bible -- The Marys at the Sepulchre,D1960E02-8BE0-41F6-8593-1B519CC6732A,Q3568948,de1c3cdf6e5c1a258d97a7b2fb72cb384caecdac,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54065,6a230c72-0168-4d07-95fa-877890a07396,2023-10-06T00:00:00Z,11
Q122960325,The Macklin Bible -- Of Such is the Kingdom of Heaven,8B03E15C-0385-499B-A8C3-728B2A20F596,Q6237323,dd022e2bfaf5a329774467f46375cc2f66913716,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54066,6ba360d7-46ae-413b-861f-efb26df4aade,2023-10-06T00:00:00Z,11
Q122960326,The Macklin Bible -- Christ Walking on the Sea,723F7326-7D3B-436E-BE70-40E3F3376FE7,Q6133916,00a0aff984f107089b2093337bce9c0e80d6bdf8,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54067,f0b13d9c-a592-41b0-9db7-757c2c1ccddd,2023-10-06T00:00:00Z,11
Q122960327,The Macklin Bible -- The Raising of Jairus’s Daughter,F0EFDC60-C8D3-4E3C-AE47-70102193474D,Q123378992,13c102dacf8d716f7ebef3a2fad13c91a0b3b53d,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54068,837dceff-5ae7-4124-a045-51fcf09e2557,2023-10-06T00:00:00Z,11
Q122960328,The Macklin Bible -- Christ Appearing to the Marys,0109C475-D097-43FC-AC0E-1AD150DC24DA,Q1300643,b59254fc2e1b3c09d70438b86d83e85376a35158,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54069,65ff54f4-127e-4c0a-8e8d-2ad982e23147,2023-10-06T00:00:00Z,11
Q122960329,The Macklin Bible -- Peter Denying Christ,1ABB1195-76F3-4469-B492-F587735CEE97,Q52231962,004a0b082ce3fdb3b9127952d2a1401e8e623c2c,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54072,3c1bf4a5-09c3-48c7-81b8-ee5b2fa773f7,2023-10-06T00:00:00Z,11
Q122960333,The Macklin Bible -- The Lord of the Vineyard,D7861E06-DD97-4A95-9E2C-BD9500A8F208,Q6237323,8643008dc85df286a864ffcb1ab55eb1c171a393,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54075,a2d7f6b8-ffa6-4e13-8126-57f791536cbf,2023-10-06T00:00:00Z,11
Q122960334,The Macklin Bible -- Touching the Hem of the Garment,82EC1DC9-3B81-421A-B594-5FB4F5C4ED6C,Q6143734,65284353f9492db5eefb52fcfafd9f931bfa7e36,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54076,f8d6b228-2c36-4224-ad16-7267ca2cb796,2023-10-06T00:00:00Z,11
Q122960335,The Macklin Bible -- Christ Appeasing the Storm,2347B70E-F2F0-4E64-B0AC-BE91B4857C91,Q8005977,16558a04a9d387eee0eb78a1c79b779782682cf1,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54077,63a4e96f-0887-4b1b-ae7b-be9d60e24f11,2023-10-06T00:00:00Z,11
Q122960336,The Macklin Bible -- The Devil Leaving Christ,070BB660-6D72-4316-8217-814F9E1CBCE5,Q8005977,7a3b8b32d973aafe457ff100cad59690b8e964e9,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54079,9dc0079d-4eae-4f82-b529-31270020bc21,2023-10-06T00:00:00Z,11
Q122960337,The Macklin Bible -- John Preaching in the Wilderness,C7F75786-E125-45F4-AA82-881B431606B6,Q8018483,939cfb01358506cd695bf4ee8a0251a86f9c87ca,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54080,acb51fbf-5d31-46ae-aa43-09df4dde5c32,2023-10-06T00:00:00Z,11
Q122960338,The Macklin Bible -- The Holy Family - Frontispiece of the New Testament,946A6F23-5E69-4C07-B521-C56E7B700019,Q3568948,b9e73e4adfc0bbae4006064ca0284838fddb663f,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54081,aaa9c977-d2bd-4f10-98a3-6d3e940629b8,2023-10-06T00:00:00Z,11
Q122960339,The Macklin Bible -- Departure of Hagar,1291AEFC-D495-48EC-B1BD-195B2F9EE47E,Q734889,4fb40ae144a10effa243c77e2e7b49204f804279,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54092,61f925c5-f908-4216-bffa-33bddfab9376,2023-10-06T00:00:00Z,11
Q122960341,The Macklin Bible -- St. John's Vision,7C32D56C-ECE5-419D-8D7E-D2D286F0A09C,Q123378992,5570d1f33db276c9a11777729b782c085127c31f,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54121,4233f41b-eb62-4c30-b8d5-fd71aecc3cec,2023-10-06T00:00:00Z,11
Q122960342,The Macklin Bible -- Jesus Betrayed,DC6423AB-E762-4A9E-BDA6-FECC5FB50BF3,Q6133916,36755e9f2de774c6193f1793f40b9f18fd09bffd,,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54122,b365a2ce-885a-4527-97f6-a99c4804e10b,2023-10-06T00:00:00Z,11
