skipped,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
Q69685436,E7WD4C3G,"Miller-McLemore, Bonnie",2005,"Miller-McLemore, Bonnie",0-687-10761-X,,,,Old Testament -- Apocrypha -- New Testament.,2005,9/18/15 19:41,11/30/22 20:26,,1370-1380,,,,,,,,,,,Abingdon Press,,eng,,,,,Primo,,,,,,,Pastoral care--Dictionaries.; Pastoral Care--Dictionary.; Pastoral counseling--Dictionaries.,"Hunter, Rodney J.",,,,,,,,,,,,,,,,,,,Expanded Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,"Pastoral Theology as Public Theology: Revolutions in the ‘Fourth Area,’",The Dictionary of pastoral care and counseling
Q7008995,KAXBF2UE,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:44,10/30/14 15:46,,14,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Abir Ya'aqob,The New Interpreter's dictionary of the Bible
Q7008995,P5ZJBTXP,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:57,10/30/14 15:46,,53,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Adonai,The New Interpreter's dictionary of the Bible
Q7008995,C8TIV9B6,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:57,10/30/14 15:47,,54,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Adoniram,The New Interpreter's dictionary of the Bible
Q7008995,JZZRWPMF,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:57,10/30/14 15:47,,105,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Almighty,The New Interpreter's dictionary of the Bible
Q7008995,PVAB9MUC,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:58,10/30/14 15:47,,146,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Ancient of Days,The New Interpreter's dictionary of the Bible
Q7008995,ACNVMRNC,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:58,10/30/14 15:48,,438,,,1,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Bethel (Deity),The New Interpreter's dictionary of the Bible
Q7008995,HKRQDCUF,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:58,10/30/14 15:48,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El,The New Interpreter's dictionary of the Bible
Q7008995,BHC5MVIV,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:58,10/30/14 15:48,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El Bethel,The New Interpreter's dictionary of the Bible
Q7008995,MI576J98,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:59,10/30/14 15:48,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El Elohe Israel,The New Interpreter's dictionary of the Bible
Q7008995,4HAQ8D65,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:58,10/30/14 15:49,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El Elyon,The New Interpreter's dictionary of the Bible
Q7008995,G36673I6,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:59,10/30/14 15:49,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El Olam,The New Interpreter's dictionary of the Bible
Q7008995,6KZC9VHS,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 17:59,10/30/14 15:50,,228,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,El Shaddai,The New Interpreter's dictionary of the Bible
Q7008995,JNCCHEIZ,"Azzoni, Annalisa",2006,"Azzoni, Annalisa",978-0-687-05427-5,,,,,2006,10/12/16 14:21,7/17/18 17:19,,,,,,,,,,,,,Abingdon Press,"Nashville, TN",eng,,,,,discoverlibrary.vanderbilt.edu,"BS440 .N445 2006 v.1, BS440 .N445 2006 v.2, BS440 .N445 2006 v.3, BS440 .N445 2006 v.4, BS440 .N445 2006 v.5",,,,,,Bible Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Elephantine Papyri,The New Interpreter's dictionary of the Bible
Q7008995,UZMXJRP8,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:00,10/30/14 15:49,,248,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Eloah,The New Interpreter's dictionary of the Bible
Q7008995,GBHBGQFC,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:00,10/30/14 15:49,,248,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Elohim,The New Interpreter's dictionary of the Bible
Q7008995,3PEWPFJX,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:00,10/30/14 15:50,,442,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Fear of Isaac,The New Interpreter's dictionary of the Bible
Q7008995,9VHNH2VE,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:01,10/30/14 15:51,,618,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,God of Gods,The New Interpreter's dictionary of the Bible
Q7008995,3XTGQ8S2,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:00,10/30/14 15:50,,618-619,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,God of the Covenant,The New Interpreter's dictionary of the Bible
Q7008995,QTVVXTSK,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:01,10/30/14 15:52,,588-595,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,"God, Names of",The New Interpreter's dictionary of the Bible
Q7008995,KFXMAR22,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:01,10/30/14 15:51,,621-622,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,"Gods, Goddesses",The New Interpreter's dictionary of the Bible
Q7008995,FHIQSCG5,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:01,10/30/14 15:52,,739,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Hashem,The New Interpreter's dictionary of the Bible
Q7008995,8G9VQH66,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:02,10/30/14 15:52,,858,,,2,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Holy One,The New Interpreter's dictionary of the Bible
Q7008995,M8I7ABBF,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:02,10/30/14 15:52,,504,,,3,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,King of Kings,The New Interpreter's dictionary of the Bible
Q7008995,VP9T3MPN,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:02,10/30/14 15:53,,687,,,3,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Lord of Heaven,The New Interpreter's dictionary of the Bible
Q7008995,H3B9EXX8,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:02,10/30/14 15:53,,232,,,5,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Shield of Abraham,The New Interpreter's dictionary of the Bible
Q7008995,A8TJG5ZJ,"Seow, C.L.",2006,"Seow, Choon-Leong",0-687-33346-6,,,,,2006,10/29/14 18:02,10/30/14 15:53,,945,,,5,5,,,,,,,Abingdon Press,"Nashville, TN",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Exegese. Bibelwissenschaft. Genre/Form: Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Yahweh,The New Interpreter's dictionary of the Bible
Q96655916,YTV8EKNY,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:35,2/13/18 18:35,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Charles Hodge,The Cambridge dictionary of Christianity
Q96655916,F46S46PX,"Miller-McLemore, Bonnie",2010,"Miller-McLemore, Bonnie J.",978-0-521-82096-7,,,,,2010,10/20/14 13:57,12/11/14 17:54,,200-201,,,,,,,,,,,Cambridge University Press,Cambridge ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Christianity; Dictionaries. Christianity. Christentum. Theologie. Christentum. Christentum. Genre/Form: Wörterbuch. Dictionaries,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Children,The Cambridge dictionary of Christianity
Q96655916,3WAF8IJ5,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,12/10/14 22:50,2/13/18 18:34,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Christianity in the United States,The Cambridge dictionary of Christianity
Q96655916,DBXJH3RX,"Marbury, Herbert",2010,"Marbury, Herbert",978-0-521-82096-7,,,,"Other title: &nbsp;<span class=""searchword"">Dictionary</span> <span class=""searchword"">of</span> <span class=""searchword"">Christianity</span>",2010,10/22/14 15:05,10/22/14 15:07,,404-405,,,,,,,,,,,Cambridge University Press,New York,eng,,,,,Primo,BR95 .C24 2010,,,,,,Christianity Dictionaries,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Ezra-Nehemiah,The Cambridge dictionary of Christianity
Q96655916,E9EVUIM5,"Miller-McLemore, Bonnie",2010,"Miller-McLemore, Bonnie J.",978-0-521-82096-7,,,,,2010,10/20/14 13:59,12/11/14 17:52,,409-410,,,,,,,,,,,Cambridge University Press,Cambridge ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Christianity; Dictionaries. Christianity. Christentum. Theologie. Christentum. Christentum. Genre/Form: Wörterbuch. Dictionaries,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Family,The Cambridge dictionary of Christianity
Q96655916,GJG2HT5G,"Miller-McLemore, Bonnie",2010,"Patte, Daniel; Miller-McLemore, Bonnie J.",978-0-521-82096-7,,,,,2010,10/20/14 14:01,12/11/14 17:54,,415-416,,,,,,,,,,,Cambridge University Press,Cambridge ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Christianity; Dictionaries. Christianity. Christentum. Theologie. Christentum. Christentum. Genre/Form: Wörterbuch. Dictionaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Family : Feminist Theology,The Cambridge dictionary of Christianity
Q96655916,HA5CIZUR,"Armour, Ellen T.",2010,"Armour, Ellen T.",0-521-52785-6,,,,,2010,5/22/14 13:15,5/22/14 13:16,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Feminist Theology and Racism,The Cambridge dictionary of Christianity
Q96655916,N6YF9LJT,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:35,2/13/18 18:35,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Francis Asbury,The Cambridge dictionary of Christianity
Q96655916,TZRZE9MZ,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:34,2/13/18 18:35,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,John Adams,The Cambridge dictionary of Christianity
Q96655916,PHH4AAEQ,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:35,2/13/18 18:36,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Plymouth Brethren and their Theology,The Cambridge dictionary of Christianity
Q96655916,IURCAQGA,"DeHart, Paul J.",2010,"DeHart, Paul",,,,,,2010,6/27/14 18:44,6/27/14 18:46,,,,,,,,,,,,,Cambridge University Press,,,,,,,,,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Radical Orthodoxy,The Cambridge dictionary of Christianity
Q96655916,Q5Z8K3YC,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:34,2/13/18 18:35,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Roger Williams,The Cambridge dictionary of Christianity
Q96655916,AX34MJJT,"Hudnut-Beumler, Jim",2010,"Hudnut-Beumler, Jim",,,,,,2010,1/22/15 15:17,1/22/15 15:34,,232-233,,,,,,,,,,,Cambridge University Press,Cambridge : New York,,,,,,,,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,The Church in North America,The Cambridge dictionary of Christianity
Q96655916,9K2H8ZPS,"Byrd, James P",2010,"Byrd, James P.",0-521-52785-6,,,,,2010,2/13/18 18:34,2/13/18 18:34,,,,,,,,,,,,,Cambridge University Press,New York,,,,,,acorn.library.vanderbilt.edu Library Catalog,BR95 .C24 2010,,,,,,,"Patte, Daniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Thomas Jefferson,The Cambridge dictionary of Christianity
Q96655916,37F7AAI3,"Hudnut-Beumler, Jim",2010,"Hudnut-Beumler, Jim",,,,,,2010,1/22/15 15:27,1/22/15 15:34,,348-349,,,,,,,,,,,Cambridge University Press,Cambridge : New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dictionaryEntry,Economy and Christianity: Economic studies of the history of Christianity in the United States,The Cambridge dictionary of Christianity / edited by Daniel Patte.
