Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
5AG8RBNI,"Levine, Amy-Jill",2000,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225868784/91C7E93926084C72PQ/84,"""Music in the old bones: Jezebel through the ages"" by Janet Howe Gaines is reviewed.",2000-10,11/10/16 17:14,11/10/16 17:15,11/10/16 17:14,346,,2,38,,,Music in the old bones,,,,,,,English,Copyright American Library Association Oct 2000,,,,ProQuest,,,,,,,Women; Nonfiction; History; Bibliographies; Publishing And Book Trade; Exegesis & hermeneutics; Old Testament,,,,,,,,,,,,,,,"Gaines, J.H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Music in the old bones: Jezebel through the ages,Choice
WDDU53P4,"Levine, Amy-Jill",2006,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225738378/abstract/91C7E93926084C72PQ/83,"43-5239 BV601 2005-24274 CIP Osiek, Carolyn. A woman's place: house churches in earliest Christianity, by Carolyn Osiek and Margaret Y. MacDonald with Janet H. Tulloch. Fortress, 2006. 345p bibl indexes afp ISBN 0800636902, $35.00; ISBN 0800637771 pbk, $20.00",2006-05,11/10/16 17:13,11/10/16 17:14,11/10/16 17:13,1619-1620,,9,43,,,A woman's place,,,,,,,English,Copyright American Library Association dba CHOICE May 2006,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\AGMSP833\Levine - 2006 - A woman's place house churches in earliest Christ.pdf,,,Women; Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Christianity; Marriage,,,,,,,,,,,,,,,"Osiek, C; MacDonald, M. Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,A woman's place: house churches in earliest Christianity,Choice
F5GWKCKQ,"Levine, Amy-Jill",2004,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225809654/91C7E93926084C72PQ/82,"The brother of Jesus: The dramatic story & meaning of the first archaeological link to Jesus & His family, by Hershel Shanks and Ben Witherington III.",2004-01,11/10/16 17:11,11/10/16 17:12,11/10/16 17:11,927-928,,5,41,,,The brother of Jesus,,,,,,,English,Copyright American Library Association Jan 2004,,,,ProQuest,,,,,,,Jesus Christ; Nonfiction; Religion; Bibliographies; Publishing And Book Trade; Archaeology; Siblings,,,,,,,,,,,,,,,"Shanks, H.; Witherington, B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,The brother of Jesus: The dramatic story &amp; meaning of the first archaeological link to Jesus &amp; His family,Choice
BDWE9C9T,"Levine, Amy-Jill",2005,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225790197/abstract/91C7E93926084C72PQ/81,Levine reviews Expanding the palace of Torah: Orthodoxy and feminism by Tamar Ross.,2005-02,11/10/16 17:10,11/10/16 17:10,11/10/16 17:10,1040,,6,42,,,Expanding the palace of Torah,,,,,,,English,Copyright American Library Association dba CHOICE Feb 2005,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\UDU2SD8E\Levine - 2005 - Expanding the palace of Torah Orthodoxy and femin.pdf,,,Nonfiction; Judaism; Feminism; Bibliographies; Book Reviews; Publishing And Book Trade; Torah; Religious orthodoxy,,,,,,,,,,,,,,,"Ross, T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Expanding the palace of Torah: Orthodoxy and feminism,Choice
8KA8FBQ4,"Levine, Amy-Jill",2000,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225877046/91C7E93926084C72PQ/80,"""Engendering Judaism: An inclusive theology and ethics"" by Rachel Adler is reviewed.",2000-10,11/10/16 17:09,11/10/16 17:10,11/10/16 17:09,345,,2,38,,,Engendering Judaism,,,,,,,English,Copyright American Library Association Oct 2000,,,,ProQuest,,,,,,,Women; Nonfiction; Judaism; Feminism; Bibliographies; Publishing And Book Trade; Exegesis & hermeneutics,,,,,,,,,,,,,,,"Adler, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Engendering Judaism: An inclusive theology and ethics,Choice
TWGXXHV8,"Levine, Amy-Jill",2006,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225748967/abstract/91C7E93926084C72PQ/79,"43-4618 BS1225 2005-50714 CIP Van Wijk-Bos, Johanna W.H. Making wise the simple: the Torah in Christian faith and practice. Eerdmans, 2005. 329p bibl indexes afp ISBN 0802809901 pbk, $20.00",2006-04,11/10/16 17:08,11/10/16 17:09,11/10/16 17:08,1421,,8,43,,,Making wise the simple,,,,,,,English,Copyright American Library Association dba CHOICE Apr 2006,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\94WN3TVB\Levine - 2006 - Making wise the simple the Torah in Christian fai.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Christianity; Faith; Torah,,,,,,,,,,,,,,,Van Wijk-Bos; Johanna W.H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Making wise the simple: the Torah in Christian faith and practice,Choice
RDA8XBR8,"Levine, Amy-Jill",2007,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225740977/abstract/91C7E93926084C72PQ/78,"44-6798 BM645 2006-3113 CIP Levenson, Jon D. Resurrection and the restoration of Israel: the ultimate victory of the God of life. Yale, 2006. 274p indexes afp ISBN 0300117353, $40.00: ISBN 9780300117356, $40.00",2007-08,11/10/16 17:07,11/10/16 17:07,11/10/16 17:07,2122-2123,,12,44,,,Resurrection and the restoration of Israel,,,,,,,English,Copyright American Library Association dba CHOICE Aug 2007,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\68G7X4ZG\Levine - 2007 - Resurrection and the restoration of Israel the ul.pdf,,,Nonfiction; Judaism; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Old Testament,,,,,,,,,,,,,,,"Levenson, J. D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Resurrection and the restoration of Israel: the ultimate victory of the God of life,Choice
6TQCKHRR,"Levine, Amy-Jill",2005,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225793986/abstract/91C7E93926084C72PQ/77,Levine reviews Goddesses and the divine feminine: a Western religious history by Rosemary Radford Ruether.,2005-11,11/10/16 17:06,11/10/16 17:07,11/10/16 17:06,502,,3,43,,,Goddesses and the divine feminine,,,,,,,English,Copyright American Library Association dba CHOICE Nov 2005,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\HTQF6ZID\Levine - 2005 - Goddesses and the divine feminine a Western relig.pdf,,,Nonfiction; Feminism; Bibliographies; Book Reviews; Publishing And Book Trade; Religious history; Deities,,,,,,,,,,,,,,,"Ruether, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Goddesses and the divine feminine: a Western religious history,Choice
J5BKUVI3,"Levine, Amy-Jill",2006,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225778896/abstract/91C7E93926084C72PQ/75,"43-6464 BS2379 200543176 CIP Feminist New Testament studies: global and future perspectives, ed. by Kathleen O'Brien Wicker, Althea Spencer Miller, and Musa W. Dube. Palgrave Macmillan, 2005. 268p bibl indexes ISBN 1403968705, $75.00; ISBN 1403968713 pbk, $24.95",2006-08,11/10/16 17:04,11/10/16 17:05,11/10/16 17:04,2009,,12-Nov,43,,,Feminist New Testament studies,,,,,,,English,Copyright American Library Association dba CHOICE Jul/Aug 2006,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\GVW5SRD4\Levine - 2006 - Feminist New Testament studies global and future .pdf,,,Nonfiction; Feminism; Bibliographies; Book Reviews; Publishing And Book Trade; New Testament; Essays,,,,,,,,,,,,,,,"Wicker, K. O.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Feminist New Testament studies: global and future perspectives,Choice
KJIRK52C,"Levine, Amy-Jill",2013,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/1315530454/abstract/91C7E93926084C72PQ/52,"Drawing on literary-critical analysis, the understanding of myths as addressing cultural trauma, and archaeological data, the late [MARC Segal] offers perceptive, provocative, and positivistic readings of biblical accounts of idolatry, adultery, rape, child sacrifice, and murder.",2013-02,11/10/16 17:01,11/10/16 17:01,11/10/16 17:01,1071,,6,50,,,Sinning in the Hebrew Bible,,,,,,,English,Copyright American Library Association dba CHOICE Feb 2013,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\C6FDVEKA\Levine - 2013 - Sinning in the Hebrew Bible how the worst stories.pdf,,,Nonfiction; Judaism; Bibliographies; Book Reviews; Publishing And Book Trade; Hebrew Bible; Old Testament,,,,,,,,,,,,,,,"Segal, A. F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Sinning in the Hebrew Bible: how the worst stories speak for its truth,Choice
W2TK74ED,"Levine, Amy-Jill",2014,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/1548710662/abstract/91C7E93926084C72PQ/50,"Zevit (American Jewish Univ., Los Angeles) asks how Israelites in the First Temple period understood the garden story. His conclusions, based on detailed analysis of biblical Hebrew, challenge numerous popular views, e.g., that Adam was created from dust; that woman was created from a rib; that Eve is cursed; and that reproduction occurred only after the expulsion from Eden.",2014-07,11/10/16 16:59,11/10/16 16:59,11/10/16 16:59,2002,,11,51,,,,,,,,,,English,Copyright American Library Association dba CHOICE Jul 2014,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\TCR8NZUR\Levine - 2014 - What really happened in the Garden of Eden.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Theology; Old Testament,,,,,,,,,,,,,,,"Zevit, Z.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,What really happened in the Garden of Eden?,Choice
EFC78V73,"Levine, Amy-Jill",2007,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225757390/abstract/91C7E93926084C72PQ/47,"Case studies of five settings-intellectual exchanges among scholars, national interfaith public policy initiatives, local interfaith councils, interfaith families, and online interfaith discussion groups-offer snapshots of American religious practice and belief. McCarthy (California State Univ., Chico) asks the right questions (and she asks lots of them).",2007-11,11/10/16 16:58,11/10/16 16:58,11/10/16 16:58,487,,3,45,,,,,,,,,,English,Copyright American Library Association dba CHOICE Nov 2007,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\XTVKCXJN\Levine - 2007 - Interfaith encounters in America.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Rites & ceremonies; Belief & doubt; Interfaith relationships,,,,,,,,,,,,,,,"McCarthy, K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Interfaith encounters in America,Choice
PFX3DP2J,"Levine, Amy-Jill",2014,"Levine, A.-J.; Shoemaker, S.",,0009-4978,,http://search.proquest.com/docview/1535066763/abstract/91C7E93926084C72PQ/45,"This introduction to (and first English translation of) the earliest extant Marian biography-originally written in Greek but preserved only in 11 (some incomplete) Old Georgian manuscripts-combines critical scholarship with elegant prose. Shoemaker (Univ. of Oregon) makes a solid case for confirming The Life of the Virgin 's traditional attribution to Maximus the Confessor (580-662) and for its combining distinctive Marian traditions, including the role of relics, from Palestine and Constantinople.",2014-06,11/10/16 16:54,11/10/16 16:55,11/10/16 16:54,1743,,10,51,,,,,,,,,,English,Copyright American Library Association dba CHOICE Jun 2014,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\C9VWV4P2\Levine - 2014 - The life of the Virgin.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Biographies; Religious literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,The life of the Virgin,Choice
8XF2R2I9,"Levine, Amy-Jill",2013,"Levine, A.-J.; Lanfer, P. T.",,0009-4978,,http://search.proquest.com/docview/1355711013/abstract/91C7E93926084C72PQ/43,"50-4944 BS1237 2012-3850 CIP Lanfer, Peter Thacher. Remembering Eden: the reception history of Genesis 3:22-24. Oxford, 2012. 256p bibl index afp ISBN 0199926743, $74.00; ISBN 9780199926749, $74.00",2013-05,11/10/16 16:53,11/10/16 16:53,11/10/16 16:53,1642,,9,50,,,Remembering Eden,,,,,,,English,Copyright American Library Association dba CHOICE May 2013,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\XDEM9AMT\Levine - 2013 - Remembering Eden the reception history of Genesis.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Religious history; Exegesis & hermeneutics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Remembering Eden: the reception history of Genesis 3:22-24,Choice
I6JPZEHV,"Levine, Amy-Jill",2008,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225709408/abstract/91C7E93926084C72PQ/41,"45-4927 BS580 2006-35332 CIP Lerner, Anne Lapidus. Eternally Eve: images of Eve in the Hebrew Bible, Midrash, and modern Jewish poetry. Brandeis, 2007. 238p bibl indexes afp ISBN 1584655534, $60.00; ISBN 1584655739 pbk, $26.00; ISBN 9781584655534, $60.00; ISBN 9781584655732, pbk $26.00",2008-05,11/10/16 16:51,11/10/16 16:51,11/10/16 16:51,1556,,9,45,,,Eternally Eve,,,,,,,English,Copyright American Library Association dba CHOICE May 2008,,,,ProQuest,,,,"C:\Users\xus12\Zotero\storage\UQEFV8HS\Levine - 2008 - Eternally Eve images of Eve in the Hebrew Bible, .pdf",,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Old Testament,,,,,,,,,,,,,,,"Lerner, A. L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,"Eternally Eve: images of Eve in the Hebrew Bible, Midrash, and modern Jewish poetry",Choice
32RWKQFD,"Levine, Amy-Jill",2008,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225712125/abstract/91C7E93926084C72PQ/40,"45-6103 BM729 2007-14837 CIP Hartman, Tova. Feminism encounters traditional Judaism: resistance and accommodation. Brandeis, 2007. 162p bibl index afp ISBN 1584656581, $29.95; ISBN 9781584656586, $29.95",2008-07,11/10/16 16:50,11/10/16 16:50,11/10/16 16:50,1961,,11,45,,,Feminism encounters traditional Judaism,,,,,,,English,Copyright American Library Association dba CHOICE Jul 2008,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\SU9JV6RR\Levine - 2008 - Feminism encounters traditional Judaism resistanc.pdf,,,Nonfiction; Judaism; Feminism; Bibliographies; Book Reviews; Publishing And Book Trade; Jewish culture,,,,,,,,,,,,,,,"Hartman, T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Feminism encounters traditional Judaism: resistance and accommodation,Choice
8GDGVPK6,"Levine, Amy-Jill",2014,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/1511596312/abstract/91C7E93926084C72PQ/39,"Law (publisher/editor in chief, The Marginalia Review of Books) offers an ambitious, accessible, and intelligent survey of the context, composition, and contributions of the Septuagint to Christian Scripture and theology. This is a fine introduction to an underappreciated subject.",2014-02,11/10/16 16:47,11/10/16 16:47,11/10/16 16:47,1023,,6,51,,,When God spoke Greek,,,,,,,English,Copyright American Library Association dba CHOICE Feb 2014,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\WNV8EQZ8\Levine - 2014 - When God spoke Greek the Septuagint and the makin.pdf,,,Nonfiction; Bible; Bibliographies; Book Reviews; Publishing And Book Trade; Theology; Christianity,,,,,,,,,,,,,,,"Law, T. M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,When God spoke Greek: the Septuagint and the making of the Christian Bible,Choice
2ZMBQWA8,"Levine, Amy-Jill",2016,"Levine, A.-J.; Wray, T. J.",,0009-4978,,http://search.proquest.com/docview/1834004520/91C7E93926084C72PQ/38,"In 12 chapters, Wray (Salve Regina Univ.) introduces well-known women (Mary, the mother of Jesus; Mary and Martha; the Samaritan woman at the well) and those less familiar (Tabitha, Bernice and Drusilla, Prisca), situating them in their historical and literary contexts and drawing from them lessons for the contemporary world. In general introductions to biblical materials, the author gently introduces sourcecritical questions and the difficulties of distinguishing fact from authorial invention.",2016-11,11/10/16 16:46,11/10/16 16:47,11/10/16 16:46,391,,3,54,,,"Good girls, bad girls of the New Testament",,,,,,,English,Copyright American Library Association dba CHOICE Nov 2016,,,,ProQuest,,,,,,,Women; Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; New Testament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,"Good girls, bad girls of the New Testament: their enduring lessons",Choice
TQR9JWWX,"Levine, Amy-Jill",2010,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225680406/abstract/91C7E93926084C72PQ/37,"This interdisciplinary study is scholarship at its best. Attending to changing metaphors for sin - from a weight to be carried or a stain to be cleansed to a debt to be remitted - Anderson (Notre Dame) traces the development of the concept from Leviticus and Second Isaiah to Daniel and Tobit, through the Dead Sea Scrolls and the Targums to early Syriac theologians and rabbinic sages to Anselm's soteriology.",2010-04,11/10/16 16:45,11/10/16 16:46,11/10/16 16:45,1491,,8,47,,,Sin,,,,,,,English,Copyright American Library Association dba CHOICE Apr 2010,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\GTSNQN4X\Levine - 2010 - Sin a history.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Religious history; Sin,,,,,,,,,,,,,,,"Anderson, G. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Sin: a history,Choice
CCNH9JDR,"Levine, Amy-Jill",2011,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/865328020/abstract/91C7E93926084C72PQ/36,"48-5030 BS1235 2010-10043 CIP Reading Genesis: ten methods, ed. by Ronald Hendel. Cambridge, 2010. 230p indexes ISBN 9780521518611, $85.00; ISBN 9780521732390 pbk, $27.99",2011-05,11/10/16 16:45,11/10/16 16:45,11/10/16 16:45,1709,,9,48,,,Reading Genesis,,,,,,,English,Copyright American Library Association dba CHOICE May 2011,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\NFHBRZMW\Levine - 2011 - Reading Genesis ten methods.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Old Testament; Biblical Studies,,,,,,,,,,,,,,,"Hendel, R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Reading Genesis: ten methods,Choice
MASDEK9I,"Levine, Amy-Jill",2009,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225704200/abstract/91C7E93926084C72PQ/35,"[Schneider] (Claremont Graduate Univ.) complements familiar observations on women's roles in Genesis with several new insights. Notably she challenges the utility of the category ""matriarchs,"" rephrasing questions of inheritance rights, attending to the nuances of the Hebrew, and adducing possible connections between biblical narrative and ancient Near Eastern legal custom (e.g., Code of Hammurabi, Nuzi archives, Code of Lipit-Ishtar, Laws of Eshnunna).",2009-03,11/10/16 16:44,11/10/16 16:44,11/10/16 16:44,1332,,7,46,,,Mothers of promise,,,,,,,English,Copyright American Library Association dba CHOICE Mar 2009,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\AFSAUGGW\Levine - 2009 - Mothers of promise women in the book of Genesis.pdf,,,Nonfiction; Bibliographies; Book Reviews; Gender studies; Publishing And Book Trade; Old Testament; Biblical Studies,,,,,,,,,,,,,,,"Schneider, T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Mothers of promise: women in the book of Genesis,Choice
NU9CS56W,"Levine, Amy-Jill",2012,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/926976641/abstract/91C7E93926084C72PQ/34,"Chosen for featured discussion at the Philo section of the Society of Biblical Literature's 2011 annual meeting, Neihoff's brilliant study of Alexandrian biblical interpretation in light of contemporaneous Homeric commentary offers plausible reconstructions of the influences on and intended audiences of such texts as the Letter of Aristeas; the works of Ezekiel the Tragedian, Demetrius, and Aristobulus; and Philo's Exposition of the Law, Questions and Answers, and Allegorical Commentary.",2012-02,11/10/16 16:43,11/10/16 16:43,11/10/16 16:43,1079,,6,49,,,,,,,,,,English,Copyright American Library Association dba CHOICE Feb 2012,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\V23E3TWH\Levine - 2012 - Jewish exegesis and Homeric scholarship in Alexand.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Exegesis & hermeneutics; Judaic studies; Medieval history,,,,,,,,,,,,,,,"Niehoff, M. R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Jewish exegesis and Homeric scholarship in Alexandria,Choice
Q3GAE9HM,"Levine, Amy-Jill",2010,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/734371793/abstract/91C7E93926084C72PQ/33,"47-6805 BS646 2009-22548 CIP Horsley, Richard A. Revolt of the scribes: resistance and apocalyptic origins. Fortress, 2010. 229p index afp ISBN 9780800662967 pbk, $21.00",2010-08,11/10/16 16:42,11/10/16 16:42,11/10/16 16:42,2341,,12,47,,,Revolt of the scribes,,,,,,,English,Copyright American Library Association dba CHOICE Aug 2010,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\3ND7VZ2B\Levine - 2010 - Revolt of the scribes resistance and apocalyptic .pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Religious history; Exegesis & hermeneutics; Religious Studies; Religion & politics,,,,,,,,,,,,,,,"Horsley, R. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Revolt of the scribes: resistance and apocalyptic origins,Choice
62DK8SKJ,"Levine, Amy-Jill",2010,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/757731139/abstract/91C7E93926084C72PQ/32,"In the spirit of het teachet, Nehama Leibowitz, and reminiscent of the work of Robert Alter (whom she cites), Klitsner (Pardes Institute of Jewish Studies, Israel) attends to the technicalities of biblical prose (structure, syntax, spelling, grammar, repetition, etc., along with anagrams, puns, palindromes, and rarity of usage) to overhear inrertextual conversations between Noah and Jonah; Abraham and Job; the anonymous builders of the Tower of Babel and Siphra and Puah, the faithful midwives in Egypt; Melchizedek...",2010-10,11/10/16 16:41,11/10/16 16:41,11/10/16 16:41,309,,2,48,,,Subversive sequels in the Bible,,,,,,,English,Copyright American Library Association dba CHOICE Oct 2010,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\3D7EKPWF\Levine - 2010 - Subversive sequels in the Bible how biblical stor.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Religious history; Old Testament; Judaic studies,,,,,,,,,,,,,,,"Klitsner, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Subversive sequels in the Bible: how biblical stories mine and undermine each other,Choice
PNGIQQTQ,"Levine, Amy-Jill",2012,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/1018176210/abstract/91C7E93926084C72PQ/30,"This accessible, informed volume is ideal for undergraduate courses or adult education programs on the opening chapter of Genesis. Good (emer., Stanford) less pontificates than affably proposes. Numerous questions invite readers into dialogue with both author and text.",2012-05,11/10/16 16:40,11/10/16 16:40,11/10/16 16:40,1663,,9,49,,,Genesis 1-11,,,,,,,English,Copyright American Library Association dba CHOICE May 2012,,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\XC2IGINK\Levine - 2012 - Genesis 1-11 tales of the earliest world.pdf,,,Nonfiction; Bibliographies; Book Reviews; Publishing And Book Trade; Old Testament; Creationism,,,,,,,,,,,,,,,"Good, E.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Genesis 1-11: tales of the earliest world,Choice
SZC9XBXI,"Levine, Amy-Jill",1992,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225946570/91C7E93926084C72PQ/26,Review.,1992-06,11/10/16 16:38,11/10/16 16:38,11/10/16 16:38,1562,,10,29,,,Religion -- Egyptian Light and Hebrew Fire,,,,,,,English,Copyright American Library Association Jun 1992,,,,ProQuest,,,,,,Book review,Nonfiction; History; Bibliographies; Publishing And Book Trade; Theology; Christianity; Philosophy,,,,,,,,,,,,,,,"Luckert, K. W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Religion -- Egyptian Light and Hebrew Fire: Theological and Philosophical Roots of Christendom in Evolutionary Perspective by Karl W. Luckert,Choice
URWV4QTZ,"Levine, Amy-Jill",1997,"Levine, A. J.",,0009-4978,,http://search.proquest.com/docview/225881557/91C7E93926084C72PQ/23,"Levine reviews ""Love between women: Early Christian responses to female homoeroticism,"" by Bernadette J. Brooten.",1997-09,11/10/16 16:36,11/10/16 16:37,11/10/16 16:36,146,,1,35,,,Love between women,,,,,,,English,Copyright American Library Association Sep 1997,,,,ProQuest,,,,,,Book review,Women; Nonfiction; History; Bible; Bibliographies; Publishing And Book Trade; Exegesis & hermeneutics; Christianity; Homosexuality,,,,,,,,,,,,,,,"Brooten, B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Love between women: Early Christian responses to female homoeroticism,Choice
TJ5ZXE9I,"Levine, Amy-Jill",1993,"Levine, A.-J.",,0009-4978,,http://search.proquest.com/docview/225905213/91C7E93926084C72PQ/21,Review.,1993-09,11/10/16 16:35,11/10/16 16:36,11/10/16 16:35,146,,1,31,,,Religion -- Christianity and Rabbinic Judaism,,,,,,,English,Copyright American Library Association Sep 1993,,,,ProQuest,,,,,,Book review,Nonfiction; Judaism; History; Bibliographies; Publishing And Book Trade; Theology; Christianity,,,,,,,,,,,,,,,"Shanks, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,Christianity and Rabbinic Judaism: A parallel history of their origins and development edited by Hershel Shanks,Choice
ESGT3BX2,"Levine, Amy-Jill",2004,"Levine, A. J.",,0009-4978,,http://search.proquest.com/docview/225800721/91C7E93926084C72PQ/18,On the reliability of the Old Testament by K. A. Kitchen is reviewed.,2004-08,11/10/16 16:32,11/10/16 16:33,11/10/16 16:32,2062,,12-Nov,41,,,,,,,,,,English,Copyright American Library Association dba CHOICE Jul/Aug 2004,,,,ProQuest,,,,,,,Nonfiction; Bible; Bibliographies; Publishing And Book Trade; Religious history; Archaeology,,,,,,,,,,,,,,,"Kitchen, K. A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,On the reliability of the Old Testament,Choice
