skipped,qid,Key,Divinity Faculty,Publication Year,Author,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title,Publication Title
,Q94657550,9F2CNPIX,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:28,1/19/16 22:24,,479,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Col-Hozeh,Encyclopedia of the Bible and its reception
,Q94657550,A5VJUQHF,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:28,1/19/16 22:26,,951-953,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cozbi,Encyclopedia of the Bible and its reception
,Q94657550,M3TE7ZIQ,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,1/19/16 23:07,1/19/16 23:09,,953,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cozeba,Encyclopedia of the Bible and its reception
,Q94657550,BFRKMUMC,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:28,1/19/16 22:27,,1019,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Creeds (Introduction),Encyclopedia of the Bible and its reception
,Q94657550,KRDAS6B8,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:29,1/19/16 22:28,,1159,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cun,Encyclopedia of the Bible and its reception
,Q94657550,AVJFSEQR,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:29,1/19/16 22:29,,1189-1190,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cush (Person). 2. The Benjaminite,Encyclopedia of the Bible and its reception
,Q94657550,AUAHT4PD,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:29,1/19/16 22:30,,1199,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cyaxares,Encyclopedia of the Bible and its reception
,Q94657550,G9C57SRQ,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:29,1/19/16 22:30,,1203-1204,,,5,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Cypress,Encyclopedia of the Bible and its reception
,Q94657550,4RBMSK5H,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:30,1/19/16 22:05,,602-603,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Descent into the Netherworld/Hell (HB/OT),Encyclopedia of the Bible and its reception
,Q94657550,P5269WZC,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:30,1/19/16 22:05,,636-638,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Despair (ANE, HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,GRHU97T2,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:30,1/19/16 22:05,,688,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Devil (Introduction),Encyclopedia of the Bible and its reception
,Q94657550,R984MF2F,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:31,1/19/16 22:05,,856-858,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Directions, Cardinal (ANE, HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,Q56K43U3,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:31,1/19/16 22:05,,920,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Dishan,Encyclopedia of the Bible and its reception
,Q94657550,22FFTRNU,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:31,1/19/16 22:05,,921,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Dishon,Encyclopedia of the Bible and its reception
,Q94657550,672JQNMU,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:31,1/19/16 22:05,,1091-1092,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Door, Doors (HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,RXPMPNXT,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:32,1/19/16 22:05,,1198-1199,,,6,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Dreams and Dream Interpretation (HB/OT),Encyclopedia of the Bible and its reception
,Q94657550,I4BF4NSZ,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:32,1/19/16 22:04,,763,,,7,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Elizur,Encyclopedia of the Bible and its reception
,Q94657550,C6N42JBE,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:32,1/19/16 21:15,,812,,,7,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Emim,Encyclopedia of the Bible and its reception
,Q94657550,AG2PWA9H,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,10/29/14 21:32,1/19/16 21:16,,1022-1023,,,7,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Ephod (Person),Encyclopedia of the Bible and its reception
,Q94657550,JNAKV77V,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,1/19/16 23:10,1/19/16 23:10,,378-381,,,8,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Exegesis,Encyclopedia of the Bible and its reception
,Q94657550,JAFASNC9,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,1/19/16 23:11,1/19/16 23:12,,386-389,,,9,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Footstool (ANE, HB/OT, Reception History)",Encyclopedia of the Bible and its reception
,Q94657550,HJQHX867,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong)",978-3-11-019904-8,,,,,2009,1/19/16 23:12,1/19/16 23:13,,629-630,,,9,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Fraud (HB/OT),Encyclopedia of the Bible and its reception
,Q94657550,ESG3I6VW,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong); Khoo, Renny",978-3-11-019904-8,,,,,2009,1/19/16 23:13,1/19/16 23:15,,715-717,,,9,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Friends, Friendship (HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,5TNSUTGZ,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong); Khoo, Renny",978-3-11-019904-8,,,,,2009,1/19/16 23:15,1/19/16 23:16,,706-707,,,10,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Gossip and Rumors (HB/OT),Encyclopedia of the Bible and its reception
,Q94657550,E2TUUN2I,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong); Khoo, Renny",978-3-11-019904-8,,,,,2009,1/19/16 23:17,1/19/16 23:17,,1069-1070,,,10,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Hades/Hell, Gates of (HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,NPX79NTJ,"Seow, C.L.",2009,"Seow, C. L. (Choon Leong); Khoo, Renny",978-3-11-019904-8,,,,,2009,1/19/16 23:19,1/19/16 23:19,,1188-1193,,,10,30,,,,,,,Walter de Gruyter,Berlin ; New York,English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Rezeption. Bibelwissenschaft. Genre/Form: Criticism, interpretation, etc. Encyclopedias. History","Klauck, Hans-Josef; Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Hair (ANE, HB/OT)",Encyclopedia of the Bible and its reception
,Q94657550,MTF54HA6,"Geller, Jay",2014,"Geller, Jay",978-3-11-019904-8,,,http://www.degruyter.com/view/product/20285,,2014,10/16/14 19:05,11/19/14 22:05,10/16/14 19:05,,,,9,,,,,,,,De Gruyter,"Berlin, Boston",ENGL,,,,,DeGruyter,,,,,,,,"Allison, Dale C.; Leppin, Volker; Seow, C. L. (Choon Leong); Spieckermann, Hermann; Walfish, Barry Dov; Ziolkowski, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Sigmund Freud,Encyclopedia of the Bible and its Reception
,Q99082801,K6QXEHAH,"Michelson, David A.",2011,"Michelson, David A.",978-1-59333-714-8,,,,"The Walter C. Moore Jr. Book Fund., ""With contributions by seventy-six scholars."", ""Published by Gorgias Press for Beth Mardutho: The Syriac Institute""--T.p. verso.",2011,7/1/14 13:25,9/4/14 19:53,,335-36,,,,,,,,,,,Gorgias Press,"Piscataway, NJ",eng,,,,,Primo,BX100.7 .G46 2011,,,,,,nne Syrian Church; Syrian churches; Syrian churches Encyclopedias,,,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Philoxenos of Mabbug,Gorgias encyclopedic dictionary of the Syriac heritage
,Q109535312,8HZVF623,"Anderson, Victor",2013,"Anderson, Victor",978-1-4051-8641-4 978-1-4443-6707-2,,,https://onlinelibrary-wiley-com.proxy.library.vanderbilt.edu/doi/10.1002/9781444367072.wbiee363,,2/1/13,12/10/14 21:14,8/23/22 16:31,12/10/14 21:14,,,,,,,,,,,,Blackwell Publishing,"Oxford, UK",en,,,,,CrossRef,,,,C:\Users\xus12\Zotero\storage\XTJZRNRK\results.html,,,,"Lafollette, Hugh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,African American Religious Ethics,International Encyclopedia of Ethics
,Q20379868,ATJ75FT4,"Floyd-Thomas, Juan Marcial",2007,"Floyd-Thomas, Juan Marcial",978-1-61592-280-2,,,,,2007,5/23/14 15:15,11/20/14 21:36,,155-156,,,,,,,,,,,Prometheus Books,,en,,,,,Google Books,,,,,http://books.google.com/books?id=fsZ26vQxJKMC,,Religion / Philosophy; Philosophy / Movements / Rationalism; Reference / Encyclopedias; Religion / Agnosticism; Religion / Atheism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Brown, Ethelred Egbert",New Encyclopedia of Unbelief
,Q20379868,SANNMEZE,"Floyd-Thomas, Juan Marcial",2007,"Floyd-Thomas, Juan Marcial",978-1-61592-280-2,,,,,2007,5/23/14 15:26,11/18/14 21:20,,325-326,,,,,,,,,,,Prometheus Books,,en,,,,,Google Books,,,,,http://books.google.com/books?id=fsZ26vQxJKMC,,Religion / Philosophy; Philosophy / Movements / Rationalism; Reference / Encyclopedias; Religion / Agnosticism; Religion / Atheism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Farmer, James",New Encyclopedia of Unbelief
,Q20379868,AIVD4FRX,"Floyd-Thomas, Juan Marcial",2007,"Floyd-Thomas, Juan Marcial",978-1-61592-280-2,,,,,2007,5/23/14 15:35,11/18/14 21:21,,530-531,,,,,,,,,,,Prometheus Books,,en,,,,,Google Books,,,,,http://books.google.com/books?id=fsZ26vQxJKMC,,Religion / Philosophy; Philosophy / Movements / Rationalism; Reference / Encyclopedias; Religion / Agnosticism; Religion / Atheism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"McGee, Lewis A.",New Encyclopedia of Unbelief
,Q1514334,R2IDRI3E,"Miller-McLemore, Bonnie",2000,"Miller-McLemore, Bonnie J.",3-16-146941-0,,,,,2000,10/15/14 1:33,8/25/20 17:42,,,,,,,,,,,,,Mohr Siebeck Verlag,Tübingen,German,,,,,OCLC WorldCat FirstSearch,,,,,,,Religion; Dictionaries; Dictionnaires allemands. Religion. Theologie. Religion. Theology. Religion; Dictionnaires allemands. Théologie; German. Theologie. Godsdienstwetenschap. Religion; German. Theology; Wörterbuch. Genre/Form: Dictionaries; Wörterbuch. Theologie,"Betz, Hans Dieter",,,,,,,,,,,,,,,,,,,4 ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Feminismus/Feministische Theologie: VI Praktische Theologie,Religion in Geschichte und Gegenwart: Handwörterbuch für Theologie und Religionswissenschaft
,Q54014130,SPK8S8A7,"Michelson, David A.",2012,"Michelson, David A.",978-1-4443-3838-6,,,http://onlinelibrary.wiley.com/book/10.1002/9781444338386;jsessionid=43D33A5A4F44F765A236E16B43E25577.f02t03,"$$CReproduction: $$VElectronic reproduction. Hoboken, N.J. : Wiley InterScience, 2012. Mode of access: World Wide Web. System requirements: Web browser. Title from title screen (viewed on Jan. 6, 2012). Access may be restricted to users at subscribing institutions.",2012,7/1/14 13:21,7/27/21 21:51,,,,,,,,,,,,,Wiley-Blackwell,"Malden, MA",eng,,,,,Primo,D54,DOI:10.1002/9781444338386.wbeah12174,,,,,"E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Ancient history; Ancient world history; History, Ancient; History, Ancient Encyclopedias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Philoxenos of Mabbug,The encyclopedia of ancient history
,Q54014130,43II9TWW,"Sasson, Jack",2012,"Sasson, Jack M.",978-1-4443-3838-6,,,,"$$C Reproduction: $$V Electronic reproduction. Hoboken, N.J. : Wiley InterScience, 2012. Mode <span class=""searchword"">of</span> access: World Wide Web. System requirements: Web browser. Title from title screen (viewed on Jan. 6, 2012). Access may be restricted to users at subscribing institutions.",2012,12/11/14 20:40,12/12/14 16:38,,,,,,,,,,,,,Wiley-Blackwell,"Malden, MA",eng,,,,,Primo,D54,,,,,,"E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Ancient history; Ancient world history; History, Ancient; History, Ancient Encyclopedias","Bagnall, Roger S.; Brodersen, Kai; Champion, Craige Brian; Erskine, Andrew; Huebner, Sabine R.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,"Adapa, Halab, Zimri-Lim","The encyclopedia of ancient history edited by Roger S. Bagnall, Kai Brodersen, Craige B. Champion, Andrew Erskine, and Sabine R. Huebner."
,Q45733780,BANST2FB,"Hudnut-Beumler, Jim",1994,"Hudnut-Beumler, James David",0-585-17685-X,,,,,1994,7/3/14 15:24,12/18/14 20:37,,1107-1109,,,,,,,,,,,Indiana University Press,Bloomington,eng,,,,,Primo,F534.I357,,,,,,E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Indianapolis (Ind.); Indianapolis (Ind.) Encyclopedias; Indianapolis (Ind.) History Encyclopedias,"Bodenhamer, David J.; Barrows, Robert G. (Robert Graham); Vanderstel, David Gordon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encyclopediaArticle,Religion and Philanthropy,The Encyclopedia of Indianapolis
