name,orcid_url,orcid,item_url,qid
witold rybski,https://orcid.org/0000-0002-6025-2918,0000-0002-6025-2918,http://www.wikidata.org/entity/Q57422359,Q57422359
Heinrich J Matthies,https://orcid.org/0000-0003-3615-7571,0000-0003-3615-7571,http://www.wikidata.org/entity/Q60227498,Q60227498
Kevin Pm Currie,https://orcid.org/0000-0002-0861-423X,0000-0002-0861-423X,http://www.wikidata.org/entity/Q67543357,Q67543357
Songhai Chen,https://orcid.org/0000-0001-7316-7125,0000-0001-7316-7125,http://www.wikidata.org/entity/Q60938472,Q60938472
Libin Xu,https://orcid.org/0000-0003-1021-5200,0000-0003-1021-5200,http://www.wikidata.org/entity/Q58662146,Q58662146
Emily M Layton,https://orcid.org/0000-0002-7869-0916,0000-0002-7869-0916,http://www.wikidata.org/entity/Q61862088,Q61862088
Robert Means,https://orcid.org/0000-0002-0947-2624,0000-0002-0947-2624,http://www.wikidata.org/entity/Q67989637,Q67989637
Roger J Zoorob,https://orcid.org/0000-0001-7311-6723,0000-0001-7311-6723,http://www.wikidata.org/entity/Q64654775,Q64654775
Shalley Kudalkar,https://orcid.org/0000-0001-9377-335X,0000-0001-9377-335X,http://www.wikidata.org/entity/Q61136279,Q61136279
Yasuhiro Kaneda,https://orcid.org/0000-0003-0513-262X,0000-0003-0513-262X,http://www.wikidata.org/entity/Q63657274,Q63657274
Austin N Kirschner,https://orcid.org/0000-0003-3807-6900,0000-0003-3807-6900,http://www.wikidata.org/entity/Q73087794,Q73087794
Göker Arpağ,https://orcid.org/0000-0002-6893-2678,0000-0002-6893-2678,http://www.wikidata.org/entity/Q64678881,Q64678881
Andrea Zimmer,https://orcid.org/0000-0002-1460-0774,0000-0002-1460-0774,http://www.wikidata.org/entity/Q57174340,Q57174340
Zakia Sultana,https://orcid.org/0000-0002-3826-3426,0000-0002-3826-3426,http://www.wikidata.org/entity/Q61142038,Q61142038
Macarena Suárez-Pellicioni,https://orcid.org/0000-0002-9056-9561,0000-0002-9056-9561,http://www.wikidata.org/entity/Q83683105,Q83683105
Christopher Johnson,https://orcid.org/0000-0003-1376-546X,0000-0003-1376-546X,http://www.wikidata.org/entity/Q57437344,Q57437344
Douglass Taber,https://orcid.org/0000-0003-2287-5759,0000-0003-2287-5759,http://www.wikidata.org/entity/Q59748707,Q59748707
Jill Lindner,https://orcid.org/0000-0002-8897-7494,0000-0002-8897-7494,http://www.wikidata.org/entity/Q57320753,Q57320753
Wiktor Piecek,https://orcid.org/0000-0002-7683-535X,0000-0002-7683-535X,http://www.wikidata.org/entity/Q60738743,Q60738743
Jose Ruiz,https://orcid.org/0000-0002-3306-0363,0000-0002-3306-0363,http://www.wikidata.org/entity/Q64589693,Q64589693
Sataree Khuansuwan,https://orcid.org/0000-0003-4888-4768,0000-0003-4888-4768,http://www.wikidata.org/entity/Q85220273,Q85220273
Robert S Lee-Young,https://orcid.org/0000-0002-8166-142X,0000-0002-8166-142X,http://www.wikidata.org/entity/Q61827551,Q61827551
Richard Benninger,https://orcid.org/0000-0002-5063-6096,0000-0002-5063-6096,http://www.wikidata.org/entity/Q58809311,Q58809311
Kevin H. Souza,https://orcid.org/0000-0002-4578-9645,0000-0002-4578-9645,http://www.wikidata.org/entity/Q73024857,Q73024857
Elizabeth M Gillam,https://orcid.org/0000-0003-0378-793X,0000-0003-0378-793X,http://www.wikidata.org/entity/Q63088924,Q63088924
Laura L Daniel,https://orcid.org/0000-0003-3143-5915,0000-0003-3143-5915,http://www.wikidata.org/entity/Q59701508,Q59701508
Che-Se Tung,https://orcid.org/0000-0002-2216-6226,0000-0002-2216-6226,http://www.wikidata.org/entity/Q85526893,Q85526893
A Brian Thomson,https://orcid.org/0000-0002-9509-6919,0000-0002-9509-6919,http://www.wikidata.org/entity/Q80102302,Q80102302
Son Doan,https://orcid.org/0000-0002-7284-1306,0000-0002-7284-1306,http://www.wikidata.org/entity/Q57245156,Q57245156
Dagmara McGuinness,https://orcid.org/0000-0001-9057-3504,0000-0001-9057-3504,http://www.wikidata.org/entity/Q60394721,Q60394721
Brian S Carter,https://orcid.org/0000-0003-0539-9164,0000-0003-0539-9164,http://www.wikidata.org/entity/Q59156958,Q59156958
Nora Schulz,https://orcid.org/0000-0003-3681-720X,0000-0003-3681-720X,http://www.wikidata.org/entity/Q57385908,Q57385908
Justin Flatt,https://orcid.org/0000-0001-5406-8156,0000-0001-5406-8156,http://www.wikidata.org/entity/Q58862048,Q58862048
Kristin Sayeski,https://orcid.org/0000-0002-0259-0644,0000-0002-0259-0644,http://www.wikidata.org/entity/Q57430303,Q57430303
Mathew Ernest DIAMOND,https://orcid.org/0000-0003-2286-4566,0000-0003-2286-4566,http://www.wikidata.org/entity/Q57437855,Q57437855
Kanutte Huse,https://orcid.org/0000-0001-9128-670X,0000-0001-9128-670X,http://www.wikidata.org/entity/Q64788710,Q64788710
Jessie Runnoe,https://orcid.org/0000-0001-8557-2822,0000-0001-8557-2822,http://www.wikidata.org/entity/Q58250776,Q58250776
Caigan Du,https://orcid.org/0000-0001-8605-5501,0000-0001-8605-5501,http://www.wikidata.org/entity/Q57528029,Q57528029
Brett D. Wick,https://orcid.org/0000-0003-1890-0608,0000-0003-1890-0608,http://www.wikidata.org/entity/Q60058557,Q60058557
Megan Gessel,https://orcid.org/0000-0001-5706-787X,0000-0001-5706-787X,http://www.wikidata.org/entity/Q59469396,Q59469396
Rebecca M Sappington,https://orcid.org/0000-0002-3136-9631,0000-0002-3136-9631,http://www.wikidata.org/entity/Q57745458,Q57745458
Goksel N Demirer,https://orcid.org/0000-0001-6030-2041,0000-0001-6030-2041,http://www.wikidata.org/entity/Q59198391,Q59198391
Olivia J Veatch,https://orcid.org/0000-0002-5509-7749,0000-0002-5509-7749,http://www.wikidata.org/entity/Q57647946,Q57647946
Jennifer A Lyon,https://orcid.org/0000-0001-9740-1270,0000-0001-9740-1270,http://www.wikidata.org/entity/Q57910893,Q57910893
Esther Eisenberg,https://orcid.org/0000-0003-3033-6384,0000-0003-3033-6384,http://www.wikidata.org/entity/Q61093710,Q61093710
Stephanie C Ray,https://orcid.org/0000-0002-6390-6198,0000-0002-6390-6198,http://www.wikidata.org/entity/Q61104326,Q61104326
Charles M Nichols,https://orcid.org/0000-0001-9398-3410,0000-0001-9398-3410,http://www.wikidata.org/entity/Q83909984,Q83909984
Nihan Pol,https://orcid.org/0000-0002-8826-1285,0000-0002-8826-1285,http://www.wikidata.org/entity/Q57203955,Q57203955
Jun-Seop Shin,https://orcid.org/0000-0001-5142-2818,0000-0001-5142-2818,http://www.wikidata.org/entity/Q79331844,Q79331844
Kameron V Kilchrist,https://orcid.org/0000-0002-2391-9488,0000-0002-2391-9488,http://www.wikidata.org/entity/Q85351158,Q85351158
William Reid Bolus,https://orcid.org/0000-0001-5236-0823,0000-0001-5236-0823,http://www.wikidata.org/entity/Q59822722,Q59822722
Bing Han,https://orcid.org/0000-0001-6952-7482,0000-0001-6952-7482,http://www.wikidata.org/entity/Q82138074,Q82138074
Paul B. Manis,https://orcid.org/0000-0003-0131-8961,0000-0003-0131-8961,http://www.wikidata.org/entity/Q69791676,Q69791676
Stephanie M Reich,https://orcid.org/0000-0002-8799-5236,0000-0002-8799-5236,http://www.wikidata.org/entity/Q61147568,Q61147568
