qid,label_en,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,"Christ, Mary, Saints, and Angels in Glory",fresco by Girolamo Mazzola Bedoli,,55579,,,2022-01-13,,,,,,,,,,,"Christ, Mary, Saints, and Angels in Glory",,,,,,,Q1527051,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55579,,2022-01-13,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55579,,2022-01-13,,,,1541-01-01T00:00:00Z,9,,1538-01-01T00:00:00Z,9,,1544-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55579,,2022-01-13,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55579,,2022-01-13,,,Q19652,Q60332278,Q29940705,,,,,,,Parma-cupola duomo.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55579,,2022-01-13,,,,,,,,
,Church of the Sacred Heart,architectural structure,,49973,,,2022-01-13,,,,,,,,,,,Church of the Sacred Heart,,,,,,,,,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49973,,2022-01-13,,,,1874-01-01T00:00:00Z,9,,1861-01-01T00:00:00Z,9,,1888-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49973,,2022-01-13,,,Q148,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49973,,2022-01-13,,,,,,,,,,,,Sacré-Cœur de Shizhi.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49973,,2022-01-13,,,,,,,,
,Cueva de las Manos,mural,,58826,,,2022-01-13,,,,,,,,,,,,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:SantaCruz-CuevaManos-P2210651b.jpg,,2022-01-13,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58826,,2022-01-13,,,,5500-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58826,,2022-01-13,,,Q414,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58826,,2022-01-13,,,,,,,,,,,,SantaCruz-CuevaManos-P2210651b.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58826,,2022-01-13,,,,,,,,
,David and Abigail,painting by Antonio Molinari,,57285,,,2022-01-13,,,,,,,,,,,David and Abigail,,,,,,,Q603707,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57285,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57285,,2022-01-13,,,,1700-01-01T00:00:00Z,7,,1650-01-01T00:00:00Z,7,,1750-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57285,,2022-01-13,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Antonio Molinari David y Abigail.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57285,,2022-01-13,,,,,,,,
,David the Prophet - King David in Prayer,painting by Pieter de Grebber,,57280,,,2022-01-13,,,StCC s00028,Q1954426,,https://commons.wikimedia.org/wiki/File:5201-king-david-in-prayer-pieter-de-grebber.jpg,,2022-01-13,,,David the Prophet - King David in Prayer,,,,,,,Q512817,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57280,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57280,,2022-01-13,,,,1637-01-01T00:00:00Z,9,,1635-01-01T00:00:00Z,9,,1640-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57280,,2022-01-13,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57280,,2022-01-13,,,,,,,,,,,,5201-king-david-in-prayer-pieter-de-grebber.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57280,,2022-01-13,,,Q1954426,,https://commons.wikimedia.org/wiki/File:5201-king-david-in-prayer-pieter-de-grebber.jpg,,2022-01-13,
,Device to Root out Evil,sculpture by Dennis Oppenheim,,55721,,,2022-01-13,,,,,,,,,,,Device to Root out Evil,,,,,,,Q439856,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55721,,2022-01-13,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55721,,2022-01-13,,,,1997-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55721,,2022-01-13,,,Q16,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55721,,2022-01-13,,,,,,,,,,,,Device to Root out Evil.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55721,,2022-01-13,,,,,,,,
,Eastern Orthodox icon of Jesus Christ as the True Vine,painting by artist unknown,,55553,,,2022-01-13,,,,,,,,,,,Eastern Orthodox icon of Jesus Christ as the True Vine,,,,,,,_:,Q4233718,,"https://commons.wikimedia.org/wiki/File:Christ_the_True_Vine_icon_(Athens,_16th_century).jpg",,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55553,,2022-01-13,,,,1550-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55553,,2022-01-13,,,Q41,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55553,,2022-01-13,,,,,,,,,,,,"Christ the True Vine icon (Athens, 16th century).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55553,,2022-01-13,,,Q1018775,,"https://commons.wikimedia.org/wiki/File:Christ_the_True_Vine_icon_(Athens,_16th_century).jpg",,2022-01-13,
,Entry Into Jerusalem,mosaic by Manfred Stumpf,,56141,,,2022-01-13,,,,,,,,,,,Entry Into Jerusalem,,,,,,,Q1890012,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56141,,2022-01-13,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56141,,2022-01-13,,,,1995-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56141,,2022-01-13,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56141,,2022-01-13,,,,,,,,,,,,Stumpf Mosaik 1.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56141,,2022-01-13,,,,,,,,
,Eye of Providence,painting by artist unknown,,55536,,,2022-01-13,,,,,,,,,,,Eye of Providence,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Eye_of_Providence_(icon).jpg,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55536,,2022-01-13,,,,1850-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55536,,2022-01-13,,,,,,,,,,,,,,,,,,,Eye of Providence (icon).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55536,,2022-01-13,,,,,,,,
,Mount Lushan Fog,photograph by Pfctdayelise,,57420,,,2022-01-13,,,,,,,,,,,Mount Lushan Fog,,,,,,,Q110561516,,,https://commons.wikimedia.org/wiki/File:Mount_Lushan_-_fog.JPG,,2022-01-13,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57420,,2022-01-13,,,,2005-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57420,,2022-01-13,,,,,,,,,,,,,,,,,,,Mount Lushan - fog.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57420,,2022-01-13,,,,,,,,
,Fresco-Catacomb of San Gennaro,fresco,,49944,,,2022-01-13,,,,,,,,,,,Fresco-Catacomb of San Gennaro,,,,,,,,,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49944,,2022-01-13,,,,0200-01-01T00:00:00Z,7,,0150-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49944,,2022-01-13,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49944,,2022-01-13,,,,,,,,,,,,Catacombe Di San Gennaro Fresco.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49944,,2022-01-13,,,,,,,,
,Fugitive Slaves in the Dismal Swamp,painting by David Edward Cronin,,55483,,,2022-01-13,,,,,,,,,,,Fugitive Slaves in the Dismal Swamp,,,,,,,Q1174304,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55483,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55483,,2022-01-13,,,,1888-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55483,,2022-01-13,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55483,,2022-01-13,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Great_Dismal_Swamp-Fugitive_Slaves.jpg,,2022-01-13,,,Great Dismal Swamp-Fugitive Slaves.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55483,,2022-01-13,,,Q1059456,,https://commons.wikimedia.org/wiki/File:Great_Dismal_Swamp-Fugitive_Slaves.jpg,,2022-01-13,
,Gathering of the Manna,painting by James Tissot,,56580,,,2022-01-13,,,,,,,,,,,Gathering of the Manna,,,,,,,Q381248,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56580,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56580,,2022-01-13,,,,1899-01-01T00:00:00Z,9,,1896-01-01T00:00:00Z,9,,1902-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56580,,2022-01-13,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56580,,2022-01-13,,,Q19652,Q60332278,Q29940705,,,,,,,Tissot The Gathering of the Manna (color).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56580,,2022-01-13,,,,,,,,
,Golden Triptych of Virgin Mary from the Khakhuli Monastery in Georgia,manuscript,,54460,,,2022-01-13,,,,,,,,,,,Golden Triptych of Virgin Mary from the Khakhuli Monastery in Georgia,,,,,,,,,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54460,,2022-01-13,,,,1050-01-01T00:00:00Z,7,,0950-01-01T00:00:00Z,7,,1150-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54460,,2022-01-13,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54460,,2022-01-13,,,,,,,,,,,,Georgia Khakhuli triptych.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54460,,2022-01-13,,,,,,,,
,Hannah before Eli the High Priest,manuscript by Malnazar and Aghap'ir,,56672,,,2022-01-13,,,,,,,,,,,Hannah before Eli the High Priest,,,,,,,,,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56672,,2022-01-13,,,,1637-01-01T00:00:00Z,9,,1637-01-01T00:00:00Z,9,,1638-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56672,,2022-01-13,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56672,,2022-01-13,,,,,,,,,,,,Malnazar - Hannah before Eli the High Priest - Google Art Project.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56672,,2022-01-13,,,,,,,,
,"Hannah, prophetess and mother of Samuel, thanking God",manuscript by artist unknown,,55161,,,2022-01-13,,,,,,,,,,,"Hannah, prophetess and mother of Samuel, thanking God",,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Anne_BnF_Grec_139_fol._428v.jpg,,2022-01-13,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55161,,2022-01-13,,,,0950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55161,,2022-01-13,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55161,,2022-01-13,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Anne_BnF_Grec_139_fol._428v.jpg,,2022-01-13,,,Anne BnF Grec 139 fol. 428v.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55161,,2022-01-13,,,,,,,,
,Holy Spirit Seminary,architectural structure,,57368,,,2022-01-13,,,,,,,,,,,Holy Spirit Seminary,,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57368,,2022-01-13,,,,1931-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57368,,2022-01-13,,,Q148,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57368,,2022-01-13,,,,,,,,,,,,Holy Spirit Seminary.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57368,,2022-01-13,,,,,,,,
,Icon of Christ Feeding the Multitude,painting by artist unknown,,57436,,,2022-01-13,,,,,,,,,,,Icon of Christ Feeding the Multitude,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Christ_feeding_the_multitude.jpg,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57436,,2022-01-13,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57436,,2022-01-13,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Christ_feeding_the_multitude.jpg,,2022-01-13,,,Christ feeding the multitude.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57436,,2022-01-13,,,,,,,,
,Interior of the Church of the Light,architectural structure by Tadao Andō,,55848,,,2022-01-13,,,,,,,,,,,Interior of the Church of the Light,,,,,,,Q208220,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55848,,2022-01-13,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55848,,2022-01-13,,,,1999-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55848,,2022-01-13,,,Q17,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55848,,2022-01-13,,,,,,,,,,,,Church of Light.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55848,,2022-01-13,,,,,,,,
,"Interior view of Yuriria Convent, founded in 1550, Yuriria, Guanajuato, Mexico",architectural structure,,55661,,,2022-01-13,,,,,,,,,,,"Interior view of Yuriria Convent, founded in 1550, Yuriria, Guanajuato, Mexico",,,,,,,,,,,,,,,Q811979,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55661,,2022-01-13,,,,1550-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55661,,2022-01-13,,,Q96,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55661,,2022-01-13,,,,,,,,,,,,Interior convento 3.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55661,,2022-01-13,,,,,,,,
,"Jeanne Jugan, founder of Little Sisters of the Poor",painting by Leon Brune,,55344,,,2022-01-13,,,,,,,,,,,"Jeanne Jugan, founder of Little Sisters of the Poor",,,,,,,,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55344,,2022-01-13,,,,1885-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55344,,2022-01-13,,,,,,,,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Jeanne_Jugan.jpg,,2022-01-13,,,Jeanne Jugan.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55344,,2022-01-13,,,,,,,,
,Jephtha's Return,painting by Giovanni Antonio Pellegrini,,46517,,,2022-01-13,,,,,,,,,,,Jephtha's Return,,,,,,,Q1358364,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46517,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46517,,2022-01-13,,,,1712-01-01T00:00:00Z,9,,1700-01-01T00:00:00Z,9,,1725-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46517,,2022-01-13,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46517,,2022-01-13,,,Q19652,Q60332278,Q29940705,,,,,,,Giovanni Antonio Pellegrini 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46517,,2022-01-13,,,,,,,2022-01-13,
,Jesus Appearing to the Disciples on the Sea,sculpture by Maître de Cabestany,,57990,,,2022-01-13,,,,,,,,,,,Jesus Appearing to the Disciples on the Sea,,,,,,,Q678933,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57990,,2022-01-13,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57990,,2022-01-13,,,,1155-01-01T00:00:00Z,9,,1130-01-01T00:00:00Z,9,,1180-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57990,,2022-01-13,,,Q29,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57990,,2022-01-13,,,,,,,,,,,,Mestre de cabestany.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57990,,2022-01-13,,,,,,,,
,"Jesus, the Gerasene, and the Unclean Spirits",manuscript by artist unknown,,56178,,,2022-01-13,,,,,,,,,,,"Jesus, the Gerasene, and the Unclean Spirits",,,,,,,_:,Q4233718,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56178,,2022-01-13,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56178,,2022-01-13,,,,1020-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56178,,2022-01-13,,,,,,,,,,,,,,,,,,,Healing of the demon-possessed.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56178,,2022-01-13,,,,,,,,
,Job and His Friends,manuscript by artist unknown,,57646,,,2022-01-13,,,,,,,,,,,Job and His Friends,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Kievskaya_psaltir_iov_02.jpg,,2022-01-13,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57646,,2022-01-13,,,,1397-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57646,,2022-01-13,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57646,,2022-01-13,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Kievskaya_psaltir_iov_02.jpg,,2022-01-13,,,Kievskaya psaltir iov 02.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57646,,2022-01-13,,,,,,,,
,John VI Kantakouzenos,manuscript,,54592,,,2022-01-13,,,,,,,,,,,John VI Kantakouzenos,,,,,,,,,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54592,,2022-01-13,,,,1374-01-01T00:00:00Z,9,,1370-01-01T00:00:00Z,9,,1379-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54592,,2022-01-13,,,,,,,,,,,,,,,,,,,John VI Kantakouzenos.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54592,,2022-01-13,,,,,,,,
,Judah and Tamar,painting by Emile-Jean-Horace Vernet,,48067,,,2022-01-13,,,,,,,,,,,Judah and Tamar,,,,,,,Q161145,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,,1840-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,Emile Jean Horace Vernet 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48067,,2022-01-13,,,Q1327919,,https://commons.wikimedia.org/wiki/File:Emile_Jean_Horace_Vernet_001.jpg,,2022-01-13,
,Julia A. J. Foote,photograph by artist unknown,,55931,,,2022-01-13,,,,,,,,,,,Julia A. J. Foote,,,,,,,_:,Q4233718,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55931,,2022-01-13,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55931,,2022-01-13,,,,1879-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55931,,2022-01-13,,,,,,,,,,,,,,,,,,,Julia A. J. Foote.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55931,,2022-01-13,,,,,,,,
,Last Judgment,painting by Stephan Lochner,,58438,,,2022-01-13,,,WRM 0066,Q700959,,https://commons.wikimedia.org/wiki/File:Stefan_Lochner_-_Last_Judgement_-_circa_1435.jpg,,2022-01-13,,,Last Judgment,,,,,,,Q290812,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58438,,2022-01-13,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58438,,2022-01-13,,,,1435-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58438,,2022-01-13,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58438,,2022-01-13,,,Q19652,Q60332278,Q29940705,,,,,,,Stefan Lochner - Last Judgement - circa 1435.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58438,,2022-01-13,,,Q700959,,https://commons.wikimedia.org/wiki/File:Stefan_Lochner_-_Last_Judgement_-_circa_1435.jpg,,2022-01-13,
,Leaf from Codex Washingtonensis,manuscript by artist unknown,,54466,,,2022-01-13,,,,,,,,,,,Leaf from Codex Washingtonensis,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Codex_Washingtonensis_W_032.JPG,,2022-01-13,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54466,,2022-01-13,,,,0450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54466,,2022-01-13,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54466,,2022-01-13,,,,,,,,,,,,Codex Washingtonensis W 032.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54466,,2022-01-13,,,,,,,,
,"Manche Masemola, South African Martyr",sculpture,,57412,,,2022-01-13,,,,,,,,,,,"Manche Masemola, South African Martyr",,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57412,,2022-01-13,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57412,,2022-01-13,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57412,,2022-01-13,,,,,,,,,,,,WestminsterAbbey-Martyrs.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57412,,2022-01-13,,,,,,,,
,Mary and Child,fresco by artist unknown,,58099,,,2022-01-13,,,,,,,,,,,Mary and Child,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Nerga_Sellasie.jpg,,2022-01-13,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58099,,2022-01-13,,,,1750-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58099,,2022-01-13,,,Q115,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58099,,2022-01-13,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Nerga_Sellasie.jpg,,2022-01-13,,,Nerga Sellasie.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58099,,2022-01-13,,,,,,,,
,Mary Eliza Mahoney,photograph by artist unknown,,57882,,,2022-01-13,,,,,,,,,,,Mary Eliza Mahoney,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Mary_Eliza_Mahoney.jpg,,2022-01-13,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57882,,2022-01-13,,,,1879-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57882,,2022-01-13,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57882,,2022-01-13,,,,,,,,,,,,Mary Eliza Mahoney.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57882,,2022-01-13,,,,,,,,
