qid,label_en,translator_uuid,translator,translator_stated_as,translator_series_ordinal,translator_ref1_hash,translator_ref1_referenceUrl,translator_ref1_stated_in,translator_ref1_retrieved_nodeId,translator_ref1_retrieved_val,translator_ref1_retrieved_prec
Q115714891,Christus und das Imperium : von Paulus bis zum Postkolonialismus,418B48F6-F2E4-4473-961D-1C682E3E71E9,Q113770464,Sabine Plonz,,263f3ec26329383c50164ad47f706e9c12561922,,Q114403967,a50d77d8-a989-4d58-b247-3cb0c230e20a,2022-12-15T00:00:00Z,11
