accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1996.179,Nightstand,0.6290887,0.0010834954,0.9898153,0.101627566,0.86970925,2,1489,102,870
1996.183,Animal,0.7248674,0.4658233,0.5596059,0.7313488,0.83354646,465,559,943,1074
1996.183,Animal,0.7239011,0.60818726,0.7064324,0.7482862,0.8415895,608,706,965,1085
1996.183,Animal,0.5835804,0.31208488,0.4547074,0.7586105,0.8426079,312,454,978,1086
1996.183,Animal,0.5761435,0.78106576,0.9119675,0.8658083,0.953176,780,911,1116,1229
1996.183,Animal,0.57535547,0.62574285,0.7692253,0.8141133,0.89686203,625,768,1049,1156
1996.191a-f,Goldfish,0.7479268,0.45246735,0.76445174,0.46466935,0.7200303,573,968,465,720
1996.191a-f,Animal,0.7208182,0.32922316,0.46638492,0.1663344,0.3489704,417,590,166,349
1996.191a-f,Goldfish,0.7479268,0.45246735,0.76445174,0.46466935,0.7200303,573,968,465,720
1996.191a-f,Animal,0.7208182,0.32922316,0.46638492,0.1663344,0.3489704,417,590,166,349
1996.192,Animal,0.65673125,0.7355407,0.8342765,0.5819641,0.72637177,908,1030,582,726
1996.192,Animal,0.5954053,0.5708029,0.6936142,0.3610603,0.47251752,705,857,361,473
1996.192,Bird,0.5296944,0.74005157,0.8322956,0.5847603,0.7228462,914,1028,585,723
1996.194,Bird,0.90065145,0.5794073,0.984041,0.05515566,0.95564675,844,1433,55,956
1996.194,Bird,0.59208554,0.109794624,0.58373076,0.105535656,0.91516685,160,850,106,915
1996.200,Packaged goods,0.92526793,0.053206522,0.91551095,0.09294356,0.9320364,53,916,105,1055
1996.201,Vase,0.8078089,0.14401759,0.8905101,0.13088599,0.85877645,144,891,153,1001
1996.204a,Person,0.8585935,0.16463482,0.583739,0.24428187,0.7978659,164,583,324,1060
1996.204a,Person,0.7449843,0.46707094,0.8957043,0.10814011,0.74689054,467,895,144,992
1996.204a,Hat,0.70122075,0.55377924,0.72448444,0.10970654,0.18818831,553,724,146,250
1996.204a,Hat,0.6331992,0.3037403,0.44981566,0.2336695,0.32194784,303,449,310,428
1996.204a,Clothing,0.62300634,0.1594869,0.5770331,0.26068032,0.79984814,159,576,346,1062
1996.204a,Musical instrument,0.5476642,0.07299132,0.3201378,0.17992888,0.5342943,73,320,239,710
1996.204b,Person,0.7482179,0.45568454,0.68310267,0.038018737,0.24668318,456,683,53,342
1996.204b,Person,0.698378,0.09312714,0.6434215,0.20550658,0.7730636,93,643,285,1071
1996.204b,Animal,0.5992933,0.02547188,0.18615983,0.15984876,0.22965981,25,186,222,318
1996.204b,Animal,0.5739024,0.8314841,0.97073364,0.048250556,0.16533338,831,971,67,229
1996.204b,Person,0.51645476,0.59525156,0.92175657,0.065217204,0.692359,595,922,90,960
1996.204c,Person,0.79986745,0.47722372,0.89955705,0.18268944,0.7926674,477,900,245,1064
1996.204c,Person,0.7587384,0.05865176,0.514279,0.18936683,0.7667479,59,514,254,1029
