accession_number,mid,description,score,topicality
1996.179,/m/083vt,Wood,0.8504846,0.8504846
1996.179,/m/02skpt,Artifact,0.8281911,0.8281911
1996.179,/m/03gq5hm,Font,0.7683986,0.7683986
1996.179,/m/0j62f,Rectangle,0.7536432,0.7536432
1996.179,/m/04t7l,Metal,0.6649502,0.6649502
1996.179,/m/0bt_c3,Book,0.6584777,0.6584777
1996.179,/m/0jwzhtg,Carving,0.64375097,0.64375097
1996.179,/m/0djmp,Ancient history,0.62866783,0.62866783
1996.179,/m/03g3w,History,0.6212677,0.6212677
1996.179,/m/01h1dd,Publication,0.5842731,0.5842731
1996.183,/m/05s2s,Plant,0.94567597,0.94567597
1996.183,/m/03d28y3,Natural landscape,0.8785861,0.8785861
1996.183,/m/0838f,Water,0.87282544,0.87282544
1996.183,/m/0csby,Cloud,0.87083244,0.87083244
1996.183,/m/07j7r,Tree,0.86973614,0.86973614
1996.183,/m/05y4t,Paint,0.8649462,0.8649462
1996.183,/m/05qdh,Painting,0.85284406,0.85284406
1996.183,/m/0jjw,Art,0.8506129,0.8506129
1996.183,/m/05t0z3q,Bank,0.8197715,0.8197715
1996.183,/m/01bqvp,Sky,0.8027874,0.8027874
1996.191a-f,/m/0ch_cf,Fish,0.8259227,0.8259227
1996.191a-f,/m/0jjw,Art,0.8145898,0.8145898
1996.191a-f,/m/05qdh,Painting,0.7834335,0.7834335
1996.191a-f,/m/03gq5hm,Font,0.7766927,0.7766927
1996.191a-f,/m/0dw9f6,Creative arts,0.77533674,0.77533674
1996.191a-f,/m/02zg_,Fin,0.742082,0.742082
1996.191a-f,/m/01kr8f,Illustration,0.7361946,0.7361946
1996.191a-f,/m/0j62f,Rectangle,0.71211606,0.71211606
1996.191a-f,/m/02csf,Drawing,0.70981973,0.70981973
1996.191a-f,/m/06z_nw,Tail,0.6769563,0.6769563
1996.191a-f,/m/0ch_cf,Fish,0.8259227,0.8259227
1996.191a-f,/m/0jjw,Art,0.8145898,0.8145898
1996.191a-f,/m/05qdh,Painting,0.7834335,0.7834335
1996.191a-f,/m/03gq5hm,Font,0.7766927,0.7766927
1996.191a-f,/m/0dw9f6,Creative arts,0.77533674,0.77533674
1996.191a-f,/m/02zg_,Fin,0.742082,0.742082
1996.191a-f,/m/01kr8f,Illustration,0.7361946,0.7361946
1996.191a-f,/m/0j62f,Rectangle,0.71211606,0.71211606
1996.191a-f,/m/02csf,Drawing,0.70981973,0.70981973
1996.191a-f,/m/06z_nw,Tail,0.6769563,0.6769563
1996.192,/m/09q2t,Brown,0.98046786,0.98046786
1996.192,/m/0j62f,Rectangle,0.872326,0.872326
1996.192,/m/0jjw,Art,0.84945184,0.84945184
1996.192,/m/083vt,Wood,0.8039015,0.8039015
1996.192,/m/02q_bfg,Tints and shades,0.773893,0.773893
1996.192,/m/03gq5hm,Font,0.7653225,0.7653225
1996.192,/m/05y4t,Paint,0.73165363,0.73165363
1996.192,/m/05qdh,Painting,0.7030432,0.7030432
1996.192,/m/0p9xx,Visual arts,0.69544226,0.69544226
1996.192,/m/0641k,Paper,0.69302213,0.69302213
