accession_number,mid,description,score,topicality
1988.033h,/m/0jjw,Art,0.63758254,0.63758254
1988.033h,/m/01kr8f,Illustration,0.6371604,0.6371604
1988.036,/m/0j62f,Rectangle,0.88167375,0.88167375
1988.036,/m/05y4t,Paint,0.88032794,0.88032794
1988.036,/m/0jjw,Art,0.8535511,0.8535511
1988.036,/m/0h90w5d,Art paint,0.8181617,0.8181617
1988.036,/m/03gq5hm,Font,0.81756914,0.81756914
1988.036,/m/05qdh,Painting,0.80773705,0.80773705
1988.036,/m/02q_bfg,Tints and shades,0.75759894,0.75759894
1988.036,/m/0p9xx,Visual arts,0.697499,0.697499
1988.036,/m/01kr8f,Illustration,0.6850422,0.6850422
1988.036,/m/02csf,Drawing,0.67381215,0.67381215
1988.037,/m/09686,Vertebrate,0.9198067,0.9198067
1988.037,/m/05s2s,Plant,0.91557443,0.91557443
1988.037,/m/0b5gs,Branch,0.8678128,0.8678128
1988.037,/m/07j7r,Tree,0.8491907,0.8491907
1988.037,/m/016nqt,Twig,0.84521437,0.84521437
1988.037,/m/0d4v4,Window,0.81647915,0.81647915
1988.037,/m/0276krm,Fawn,0.81581277,0.81581277
1988.037,/m/0jjw,Art,0.8043937,0.8043937
1988.037,/m/05qdh,Painting,0.7985553,0.7985553
1988.037,/m/09kx5,Deer,0.77779937,0.77779937
1988.039,/m/0jjw,Art,0.84882754,0.84882754
1988.039,/m/05qdh,Painting,0.80389106,0.80389106
1988.039,/m/03gq5hm,Font,0.7890344,0.7890344
1988.039,/m/01kr8f,Illustration,0.7243002,0.7243002
1988.039,/m/0p9xx,Visual arts,0.6979972,0.6979972
1988.039,/m/0j62f,Rectangle,0.6926407,0.6926407
1988.039,/m/02csf,Drawing,0.66436553,0.66436553
1988.039,/m/0bp7w,Printmaking,0.65533316,0.65533316
1988.039,/m/03g3w,History,0.62079924,0.62079924
1988.039,/m/06ht1,Room,0.6076306,0.6076306
1988.040,/m/0jjw,Art,0.80710965,0.80710965
1988.040,/m/0gkxy13,Handwriting,0.76125336,0.76125336
1988.040,/m/08v4gh,Vintage clothing,0.70401865,0.70401865
1988.040,/m/0p9xx,Visual arts,0.6881507,0.6881507
1988.040,/m/06msq,Sculpture,0.64105463,0.64105463
1988.040,/m/0266180,Self-portrait,0.63766664,0.63766664
1988.040,/m/03g3w,History,0.6333544,0.6333544
1988.040,/m/036jvk,Stock photography,0.62290263,0.62290263
1988.040,/m/06ht1,Room,0.61048836,0.61048836
1988.040,/m/05qdh,Painting,0.5966507,0.5966507
1988.041,/m/03q69,Hair,0.9839839,0.9839839
1988.041,/m/0k0pj,Nose,0.98358303,0.98358303
1988.041,/m/037p5b,Cheek,0.9790781,0.9790781
1988.041,/m/027n3_,Eyebrow,0.9378353,0.9378353
1988.041,/m/014sv8,Eye,0.9363503,0.9363503
1988.041,/m/02p0tk3,Human body,0.8855604,0.8855604
1988.041,/m/01k9lj,Jaw,0.88204473,0.88204473
1988.041,/m/039xj_,Ear,0.8815083,0.8815083
1988.041,/m/0dzd8,Neck,0.879162,0.879162
1988.041,/m/0244x1,Gesture,0.85260487,0.85260487
1988.042,/m/05qdh,Painting,0.8192756,0.8192756
1988.042,/m/0jjw,Art,0.8143535,0.8143535
1988.042,/m/0p9xx,Visual arts,0.70947886,0.70947886
1988.042,/m/02csf,Drawing,0.7078099,0.7078099
1988.042,/m/01kr8f,Illustration,0.67791027,0.67791027
1988.042,/m/0266180,Self-portrait,0.6512541,0.6512541
1988.042,/m/036jvk,Stock photography,0.64916295,0.64916295
1988.042,/m/0j62f,Rectangle,0.64175224,0.64175224
1988.042,/m/0bp7w,Printmaking,0.6280691,0.6280691
1988.042,/m/0dgsmq8,Artwork,0.6089533,0.6089533
1988.043,/m/02p0tk3,Human body,0.8857778,0.8857778
1988.043,/m/0dzd8,Neck,0.88135815,0.88135815
1988.043,/m/062581,Sleeve,0.8677305,0.8677305
1988.043,/m/012yh1,Style,0.83848774,0.83848774
1988.043,/m/0jjw,Art,0.82259,0.82259
1988.043,/m/019swr,Knee,0.7780058,0.7780058
1988.043,/m/02qqd4n,Fashion design,0.7720108,0.7720108
1988.043,/m/01j04m,Thigh,0.74526024,0.74526024
1988.043,/m/01mwkf,Monochrome,0.74270207,0.74270207
1988.043,/m/05qdh,Painting,0.73714656,0.73714656
1988.044,/m/0dzf4,Arm,0.9433371,0.9433371
1988.044,/m/035r7c,Leg,0.9106811,0.9106811
1988.044,/m/0jjw,Art,0.8290093,0.8290093
1988.044,/m/05qdh,Painting,0.8111067,0.8111067
1988.044,/m/0dzdr,Chest,0.807903,0.807903
1988.044,/m/019swr,Knee,0.788842,0.788842
1988.044,/m/01kr8f,Illustration,0.72907615,0.72907615
1988.044,/m/02csf,Drawing,0.7270341,0.7270341
1988.044,/m/0p9xx,Visual arts,0.6971568,0.6971568
1988.044,/m/015h_t,Beard,0.682432,0.682432
1988.047,/m/04hgtk,Head,0.9717195,0.9717195
1988.047,/m/0dgw9r,Human,0.89060616,0.89060616
1988.047,/m/01k9lj,Jaw,0.8763023,0.8763023
1988.047,/m/062581,Sleeve,0.8718277,0.8718277
1988.047,/m/0jjw,Art,0.8183454,0.8183454
1988.047,/m/03gq5hm,Font,0.7660863,0.7660863
1988.047,/m/01kr8f,Illustration,0.7355173,0.7355173
1988.047,/m/091410,Collar,0.7270184,0.7270184
1988.047,/m/02csf,Drawing,0.720259,0.720259
1988.047,/m/05qdh,Painting,0.7026895,0.7026895
1988.048,/m/09686,Vertebrate,0.91856635,0.91856635
1988.048,/m/05nnm,Organism,0.8651424,0.8651424
1988.048,/m/0jjw,Art,0.8244092,0.8244092
1988.048,/m/01kr8f,Illustration,0.72036844,0.72036844
1988.048,/m/02h7lkt,Fictional character,0.7117808,0.7117808
1988.048,/m/02csf,Drawing,0.7095831,0.7095831
1988.048,/m/0p9xx,Visual arts,0.70271504,0.70271504
1988.048,/m/04zhd,Mythology,0.65333164,0.65333164
1988.048,/m/0919rx,Line art,0.65271926,0.65271926
1988.048,/m/04s5jq,Costume design,0.64939576,0.64939576
1988.049,/m/02p0tk3,Human body,0.8848193,0.8848193
1988.049,/m/01k9lj,Jaw,0.878263,0.878263
1988.049,/m/05nnm,Organism,0.863977,0.863977
1988.049,/m/0244x1,Gesture,0.85260487,0.85260487
1988.049,/m/062581,Sleeve,0.8172585,0.8172585
1988.049,/m/0jjw,Art,0.8152887,0.8152887
1988.049,/m/03gq5hm,Font,0.813308,0.813308
1988.049,/m/0dzdr,Chest,0.78687143,0.78687143
1988.049,/m/02qqd4n,Fashion design,0.7713687,0.7713687
1988.049,/m/02csf,Drawing,0.71491426,0.71491426
1988.073,/m/01g5v,Blue,0.9006334,0.9006334
1988.073,/m/03gq5hm,Font,0.8005378,0.8005378
1988.073,/m/02vwbzz,Electric blue,0.7578952,0.7578952
1988.073,/m/01vkl,Circle,0.7522403,0.7522403
1988.073,/m/01bqvp,Sky,0.72903305,0.72903305
1988.073,/m/0dwx7,Logo,0.6963499,0.6963499
1988.073,/m/0hwky,Pattern,0.662715,0.662715
1988.073,/m/02csf,Drawing,0.6583544,0.6583544
1988.073,/m/01cd9,Brand,0.6413762,0.6413762
1988.073,/m/021sdg,Graphics,0.64021933,0.64021933
1988.080,/m/015p6,Bird,0.9573493,0.9573493
1988.080,/m/0h90w5d,Art paint,0.9166537,0.9166537
1988.080,/m/01c4rd,Beak,0.86746675,0.86746675
1988.080,/m/05nnm,Organism,0.852031,0.852031
1988.080,/m/01c_0l,"Ducks, geese and swans",0.8157568,0.8157568
1988.080,/m/05qdh,Painting,0.78881055,0.78881055
1988.080,/m/02p0_xl,Waterfowl,0.78055805,0.78055805
1988.080,/m/0jjw,Art,0.7773969,0.7773969
1988.080,/m/09ddx,Duck,0.7442768,0.7442768
1988.080,/m/01np14,greater scaup,0.71213746,0.71213746
1988.082,/m/0838f,Water,0.9326159,0.9326159
1988.082,/m/015p6,Bird,0.92143506,0.92143506
1988.082,/m/05qdh,Painting,0.82609105,0.82609105
1988.082,/m/0jjw,Art,0.82504654,0.82504654
1988.082,/m/01c4rd,Beak,0.812425,0.812425
1988.082,/m/03r_vp,Adaptation,0.7928586,0.7928586
1988.082,/m/01c_0l,"Ducks, geese and swans",0.78987783,0.78987783
1988.082,/m/07j7r,Tree,0.7830008,0.7830008
1988.082,/m/02p0_xl,Waterfowl,0.7829822,0.7829822
1988.082,/m/01kr8f,Illustration,0.73909825,0.73909825
1988.083,/m/015p6,Bird,0.9595501,0.9595501
1988.083,/m/01dy62,Phasianidae,0.90562487,0.90562487
1988.083,/m/01c4rd,Beak,0.8741927,0.8741927
1988.083,/m/01295w,Galliformes,0.86104375,0.86104375
1988.083,/m/05qdh,Painting,0.85792696,0.85792696
1988.083,/m/0h235,Grouse,0.84905136,0.84905136
1988.083,/m/0jjw,Art,0.8284337,0.8284337
1988.083,/m/0dfgf,Feather,0.8248758,0.8248758
1988.083,/m/0g9lp,Pheasant,0.82037675,0.82037675
1988.083,/m/01c09k,Stock dove,0.8039287,0.8039287
1988.084,/m/0j62f,Rectangle,0.88446975,0.88446975
1988.084,/m/083vt,Wood,0.87459385,0.87459385
1988.084,/m/09nm_,World,0.8472763,0.8472763
1988.084,/m/0jjw,Art,0.8423733,0.8423733
1988.084,/m/07jx7,Triangle,0.8392945,0.8392945
1988.084,/m/03gq5hm,Font,0.8239839,0.8239839
1988.084,/m/02q_bfg,Tints and shades,0.77384347,0.77384347
1988.084,/m/02dgv,Door,0.75148296,0.75148296
1988.084,/m/05qdh,Painting,0.74668145,0.74668145
1988.084,/m/06wqb,Space,0.7249684,0.7249684
1988.085,/m/015p6,Bird,0.9719503,0.9719503
1988.085,/m/01c4rd,Beak,0.870573,0.870573
1988.085,/m/0jjw,Art,0.803496,0.803496
1988.085,/m/0dfgf,Feather,0.8033877,0.8033877
1988.085,/m/05qdh,Painting,0.7661424,0.7661424
1988.085,/m/01d7ng,Pelecaniformes,0.7348656,0.7348656
1988.085,/m/01c43w,Crane,0.6990007,0.6990007
1988.085,/m/01y2w,Ciconiiformes,0.6899071,0.6899071
1988.085,/m/0gg8brk,Water bird,0.67454565,0.67454565
1988.085,/m/02csf,Drawing,0.6731149,0.6731149
1988.102b,/m/0dzf4,Arm,0.9433651,0.9433651
1988.102b,/m/0jjw,Art,0.8549306,0.8549306
1988.102b,/m/0244x1,Gesture,0.85260487,0.85260487
1988.102b,/m/05qdh,Painting,0.7796177,0.7796177
1988.102b,/m/04sk75,Figure drawing,0.7347049,0.7347049
1988.102b,/m/019swr,Knee,0.72724766,0.72724766
1988.102b,/m/01kr8f,Illustration,0.7271224,0.7271224
1988.102b,/m/09w5r,Human leg,0.72056174,0.72056174
1988.102b,/m/01vm1p,Elbow,0.7178366,0.7178366
1988.102b,/m/02csf,Drawing,0.7143581,0.7143581
1989.007,/m/0ds4x,Hairstyle,0.9509009,0.9509009
1989.007,/m/0dgw9r,Human,0.89070004,0.89070004
1989.007,/m/0jjw,Art,0.8300648,0.8300648
1989.007,/m/03gq5hm,Font,0.81381094,0.81381094
1989.007,/m/05qdh,Painting,0.7062907,0.7062907
1989.007,/m/0641k,Paper,0.68861663,0.68861663
1989.007,/m/0p9xx,Visual arts,0.6880197,0.6880197
1989.007,/m/01kr8f,Illustration,0.6865663,0.6865663
1989.007,/m/03g3w,History,0.68298584,0.68298584
1989.007,/m/0h8p59j,Paper product,0.66314,0.66314
1989.008,/m/05nnm,Organism,0.8584418,0.8584418
1989.008,/m/0jjw,Art,0.8178694,0.8178694
1989.008,/m/05qdh,Painting,0.74355805,0.74355805
1989.008,/m/01kr8f,Illustration,0.71048075,0.71048075
1989.008,/m/02h7lkt,Fictional character,0.69571936,0.69571936
1989.008,/m/02csf,Drawing,0.69055897,0.69055897
1989.008,/m/04s5jq,Costume design,0.63222235,0.63222235
1989.008,/m/0p9xx,Visual arts,0.6258861,0.6258861
1989.008,/m/04zhd,Mythology,0.603877,0.603877
1989.008,/m/02xlf,Fiction,0.57712203,0.57712203
1989.009,/m/0jjw,Art,0.79545677,0.79545677
1989.009,/m/01vm1p,Elbow,0.7081087,0.7081087
1989.009,/m/05qdh,Painting,0.7017878,0.7017878
1989.009,/m/02csf,Drawing,0.7015278,0.7015278
1989.009,/m/01kr8f,Illustration,0.6708778,0.6708778
1989.009,/m/0dzdr,Chest,0.66235435,0.66235435
1989.009,/m/06z_nw,Tail,0.65724003,0.65724003
1989.009,/m/0p9xx,Visual arts,0.6442791,0.6442791
1989.009,/m/0dw9f6,Creative arts,0.6430061,0.6430061
1989.009,/m/03gq5hm,Font,0.62410635,0.62410635
1989.026,/m/0244x1,Gesture,0.85260487,0.85260487
1989.026,/m/0jjw,Art,0.8276676,0.8276676
1989.026,/m/02csf,Drawing,0.72684914,0.72684914
1989.026,/m/01kr8f,Illustration,0.7208807,0.7208807
1989.026,/m/0jnvp,Baby,0.7152552,0.7152552
1989.026,/m/0p9xx,Visual arts,0.6561909,0.6561909
1989.026,/m/019swr,Knee,0.63009685,0.63009685
1989.026,/m/09w5r,Human leg,0.60906637,0.60906637
1989.026,/m/03gq5hm,Font,0.5996772,0.5996772
1989.026,/m/05qdh,Painting,0.5990867,0.5990867
1989.027,/m/01k9lj,Jaw,0.88055164,0.88055164
1989.027,/m/05s2s,Plant,0.85898626,0.85898626
1989.027,/m/05nnm,Organism,0.85787874,0.85787874
1989.027,/m/0d4y5,Extinction,0.831961,0.831961
1989.027,/m/0fbf1m,Terrestrial animal,0.80688417,0.80688417
1989.027,/m/02tcwp,Trunk,0.7985721,0.7985721
1989.027,/m/0jjw,Art,0.7981071,0.7981071
1989.027,/m/03r_vp,Adaptation,0.792211,0.792211
1989.027,/m/05qdh,Painting,0.7761764,0.7761764
1989.027,/m/0y63,Anteater,0.76983905,0.76983905
1989.042,/m/01bqvp,Sky,0.90863526,0.90863526
1989.042,/m/0j62f,Rectangle,0.90179366,0.90179366
1989.042,/m/03d28y3,Natural landscape,0.88556737,0.88556737
1989.042,/m/0b5gs,Branch,0.8851009,0.8851009
1989.042,/m/07j7r,Tree,0.8801018,0.8801018
1989.042,/m/016nqt,Twig,0.8676724,0.8676724
1989.042,/m/09nm_,World,0.84913164,0.84913164
1989.042,/m/083vt,Wood,0.8196797,0.8196797
1989.042,/m/0jjw,Art,0.8104439,0.8104439
1989.042,/m/02hnx9,Woody plant,0.80405074,0.80405074
1989.043,/m/06_dn,Snow,0.9157696,0.9157696
1989.043,/j/3gbwgn,People in nature,0.8727481,0.8727481
1989.043,/m/05nnm,Organism,0.8570913,0.8570913
1989.043,/m/0jjw,Art,0.8343369,0.8343369
1989.043,/m/05s2s,Plant,0.82826436,0.82826436
1989.043,/m/078hm,Slope,0.81968457,0.81968457
1989.043,/m/07j7r,Tree,0.8172502,0.8172502
1989.043,/m/03r_vp,Adaptation,0.79423183,0.79423183
1989.043,/m/05qdh,Painting,0.77885324,0.77885324
1989.043,/m/02q_bfg,Tints and shades,0.77319324,0.77319324
1989.044,/m/0h8pb3l,Automotive tire,0.90219945,0.90219945
1989.044,/m/0j62f,Rectangle,0.86527973,0.86527973
1989.044,/m/083vt,Wood,0.8452405,0.8452405
1989.044,/m/03gq5hm,Font,0.80785877,0.80785877
1989.044,/m/02q_bfg,Tints and shades,0.770766,0.770766
1989.044,/m/0blz9,Fence,0.7602041,0.7602041
1989.044,/m/0413y3,Mesh,0.7484302,0.7484302
1989.044,/m/01vkl,Circle,0.7322475,0.7322475
1989.044,/m/0hwky,Pattern,0.7292963,0.7292963
1989.044,/m/04t7l,Metal,0.7075406,0.7075406
1989.045,/m/01bqvp,Sky,0.8972018,0.8972018
1989.045,/m/07j7r,Tree,0.8645656,0.8645656
1989.045,/m/05s2s,Plant,0.8460953,0.8460953
1989.045,/m/0j62f,Rectangle,0.8387266,0.8387266
1989.045,/m/0jjw,Art,0.8086153,0.8086153
1989.045,/m/025s3q0,Landscape,0.7876218,0.7876218
1989.045,/m/02q_bfg,Tints and shades,0.7739553,0.7739553
1989.045,/m/078hm,Slope,0.7565774,0.7565774
1989.045,/m/03gq5hm,Font,0.7012819,0.7012819
1989.045,/m/03d28y3,Natural landscape,0.6914494,0.6914494
1989.047,/m/05nnm,Organism,0.86264116,0.86264116
1989.047,/m/03gq5hm,Font,0.84275943,0.84275943
1989.047,/m/0jjw,Art,0.8302783,0.8302783
1989.047,/m/0hwky,Pattern,0.74702066,0.74702066
1989.047,/m/05qdh,Painting,0.7293785,0.7293785
1989.047,/m/02csf,Drawing,0.7236753,0.7236753
1989.047,/m/01kr8f,Illustration,0.7204505,0.7204505
1989.047,/m/0p9xx,Visual arts,0.7079867,0.7079867
1989.047,/m/02cwm,Design,0.68539214,0.68539214
1989.047,/m/0j62f,Rectangle,0.6660372,0.6660372
1989.050,/m/0jjw,Art,0.82419026,0.82419026
1989.050,/m/05qdh,Painting,0.7928199,0.7928199
1989.050,/m/02csf,Drawing,0.72246677,0.72246677
1989.050,/m/01kr8f,Illustration,0.7142263,0.7142263
1989.050,/m/03g3w,History,0.6925954,0.6925954
1989.050,/m/065zs54,Holy places,0.6826461,0.6826461
1989.050,/m/0cgh4,Building,0.6759819,0.6759819
1989.050,/m/0919rx,Line art,0.6708824,0.6708824
1989.050,/m/0p9xx,Visual arts,0.65962994,0.65962994
1989.050,/m/0dpvm,Arch,0.65434664,0.65434664
1990.011,/m/019jd,Boat,0.9348458,0.9348458
1990.011,/m/0838f,Water,0.92711693,0.92711693
1990.011,/m/07yv9,Vehicle,0.91116965,0.91116965
1990.011,/m/03psdn,Mast,0.86295724,0.86295724
1990.011,/m/0jjw,Art,0.82270926,0.82270926
1990.011,/m/0k5qm,Naval architecture,0.8011208,0.8011208
1990.011,/m/05qdh,Painting,0.7932602,0.7932602
1990.011,/m/04h4w,Lake,0.78720146,0.78720146
1990.011,/m/01rzcn,Watercraft,0.7820954,0.7820954
1990.011,/m/06q74,Ship,0.74000984,0.74000984
1990.012,/m/019jd,Boat,0.9117775,0.9117775
1990.012,/m/01rzcn,Watercraft,0.86902463,0.86902463
1990.012,/m/07yv9,Vehicle,0.82950604,0.82950604
1990.012,/m/0jjw,Art,0.81563574,0.81563574
1990.012,/m/0cgh4,Building,0.7990709,0.7990709
1990.012,/m/05qdh,Painting,0.7959863,0.7959863
1990.012,/m/02csf,Drawing,0.71250427,0.71250427
1990.012,/m/01kr8f,Illustration,0.699361,0.699361
1990.012,/m/0p9xx,Visual arts,0.6685886,0.6685886
1990.012,/m/03g3w,History,0.66105014,0.66105014
1991.025,/m/05y5lj,Sports equipment,0.84190977,0.84190977
1991.025,/m/0bx_y3w,Television set,0.82369447,0.82369447
1991.025,/m/0d4v4,Window,0.79071623,0.79071623
1991.025,/m/01qwsw,Flat panel display,0.78336,0.78336
1991.025,/m/0jjw,Art,0.7732507,0.7732507
1991.025,/m/029zz6,Display device,0.7572019,0.7572019
1991.025,/m/039jq,Glass,0.7388409,0.7388409
1991.025,/m/07c1v,Technology,0.7372227,0.7372227
1991.025,/m/044_87,Output device,0.73199135,0.73199135
1991.025,/m/0541p,Multimedia,0.711439,0.711439
1991.026,/m/0d4v4,Window,0.8826553,0.8826553
1991.026,/m/083vt,Wood,0.8182937,0.8182937
1991.026,/m/0jjw,Art,0.8159628,0.8159628
1991.026,/m/02q_bfg,Tints and shades,0.77362984,0.77362984
1991.026,/m/0hndl,Shade,0.7513562,0.7513562
1991.026,/m/0cgh4,Building,0.7360797,0.7360797
1991.026,/m/01c34b,Flooring,0.7202113,0.7202113
1991.026,/m/039jq,Glass,0.70978296,0.70978296
1991.026,/m/029zz6,Display device,0.69658273,0.69658273
1991.026,/m/0j62f,Rectangle,0.6931893,0.6931893
1992.100,/m/0j62f,Rectangle,0.86508274,0.86508274
1992.100,/m/0jjw,Art,0.8273735,0.8273735
1992.100,/m/05qdh,Painting,0.8200261,0.8200261
1992.100,/m/0dw9f6,Creative arts,0.76798666,0.76798666
1992.100,/m/0hwky,Pattern,0.7023598,0.7023598
1992.100,/m/01kr8f,Illustration,0.69959676,0.69959676
1992.100,/m/0p9xx,Visual arts,0.69857055,0.69857055
1992.100,/m/02csf,Drawing,0.69523513,0.69523513
1992.100,/m/02vqqym,Sakko,0.6461921,0.6461921
1992.100,/m/09_x1g,Shimada,0.645071,0.645071
1992.108,/m/01n5jq,Poster,0.8574244,0.8574244
1992.108,/m/03gq5hm,Font,0.84408283,0.84408283
1992.108,/m/0jjw,Art,0.81936985,0.81936985
1992.108,/m/0j62f,Rectangle,0.7671651,0.7671651
1992.108,/m/0p9xx,Visual arts,0.65814346,0.65814346
1992.108,/m/021sdg,Graphics,0.6413147,0.6413147
1992.108,/m/01kr8f,Illustration,0.6198179,0.6198179
1992.108,/m/03c31,Graphic design,0.58690876,0.58690876
1992.108,/m/011s0,Advertising,0.5786265,0.5786265
1992.108,/m/05qdh,Painting,0.5778782,0.5778782
1992.109,/m/0j62f,Rectangle,0.8505865,0.8505865
1992.109,/m/03gq5hm,Font,0.84374416,0.84374416
1992.109,/m/0jjw,Art,0.83304346,0.83304346
1992.109,/m/01n5jq,Poster,0.796169,0.796169
1992.109,/m/013s93,T-shirt,0.7562948,0.7562948
1992.109,/m/01kr8f,Illustration,0.7228567,0.7228567
1992.109,/m/0hwky,Pattern,0.72113144,0.72113144
1992.109,/m/0p9xx,Visual arts,0.7008168,0.7008168
1992.109,/m/021sdg,Graphics,0.6753424,0.6753424
1992.109,/m/03c31,Graphic design,0.6061517,0.6061517
1992.110,/m/03gq5hm,Font,0.816974,0.816974
1992.110,/m/0jjw,Art,0.79963934,0.79963934
1992.110,/m/0f28m,Symmetry,0.7417536,0.7417536
1992.110,/m/0hwky,Pattern,0.7242288,0.7242288
1992.110,/m/09ddf,Symbol,0.6792941,0.6792941
1992.110,/m/030zfn,Parallel,0.67711985,0.67711985
1992.110,/m/0j62f,Rectangle,0.65828663,0.65828663
1992.110,/m/021sdg,Graphics,0.6072447,0.6072447
1992.110,/m/0p9xx,Visual arts,0.5821844,0.5821844
1992.110,/m/05fwb,Number,0.5211642,0.5211642
1992.115,/m/0c9ph5,Flower,0.93578976,0.93578976
1992.115,/m/05s2s,Plant,0.92742985,0.92742985
1992.115,/m/01bwr,Botany,0.8927603,0.8927603
1992.115,/m/05nnm,Organism,0.8582088,0.8582088
1992.115,/m/016nqt,Twig,0.81017613,0.81017613
1992.115,/m/0jjw,Art,0.7872044,0.7872044
1992.115,/m/03gq5hm,Font,0.76222897,0.76222897
1992.115,/m/0hwky,Pattern,0.75518644,0.75518644
1992.115,/m/02r4lqp,Pedicel,0.7355409,0.7355409
1992.115,/m/01kr8f,Illustration,0.71388376,0.71388376
1992.116,/m/01bwr,Botany,0.9086045,0.9086045
1992.116,/m/0j62f,Rectangle,0.8870286,0.8870286
1992.116,/m/0c9ph5,Flower,0.88571924,0.88571924
1992.116,/m/05s2s,Plant,0.85162073,0.85162073
1992.116,/m/016nqt,Twig,0.8300768,0.8300768
1992.116,/m/0jjw,Art,0.798743,0.798743
1992.116,/m/03r_vp,Adaptation,0.7925407,0.7925407
1992.116,/m/03gq5hm,Font,0.7598042,0.7598042
1992.116,/m/0hwky,Pattern,0.7313748,0.7313748
1992.116,/m/02r4lqp,Pedicel,0.71160066,0.71160066
1992.118,/m/0gkxy13,Handwriting,0.8663771,0.8663771
1992.118,/m/03gq5hm,Font,0.8400928,0.8400928
1992.118,/m/0j62f,Rectangle,0.82988495,0.82988495
1992.118,/m/0jjw,Art,0.82574576,0.82574576
1992.118,/m/030zfn,Parallel,0.7765161,0.7765161
