sd:name,dcterms:issued,dc:publisher,rdf:type,dcterms:isPartOf,tdwgutility:status,load_status,triples
https://nomenclature.info/nom/,2024-04-12,Nomenclature for Museum Cataloging,sd:NamedGraph,https://nomenclature.info/,production,update complete,1622808
