sd:name,dcterms:issued,dc:publisher,rdf:type,dcterms:isPartOf,tdwgutility:status,load_status
http://rs.tdwg.org/,2024-03-26,Vanderbilt Heard Libraries,sd:NamedGraph,,production,update complete
