sd:name,dcterms:issued,dc:publisher,rdf:type,dcterms:isPartOf,tdwgutility:status,load_status
http://rs.tdwg.org/,2022-02-23,Vanderbilt Heard Libraries,sd:NamedGraph,,production,update complete
