accession_number,mid,description,score,topicality
1978.024,/m/03gq5hm,Font,0.7859643,0.7859643
1978.024,/m/01vkl,Circle,0.7491649,0.7491649
1978.024,/m/06bm2,Recreation,0.7466528,0.7466528
1978.024,/m/05y5lj,Sports equipment,0.7392533,0.7392533
1978.024,/m/0jjw,Art,0.71859115,0.71859115
1978.024,/m/0hwky,Pattern,0.6983384,0.6983384
1978.024,/m/0156sn,Ball,0.67964363,0.67964363
1978.024,/m/0dpm1v,Soccer ball,0.67806226,0.67806226
1978.024,/m/0463sg,Fashion accessory,0.66915417,0.66915417
1978.024,/m/03gfsp,Ceiling,0.6566275,0.6566275
1978.025,/m/0h8n22v,Serveware,0.85812956,0.85812956
1978.025,/m/02skpt,Artifact,0.7957947,0.7957947
1978.025,/m/0h8nvk9,Dishware,0.7741176,0.7741176
1978.025,/m/0jjw,Art,0.771442,0.771442
1978.025,/m/037xy,Gas,0.7706575,0.7706575
1978.025,/m/01vkl,Circle,0.75436056,0.75436056
1978.025,/m/01x5q,Ceramic,0.73092717,0.73092717
1978.025,/m/039jq,Glass,0.6881325,0.6881325
1978.025,/m/018xm,Ball,0.6769709,0.6769709
1978.025,/m/016f4d,Porcelain,0.6721351,0.6721351
1978.027,/m/0dnr7,Textile,0.87229705,0.87229705
1978.027,/m/034wh,Graffiti,0.841709,0.841709
1978.027,/m/0jjw,Art,0.828369,0.828369
1978.027,/m/03gq5hm,Font,0.79730165,0.79730165
1978.027,/m/02q_bfg,Tints and shades,0.7720007,0.7720007
1978.027,/m/05qdh,Painting,0.75468576,0.75468576
1978.027,/m/01x314,Facade,0.7474165,0.7474165
1978.027,/m/04rd7,Mural,0.74293655,0.74293655
1978.027,/m/0hwky,Pattern,0.7417976,0.7417976
1978.027,/m/0p9xx,Visual arts,0.69429934,0.69429934
1978.036,/m/047vlmn,Outerwear,0.9509505,0.9509505
1978.036,/m/062581,Sleeve,0.8724482,0.8724482
1978.036,/m/02dl1y,Hat,0.85072666,0.85072666
1978.036,/m/013_1c,Statue,0.8446356,0.8446356
1978.036,/m/0jjw,Art,0.7958593,0.7958593
1978.036,/m/06msq,Sculpture,0.7914461,0.7914461
1978.036,/m/02skpt,Artifact,0.6915893,0.6915893
1978.036,/m/02qqd4n,Fashion design,0.6911129,0.6911129
1978.036,/m/04t7l,Metal,0.69082063,0.69082063
1978.036,/m/0dzdr,Chest,0.6446741,0.6446741
1978.038,/m/02s195,Vase,0.85430455,0.85430455
1978.038,/m/02skpt,Artifact,0.82228816,0.82228816
1978.038,/m/0jjw,Art,0.82193667,0.82193667
1978.038,/m/0h8n22v,Serveware,0.8140201,0.8140201
1978.038,/m/016f4d,Porcelain,0.81010896,0.81010896
1978.038,/m/064rk,Pottery,0.79259735,0.79259735
1978.038,/m/0404d,Jewellery,0.75640386,0.75640386
1978.038,/m/01vkl,Circle,0.7454712,0.7454712
1978.038,/m/01x5q,Ceramic,0.7378083,0.7378083
1978.038,/m/03q7p08,earthenware,0.7376813,0.7376813
1978.039,/m/0h8nvk9,Dishware,0.9314205,0.9314205
1978.039,/m/04brg2,Tableware,0.8992302,0.8992302
1978.039,/m/0h8n22v,Serveware,0.87287825,0.87287825
1978.039,/m/083vt,Wood,0.84212303,0.84212303
1978.039,/m/02skpt,Artifact,0.811093,0.811093
1978.039,/m/064rk,Pottery,0.7948029,0.7948029
1978.039,/m/016f4d,Porcelain,0.7887723,0.7887723
1978.039,/m/01vkl,Circle,0.775419,0.775419
1978.039,/m/01x5q,Ceramic,0.73792946,0.73792946
1978.039,/m/0f28m,Symmetry,0.6955939,0.6955939
1978.043,/m/0gkxy13,Handwriting,0.8373564,0.8373564
1978.043,/m/0jjw,Art,0.81668884,0.81668884
1978.043,/m/03gq5hm,Font,0.7918807,0.7918807
1978.043,/m/01kr8f,Illustration,0.7482918,0.7482918
1978.043,/m/05qdh,Painting,0.7061928,0.7061928
1978.043,/m/02csf,Drawing,0.6870834,0.6870834
1978.043,/m/03yhk,Ink,0.6207099,0.6207099
1978.043,/m/02h7lkt,Fictional character,0.60257035,0.60257035
1978.043,/m/0641k,Paper,0.5869868,0.5869868
