local_filename,qid,commons_id,accession_number,rank,kilobytes,height,width,photo_inception,extension,directory,label_en,commons_image_name,iiif_manifest,manifest_label,upload_notes
1975.059_back.jpg,Q94971493,M122734780,1975.059,secondary,6602,2480,3252,2009-05-05,jpg,1975,Red-figure kylix,Red-figure kylix - Vanderbilt Fine Arts Gallery - 1975.059 back.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.059.json,,
1975.059_front.jpg,Q94971493,M122734766,1975.059,primary,5750,2588,3408,2009-05-05,jpg,1975,Red-figure kylix,Red-figure kylix - Vanderbilt Fine Arts Gallery - 1975.059 front.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1975/1975.059.json,,
2009.028.jpg,Q105092118,M122707077,2009.028,primary,104,600,472,2008-05-09,jpg,2009,Sprit of Prohibition: Get down and give the lady your place.,Sprit of Prohibition- Get down and give the lady your place. - Vanderbilt Fine Arts Gallery - 2009.028.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/2009/2009.028.json,,
