,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
15,artwork,"John the Baptist - study for painting ""Christ Among the People""","Head of St John the Baptist label QS:Len,""Head of St John the Baptist"" label QS:Lde,""Kopf Johannes des Täufers""",painting by Aleksandr Andreevich Ivanov,,46166,,,2022-04-04,,,,,,,,,,,,,,,,,,Q76829,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46166,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Alexander_Andrejewitsch_Iwanow_003.jpg,,2022-04-04,,,,1847-01-01T00:00:00Z,9,,1837-01-01T00:00:00Z,9,,1857-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46166,,2022-04-04,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46166,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Alexander Andrejewitsch Iwanow 003.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46166,,2022-04-04,,,,,,,,
28,artwork,Two Slaves,,painting by Aleksandr Andreevich Ivanov,,46230,,,2022-04-04,,,,,,,,,,,,,,,,,,Q76829,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46230,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46230,,2022-04-04,,,,1847-01-01T00:00:00Z,9,,1837-01-01T00:00:00Z,9,,1857-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46230,,2022-04-04,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46230,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Alexander Andrejewitsch Iwanow 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46230,,2022-04-04,,,,,,,,
40,artwork,Adoration of the Christ Child by the Three Wise Men,Adoration of the Magi,painting by Albrecht Dürer,,46304,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5580,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46304,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46304,,2022-04-04,,,,1491-01-01T00:00:00Z,9,,1490-01-01T00:00:00Z,9,,1493-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46304,,2022-04-04,,,Q39,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46304,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Albrecht Dürer 006.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46304,,2022-04-04,,,,,,,,
43,artwork,"Triumph of Thomas Aquinas over Averroes, detail",,painting by di Lese Benozzo,,46412,,,2022-04-04,,,,,,,,,,,,,,,,,,Q248615,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46412,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_005.jpg,,2022-04-04,,,,1476-01-01T00:00:00Z,9,,1468-01-01T00:00:00Z,9,,1484-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46412,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46412,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Benozzo Gozzoli 005.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46412,,2022-04-04,,,Q19675,,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_005.jpg,,2022-04-04,
76,artwork,Archangel Michael,,painting by ca. 1310-ca. 1370 Guariento,,46559,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1391765,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Guariento_002.jpg,,2022-04-04,,,,1350-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46559,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46559,,2022-04-04,,,,,,,,,,,,Guariento 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46559,,2022-04-04,,,,,,,,
99,artwork,"Angels, detail of altarpiece",,painting by di Lese Benozzo,,46633,,,2022-04-04,,,,,,,,,,,,,,,,,,Q248615,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46633,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_001.jpg,,2022-04-04,,,,1470-01-01T00:00:00Z,9,,1460-01-01T00:00:00Z,9,,1480-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46633,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46633,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Benozzo Gozzoli 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46633,,2022-04-04,,,,,,,,
119,artwork,The Arrest of Mark in the Synagogue,The Arrest of St Mark in the Synagogue,painting by Giovanni Bellini,,46687,,,2022-04-04,,,,,,,,,,,,,,,,,,Q17169,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46687,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46687,,2022-04-04,,,,1499-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46687,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Giovanni di Niccolò Mansueti 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46687,,2022-04-04,,,,,,,,
158,artwork,Rest on the Flight into Egypt,Madonna della Scodella,painting by 1489?-1534 Correggio,,46992,,,2022-04-04,,,,,,,,,,,,,,,,,,Q8457,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Correggio_042.jpg,,2022-04-04,,,,1530-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46992,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46992,,2022-04-04,,,,,,,,,,,,Correggio 042.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46992,,2022-04-04,,,,,,,,
160,artwork,"Luke, the Apostle, and Ambrose, the Church Father",,painting by 1489?-1534 Correggio,,46997,,,2022-04-04,,,,,,,,,,,,,,,,,,Q8457,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Correggio_017.jpg,,2022-04-04,,,,1520-01-01T00:00:00Z,9,,1520-01-01T00:00:00Z,9,,1521-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46997,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46997,,2022-04-04,,,,,,,,,,,,Correggio 017.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46997,,2022-04-04,,,,,,,,
164,information,"Christ, detail from Crucifixion","Il crocefisso di Cimabue, restaurato, nella chiesa di San Domenico ad Arezzo .",painting by Cimabue,,47005,,,2022-04-04,,,,,,,,,,,,,,,,,,Q15790,,,,,,,Q3305213,,,,,,,,1269-01-01T00:00:00Z,9,,1268-01-01T00:00:00Z,9,,1271-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47005,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47005,,2022-04-04,,,,,,,,,,,,Arezzo-Chiesa di san Domenico-Crocifisso di Cimabue-closeup.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47005,,2022-04-04,,,,,,,,
207,artwork,"Annunciation, detail of Mary",,fresco by fra Angelico,,47828,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,,1450-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,Fra Angelico 044.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47828,,2022-04-04,,,Q13453137,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_044.jpg,,2022-04-04,
208,artwork,"Annunciation, detail of Gabriel",,fresco by fra Angelico,,47831,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,,1450-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,Fra Angelico 045.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47831,,2022-04-04,,,Q13453137,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_045.jpg,,2022-04-04,
209,artwork,"Annunciation, detail of Mary, wide shot",,painting by fra Angelico,,47832,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47832,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_047.jpg,,2022-04-04,,,,1450-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47832,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47832,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47832,,2022-04-04,,,Fra Angelico 047.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47832,,2022-04-04,,,Q13453137,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_047.jpg,,2022-04-04,
211,artwork,"Annunciation, detail of Gabriel",,fresco by fra Angelico,,47834,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,,1450-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,Fra Angelico 048.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47834,,2022-04-04,,,Q13453137,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_048.jpg,,2022-04-04,
221,artwork,David with Ark of the Covenant - Michal displeasure,,fresco by Francesco Salviati,,47899,,,2022-04-04,,,,,,,,,,,,,,,,,,Q704594,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,,1553-01-01T00:00:00Z,9,,1552-01-01T00:00:00Z,9,,1554-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,Francesco Salviati 004.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47899,,2022-04-04,,,,,,,,
232,artwork,"Altar of the Mystical Lamb - Mary with Holy Spirit, detail",,painting by Hubert van Eyck,,48720,,,2022-04-04,,,,,,,,,,,,,,,,,,Q364350,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48720,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_015.jpg,,2022-04-04,,,,1429-01-01T00:00:00Z,9,,1426-01-01T00:00:00Z,9,,1432-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48720,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48720,,2022-04-04,,,,,,,,,,,,Jan van Eyck 015.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48720,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_015.jpg,,2022-04-04,
233,artwork,"Altar of the Mystical Lamb - John the Evangelist, detail",,painting by Hubert van Eyck,,48721,,,2022-04-04,,,,,,,,,,,,,,,,,,Q364350,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48721,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_044.jpg,,2022-04-04,,,,1429-01-01T00:00:00Z,9,,1426-01-01T00:00:00Z,9,,1432-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48721,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48721,,2022-04-04,,,,,,,,,,,,Jan van Eyck 044.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48721,,2022-04-04,,,,,,,,
236,artwork,Altar of the Mystical Lamb - John the Baptist,,painting by Hubert van Eyck,,48724,,,2022-04-04,,,,,,,,,,,,,,,,,,Q364350,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48724,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_037.jpg,,2022-04-04,,,,1429-01-01T00:00:00Z,9,,1426-01-01T00:00:00Z,9,,1432-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48724,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48724,,2022-04-04,,,,,,,,,,,,Jan van Eyck 037.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=48724,,2022-04-04,,,,,,,,
255,information,Adoration of the Three Kings,Tornabuoni Adoration of the Three Kings by Domenico Ghirlandaio at Uffizi Gallery,painting by Domenico Ghirlandaio,,49129,,,2022-04-04,,,,,,,,,,,,,,,,,,Q191423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49129,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49129,,2022-04-04,,,,1488-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49129,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49129,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Tornabuoni Adoration of the Three Kings by Domenico Ghirlandaio.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49129,,2022-04-04,,,,,,,,
323,artwork,Altar of the Mystical Lamb - Mary with Holy Spirit,,painting by Hubert van Eyck,,49620,,,2022-04-04,,,,,,,,,,,,,,,,,,Q364350,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49620,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_041.jpg,,2022-04-04,,,,1429-01-01T00:00:00Z,9,,1426-01-01T00:00:00Z,9,,1432-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49620,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49620,,2022-04-04,,,,,,,,,,,,Jan van Eyck 041.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49620,,2022-04-04,,,,,https://commons.wikimedia.org/wiki/File:Jan_van_Eyck_041.jpg,,2022-04-04,
388,information,Triumph of the Holy Name of Jesus,"Giovanni Battista Gaulli, Triumph of the Name of Jesus, 1676-1679. Ceiling fresco with stucco figures, Church of Il Gesù (Roma) . Picture taken by de:Benutzer:Fb78 .",fresco by Giovanni Battista Gaulli,,54169,,,2022-04-04,,,,,,,,,,,,,,,,,,Q520573,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54169,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54169,,2022-04-04,,,,1677-01-01T00:00:00Z,9,,1676-01-01T00:00:00Z,9,,1679-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54169,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54169,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,IlGesu Ceiling01.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54169,,2022-04-04,,,,,,,,
395,information,The prophet Habakkuk,Donatello's Zuccone,sculpture by 1386?-1466 Donatello,,54223,,,2022-04-04,,,,,,,,,,,,,,,,,,Q37562,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54223,,2022-04-04,,,,1425-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54223,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54223,,2022-04-04,,,,,,,,,,,,Donatello's Zuccone-Museo dell'Opera del Duomo -Florence.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54223,,2022-04-04,,,,,,,,
397,information,Two Women,"Charles Leplae: Two pregnant women, 1953",sculpture by Charles LePlae,,54235,,,2022-04-04,,,,,,,,,,,,,,,,,,Q16233388,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54235,,2022-04-04,,,,1955-01-01T00:00:00Z,9,,1950-01-01T00:00:00Z,9,,1960-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54235,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54235,,2022-04-04,,,,,,,,,,,,Charles Leplae Twee zwangere vrouwen 1953.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54235,,2022-04-04,,,,,,,,
459,artwork,Good Samaritan,"The Good Samaritan label QS:Len,""The Good Samaritan"" label QS:Lde,""Der barmherzige Samariter""",painting by David Teniers,,54718,,,2022-04-04,,,,,,,,,,,,,,,,,,Q335022,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54718,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54718,,2022-04-04,,,,1653-01-01T00:00:00Z,9,,1650-01-01T00:00:00Z,9,,1656-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54718,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54718,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,"David Teniers the Younger, Studio of (after Francesco Bassano) - The Good Samaritan - 1650-1656.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54718,,2022-04-04,,,,,,,,
461,information,Good Samaritan,"Sculpture ""Barmhartige Samaritaan"" (Good Samaritan) by Piet Esser in 1976. Placed at the Troosterlaan / Zwaardemakerlaan in Utrecht",sculpture by Piet Esser,,54721,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1975871,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54721,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54721,,2022-04-04,,,,1976-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54721,,2022-04-04,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54721,,2022-04-04,,,,,,,,,,,,Barmhartige Samaritaan Utrecht.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54721,,2022-04-04,,,,,,,,
469,information,Good Samaritan,"Teller mit dem barmherzigen Samariter, nach einem Stich von Heinrich Aldegrever 1554; Urbino um 1555–1570 Kunstgewerbemuseum Berlin, Inv. Nr. 32,46",painiting by Heinrich Aldegrever,,54730,,,2022-04-04,,,,,,,,,,,,,,,,,,Q62514,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54730,,2022-04-04,,,Q3305213,,,,,,,,1554-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54730,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54730,,2022-04-04,,,,,,,,,,,,Teller Barmherziger Samariter nach Aldegrever KGM 32-46.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54730,,2022-04-04,,,,,,,,
490,information,Christ and the Samaritan Woman,,painting by Andrea Pozzo,,54765,,,2022-04-04,,,,,,,,,,,,,,,,,,Q380103,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54765,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54765,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Cristo e la Samaritana al pozzo.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54765,,2022-04-04,,,,,,,,
508,information,Good Samaritan,"Nederlands: De barmhartige Samaritaan (brons, 1955) door Han Wezelaar",painting by Han Wezelaar,,54834,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2621972,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54834,,2022-04-04,,,Q860861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barmhartige Samaritaan Han Wezelaar.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54834,,2022-04-04,,,,,,,,
523,artwork,Parable of the Holy Trinity,The Parable of the Holy Trinity (detail),fresco by di Lese Benozzo,,54982,,,2022-04-04,,,,,,,,,,,,,,,,,,Q248615,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54982,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54982,,2022-04-04,,,,1464-01-01T00:00:00Z,9,,1464-01-01T00:00:00Z,9,,1465-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54982,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54982,,2022-04-04,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Benozzo_Gozzoli_-_The_Parable_of_the_Holy_Trinity_(detail)_-_WGA10305.jpg,,2022-04-04,,,Benozzo Gozzoli - The Parable of the Holy Trinity (detail) - WGA10305.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54982,,2022-04-04,,,,,,,,
535,information,Return of the Prodigal,"Ronald Rae statue This ten ton granite statue, 'Return of the Prodigal', was commissioned in 1983 by General Accident for their new world headquarters in Perth, now part of the Aviva group. It has recently been moved from its original position to the other side of the main driveway. Rae used the parable of the prodigal son to depict General Accident's motto 'I warn and I protect'. The cottages in the background are on the other side of Necessity Brae. http://www.ronaldrae.co.uk",sculpture by Ronald Rae,,55001,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2388960,,,,,,,Q860861,,,,,,,,,,,,,,,,,,,,,,,Q408,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55001,,2022-04-04,,,,,,,,,,,,Ronald Rae statue - geograph.org.uk - 1027532.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55001,,2022-04-04,,,,,,,,
575,artwork,Pentecost,Pentecost,manuscript by French (active 12th century in Limoges) Unknown Miniaturist,,55186,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55186,,2022-04-04,,,,1150-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55186,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55186,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:12th-century_painters_-_Pentecost_-_WGA15840.jpg,,2022-04-04,,,12th-century painters - Pentecost - WGA15840.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55186,,2022-04-04,,,,,,,,
