qid,label_en,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
,Joseph,painting by Guido Reni,,46511,,,2022-04-04,,,,,,,,,,,,,,,,,,Q109061,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46511,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46511,,2022-04-04,,,,1641-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46511,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46511,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni 042.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46511,,2022-04-04,,,Q2266081,,https://commons.wikimedia.org/wiki/File:Guido_Reni_042.jpg,,2022-04-04,
,The Death of Christ,painting by Bernard van Orley,,46609,,,2022-04-04,,,,,,,,,,,,,,,,,,Q454678,,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Bernaerd_van_Orley_006.jpg,,2022-04-04,,,,1525-01-01T00:00:00Z,9,,1500-01-01T00:00:00Z,9,,1550-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46609,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46609,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Bernaerd van Orley 006.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46609,,2022-04-04,,,,,,,,
,Jacob,painting by Georges du Mesnil de La Tour,,46624,,,2022-04-04,,,,,,,,,,,,,,,,,,Q203371,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46624,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_047.jpg,,2022-04-04,,,,1637-01-01T00:00:00Z,9,,1625-01-01T00:00:00Z,9,,1650-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46624,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46624,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Georges de La Tour 047.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46624,,2022-04-04,,,,,,,,
,John the Evangelist,painting by Jacopo da Pontormo,,49484,,,2022-04-04,,,,,,,,,,,,,,,,,,Q207929,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49484,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jacopo_Pontormo_067.jpg,,2022-04-04,,,,1527-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49484,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49484,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49484,,2022-04-04,,,Jacopo Pontormo 067.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49484,,2022-04-04,,,,,,,,
,Luke the Evangelist,painting by Jacopo da Pontormo,,49485,,,2022-04-04,,,,,,,,,,,,,,,,,,Q207929,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49485,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Jacopo_Pontormo_068.jpg,,2022-04-04,,,,1527-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49485,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49485,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49485,,2022-04-04,,,Jacopo Pontormo 068.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49485,,2022-04-04,,,,,,,,
,Altar of the Mystical Lamb - Prophet Zechariah,painting by Hubert van Eyck,,49622,,,2022-04-04,,,,,,,,,,,,,,,,,,Q364350,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49622,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Hubert_van_Eyck_008.jpg,,2022-04-04,,,,1429-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49622,,2022-04-04,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49622,,2022-04-04,,,Q19652,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49622,,2022-04-04,,,Hubert van Eyck 008.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49622,,2022-04-04,,,,,,,,
,Agape Meal,fresco by artist unknown,,49629,,,2022-04-04,,,,,,,,,,,,,,,,,,_:,Q4233718,,https://commons.wikimedia.org/wiki/File:Agape_feast_03.jpg,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49629,,2022-04-04,,,,0350-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49629,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49629,,2022-04-04,,,Q19652,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49629,,2022-04-04,,,Agape feast 03.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49629,,2022-04-04,,,,,,,,
,Cross,sculpture by Fabienkhan,,49952,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,,,,,,,1850-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49952,,2022-04-04,,,Q794,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49952,,2022-04-04,,,,,,,,,,,,Detail croix qara kelisa iran.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49952,,2022-04-04,,,,,,,,
,Apotheosis of St. Ignatius,fresco by Andrea Pozzo,,49977,,,2022-04-04,,,,,,,,,,,,,,,,,,Q380103,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49977,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49977,,2022-04-04,,,,1697-01-01T00:00:00Z,9,,1685-01-01T00:00:00Z,9,,1709-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49977,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49977,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Sant'Ignazio - affresco soffitto -antmoose.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49977,,2022-04-04,,,,,,,,
,Trees Sarcophagus,sculpture by artist unknown,,49978,,,2022-04-04,,,Ma 2981,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_00.JPG",,2022-04-04,,,,,,,,,,_:,Q4233718,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_00.JPG",,2022-04-04,,,Q860861,,,,,,,,0325-01-01T00:00:00Z,9,,0300-01-01T00:00:00Z,9,,0350-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49978,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49978,,2022-04-04,,,,,,,,,,,,"Sarcophage à arbres, Louvre 00.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49978,,2022-04-04,,,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_00.JPG",,2022-04-04,
