commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
information,Elder with Seven Stars and Seven Candlesticks (Apocalypse),"Наталья Сергеевна Гончарова. Старец с семью звездами. (Апокалипсис) 1910. ГТГ. 147 х 188.5 холст, масло
ИНВЕНТАРНЫЙ НОМЕР Ж-1585",painting by Natalii︠a︡ Sergeevna Goncharova,,58301,,,2022-03-30,,,,,,,,,,,Elder with Seven Stars and Seven Candlesticks (Apocalypse),,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,Q232391,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,,1910-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Vision_of_the_Seven_Candlesticks_by_N.Goncharova_(1910).jpg,,2022-03-30,,,Vision of the Seven Candlesticks by N.Goncharova (1910).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58301,,2022-03-30,,,,,,,,
artwork,Baptism of the Chamberlain of Queen Candace of Ethiopia,drawing,painting by artist unknown,,58316,,,2022-03-30,,,,,,,,,,,Baptism of the Chamberlain of Queen Candace of Ethiopia,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58316,,2022-03-30,,,anon,,"https://commons.wikimedia.org/wiki/File:Drawing_(BM_2009,7055.1).jpg",,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58316,,2022-03-30,,,,1625-01-01T00:00:00Z,9,,1615-01-01T00:00:00Z,9,,1635-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58316,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58316,,2022-03-30,,,,,,,,,,,,"Drawing (BM 2009,7055.1).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58316,,2022-03-30,,,,,,,,
artwork,Sermon on the Mount,The Sermon on the Mount,fresco by fra Angelico,,58321,,,2022-03-30,,,,,,,,,,,Sermon on the Mount,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,,1442-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Fra_Angelico_-_Die_Bergpredigt.jpeg,,2022-03-30,,,Fra Angelico - Die Bergpredigt.jpeg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58321,,2022-03-30,,,,,,,,
artwork,Allegory of Mercy,Bigallo Madonna of Mercy,fresco by artist unknown,,58332,,,2022-03-30,,,,,,,,,,,Allegory of Mercy,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58332,,2022-03-30,,,anon,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58332,,2022-03-30,,,,1347-01-01T00:00:00Z,9,,1342-01-01T00:00:00Z,9,,1352-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58332,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58332,,2022-03-30,,,,,,,,,,,,Madonna misericordia bigallo.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58332,,2022-03-30,,,,,,,,
artwork,Passion and Crucifixion of Christ,Crucifixion and Scenes from the Life of Christ,fresco by Bernardino Luini,,58357,,,2022-03-30,,,,,,,,,,,Passion and Crucifixion of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58357,,2022-03-30,,,Q8537,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58357,,2022-03-30,,,,1529-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58357,,2022-03-30,,,Q39,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58357,,2022-03-30,,,,,,,,,,,,Bernardino Luini - Crucifixion and Scenes from the Life of Christ - WGA13751.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58357,,2022-03-30,,,,,,,,
information,New Harmony,,painting by Paul Klee,,58361,,,2022-03-30,,,,,,,,,,,New Harmony,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,Q44007,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,,1936-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,,,,,,,,,,Neue Harmonie Paul Klee.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58361,,2022-03-30,,,,,,,,
artwork,Composite Camel with Attendant,Composite Camel with Attendant,watercolor by artist unknown,,58362,,,2022-03-30,,,,,,,,,,,Composite Camel with Attendant,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58362,,2022-03-30,,,anon,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58362,,2022-03-30,,,,1562-01-01T00:00:00Z,9,,1550-01-01T00:00:00Z,9,,1575-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58362,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58362,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Composite_Camel_with_Attendant_MET_DP240653.jpg,,2022-03-30,,,Composite Camel with Attendant MET DP240653.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58362,,2022-03-30,,,,,,,,
none,Good Samaritan,,manuscript by artist unknown,,58370,,,2022-03-30,,,,,,,,,,,Good Samaritan,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58370,,2022-03-30,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58370,,2022-03-30,,,,0549-01-01T00:00:00Z,9,,0500-01-01T00:00:00Z,9,,0599-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58370,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58370,,2022-03-30,,,,,,,,,,,,RossanoGospelsFolio007vGoodSamaritan.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58370,,2022-03-30,,,,,,,,
artwork,Christ at the Pool of Bethesda,Christ cures the paralytic at the therapeutic pool at Bethes,painting by William Hogarth,,58379,,,2022-03-30,,,,,,,,,,,Christ at the Pool of Bethesda,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,Q171344,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,,1735-01-01T00:00:00Z,9,,1735-01-01T00:00:00Z,9,,1736-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Christ cures the paralytic at the therapeutic pool at Bethes Wellcome V0049237.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58379,,2022-03-30,,,,,,,,
artwork,Triptych of the Micault Family,Triptych of the Micault family .,painting by Jan Cornelisz Vermeyen,,58385,,,2022-03-30,,,,,,,,,,,Triptych of the Micault Family,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,Q240396,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,,1549-01-01T00:00:00Z,9,,1539-01-01T00:00:00Z,9,,1559-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Jan Cornelisz Vermeyen, Triptych of Micault Family.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58385,,2022-03-30,,,,,,,,
artwork,Christ Displaying His Wounds,,painting by Giovanni Antonio Galli,,58393,,,2022-03-30,,,,,,,,,,,Christ Displaying His Wounds,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,Q1525739,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,,1630-01-01T00:00:00Z,9,,1625-01-01T00:00:00Z,9,,1635-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Cristo mostra le ferite - Spadarino.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58393,,2022-03-30,,,,,,,,
artwork,Incredulity of St. Thomas,The Incredulity of Saint Thomas,painting by Bernardo Strozzi,,58394,,,2022-03-30,,,,,,,,,,,Incredulity of St. Thomas,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58394,,2022-03-30,,,Q437724,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58394,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58394,,2022-03-30,,,,1620-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58394,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Bernardo_Strozzi_-_The_Incredulity_of_Saint_Thomas.jpg,,2022-03-30,,,Bernardo Strozzi - The Incredulity of Saint Thomas.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58394,,2022-03-30,,,,,,,,
information,Composition of Hagia Sophia,"Deesis mosaic (13th-century) in Hagia Sophia (Istanbul, Turkey) العربية: فسيفساء بيزنطية تُصور يسوع ومريم العذراء ويوحنا المعمدان في آيا صوفيا",mosaic by artist unknown,,58400,,,2022-03-30,,,,,,,,,,,Composition of Hagia Sophia,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58400,,2022-03-30,,,anon,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58400,,2022-03-30,,,,1250-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58400,,2022-03-30,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58400,,2022-03-30,,,,,,,,,,,,Deesis mosaic Hagia Sophia.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58400,,2022-03-30,,,,,,,,
artwork,Magic Apple Tree,The Magic Apple Tree,watercolor by Samuel Palmer,,58401,,,2022-03-30,,,,,,,,,,,Magic Apple Tree,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,Q982251,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,,1830-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:The_Magic_Apple_Tree.jpg,,2022-03-30,,,The Magic Apple Tree.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58401,,2022-03-30,,,,,,,,
information,Jali Lattice Window,"Jaali or marble lattice screen showing a mihrab, Humayun's tomb.",carving by artist unknown,,58405,,,2022-03-30,,,,,,,,,,,Jali Lattice Window,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58405,,2022-03-30,,,anon,,,,,,,Q97570030,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58405,,2022-03-30,,,,1572-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58405,,2022-03-30,,,Q668,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58405,,2022-03-30,,,,,,,,,,,,"Jaali or marble lattice screen showing a mihrab, from inside Humayun's tomb, Delhi.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58405,,2022-03-30,,,,,,,,
information,Processional Cross,"Processional Cross, late 11th–early 12th century Spanish Silver, partially gilt on wood core, carved gems, jewels; Overall: 23 1/4 x 19in. (59.1 x 48.3cm) The Metropolitan Museum of Art, New York, Gift of J. Pierpont Morgan, 1917 (17.190.1406) View at the Metropolitan Museum of Art website Wikipedia Loves Art at the Metropolitan Museum of Art This photo of item # 17.190.1406 at the Metropolitan Museum of Art was contributed under the team name "" The_Grotto "" as part of the Wikipedia Loves Art project in February 2009. Metropolitan Museum of Art The original photograph on Flickr was taken by stevenaloyisus — please add a comment to the original Flickr page whenever a use has been made on Wikipedia or another project. Project galleries on Flickr: this institution, this team",metal work by artist unknown,,58406,,,2022-03-30,,,,,,,,,,,Processional Cross,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58406,,2022-03-30,,,anon,,,,,,,Q29382731,,,,,,,,1162-01-01T00:00:00Z,9,,1150-01-01T00:00:00Z,9,,1175-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58406,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58406,,2022-03-30,,,,,,,,,,,,WLA metmuseum Processional Cross Spanish Silver 6.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58406,,2022-03-30,,,,,,,,
artwork,Madonna Hodegetria,,painting by Enrico di Tedice,,58433,,,2022-03-30,,,,,,,,,,,Madonna Hodegetria,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58433,,2022-03-30,,,Q4532053,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58433,,2022-03-30,,,,1250-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58433,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58433,,2022-03-30,,,,,,,,,,,,"Enrico di Tedice. Madonna col Bambino, due angeli e storie della Passione, 110z71cm, Firenze, Museo del Bargello.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58433,,2022-03-30,,,,,,,,
artwork,Division of the Light from the Darkness,The separation of Light from Darkness.,print by Paul Nash,,58441,,,2022-03-30,,,,,,,,,,,Division of the Light from the Darkness,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,Q727643,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,,1924-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,,,,,,,,,,The separation of Light from Darkness. Wellcome M0005781.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58441,,2022-03-30,,,,,,,,
information,Creation of Light,"The Creation of Light by John Martin, part of the illustrations for Paradise Lost by John Milton",print by John Martin,,58442,,,2022-03-30,,,,,,,,,,,Creation of Light,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,Q937096,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,,1824-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,The Creation of Light - John Martin.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58442,,2022-03-30,,,,,,,,
artwork,Pietà,,sculpture by approximately 1412-1480 Vecchietta,,58443,,,2022-03-30,,,,,,,,,,,Pietà,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58443,,2022-03-30,,,Q933611,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58443,,2022-03-30,,,,1449-01-01T00:00:00Z,9,,1448-01-01T00:00:00Z,9,,1450-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58443,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58443,,2022-03-30,,,,,,,,,,,,"Vecchietta, pietà, 1445-1450 ca., da s. michele al monte di s. donato 02.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58443,,2022-03-30,,,,,,,,
information,"Harriet Tubman, detail from Carte-de-visite","A carte-de-visite of a young Harriet Tubman seated in an interior room. Photographed by Benjamin F. Powelson in 1868-69. 
Originally owned by Emily Howland, a Quaker schoolteacher who worked in Arlington, VA. Jointly purchased by the National Museum of African American History and Culture  and the Library of Congress in 2017.",photograph by Benjamin F. Powelson,,58458,,,2022-03-30,,,,,,,,,,,"Harriet Tubman, detail from Carte-de-visite",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q50412726,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,,1868-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Carte-de-visite portrait of Harriet Tubman.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,,,,,,
artwork,"African-American Family, Spartanburg, SC","Photograph of African-American Family, Spartanburg County, South Carolina",photograph by artist unknown,,58460,,,2022-03-30,,,,,,,,,,,"African-American Family, Spartanburg, SC",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,anon,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,,1928-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,,,,,,,,,,"Photograph of African-American Family, Spartanburg County, South Carolina - NARA - 512798.tif",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58460,,2022-03-30,,,,,,,,
artwork,Hospitality of Abraham,,painting by Andreĭ Rublev,,58465,,,2022-03-30,,,,,,,,,,,Hospitality of Abraham,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58465,,2022-03-30,,,Q838,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58465,,2022-03-30,,,,1420-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58465,,2022-03-30,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58465,,2022-03-30,,,,,,,,,,,,Andrej Rublëv 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58465,,2022-03-30,,,,,,,,
none,Joseph Sent to Shechem by Jacob,,manuscript by artist unknown,,58469,,,2022-03-30,,,,,,,,,,,Joseph Sent to Shechem by Jacob,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58469,,2022-03-30,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58469,,2022-03-30,,,,0525-01-01T00:00:00Z,9,,0500-01-01T00:00:00Z,9,,0550-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58469,,2022-03-30,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58469,,2022-03-30,,,,,,,,,,,,ViennaGenesisPict25JosephsDeparture.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58469,,2022-03-30,,,,,,,,
artwork,Roundel Illustrating Episodes from the Biblical Story of Joseph,Roundel Illustrating Episodes from the Biblical Story of Joseph,textile by artist unknown,,58470,,,2022-03-30,,,,,,,,,,,Roundel Illustrating Episodes from the Biblical Story of Joseph,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58470,,2022-03-30,,,anon,,,,,,,Q28823,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58470,,2022-03-30,,,,0650-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58470,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58470,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Roundel_Illustrating_Episodes_from_the_Biblical_Story_of_Joseph_MET_wb-63.178.2.jpeg,,2022-03-30,,,Roundel Illustrating Episodes from the Biblical Story of Joseph MET wb-63.178.2.jpeg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58470,,2022-03-30,,,,,,,,
information,Dance of Miriam and Preparation for Seder,"Full-page miniature, upper right: the Dance of Miriam (Ex. 15:20), upper left: the master of the house distributing the matzot (unleavened bread) and the haroset (sweetmeat), lower right: cleaning of the house, lower left: slaughtering the Passover lamb and cleansing dishes (hagalat kelim). 
Origin: 	Catalonia (Barcelona?)",manuscript by artist unknown,,58472,,,2022-03-30,,,,,,,,,,,Dance of Miriam and Preparation for Seder,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58472,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:Dance_of_Marian._Full_F15_from_Golden_Haggadah.jpg,,2022-03-30,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58472,,2022-03-30,,,,1325-01-01T00:00:00Z,9,,1320-01-01T00:00:00Z,9,,1330-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58472,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58472,,2022-03-30,,,,,,,,,,,,Dance of Marian. Full F15 from Golden Haggadah.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58472,,2022-03-30,,,,,,,,
artwork,Bread plate 'Waste Not Want Not',Bread Plate, by Augustus Welby Northmore Pugin,,58473,,,2022-03-30,,,,,,,,,,,Bread plate 'Waste Not Want Not',,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58473,,2022-03-30,,,Q313288,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58473,,2022-03-30,,,,,,,,,,,1850-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58473,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58473,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Bread Plate LACMA M.2000.63.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58473,,2022-03-30,,,,,,,,
