commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
information,"Jesus, the Gerasene, and the Unclean Spirits","Page 51r: Healing of the demon-possessed, Mk 5:1-20",manuscript by unknown artist,,56175,,,2022-03-30,,,,,,,,,,,"Jesus, the Gerasene, and the Unclean Spirits",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56175,,2022-03-30,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56175,,2022-03-30,,,,1427-01-01T00:00:00Z,9,,1425-01-01T00:00:00Z,9,,1430-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56175,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56175,,2022-03-30,,,,,,,,,,,,Ottheinrich Folio051r Mc5A.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56175,,2022-03-30,,,,,,,,
artwork,"Jesus, the Gerasene, and the Unclean Spirits","The Miracle of the Gadarene Swine title QS:P1476,en:""The Miracle of the Gadarene Swine"" label QS:Len,""The Miracle of the Gadarene Swine""",manuscript by artist unknown,,56177,,,2022-03-30,,,,,,,,,,,"Jesus, the Gerasene, and the Unclean Spirits",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56177,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:The_Miracle_of_the_Gadarene_Swine_-_Google_Art_Project.jpg,,2022-03-30,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56177,,2022-03-30,,,,1000-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56177,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56177,,2022-03-30,,,,,,,,,,,,The Miracle of the Gadarene Swine - Google Art Project.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56177,,2022-03-30,,,,,,,,
artwork,Jesus Heals the Centurion's Servant,Jesus heals the servant of the centurion,painting by Gaspar de Witte,,56189,,,2022-03-30,,,,,,,,,,,Jesus Heals the Centurion's Servant,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56189,,2022-03-30,,,Q5526565,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56189,,2022-03-30,,,,1650-01-01T00:00:00Z,7,,,,,,,,,https://commons.wikimedia.org/wiki/File:Gaspar_de_Witte_-_Jesus_heals_the_servant_of_the_centurion.jpg#mw-jump-to-license,,2022-03-30,,,,,,,,,,,,,,,,,,,Gaspar de Witte - Jesus heals the servant of the centurion.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56189,,2022-03-30,,,,,,,,
artwork,Priests of Baal on Mount Carmel,,painting by Domenico Beccafumi,,56195,,,2022-03-30,,,,,,,,,,,Priests of Baal on Mount Carmel,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56195,,2022-03-30,,,Q455712,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56195,,2022-03-30,,,Q3305213,,"https://commons.wikimedia.org/wiki/File:Beccafumi,_cartone_per_pavimento_duomo_diena,_1529-1531,_03.JPG",,2022-03-30,,,,1530-01-01T00:00:00Z,9,,1517-01-01T00:00:00Z,9,,1544-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56195,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56195,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Beccafumi, cartone per pavimento duomo diena, 1529-1531, 03.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56195,,2022-03-30,,,,,,,,
information,Seventy Disciples,Seventy Disciples. Greek manuscript miniature,manuscript by anonimus,,56197,,,2022-03-30,,,,,,,,,,,Seventy Disciples,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56197,,2022-03-30,,,anon,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56197,,2022-03-30,,,,1450-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56197,,2022-03-30,,,,,,,,,,,,,,,,,,,Seventy Disciples.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56197,,2022-03-30,,,,,,,,
information,Detail of Feet from The Age of Bronze,"Auguste Rodin: L'Âge d'airain (The Age of Bronze), life-sized plaster cast, c. 1876, Nasher Sculpture Center, Dallas, Texas (Raymond and Patsy Nasher Collection, acquired in 1995)",sculpture by Auguste Rodin,,56202,,,2022-03-30,,,,,,,,,,,Detail of Feet from The Age of Bronze,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,Q30755,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,,1876-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Rodin_Age_of_Bronze_Nasher_Dallas_feet.jpg,,2022-03-30,,,Rodin Age of Bronze Nasher Dallas feet.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56202,,2022-03-30,,,,,,,,
artwork,"Ward in a Children's Hospital, Lambeth.","A ward in a children's hospital, Lambeth. Photograph, 1925.",photograph by artist unknown,,56206,,,2022-03-30,,,,,,,,,,,"Ward in a Children's Hospital, Lambeth.",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56206,,2022-03-30,,,anon,,,,,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56206,,2022-03-30,,,,1925-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56206,,2022-03-30,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56206,,2022-03-30,,,,,,,,,,,,"A ward in a children's hospital, Lambeth. Photograph, 1925. Wellcome L0050928.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56206,,2022-03-30,,,,,,,,
information,Christ in the House of Mary and Martha,Christ in the House of Martha and Mary But Martha Was Cumbered About Much Serving (Butlin 489),watercolor by William Blake,,56210,,,2022-03-30,,,,,,,,,,,Christ in the House of Mary and Martha,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,Q41513,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,,1827-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Christ in the House of Martha and Mary But Martha Was Cumbered About Much Serving (Butlin 489).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56210,,2022-03-30,,,,,,,,
information,Bowl with a pedestal decorated with scorpion motif,Cup with Pedestal,vessel by artist unknown,,56214,,,2022-03-30,,,,,,,,,,,Bowl with a pedestal decorated with scorpion motif,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56214,,2022-03-30,,,anon,,"https://commons.wikimedia.org/wiki/File:Coupe_%C3%A0_pi%C3%A9destal,_71.1970.28.4,_Mus%C3%A9e_du_quai_Branly.jpg",,2022-03-30,,,Q96952903,,,,,,,,0700-01-01T00:00:00Z,9,,0500-01-01T00:00:00Z,9,,0900-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56214,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56214,,2022-03-30,,,,,,,,,,,,"Coupe à piédestal, 71.1970.28.4, Musée du quai Branly.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56214,,2022-03-30,,,,,,,,
artwork,Christ and Nicodemus,"Christ and Nicodemus label QS:Len,""Christ and Nicodemus"" label QS:Lde,""Christus und Nikodemus""",painting by Fritz von Uhde,,56264,,,2022-03-30,,,,,,,,,,,Christ and Nicodemus,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56264,,2022-03-30,,,Q210201,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56264,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56264,,2022-03-30,,,,1896-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56264,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Fritz von Uhde - Christus und Nikodemus (ca.1886).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56264,,2022-03-30,,,,,,,,
artwork,Christ and Nicodemus,,watercolor by Carl Larsson,,56265,,,2022-03-30,,,,,,,,,,,Christ and Nicodemus,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,Q187310,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,,1896-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,Q34,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Carl Larsson Slottsbygget 1896.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56265,,2022-03-30,,,,,,,,
artwork,Baptism of Christ,The Baptism of Christ,painting by Jean Colombe,,56276,,,2022-03-30,,,,,,,,,,,Baptism of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56276,,2022-03-30,,,Q736379,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56276,,2022-03-30,,,,1485-01-01T00:00:00Z,9,,1485-01-01T00:00:00Z,9,,1486-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56276,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56276,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Folio 109v - The Baptism of Christ.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56276,,2022-03-30,,,,,,,,
information,Journey of the Magi,"The Journey of the Magi, from St. Albans Psalter, Alexis Master. Tempera and gold on parchment. Dombibliothek Hildesheim",manuscript by artist unknown,,56279,,,2022-03-30,,,,,,,,,,,Journey of the Magi,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56279,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:Albanipsalter_DreiKoenige.jpg,,2022-03-30,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56279,,2022-03-30,,,,1132-01-01T00:00:00Z,9,,1120-01-01T00:00:00Z,9,,1145-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56279,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56279,,2022-03-30,,,,,,,,,,,,Albanipsalter DreiKoenige.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56279,,2022-03-30,,,,,,,,
artwork,Decorated Incipit from Psalm 1,"Decorated Incipit Page title QS:P1476,en:""Decorated Incipit Page"" label QS:Len,""Decorated Incipit Page""",manuscript by artist unknown,,56280,,,2022-03-30,,,,,,,,,,,Decorated Incipit from Psalm 1,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56280,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:Decorated_Incipit_Page_-_Google_Art_Project_(6850315).jpg,,2022-03-30,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56280,,2022-03-30,,,,1245-01-01T00:00:00Z,9,,1240-01-01T00:00:00Z,9,,1250-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56280,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56280,,2022-03-30,,,,,,,,,,,,Decorated Incipit Page - Google Art Project (6850315).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56280,,2022-03-30,,,,,,,,
artwork,Shark Fishing,Shark fishing,watercolor by Winslow Homer,,56289,,,2022-03-30,,,,,,,,,,,Shark Fishing,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56289,,2022-03-30,,,Q344838,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56289,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56289,,2022-03-30,,,,1885-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56289,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Winslow Homer - Shark fishing.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56289,,2022-03-30,,,,,,,,
artwork,Sermon on the Mount,Sermon on the Mountain,painting by Károly Ferenczy,,56296,,,2022-03-30,,,,,,,,,,,Sermon on the Mount,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,Q701504,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,,1896-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,Q28,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,The Sermon on the Mount Károly Ferenczy.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56296,,2022-03-30,,,,,,,,
artwork,Herod Antipas,,watercolor by James Tissot,,56309,,,2022-03-30,,,,,,,,,,,Herod Antipas,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,Q381248,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,,1890-01-01T00:00:00Z,9,,1886-01-01T00:00:00Z,9,,1894-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Herod tissot.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56309,,2022-03-30,,,,,,,,
artwork,A potter,,painting by Else Berg,,56317,,,2022-03-30,,,,,,,,,,,A potter,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56317,,2022-03-30,,,Q1439802,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56317,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56317,,2022-03-30,,,,1942-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56317,,2022-03-30,,,,,,,,,,,,,,,,,,,Else Berg A potter.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56317,,2022-03-30,,,,,,,,
artwork,Joannes Agnus in Wheelchair,Joannes Agnus,painting by artist unknown,,56318,,,2022-03-30,,,,,,,,,,,Joannes Agnus in Wheelchair,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56318,,2022-03-30,,,anon,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56318,,2022-03-30,,,,1750-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56318,,2022-03-30,,,Q31,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56318,,2022-03-30,,,,,,,,,,,,Joannes Agnus.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56318,,2022-03-30,,,,,,,,
artwork,Solar Eclipse from Mount Santa Lucia,"Solar Eclipse from Mount Santa Lucia title QS:P1476,en:""Solar Eclipse from Mount Santa Lucia"" label QS:Len,""Solar Eclipse from Mount Santa Lucia""",photograph by Carleton E. Watkins,,56320,,,2022-03-30,,,,,,,,,,,Solar Eclipse from Mount Santa Lucia,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,Q2939083,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,,1889-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Carleton Watkins (American - Solar Eclipse from Mount Santa Lucia - Google Art Project.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56320,,2022-03-30,,,,,,,,
information,Dancing on the Barn Floor,Dancing on the Barn Floor by William Sidney Mount. 1831,painting by William Sidney Mount,,56329,,,2022-03-30,,,,,,,,,,,Dancing on the Barn Floor,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,Q45431,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,,1831-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Dancing on the Barn Floor.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56329,,2022-03-30,,,,,,,,
information,Gabriel,"An art piece developed in 1998 of Saint Gabriel the Archangel for the Saint Mary's Catholic Church in Colorado Springs, Colorado",painting by artist unknown,,56341,,,2022-03-30,,,,,,,,,,,Gabriel,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56341,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:Saint_Gabriel_the_Archangel.jpg,,2022-03-30,,,Q3305213,,,,,,,,1998-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56341,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56341,,2022-03-30,,,,,,,,,,,,Saint Gabriel the Archangel.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56341,,2022-03-30,,,,,,,,
information,Birth of Christ,Chinese painting of birth of Christ,painting by artist unknown,,56352,,,2022-03-30,,,,,,,,,,,Birth of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56352,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:Chinese_painting_of_birth_of_Christ.jpg,,2022-03-30,,,Q3305213,,,,,,,,2000-01-01T00:00:00Z,9,,,,,,,Q5727902,,https://commons.wikimedia.org/wiki/File:Chinese_painting_of_birth_of_Christ.jpg,,2022-03-30,,,,,,,,,,,,,,,,,,,Chinese painting of birth of Christ.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56352,,2022-03-30,,,,,,,,
artwork,Wilderness of Engedi,"Wilderness of Engedi, with the monastery of St. Saba, lookin",print by artist unknown,,56380,,,2022-03-30,,,,,,,,,,,Wilderness of Engedi,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56380,,2022-03-30,,,anon,,,,,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56380,,2022-03-30,,,,1843-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56380,,2022-03-30,,,,,,,,,,,,,,,,,,,"Wilderness of Engedi, with the monastery of St. Saba, lookin Wellcome V0049464.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56380,,2022-03-30,,,,,,,,
artwork,Mending the Nets,,painting by Winslow Homer,,56394,,,2022-03-30,,,,,,,,,,,Mending the Nets,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,Q344838,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,,1881-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,Q19652,Q60332278,Q29940705,,"https://commons.wikimedia.org/wiki/File:Mending_the_Nets_by_Winslow_Homer,_1881.png",,2022-03-30,,,"Mending the Nets by Winslow Homer, 1881.png",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56394,,2022-03-30,,,,,,,,
none,Jesus Casts Out the Unclean Spirit,,manuscript illuminated by Herman de Limbourg,,56401,,,2022-03-30,,,,,,,,,,,Jesus Casts Out the Unclean Spirit,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56401,,2022-03-30,,,Q23823878,,,,,,,Q48948,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56401,,2022-03-30,,,,1414-01-01T00:00:00Z,9,,1412-01-01T00:00:00Z,9,,1416-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56401,,2022-03-30,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56401,,2022-03-30,,,,,,,,,,,,Folio 166r - The Exorcism.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56401,,2022-03-30,,,,,,,,
artwork,Jesus Heals a Demon-possessed Boy,Jesus Heals a Demon-possessed Boy,manuscript illuminated by artist unkonwn,,56409,,,2022-03-30,,,,,,,,,,,Jesus Heals a Demon-possessed Boy,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56409,,2022-03-30,,,anon,,,,,,,Q48498,,,,,,,,1684-01-01T00:00:00Z,9,,,,,,,,,https://commons.wikimedia.org/wiki/File:Ilyas_Basim_Khuri_Bazzi_Rahib_-_Jesus_Heals_a_Demon-possessed_Boy_-_Walters_W59248B_-_Full_Page.jpg,,2022-03-30,,,,,,,,,,,,,,,,,,,Ilyas Basim Khuri Bazzi Rahib - Jesus Heals a Demon-possessed Boy - Walters W59248B - Full Page.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56409,,2022-03-30,,,,,,,,
artwork,Christ Speaking With the Disciples,"Christ Speaking to the Disciples, from The Story of Christ",print by Georg Pencz,,56411,,,2022-03-30,,,,,,,,,,,Christ Speaking With the Disciples,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56411,,2022-03-30,,,Q698624,,,,,,,Q11060274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19652,,,,"https://commons.wikimedia.org/wiki/File:Christ_Speaking_to_the_Disciples,_from_The_Story_of_Christ_MET_DP855491.jpg",,2022-03-30,,,"Christ Speaking to the Disciples, from The Story of Christ MET DP855491.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56411,,2022-03-30,,,,,,,,
artwork,Transfiguration of Christ,"The Transfiguration of Christ label QS:Lde,""Die Verklärung Christi"" label QS:Len,""The Transfiguration of Christ"" label QS:Lpl,""Przemienienie Pańskie"" label QS:Lfr,""La Transfiguration du Christ"" label QS:Lnl,""De transfiguratie""",icon painting by artist unknown,,56416,,,2022-03-30,,,,,,,,,,,Transfiguration of Christ,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56416,,2022-03-30,,,anon,,https://commons.wikimedia.org/wiki/File:The_Transfiguration_-_Google_Art_Project_(715792).jpg,,2022-03-30,,,Q3305213,,,,,,,,1600-01-01T00:00:00Z,9,,,,,,,,,https://commons.wikimedia.org/wiki/File:The_Transfiguration_-_Google_Art_Project_(715792).jpg,,2022-03-30,,,,,,,,,,,,,,,,,,,The Transfiguration - Google Art Project (715792).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56416,,2022-03-30,,,,,,,,
