commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
artwork,Trees Sarcophagus - detail,,sculpture by artist unknown,,49981,,,2022-04-04,,,Ma 2981,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_02.JPG",,2022-04-04,,,Trees Sarcophagus - detail,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49981,,2022-04-04,,,anon,,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_02.JPG",,2022-04-04,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49981,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49981,,2022-04-04,,,,,,,,,,,,"Sarcophage à arbres, Louvre 02.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49981,,2022-04-04,,,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_02.JPG",,2022-04-04,
artwork,Trees Sarcophagus - detail,,sculpture by artist unknown,,49982,,,2022-04-04,,,Ma 2981,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_03.JPG",,2022-04-04,,,Trees Sarcophagus - detail,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49982,,2022-04-04,,,anon,,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_03.JPG",,2022-04-04,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49982,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49982,,2022-04-04,,,,,,,,,,,,"Sarcophage à arbres, Louvre 03.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49982,,2022-04-04,,,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_03.JPG",,2022-04-04,
artwork,Trees Sarcophagus - detail,,sculpture by artist unknown,,49983,,,2022-04-04,,,Ma 2981,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_04.JPG",,2022-04-04,,,Trees Sarcophagus - detail,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49983,,2022-04-04,,,anon,,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_04.JPG",,2022-04-04,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49983,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49983,,2022-04-04,,,,,,,,,,,,"Sarcophage à arbres, Louvre 04.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49983,,2022-04-04,,,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_04.JPG",,2022-04-04,
artwork,Trees Sarcophagus - detail,,sculpture by artist unknown,,49984,,,2022-04-04,,,Ma 2981,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_05.JPG",,2022-04-04,,,Trees Sarcophagus - detail,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49984,,2022-04-04,,,anon,,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_05.JPG",,2022-04-04,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49984,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49984,,2022-04-04,,,,,,,,,,,,"Sarcophage à arbres, Louvre 05.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49984,,2022-04-04,,,Q19675,,"https://commons.wikimedia.org/wiki/File:Sarcophage_%C3%A0_arbres,_Louvre_05.JPG",,2022-04-04,
artwork,"Jewish Sacrifice and the Temptation of Christ, detail",The Temptation of Christ (detail),fresco by Sandro Botticelli,,54294,,,2022-04-04,,,,,,,,,,,"Jewish Sacrifice and the Temptation of Christ, detail",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,Q5669,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,,1479-01-01T00:00:00Z,9,,1478-01-01T00:00:00Z,9,,1481-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,Q19652,Q60332278,Q29940705,,"https://commons.wikimedia.org/wiki/File:Sandro_Botticelli,_The_Temptation_of_Christ_(detail_).jpg",,2022-04-04,,,"Sandro Botticelli, The Temptation of Christ (detail ).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54294,,2022-04-04,,,,,,,,
artwork,"Jewish Sacrifice and the Temptation of Christ, detail",The Temptation of Christ (detail 5),fresco by Sandro Botticelli,,54295,,,2022-04-04,,,,,,,,,,,"Jewish Sacrifice and the Temptation of Christ, detail",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,Q5669,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,,1479-01-01T00:00:00Z,9,,1478-01-01T00:00:00Z,9,,1481-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,Q19652,Q60332278,Q29940705,,"https://commons.wikimedia.org/wiki/File:Sandro_Botticelli,_The_Temptation_of_Christ_(detail_5).jpg",,2022-04-04,,,"Sandro Botticelli, The Temptation of Christ (detail 5).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54295,,2022-04-04,,,,,,,,
artwork,"Detail of the votive crown of the Visigoth king, Reccesuinth",, decorated art by artist unknown,,54633,,,2022-04-04,,,,,,,,,,,"Detail of the votive crown of the Visigoth king, Reccesuinth",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54633,,2022-04-04,,,anon,,,https://commons.wikimedia.org/wiki/File:Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg,,2022-04-04,,,Q631931,,,,,,,,0650-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54633,,2022-04-04,,,,,,,,,,,,,,,,,,,Tesoro de Guarrazar (M.A.N. Madrid) 01b.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=54633,,2022-04-04,,,,,,,,
artwork,"Sarah laughing, detail from 'Angel Appears to Sarah'",,fresco by Giovanni Battista Tiepolo,,55120,,,2022-04-04,,,,,,,,,,,"Sarah laughing, detail from ""Angel Appears to Sarah""",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,Q186202,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,,1727-01-01T00:00:00Z,9,,1726-01-01T00:00:00Z,9,,1728-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giovanni Battista Tiepolo 065.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55120,,2022-04-04,,,,,,,,
artwork,"Icon with hetimasia, detail",,carving by artist unknown,,55565,,,2022-04-04,,,OA 11152,Q19675,,https://commons.wikimedia.org/wiki/File:Hetimasia_warrior_saints_Louvre_OA11152.jpg,,2022-04-04,,,"Icon with hetimasia, detail",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55565,,2022-04-04,,,anon,,,https://commons.wikimedia.org/wiki/File:Hetimasia_warrior_saints_Louvre_OA11152.jpg,,2022-04-04,,,Q97570030,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55565,,2022-04-04,,,,1000-01-01T00:00:00Z,7,,0950-01-01T00:00:00Z,7,,1050-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55565,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55565,,2022-04-04,,,,,,,,,,,,Hetimasia warrior saints Louvre OA11152.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55565,,2022-04-04,,,Q19675,,https://commons.wikimedia.org/wiki/File:Hetimasia_warrior_saints_Louvre_OA11152.jpg,,2022-04-04,
artwork,Battle of Carnival and Lent (detail),,painting by Pieter Bruegel,,56097,,,2022-03-30,,,,,,,,,,,Battle of Carnival and Lent (detail),,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,Q43270,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,,1559-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Pieter Bruegel II-Combat de Carnaval et Careme IMG 1462.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56097,,2022-03-30,,,,,,,,
artwork,"Good Works, detail from The Dying Man","The dying man / The dying man beneath the Trinity above the bereaved family pray for his soul's salvation label QS:Len,""The dying man / The dying man beneath the Trinity above the bereaved family pray for his soul's salvation"" label QS:Lde,""Der Sterbende / Der Sterbende unter der Trinität, oben die um das Seelenheil betende Familie des Verstorbenen""",painting by Lucas Cranach,,56148,,,2022-03-30,,,,,,,,,,,"Good Works, detail from The Dying Man",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,Q191748,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,,1518-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Der-Sterbende-1518.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56148,,2022-03-30,,,,,,,,
information,"Evil Dreams of Job, detail",Watercolor illustration by William Blake,watercolor by William Blake,,57700,,,2022-03-30,,,,,,,,,,,"Evil Dreams of Job, detail",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,Q41513,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,,1805-01-01T00:00:00Z,9,,1805-01-01T00:00:00Z,9,,1806-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Job's Evil Dreams-butts.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57700,,2022-03-30,,,,,,,,
information,"Harriet Tubman, detail from Carte-de-visite","A carte-de-visite of a young Harriet Tubman seated in an interior room. Photographed by Benjamin F. Powelson in 1868-69. 
Originally owned by Emily Howland, a Quaker schoolteacher who worked in Arlington, VA. Jointly purchased by the National Museum of African American History and Culture  and the Library of Congress in 2017.",photograph by Benjamin F. Powelson,,58458,,,2022-03-30,,,,,,,,,,,"Harriet Tubman, detail from Carte-de-visite",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q50412726,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q125191,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,,1868-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,Carte-de-visite portrait of Harriet Tubman.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58458,,2022-03-30,,,,,,,,
,Sarcophagus of Drausin,"Sarcophage de Drausin Cuve de sarcophage VI° siècle Marbre Provenance : Soissons L.: 2,12 m, l.: 0,76 m, H.: 0,53 m Décoré d'un chrisme et de pampres de vigne. Il aurait, selon la tradition, contenu le corps de Drausin ,évêque de Soissons, mort v. 680 Ma 2955 Musée du Louvre, Denon, Rez-de-Chaussée, salle 28. Photographe : Clio20",sculpture by artist unknown,,49987,,,2022-04-04,,,,,,,,,,,"Sarcophagus of Drausin, detail 1",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49987,,2022-04-04,,,anon,,,,,,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49987,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49987,,2022-04-04,,,,,,,,,,,,Sarcophage de Drausin 02.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49987,,2022-04-04,,,,,,,,
,Sarcophagus of Drausin,"Sarcophage de Drausin, détail Cuve de sarcophage VI° siècle Marbre Provenance : Soissons L.: 2,12 m, l.: 0,76 m, H.: 0,53 m Décoré d'un chrisme et de pampres de vigne. Il aurait, selon la tradition, contenu le corps de Drausin ,évêque de Soissons, mort v. 680 Ma 2955 Musée du Louvre, Denon, Rez-de-Chaussée, salle 28. Photographe : Clio20",sculpture by artist unknown,,49988,,,2022-04-04,,,,,,,,,,,"Sarcophagus of Drausin, detail 2",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49988,,2022-04-04,,,anon,,,,,,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49988,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49988,,2022-04-04,,,,,,,,,,,,Sarcophage de Drausin 03.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49988,,2022-04-04,,,,,,,,
,Sarcophagus of Drausin,"Sarcophage de Drausin, détail Cuve de sarcophage VI° siècle Marbre Provenance : Soissons L.: 2,12 m, l.: 0,76 m, H.: 0,53 m Décoré d'un chrisme et de pampres de vigne. Il aurait, selon la tradition, contenu le corps de Drausin ,évêque de Soissons, mort v. 680 Ma 2955 Musée du Louvre, Denon, Rez-de-Chaussée, salle 28. Photographe : Clio20",sculpture by artist unknown,,49989,,,2022-04-04,,,,,,,,,,,"Sarcophagus of Drausin, detail 3",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49989,,2022-04-04,,,anon,,,,,,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49989,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49989,,2022-04-04,,,,,,,,,,,,Sarcophage de Drausin 04.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49989,,2022-04-04,,,,,,,,
,Sarcophagus of Drausin,"Sarcophage de Drausin, détail Cuve de sarcophage VI° siècle Marbre Provenance : Soissons L.: 2,12 m, l.: 0,76 m, H.: 0,53 m Décoré d'un chrisme et de pampres de vigne. Il aurait, selon la tradition, contenu le corps de Drausin ,évêque de Soissons, mort v. 680 Ma 2955 Musée du Louvre, Denon, Rez-de-Chaussée, salle 28. Photographe : Clio20",sculpture by artist unknown,,49990,,,2022-04-04,,,,,,,,,,,"Sarcophagus of Drausin, detail 4",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49990,,2022-04-04,,,anon,,,,,,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49990,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49990,,2022-04-04,,,,,,,,,,,,Sarcophage de Drausin 05.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49990,,2022-04-04,,,,,,,,
,Sarcophagus of Drausin,"Sarcophage de Drausin, détail Cuve de sarcophage VI° siècle Marbre Provenance : Soissons L.: 2,12 m, l.: 0,76 m, H.: 0,53 m Décoré d'un chrisme et de pampres de vigne. Il aurait, selon la tradition, contenu le corps de Drausin ,évêque de Soissons, mort v. 680 Ma 2955 Musée du Louvre, Denon, Rez-de-Chaussée, salle 28. Photographe : Clio20",sculpture by artist unknown,,49991,,,2022-04-04,,,,,,,,,,,"Sarcophagus of Drausin, detail 5",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49991,,2022-04-04,,,anon,,,,,,,,Q860861,,,,,,,,0300-01-01T00:00:00Z,7,,0250-01-01T00:00:00Z,7,,0350-01-01T00:00:00Z,7,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49991,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49991,,2022-04-04,,,,,,,,,,,,Sarcophage de Drausin 06.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=49991,,2022-04-04,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Christ Child in Mary's Lap, detail",,painting by Byzantinischer Mosaizist um 1000,,46416,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_um_1000_001.jpg,,2022-04-04,,,,1000-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46416,,2022-04-04,,,Q43,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46416,,2022-04-04,,,,,,,,,,,,Byzantinischer Mosaizist um 1000 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46416,,2022-04-04,,,,,,,,
,"Adoration of the Three Wise Men, detail",,mosaic by Byzantinischer Mosaizist um 705,,46418,,,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46418,,2022-04-04,,,,0706-01-01T00:00:00Z,9,,0705-01-01T00:00:00Z,9,,0707-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46418,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46418,,2022-04-04,,,,,,,,,,,,Byzantinischer Mosaizist um 705 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46418,,2022-04-04,,,,,,,,
,"Foot Detail, Mother Teresa Statue","Mother Teresa statue, Skopje,Macedonia",sculpture by Richard Schofield,,56200,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56200,,2022-03-30,,,,2000-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56200,,2022-03-30,,,Q221,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56200,,2022-03-30,,,,,,,,,,,,SkopjeMT.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56200,,2022-03-30,,,,,,,,
,Three Kings (detail),,mixed medium by Rjcastillo,,56527,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q1902763,,,,,,,,2013-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56527,,2022-03-30,,,,,,,,,,,,,,,,,,,FiguraTres Reyes Magos.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56527,,2022-03-30,,,,,,,,
,"Parable of the Widow and the Unjust Judge, detail",Притча о праведном и неправедном судье. Роспись западной стены Грановитой палаты. 1882,fresco by Братья Белоусовы (Палех),,57177,,,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57177,,2022-03-30,,,,1881-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57177,,2022-03-30,,,Q159,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57177,,2022-03-30,,,,,,,,,,,,"Parable of the Unjust Judge (Granovitaya palata, 1881-2) 4.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57177,,2022-03-30,,,,,,,,
,Pieta,,painting by fl. 1324-1369 Giottino,,47449,,,2022-04-04,,,,,,,,,,,,,,,,,,Q947337,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47449,,2022-04-04,,,,1363-01-01T00:00:00Z,9,,1360-01-01T00:00:00Z,9,,1365-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47449,,2022-04-04,,,,,,,,,,,,,,,,,,,"Giotto di Bondone - Pietà, Detail.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47449,,2022-04-04,,,Q16335227,,"https://commons.wikimedia.org/wiki/File:Giotto_di_Bondone_-_Piet%C3%A0,_Detail.jpg",,2022-04-04,
,Birth of Esau and Jacob,,manuscript by active 1468-1482 Maître François,,55876,,,2022-04-04,,,,,,,,,,,,,,,,,,Q15967017,,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55876,,2022-04-04,,,,,,,,,,,,,,,,,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55876,,2022-04-04,,,,,,,,,,,,Maitre Birth of Esau and Jacob (detail).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55876,,2022-04-04,,,,,,,,
,Burning Bush,,manuscript by Rudolf von Ems,,55958,,,2022-04-04,,,,,,,,,,,,,,,,,,Q697801,,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55958,,2022-04-04,,,,1362-01-01T00:00:00Z,9,,1350-01-01T00:00:00Z,9,,1375-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55958,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55958,,2022-04-04,,,,,,,,,,,,Weltchronik Fulda Aa88 087r detail.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55958,,2022-04-04,,,,,,,,
,Marriage at Cana (detail),,painting by Master of the Catholic Kings,,56074,,,2022-03-30,,,,,,,,,,,,,,,,,,Q19569582,,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56074,,2022-03-30,,,,1496-01-01T00:00:00Z,9,,1495-01-01T00:00:00Z,9,,1497-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56074,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56074,,2022-03-30,,,,,,,,,,,,Master Of The Catholic Kings - The Marriage at Cana (detail) - WGA14520.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=56074,,2022-03-30,,,Q214867,,https://commons.wikimedia.org/wiki/File:Master_Of_The_Catholic_Kings_-_The_Marriage_at_Cana_(detail)_-_WGA14520.jpg,,2022-03-30,
