accession_number,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y,roll_angle,pan_angle,tilt_angle,"landmarking, confidence",joy_likelihood,sorrow_likelihood,anger_likelihood,surprise_likelihood,under_exposed_likelihood,blurred_likelihood,headwear_likelihood,landmarking_confidence
1999.141g,0.55078125,0.057057057057057055,0.30430430430430433,0.06336088154269973,0.2610192837465565,57,304,92,379,-6.0663495,34.56654,-13.412949,,1,1,1,1,1,1,3,0.08118923
1999.158,0.703125,0.4294294294294294,0.5795795795795796,0.2869097429766886,0.3909145248057382,429,579,480,654,7.8717895,12.238887,0.467274,,3,1,1,1,1,1,1,0.21510734
1999.160,0.7578125,0.495,0.567,0.3348129359543437,0.388712745719721,495,567,528,613,9.360956,23.874657,-5.372828,,1,1,1,1,1,1,1,0.3560418
2000.010,0.6328125,0.636,0.705,0.5699728260869565,0.623641304347826,636,705,839,918,-10.04078,-3.7471647,-5.7087436,,1,1,1,1,1,1,1,0.15275861
2000.019,0.7578125,0.432,0.483,0.19505678022712092,0.23513694054776219,432,483,292,352,4.1717825,-0.37061912,8.103529,,4,1,1,1,1,1,1,0.78363097
2000.019,0.69140625,0.524,0.57,0.2618570474281897,0.2972611890447562,524,570,392,445,-4.906978,-15.789318,-1.0110413,,1,1,1,1,1,1,1,0.42614362
2000.019,0.80859375,0.346,0.401,0.18971275885103542,0.23313293253173012,346,401,284,349,14.970258,10.22974,7.6411667,,5,1,1,1,1,1,1,0.55395937
2000.024,0.79296875,0.168,0.271,0.5506970849176173,0.6261089987325729,168,271,869,988,4.4386444,-0.9425359,-4.3977757,,1,1,1,1,1,1,3,0.7632481
2000.024,0.80859375,0.758,0.829,0.5329531051964512,0.5861850443599493,758,829,841,925,14.948195,14.194827,-5.01183,,1,1,1,1,1,1,1,0.6641454
2000.024,0.51953125,0.47,0.512,0.37135614702154623,0.4017743979721166,470,512,586,634,-8.137262,-7.19014,2.2547507,,2,1,1,1,1,1,1,0.7009935
2000.024,0.8046875,0.161,0.241,0.2826362484157161,0.34220532319391633,161,241,446,540,22.566858,-16.853493,13.289052,,2,1,1,1,1,1,1,0.44304857
2000.026,0.87109375,0.4874874874874875,0.6146146146146146,0.40350877192982454,0.49902534113060426,487,614,621,768,-17.541027,9.952609,-9.327697,,1,1,1,1,1,1,1,0.8221542
2000.026,0.93359375,0.7327327327327328,0.8468468468468469,0.4184535412605588,0.5035737491877843,732,846,644,775,2.6775322,12.825506,-11.252446,,2,1,1,1,1,1,1,0.51569974
2000.026,0.765625,0.6086086086086087,0.6906906906906907,0.4223521767381416,0.48408057179987,608,690,650,745,-37.543472,-10.368355,-8.60002,,1,1,1,1,1,1,1,0.62128276
2000.026,0.85546875,0.8318318318318318,0.9419419419419419,0.391812865497076,0.47498375568551005,831,941,603,731,-13.906814,-15.469869,-10.337668,,1,1,1,1,1,1,1,0.5298712
2000.050,0.6171875,0.609,0.789,0.1351522842639594,0.26776649746192893,609,789,213,422,-3.1052399,20.831797,-4.5710125,,1,1,1,1,1,1,1,0.439462
2000.080,0.60546875,0.1968503937007874,0.25065616797900264,0.215,0.31,300,382,215,310,-1.7935404,-13.580582,-3.5902257,,5,1,1,1,1,1,4,0.571693
2001.017,0.5703125,0.612,0.794,0.13341645885286782,0.2655860349127182,612,794,214,426,-3.573542,20.408669,-4.545768,,1,1,1,1,1,1,1,0.54474014
2001.041,0.9765625,0.196,0.336,0.4406451612903226,0.5451612903225806,196,336,683,845,-3.1553295,14.063546,0.93881863,,1,1,1,1,1,1,1,0.7060994
2001.041,0.8984375,0.463,0.577,0.40774193548387094,0.492258064516129,463,577,632,763,-7.421549,-4.7328787,-3.9983034,,1,1,1,1,1,1,1,0.7273887
2001.041,0.84765625,0.682,0.825,0.43806451612903224,0.5458064516129032,682,825,679,846,-4.701123,1.9476472,-2.8480647,,1,1,1,1,1,1,2,0.6812913
2001.042,0.95703125,0.3533533533533533,0.7037037037037037,0.1624548736462094,0.4073405535499398,353,703,270,677,-5.6809497,17.67737,-15.791943,,4,1,1,1,1,1,1,0.42354915
2001.083,0.8125,0.6626626626626627,0.7957957957957958,0.38581207218419417,0.48226509023024267,662,795,620,775,-1.486142,-54.31215,5.1130433,,1,1,1,1,1,1,2,0.26572305
2001.085,0.67578125,0.145,0.326,0.4683385579937304,0.6,145,326,747,957,18.4739,-4.474886,-3.294251,,3,1,1,1,1,1,1,0.41852543
