accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1999.039,Packaged goods,0.73262024,0.0,0.9908398,0.008590293,0.9887237,0,990,9,1001
1999.040,Pillow,0.58280194,0.021834405,0.9685054,0.018378314,0.9750468,22,969,34,1797
1999.041,Packaged goods,0.5209239,0.0,0.9920539,0.0018555949,0.976176,0,1181,2,976
1999.042,Pillow,0.62380505,0.0,0.99507326,0.0,0.98103476,0,1140,0,981
1999.043,Packaged goods,0.5346892,0.0025921732,0.9973958,0.0,0.97755504,4,1349,0,977
1999.047,Packaged goods,0.56662375,0.0,0.98054814,0.0077471216,0.98856205,0,981,10,1270
1999.050,Pillow,0.6330422,0.069398046,0.9839997,0.0025138783,0.99287707,69,984,3,1202
1999.051,Pillow,0.6985619,0.020402687,0.98450464,0.005976688,0.9750357,20,986,6,974
1999.052,Pillow,0.61893046,0.012667692,0.9973958,0.0035156012,0.976872,13,999,4,977
1999.053,Pillow,0.65565896,0.014605891,0.9804806,0.018596465,0.9899342,15,980,24,1257
1999.054,Pillow,0.63528794,0.0,0.99089664,0.0,0.9973958,0,990,0,1150
1999.055,Pillow,0.55342376,0.03998176,0.98023707,0.030584142,0.9709871,40,979,37,1163
1999.056,Luggage & bags,0.6232672,0.017882595,0.9914537,0.005609648,0.9830188,18,991,8,1380
1999.057,Pillow,0.6294545,0.005990362,0.98861,0.013181988,0.99449706,7,1233,13,994
1999.058,Pillow,0.65177786,0.020305278,0.9899635,0.0041946326,0.9725899,20,990,5,1222
1999.059,Pillow,0.6484733,0.011700895,0.9846358,0.0059561785,0.9926941,14,1188,6,992
1999.060,Packaged goods,0.61311543,0.008961407,0.9953615,0.0119627705,0.98792934,12,1346,12,987
1999.061,Packaged goods,0.5707031,0.014902901,0.98363835,0.014796278,0.9788037,15,984,20,1299
1999.062,Packaged goods,0.66021323,0.028103853,0.9657266,0.052110065,0.87617964,28,966,74,1244
1999.064,Person,0.6137117,0.35498893,0.83591455,0.073834844,0.7609155,355,835,100,1027
1999.065,Animal,0.7125061,0.23789059,0.33235,0.45612153,0.57594305,238,332,620,783
1999.065,Animal,0.66983664,0.4130746,0.78700894,0.113063686,0.84737986,413,787,154,1152
