accession_number,mid,description,score,topicality
1994.369,/m/02skpt,Artifact,0.82987624,0.82987624
1994.369,/m/0jjw,Art,0.8124384,0.8124384
1994.369,/m/0dw9f6,Creative arts,0.8032198,0.8032198
1994.369,/m/083vt,Wood,0.79094225,0.79094225
1994.369,/m/06msq,Sculpture,0.75293773,0.75293773
1994.369,/m/07sx2n,Natural material,0.6962999,0.6962999
1994.369,/m/0jwzhtg,Carving,0.6641198,0.6641198
1994.369,/m/01x5q,Ceramic,0.6559629,0.6559629
1994.369,/m/0djmp,Ancient history,0.62409145,0.62409145
1994.369,/m/03g3w,History,0.6189924,0.6189924
1994.375,/m/04hgtk,Head,0.9740905,0.9740905
1994.375,/m/02p0tk3,Human body,0.88526565,0.88526565
1994.375,/m/013_1c,Statue,0.88087565,0.88087565
1994.375,/m/06msq,Sculpture,0.8807413,0.8807413
1994.375,/m/01k9lj,Jaw,0.8773678,0.8773678
1994.375,/m/0jjw,Art,0.8419028,0.8419028
1994.375,/m/02skpt,Artifact,0.8309052,0.8309052
1994.375,/m/095yjj,Classical sculpture,0.7756419,0.7756419
1994.375,/m/064rk,Pottery,0.7473178,0.7473178
1994.375,/m/0dzdr,Chest,0.7468036,0.7468036
1994.377,/m/07sx2n,Natural material,0.83374596,0.83374596
1994.377,/m/02skpt,Artifact,0.7061962,0.7061962
1994.377,/m/05s771,Synthetic rubber,0.70306677,0.70306677
1994.377,/m/03gq5hm,Font,0.6714611,0.6714611
1994.377,/m/0463sg,Fashion accessory,0.6595268,0.6595268
1994.377,/m/0jjw,Art,0.6453844,0.6453844
1994.377,/m/01cbzq,Rock,0.6141065,0.6141065
1994.377,/m/014qzr,Composite material,0.60885155,0.60885155
1994.385,/m/04hgtk,Head,0.97280747,0.97280747
1994.385,/m/06msq,Sculpture,0.8780461,0.8780461
1994.385,/m/013_1c,Statue,0.8573571,0.8573571
1994.385,/m/0jjw,Art,0.8526512,0.8526512
1994.385,/m/0244x1,Gesture,0.8524886,0.8524886
1994.385,/m/02skpt,Artifact,0.82761365,0.82761365
1994.385,/m/083vt,Wood,0.774844,0.774844
1994.385,/m/0ggr_,Collectable,0.6875395,0.6875395
1994.385,/m/095yjj,Classical sculpture,0.6746564,0.6746564
1994.385,/m/01x5q,Ceramic,0.6623057,0.6623057
1994.392,/m/0jjw,Art,0.82453483,0.82453483
1994.392,/m/0dw9f6,Creative arts,0.81381744,0.81381744
1994.392,/m/02skpt,Artifact,0.81029624,0.81029624
1994.392,/m/0463sg,Fashion accessory,0.66427636,0.66427636
1994.392,/m/01vkl,Circle,0.6426757,0.6426757
1994.392,/m/06msq,Sculpture,0.6338025,0.6338025
1994.392,/m/04t7l,Metal,0.6077071,0.6077071
1994.392,/m/01cbzq,Rock,0.5673296,0.5673296
1994.392,/m/03gq5hm,Font,0.56160796,0.56160796
1994.396,/m/0244x1,Gesture,0.85259086,0.85259086
1994.396,/m/06msq,Sculpture,0.836274,0.836274
1994.396,/m/02skpt,Artifact,0.8187476,0.8187476
1994.396,/m/0jjw,Art,0.8136459,0.8136459
1994.396,/m/083vt,Wood,0.79100543,0.79100543
1994.396,/m/03gq5hm,Font,0.7201845,0.7201845
1994.396,/m/04t7l,Metal,0.6979134,0.6979134
1994.396,/m/09ddf,Symbol,0.6823669,0.6823669
1994.396,/m/0463sg,Fashion accessory,0.6693054,0.6693054
1994.396,/m/0ffjr,Personal protective equipment,0.66223216,0.66223216
1994.407,/m/0244x1,Gesture,0.85260487,0.85260487
1994.407,/m/06msq,Sculpture,0.8448814,0.8448814
1994.407,/m/036k5h,Grey,0.8408907,0.8408907
1994.407,/m/0jjw,Art,0.79541653,0.79541653
1994.407,/m/013_1c,Statue,0.7759497,0.7759497
1994.407,/m/02skpt,Artifact,0.7684959,0.7684959
1994.407,/m/083vt,Wood,0.65886086,0.65886086
1994.407,/m/04t7l,Metal,0.634003,0.634003
