accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1994.369,Sculpture,0.8662847,0.18122393,0.7731271,0.05906642,0.9429056,181,773,89,1414
1994.375,Sculpture,0.81774664,0.16348328,0.78031796,0.024975238,0.9202652,163,780,37,1380
1994.377,Shoe,0.75122553,0.162773,0.8192802,0.051715437,0.95835185,163,819,78,1438
1994.385,Sculpture,0.85234535,0.20802724,0.79928094,0.10647888,0.8316839,208,799,160,1248
1994.392,Earrings,0.54864764,0.12284825,0.7733452,0.1938429,0.7449269,123,773,291,1117
1994.407,Sculpture,0.8829331,0.24326862,0.7662942,0.16334006,0.80895746,243,766,245,1213
1994.408,Sculpture,0.83744645,0.14396442,0.82170874,0.11826939,0.7495188,144,822,177,1124
1994.413,Sculpture,0.656442,0.010236537,0.9604929,0.006269447,0.97837085,4,346,3,454
1994.415,Sculpture,0.77238387,0.047556628,0.94216686,0.08738031,0.950056,49,972,87,950
1994.417,Sculpture,0.8701038,0.115267254,0.869303,0.09962383,0.9393022,115,869,149,1409
1994.420,Sculpture,0.6781261,0.030081943,0.9175339,0.1867041,0.8514459,30,918,280,1277
1994.422,Sculpture,0.81315696,0.08838899,0.8588285,0.0993253,0.83505183,88,859,149,1253
1994.432,Packaged goods,0.5492843,0.19933647,0.635939,0.24689095,0.6236014,266,848,247,624
1994.440,Sculpture,0.8604084,0.21815942,0.78277344,0.08232672,0.9457231,218,783,123,1419
1994.441,Sculpture,0.9124141,0.054176707,0.95635504,0.03674557,0.9610062,21,366,19,484
1994.444,Animal,0.59229904,0.014089603,0.9762788,0.006986318,0.9828544,5,351,4,627
1994.445,Sculpture,0.7890872,0.06792073,0.9364839,0.10675752,0.82946134,102,1405,107,829
1994.446,Stool,0.6764765,0.012688766,0.9723647,0.01343869,0.9262069,6,490,5,365
1994.453,Sculpture,0.6617783,0.023609893,0.9856148,0.023416892,0.98849803,8,355,14,576
1994.454,Sculpture,0.8858742,0.1474544,0.898079,0.12089599,0.8952257,147,898,181,1343
1994.455,Hat,0.5385643,0.3819773,0.6806097,0.004878472,0.13411565,138,245,3,89
1994.456,Hat,0.6554459,0.411244,0.6769986,0.009488031,0.15562433,148,244,6,92
1994.456,Sculpture,0.5980142,0.019049646,0.9655471,0.021411216,0.98025924,7,348,13,579
1994.457,Sculpture,0.7561645,0.24818043,0.7661719,0.06278177,0.89587975,248,766,130,1854
1994.459,Sculpture,0.85710484,0.14759277,0.87234855,0.033988427,0.9780777,148,872,51,1467
1994.465,Figurine,0.8317955,0.013100512,0.94353366,0.0060372674,0.99180156,5,340,5,835
1994.468,Sculpture,0.833315,0.04589894,0.9722671,0.04810594,0.9857772,17,350,21,439
1994.469,Animal,0.6310297,0.009210648,0.9905906,0.0236296,0.98413205,3,357,19,775
1994.470,Sculpture,0.8654741,0.22746147,0.726049,0.064365685,0.9413844,227,726,97,1412
1994.471,Sculpture,0.63554966,0.22850531,0.80994123,0.1276627,0.9184136,229,810,191,1378
1994.473,Sculpture,0.84738517,0.01219706,0.9292081,0.023725018,0.98507094,4,335,15,605
1994.474,Sculpture,0.6746658,0.007242872,0.9500866,0.0046983473,0.96410537,3,342,4,734
1994.480,Sculpture,0.54806036,0.2226134,0.8949199,0.14282817,0.9608862,223,895,301,2027
1994.482,Sculpture,0.8412509,0.09151504,0.8916214,0.09490711,0.9010127,92,892,142,1352
1994.492,Sculpture,0.8840417,0.13906133,0.9193209,0.023084419,0.9574621,139,919,35,1436
1994.496,Sculpture,0.83671826,0.15372583,0.8260311,0.08066163,0.9543659,154,826,108,1272
1994.502,Bust,0.70908946,0.028297244,0.9634318,0.01553253,0.9903725,10,347,10,666
1994.504,Sculpture,0.886137,0.025766538,0.93126744,0.040511247,0.9771056,8,303,20,492
1994.507,Sculpture,0.63080734,0.20346703,0.88275886,0.10091183,0.93245745,203,883,148,1370
