accession_number,mid,description,score,topicality
1988.098,/m/03q69,Hair,0.9828523,0.9828523
1988.098,/m/0f9swq,Chin,0.96630853,0.96630853
1988.098,/m/027n3_,Eyebrow,0.9525049,0.9525049
1988.098,/m/0ds4x,Hairstyle,0.9509009,0.9509009
1988.098,/m/068jd,Photograph,0.9424667,0.9424667
1988.098,/m/019nj4,Smile,0.9414642,0.9414642
1988.098,/m/01k9lj,Jaw,0.8779283,0.8779283
1988.098,/m/016pp7,Happy,0.86205566,0.86205566
1988.098,/m/03gq5hm,Font,0.85195595,0.85195595
1988.098,/m/0j62f,Rectangle,0.8488774,0.8488774
1988.099,/m/078hm,Slope,0.8152102,0.8152102
1988.099,/m/0jjw,Art,0.8079059,0.8079059
1988.099,/m/03gq5hm,Font,0.7858724,0.7858724
1988.099,/m/02csf,Drawing,0.7116471,0.7116471
1988.099,/m/01kr8f,Illustration,0.6965182,0.6965182
1988.099,/m/0p9xx,Visual arts,0.63817555,0.63817555
1988.099,/m/0919rx,Line art,0.61940676,0.61940676
1988.099,/m/0bp7w,Printmaking,0.57976097,0.57976097
1988.099,/m/03yhk,Ink,0.57284755,0.57284755
1988.099,/m/05qdh,Painting,0.5601452,0.5601452
1988.100,/m/0jjw,Art,0.82102096,0.82102096
1988.100,/m/04bcr3,Table,0.7708018,0.7708018
1988.100,/m/083vt,Wood,0.7663378,0.7663378
1988.100,/m/05qdh,Painting,0.73106086,0.73106086
1988.100,/m/01kr8f,Illustration,0.7215416,0.7215416
1988.100,/m/02csf,Drawing,0.70928895,0.70928895
1988.100,/m/0p9xx,Visual arts,0.66279703,0.66279703
1988.100,/m/0838f,Water,0.64835775,0.64835775
1988.100,/m/0bp7w,Printmaking,0.6376453,0.6376453
1988.100,/m/015c4z,Sitting,0.6360371,0.6360371
1988.101,/m/09686,Vertebrate,0.9187959,0.9187959
1988.101,/m/0244x1,Gesture,0.8519239,0.8519239
1988.101,/m/0jjw,Art,0.84975225,0.84975225
1988.101,/m/03gq5hm,Font,0.80030364,0.80030364
1988.101,/m/01kr8f,Illustration,0.7273852,0.7273852
1988.101,/m/02csf,Drawing,0.71480584,0.71480584
1988.101,/m/05qdh,Painting,0.69866043,0.69866043
1988.101,/m/0p9xx,Visual arts,0.6848844,0.6848844
1988.101,/m/0641k,Paper,0.66898245,0.66898245
1988.101,/m/03yhk,Ink,0.65864474,0.65864474
1988.102a,/m/0dzf4,Arm,0.94289917,0.94289917
1988.102a,/m/0jjw,Art,0.85418254,0.85418254
