accession_number,description,score,rel_left_x,rel_right_x,rel_top_y,rel_bottom_y,abs_left_x,abs_right_x,abs_top_y,abs_bottom_y
1988.098,Person,0.7311585,0.43985835,0.60025805,0.2753027,0.6231579,677,923,275,623
1988.098,Person,0.66629964,0.5553025,0.716346,0.41069523,0.7365196,854,1102,411,737
1988.098,Person,0.64511013,0.44164753,0.5936907,0.5781651,0.92429,679,913,578,924
1988.098,Person,0.6319326,0.67731166,0.8323967,0.2724897,0.5770905,1042,1280,272,577
1988.098,Person,0.61935335,0.063815035,0.23600125,0.69870806,0.93112236,98,363,699,931
1988.098,Person,0.6190287,0.29800177,0.47402987,0.13044713,0.4345702,458,729,130,435
1988.098,Person,0.6141804,0.06780379,0.22767556,0.10346296,0.44145325,104,350,103,441
1988.098,Person,0.5950821,0.7707829,0.95636886,0.121985294,0.4558849,1185,1471,122,456
1988.098,Person,0.58507234,0.17757742,0.36239454,0.027495744,0.3127996,273,557,27,313
1988.098,Person,0.56748843,0.651915,0.83216685,0.023466295,0.27657157,1003,1280,23,277
1988.099,Person,0.6914251,0.15159313,0.2114365,0.5567811,0.71378607,230,321,556,713
1988.100,Person,0.74340606,0.35843626,0.5245877,0.2517496,0.66803336,543,795,252,668
1988.100,Person,0.61801815,0.77575225,0.9714334,0.2346927,0.5399154,1175,1472,235,540
1988.100,Person,0.5865982,0.070478566,0.43141732,0.09690226,0.95827866,107,654,97,958
1988.101,Person,0.61424625,0.57847553,0.93961143,0.25569102,0.72492117,578,940,395,1121
1988.101,Person,0.52208096,0.2485245,0.7963383,0.17269419,0.62513125,249,796,267,966
1988.102a,Person,0.82927054,0.090321094,0.331167,0.16283233,0.75719696,142,519,163,757
1988.102a,Person,0.8134346,0.5236971,0.9459384,0.18468428,0.8094461,821,1483,185,809
1988.102a,Dress,0.6464068,0.5318134,0.9492974,0.21224444,0.80435115,834,1488,212,804
1988.104,Lighting,0.7934752,0.03590742,0.93100125,0.015269436,0.96815205,36,931,34,2166
1988.106,Lighting,0.67824215,0.036166858,0.94904536,0.10317952,0.90175366,36,949,155,1353
1988.108,Lighting,0.5266758,0.082195014,0.93964744,0.07047239,0.9607333,82,940,115,1561
1988.109,Vase,0.9285185,0.18022917,0.7699804,0.06421209,0.9460478,180,770,96,1419
1988.114,Sculpture,0.7257428,0.13220967,0.89885575,0.014326093,0.989517,132,898,15,1057
1988.144,Hat,0.91953045,0.39185166,0.6012483,0.026194744,0.11763627,332,509,39,174
1988.144,Person,0.7191847,0.059707493,0.94929886,0.026303636,0.96654755,51,803,39,1433
1988.144,Outerwear,0.59299976,0.051002014,0.9535678,0.16306816,0.89003205,43,807,242,1320
1988.145,Person,0.70354897,0.032376334,0.9754191,0.060010776,0.96839005,26,791,87,1405
1988.145,Hat,0.6779702,0.3377863,0.5790082,0.010137646,0.11843821,274,470,15,172
1988.145,Scarf,0.6370238,0.024858033,0.96971947,0.14650677,0.9330335,20,786,213,1354
1989.010,Animal,0.6056166,0.10917225,0.2049361,0.6609281,0.78286296,152,286,661,783
1989.010,Boat,0.5051951,0.81990176,0.96025085,0.6123999,0.7727471,1145,1341,612,773
1989.011,Person,0.74353063,0.33930907,0.5802408,0.2945021,0.6634044,339,580,371,837
1989.011,Person,0.7321512,0.48944572,0.7659271,0.49067628,0.83032805,489,765,619,1047
1989.011,Footwear,0.5479128,0.63139033,0.7159243,0.75829214,0.85861486,631,715,956,1083
1989.012,Sheep,0.91954225,0.15853824,0.42320424,0.58038956,0.75694084,159,423,813,1060
1989.012,Animal,0.83605045,0.16461614,0.3832729,0.37768897,0.4988215,165,383,529,699
1989.012,Animal,0.7427259,0.620203,0.8639423,0.6425336,0.78558224,620,864,900,1101
1989.012,Animal,0.7076296,0.64603513,0.92947674,0.5614228,0.6983149,646,929,787,978
1989.012,Animal,0.6885282,0.04899868,0.16355124,0.5716754,0.73593736,49,164,801,1031
1989.012,Animal,0.66401094,0.31698856,0.58924794,0.55016315,0.6939349,317,589,771,972
1989.012,Sheep,0.6549693,0.2704751,0.57290536,0.5510827,0.7093901,270,573,772,994
1989.012,Animal,0.64367044,0.5767967,0.70269537,0.31684706,0.4734012,577,703,444,663
1989.012,Animal,0.6396828,0.40075517,0.57408637,0.3602099,0.49122334,401,574,505,688
1989.012,Animal,0.5970594,0.8038083,0.8837697,0.23782174,0.45856237,804,884,333,642
1989.013,Person,0.84560287,0.70575595,0.89142567,0.43289888,0.6949956,934,1180,432,694
1989.013,Animal,0.80165917,0.3433237,0.50073403,0.4811178,0.6594096,455,663,481,659
1989.013,Animal,0.7891925,0.4518521,0.57798856,0.42434785,0.5191025,598,765,424,519
1989.013,Animal,0.7634289,0.598926,0.7113139,0.42476115,0.6068875,793,942,424,606
1989.013,Animal,0.7601925,0.17496192,0.2845752,0.4874791,0.65273935,232,377,487,652
1989.013,Person,0.759651,0.59834546,0.712338,0.40766242,0.61228293,792,943,407,612
1989.013,Animal,0.7543059,0.2557572,0.35683426,0.48062503,0.65785,339,472,480,657
1989.013,Animal,0.709868,0.03725587,0.1543632,0.49286616,0.6582164,49,204,492,658
1989.014,Person,0.70981735,0.11644072,0.29270738,0.35738018,0.7743342,163,409,357,774
1989.014,Person,0.70619553,0.81983423,0.97606486,0.3037047,0.6661232,1145,1364,304,666
1989.014,Person,0.6864015,0.44541156,0.57852775,0.3982531,0.7254216,622,808,398,725
1989.014,Person,0.6553621,0.6671943,0.8932374,0.61290216,0.84627753,932,1248,613,846
1989.014,Person,0.6425538,0.5761405,0.7143512,0.2964801,0.6303137,805,998,296,630
1989.014,Person,0.63915664,0.6667145,0.7869238,0.28573015,0.6300291,931,1099,286,630
1989.014,Animal,0.61611676,0.6173187,0.73758465,0.5295405,0.66785675,862,1030,530,668
1989.014,Animal,0.5832022,0.018061858,0.19077252,0.41104648,0.7906838,25,267,411,791
1989.014,Animal,0.582186,0.66529334,0.8134505,0.6584322,0.8072438,929,1136,658,807
1989.014,Person,0.5810648,0.023801513,0.18944108,0.3495312,0.76945895,33,265,350,769
1989.015,Person,0.7393069,0.38324907,0.6185244,0.34162903,0.77251214,383,618,419,948
1989.015,Furniture,0.6080729,0.10548157,0.39220688,0.520156,0.728466,105,392,638,894
1989.015,Picture frame,0.60177034,0.097248346,0.9201751,0.06759732,0.94509315,97,919,83,1160
1989.016,Picture frame,0.78389484,0.031988844,0.9560311,0.04198907,0.95977634,48,1422,42,959
1989.016,Animal,0.6249547,0.22821903,0.3039327,0.48501876,0.6389391,339,452,485,638
1989.016,Animal,0.59173924,0.5595757,0.6865802,0.64529324,0.71510893,832,1021,645,714
1989.017,Building,0.5031287,0.4536185,0.9638047,0.06939846,0.853924,454,964,104,1284
1989.018,Animal,0.69384193,0.6869922,0.9103537,0.5447157,0.83968616,1178,1561,444,684
1989.018,Animal,0.60361737,0.4513692,0.6045454,0.557821,0.848422,774,1037,455,691
1989.018,Animal,0.5779793,0.2742173,0.46564808,0.5181536,0.8948748,470,799,422,729
1989.018,Pillow,0.5413261,0.014109102,0.97584814,0.044319812,0.93493557,24,1674,36,762
1989.020,Animal,0.72092736,0.031715598,0.36086985,0.6843922,0.86765647,43,494,684,868
1989.020,Animal,0.62154984,0.3385153,0.6328793,0.5850549,0.7980233,464,867,585,798
1989.020,Person,0.6054987,0.7797976,0.91139036,0.41264603,0.77501106,1068,1249,413,775
1989.020,Animal,0.5985585,0.43773904,0.7947126,0.5562842,0.73992205,600,1089,556,740
1989.020,Person,0.58062106,0.6700408,0.77900416,0.67097634,0.8155291,918,1067,671,816
1989.020,Animal,0.57845306,0.6619355,0.7835397,0.67855185,0.8268192,907,1073,679,827
1989.024,Person,0.77388793,0.39066687,0.6327597,0.34775153,0.7686179,523,847,348,769
1989.024,Person,0.7298497,0.6071702,0.913879,0.6074018,0.8403113,813,1224,607,840
1989.024,Person,0.68527085,0.066445805,0.3436767,0.49173442,0.8299385,89,460,492,830
1989.024,Person,0.6845378,0.5457125,0.78026175,0.38513622,0.5554129,731,1045,385,555
1989.024,Animal,0.6217587,0.5609248,0.7274774,0.4121805,0.5460058,751,974,412,546
1989.024,Wheel,0.56067365,0.24560076,0.37431768,0.6003024,0.78177434,329,501,600,782
1989.024,Clothing,0.5422079,0.065233685,0.34988114,0.52444655,0.8315664,87,468,524,832
1989.024,Hat,0.52215225,0.14548136,0.23088159,0.46397033,0.567563,195,309,464,568
1989.024,Clothing,0.52146906,0.633725,0.9088982,0.60654575,0.8380048,849,1217,607,838
1989.025,Building,0.6467787,0.5763511,0.7751591,0.4831765,0.69833547,758,1019,483,698
1989.025,Animal,0.6405222,0.03487471,0.14750697,0.7407322,0.90572715,46,194,741,906
1989.025,Building,0.61478543,0.00974764,0.4712993,0.23440176,0.7643873,13,620,234,764
1989.025,Building,0.6016372,0.38590145,0.59801775,0.33750382,0.7187658,507,786,338,719
1989.025,Animal,0.5836521,0.14155744,0.2108589,0.7607685,0.8929526,186,277,761,893
1989.025,Building,0.5688047,0.7545695,0.84844273,0.5211428,0.7495029,992,1116,521,750
1989.025,Animal,0.5651531,0.85974044,0.93441623,0.7616264,0.9113882,1131,1229,762,911
1989.029,Person,0.78737694,0.21536584,0.7951426,0.22224484,0.7053805,215,794,302,957
1989.029,Clothing,0.5988339,0.24546391,0.79727197,0.30651718,0.69936603,245,796,416,949
1989.029,Picture frame,0.5578438,0.042151038,0.9643223,0.06446589,0.7739456,42,963,87,1050
1989.030,Clothing,0.79686815,0.23212002,0.8194084,0.33085266,0.6855778,232,819,511,1059
1989.030,Picture frame,0.74019665,0.060578573,0.9508025,0.046770856,0.87398225,61,951,72,1350
1989.030,Person,0.637976,0.21968423,0.8282902,0.23901951,0.6847341,220,828,369,1058
1989.031,Person,0.77798253,0.7234675,0.81693405,0.83269817,0.97327375,969,1095,833,973
1989.031,Person,0.77234733,0.8222368,0.90496254,0.8189824,0.97271705,1102,1213,819,973
1989.031,Person,0.73073,0.8989778,0.9805464,0.8111339,0.9707206,1205,1314,811,971
1989.031,Animal,0.64853203,0.15380968,0.34361193,0.023843104,0.2589916,206,460,24,259
1989.031,Person,0.63101315,0.3199295,0.39997315,0.6142852,0.77998924,429,536,614,780
1989.031,Animal,0.6156194,0.62438124,0.7886576,0.018950723,0.28181973,837,1057,19,282
1989.031,Person,0.60131925,0.6500957,0.72346735,0.8360002,0.9748552,871,969,836,975
1989.031,Animal,0.5872592,0.8101294,0.8789132,0.5137926,0.66224366,1086,1178,514,662
1989.031,Animal,0.5830322,0.9020863,0.9749194,0.63200754,0.8093552,1209,1306,632,809
1989.031,Animal,0.5750347,0.87088794,0.9317782,0.63781554,0.80477566,1167,1249,638,805
1989.032,Animal,0.80646515,0.011361647,0.4559172,0.6357445,0.88256496,11,456,812,1128
