qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir,dimension
Q122959780,00001201.jpg,29415,primary,,,604,705,702,2003-03-15,,3D
Q122959627,00001203.jpg,29224,primary,,,521,702,611,2003-03-15,,3D
Q122959628,00001204.jpg,29225,primary,,,519,683,663,2003-03-15,,3D
Q122959629,00001205.jpg,29226,primary,,,562,713,676,2003-03-15,,3D
Q122959630,00001206.jpg,29227,primary,,,498,657,634,2003-03-15,,3D
Q122959631,00001207.jpg,29228,primary,,,508,662,651,2003-03-15,,3D
Q122959632,00001208.jpg,29229,primary,,,511,646,665,2003-03-15,,3D
Q122959634,00001209.jpg,29230,primary,,,440,592,665,2003-03-15,,3D
Q122959635,00001210.jpg,29231,primary,,,474,579,660,2003-03-15,,3D
Q122959636,00001211.jpg,29232,primary,,,458,644,644,2003-03-15,,3D
Q122959637,00001212.jpg,29233,primary,,,354,720,405,2003-03-15,,3D
Q122959638,00001213.jpg,29234,primary,,,408,608,594,2003-03-15,,3D
Q122959639,00001214.jpg,29235,primary,,,461,653,636,2003-03-15,,3D
Q122959640,00001215.jpg,29236,primary,,,495,650,640,2003-03-15,,3D
Q122959641,00001217.jpg,29237,primary,,,506,666,642,2003-03-15,,3D
Q122959642,00001218.jpg,29238,primary,,,437,596,614,2003-03-15,,3D
Q122959643,00001219.jpg,29239,primary,,,409,599,628,2003-03-15,,3D
Q122959644,00001220.jpg,29240,primary,,,420,585,637,2003-03-15,,3D
Q122959646,00001221.jpg,29241,primary,,,454,614,635,2003-03-15,,3D
Q122959647,00001222.jpg,29242,primary,,,994,1320,696,2003-03-15,,3D
Q122959649,00001223.jpg,29243,primary,,,498,656,650,2003-03-15,,3D
Q122959650,00001224.jpg,29244,primary,,,396,617,591,2003-03-15,,3D
Q122959651,00001225.jpg,29245,primary,,,526,673,688,2003-03-15,,3D
Q122959652,00001226.jpg,29246,primary,,,468,618,662,2003-03-15,,3D
Q122959653,00001227.jpg,29247,primary,,,424,597,626,2003-03-15,,3D
Q122959654,00001228.jpg,29248,primary,,,498,624,720,2003-03-15,,3D
Q122959655,00001229.jpg,29250,primary,,,534,638,720,2003-03-15,,3D
Q122959656,00001230.jpg,29251,primary,,,558,666,720,2003-03-15,,3D
Q122959657,00001231.jpg,29252,primary,,,555,665,720,2003-03-15,,3D
Q122959658,00001232.jpg,29253,primary,,,472,720,605,2003-03-15,,3D
Q122959659,00001233.jpg,29254,primary,,,545,720,657,2003-03-15,,3D
Q122959661,00001234.jpg,29255,primary,,,568,701,720,2003-03-15,,3D
Q122959662,00001235.jpg,29256,primary,,,580,667,720,2003-03-15,,3D
Q122959663,00001236.jpg,29257,primary,,,571,660,720,2003-03-15,,3D
Q122959664,00001237.jpg,29258,primary,,,577,668,720,2003-03-15,,3D
Q122959665,00001238.jpg,29259,primary,,,652,720,711,2003-03-15,,3D
Q122959666,00001239.jpg,29260,primary,,,512,720,623,2003-03-15,,3D
Q122959667,00001240.jpg,29261,primary,,,575,681,667,2003-03-15,,3D
Q122959670,00001241.jpg,29265,primary,,,588,659,720,2003-03-15,,3D
Q122959671,00001242.jpg,29266,primary,,,528,616,720,2003-03-15,,3D
Q122959672,00001243.jpg,29267,primary,,,528,623,720,2003-03-15,,3D
Q122959673,00001244.jpg,29268,primary,,,557,635,720,2003-03-15,,3D
Q122959674,00001245.jpg,29269,primary,,,640,721,720,2003-03-15,,3D
Q122959675,00001246.jpg,29270,primary,,,532,720,609,2003-03-15,,3D
Q122959676,00001247.jpg,29271,primary,,,636,720,711,2003-03-15,,3D
Q122959677,00001248.jpg,29272,primary,,,594,689,720,2003-03-15,,3D
Q122959679,00001249.jpg,29273,primary,,,582,652,720,2003-03-15,,3D
Q122959668,00001250.jpg,29262,primary,,,566,665,720,2003-03-15,,3D
Q122959669,00001251.jpg,29263,primary,,,516,595,720,2003-03-15,,3D
Q122959680,00001252.jpg,29276,primary,,,596,687,720,2003-03-15,,3D
Q122959681,00001253.jpg,29277,primary,,,565,687,720,2003-03-15,,3D
Q122959682,00001254.jpg,29279,primary,,,587,685,720,2003-03-15,,3D
Q122959683,00001255.jpg,29280,primary,,,460,575,667,2003-03-15,,3D
Q122959684,00001256.jpg,29281,primary,,,445,558,680,2003-03-15,,3D
Q122959685,00001257.jpg,29282,primary,,,385,532,646,2003-03-15,,3D
Q122959686,00001258.jpg,29283,primary,,,373,515,630,2003-03-15,,3D
Q122959687,00001259.jpg,29284,primary,,,528,650,667,2003-03-15,,3D
Q122959688,00001260.jpg,29285,primary,,,541,632,687,2003-03-15,,3D
Q122959689,00001261.jpg,29286,primary,,,468,556,691,2003-03-15,,3D
Q122959690,00001262.jpg,29287,primary,,,495,591,720,2003-03-15,,3D
Q122959691,00001263.jpg,29288,primary,,,431,557,696,2003-03-15,,3D
Q122959693,00001264.jpg,29289,primary,,,438,577,697,2003-03-15,,3D
Q122959694,00001265.jpg,29291,primary,,,494,600,700,2003-03-15,,3D
Q122959695,00001266.jpg,29292,primary,,,432,606,678,2003-03-15,,3D
Q122959696,00001267.jpg,29293,primary,,,471,603,720,2003-03-15,,3D
Q122959697,00001268.jpg,29294,primary,,,532,678,687,2003-03-15,,3D
Q122959698,00001269.jpg,29295,primary,,,546,676,720,2003-03-15,,3D
Q122959699,00001270.jpg,29296,primary,,,542,631,720,2003-03-15,,3D
Q122959700,00001271.jpg,29297,primary,,,557,652,720,2003-03-15,,3D
Q122959701,00001272.jpg,29298,primary,,,483,631,663,2003-03-15,,3D
Q122959702,00001273.jpg,29299,primary,,,496,617,719,2003-03-15,,3D
Q122959703,00001274.jpg,29300,primary,,,512,646,720,2003-03-15,,3D
Q122959705,00001275.jpg,29301,primary,,,438,594,637,2003-03-15,,3D
Q122959706,00001276.jpg,29302,primary,,,463,606,659,2003-03-15,,3D
Q122959707,00001277.jpg,29303,primary,,,456,603,669,2003-03-15,,3D
Q122959708,00001278.jpg,29304,primary,,,487,720,588,2003-03-15,,3D
Q122959709,00001279.jpg,29305,primary,,,520,677,633,2003-03-15,,3D
Q122959710,00001280.jpg,29306,primary,,,505,689,653,2003-03-15,,3D
Q122959711,00001281.jpg,29307,primary,,,469,631,650,2003-03-15,,3D
Q122959712,00001282.jpg,29308,primary,,,461,598,696,2003-03-15,,3D
Q122959713,00001283.jpg,29309,primary,,,519,663,720,2003-03-15,,3D
Q122959715,00001284.jpg,29310,primary,,,535,655,720,2003-03-15,,3D
Q122959716,00001285.jpg,29311,primary,,,464,720,605,2003-03-15,,3D
Q122959717,00001286.jpg,29312,primary,,,559,720,713,2003-03-15,,3D
Q122959718,00001287.jpg,29313,primary,,,549,720,682,2003-03-15,,3D
Q122959720,00001288.jpg,29314,primary,,,503,639,720,2003-03-15,,3D
Q122959721,00001289.jpg,29315,primary,,,498,620,720,2003-03-15,,3D
Q122959722,00001290.jpg,29316,primary,,,492,636,720,2003-03-15,,3D
Q122959723,00001291.jpg,29317,primary,,,534,638,720,2003-03-15,,3D
Q122959725,00001292.jpg,29318,primary,,,517,578,864,2003-03-15,,3D
Q122959726,00001293.jpg,29319,primary,,,523,578,864,2003-03-15,,3D
Q122959727,00001294.jpg,29320,primary,,,554,578,864,2003-03-15,,3D
Q122959728,00001295.jpg,29321,primary,,,542,578,864,2003-03-15,,3D
Q122959729,00001296.jpg,29322,primary,,,428,578,864,2003-03-15,,3D
Q122959730,00001298.jpg,29324,primary,,,542,578,864,2003-03-15,,3D
Q122959732,00001299.jpg,29325,primary,,,626,578,864,2003-03-15,,3D
Q122959733,00001301.jpg,29327,primary,,,649,578,864,2003-03-15,,3D
Q122959734,00001303.jpg,29329,primary,,,617,578,864,2003-03-15,,3D
Q122959735,00001304.jpg,29330,primary,,,508,578,864,2003-03-15,,3D
Q122959736,00001305.jpg,29331,primary,,,597,578,864,2003-03-15,,3D
Q122959738,00001306.jpg,29332,primary,,,480,577,704,2003-03-15,,3D
Q122959739,00001307.jpg,29333,primary,,,528,578,864,2003-03-15,,3D
Q122959740,00001308.jpg,29334,primary,,,580,578,864,2003-03-15,,3D
Q122959741,00001310.jpg,29336,primary,,,455,606,720,2003-03-15,,3D
Q122959742,00001311.jpg,29337,primary,,,559,562,846,2003-03-15,,3D
Q122959743,00001313.jpg,29338,primary,,,623,571,864,2003-03-15,,3D
Q122959744,00001314.jpg,29339,primary,,,709,677,864,2003-03-15,,3D
Q122959745,00001315.jpg,29341,primary,,,547,783,598,2003-03-15,,3D
Q122959746,00001316.jpg,29342,primary,,,543,762,615,2003-03-15,,3D
Q122959747,00001317.jpg,29343,primary,,,552,792,601,2003-03-15,,3D
Q122959748,00001318.jpg,29344,primary,,,558,512,822,2003-03-15,,3D
Q122959749,00001319.jpg,29345,primary,,,638,792,671,2003-03-15,,3D
Q122959750,00001320.jpg,29346,primary,,,633,792,660,2003-03-15,,3D
Q122959751,00001321.jpg,29347,primary,,,639,792,692,2003-03-15,,3D
Q122959753,00001322.jpg,29348,primary,,,647,775,660,2003-03-15,,3D
Q122959754,00001323.jpg,29349,primary,,,675,565,853,2003-03-15,,3D
Q122959755,00001324.jpg,29350,primary,,,717,787,651,2003-03-15,,3D
Q122959756,00001325.jpg,29351,primary,,,584,761,595,2003-03-15,,3D
Q122959757,00001326.jpg,29352,primary,,,647,791,609,2003-03-15,,3D
Q122959758,00001327.jpg,29353,primary,,,564,758,590,2003-03-15,,3D
Q122959759,00001328.jpg,29354,primary,,,602,622,680,2003-03-15,,3D
Q122959760,00001329.jpg,29355,primary,,,729,698,720,2003-03-15,,3D
Q122959761,00001330.jpg,29356,primary,,,645,633,689,2003-03-15,,3D
Q122959762,00001331.jpg,29357,primary,,,655,639,701,2003-03-15,,3D
Q122959763,00001332.jpg,29358,primary,,,730,700,720,2003-03-15,,3D
Q122959764,00001333.jpg,29359,primary,,,763,707,720,2003-03-15,,3D
Q122959765,00001334.jpg,29360,primary,,,666,630,689,2003-03-15,,3D
Q122959766,00001335.jpg,29361,primary,,,665,629,720,2003-03-15,,3D
Q122959767,00001336.jpg,29362,primary,,,673,673,691,2003-03-15,,3D
Q122959769,00001337.jpg,29363,primary,,,610,598,677,2003-03-15,,3D
Q122959770,00001338.jpg,29364,primary,,,636,578,864,2003-03-15,,3D
Q122959776,00001394.jpg,29397,primary,,,524,607,720,2003-03-15,,3D
Q122959775,00001395.jpg,29396,primary,,,510,483,720,2003-03-15,,3D
Q122959774,00001396.jpg,29395,primary,,,426,547,720,2003-03-15,,3D
Q122959772,00001398.jpg,29392,primary,,,617,611,720,2003-03-15,,3D
Q122959773,00001399.jpg,29393,primary,,,580,616,720,2003-03-15,,3D
Q122959771,00001400.jpg,29391,primary,,,666,578,864,2003-03-15,,3D
Q122959777,00001401.jpg,29399,primary,,,710,669,864,2003-03-15,,3D
Q122959779,00001402.jpg,29400,primary,,,654,682,720,2003-03-15,,3D
Q122959786,00001404.jpg,29429,primary,,,550,677,720,2003-03-15,,3D
Q122959785,00001405.jpg,29428,primary,,,580,633,720,2003-03-15,,3D
Q122959813,00001406.jpg,29457,primary,,,583,629,720,2003-03-15,,3D
Q122959815,00001407.jpg,29458,primary,,,572,619,720,2003-03-15,,3D
Q122959788,00001408.jpg,29432,primary,,,538,615,720,2003-03-15,,3D
Q122959789,00001409.jpg,29433,primary,,,594,687,720,2003-03-15,,3D
Q122959790,00001410.jpg,29434,primary,,,406,607,720,2003-03-15,,3D
Q122959791,00001411.jpg,29435,primary,,,454,720,619,2003-03-15,,3D
Q122959792,00001412.jpg,29436,primary,,,507,720,695,2003-03-15,,3D
Q122959793,00001413.jpg,29437,primary,,,502,687,720,2003-03-15,,3D
Q122959794,00001414.jpg,29438,primary,,,455,611,720,2003-03-15,,3D
Q122959796,00001415.jpg,29439,primary,,,452,626,686,2003-03-15,,3D
Q122959797,00001416.jpg,29440,primary,,,293,613,431,2003-03-15,,3D
Q122959798,00001420.jpg,29442,primary,,,532,720,683,2003-03-15,,3D
Q122959799,00001422.jpg,29444,primary,,,555,578,864,2003-03-15,,3D
Q122959800,00001423.jpg,29445,primary,,,555,578,864,2003-03-15,,3D
Q122959801,00001423a.jpg,29446,primary,,,346,441,720,2003-03-15,,3D
Q122959802,00001423b.jpg,29447,primary,,,391,750,564,2003-03-15,,3D
Q122959803,00001425.jpg,29449,primary,,,358,386,792,2003-03-15,,3D
Q122959805,00001426.jpg,29450,primary,,,465,487,792,2003-03-15,,3D
Q122959806,00001427.jpg,29451,primary,,,505,502,792,2003-03-15,,3D
Q122959807,00001428.jpg,29452,primary,,,288,280,864,2003-03-15,,3D
Q122959808,00001429.jpg,29453,primary,,,478,498,792,2003-03-15,,3D
Q122959810,00001430.jpg,29454,primary,,,622,641,792,2003-03-15,,3D
Q122959811,00001431.jpg,29455,primary,,,396,720,454,2003-03-15,,3D
Q122959812,00001432.jpg,29456,primary,,,433,720,490,2003-03-15,,3D
Q122959841,00002310.jpg,33423,primary,,,802,612,720,2003-07-31,,2D
Q122959842,00002311.jpg,33424,primary,,,657,505,720,2003-07-31,,2D
Q122959843,00002312.jpg,33428,primary,,,861,667,720,2003-07-31,,2D
Q122959844,00002313.jpg,33430,primary,,,484,364,720,2003-07-31,,2D
Q122959845,00002314.jpg,33460,primary,,,689,540,720,2003-07-31,,2D
Q122959846,00002315.jpg,33462,primary,,,658,540,720,2003-07-31,,2D
Q122959816,00002316.jpg,32950,primary,,,528,466,720,2003-07-31,,2D
Q122959817,00002317.jpg,33090,primary,,,605,540,720,2003-07-31,,2D
Q122959818,00002320.jpg,33113,primary,,,562,540,720,2003-07-31,,3D
Q122959819,00002322.jpg,33138,primary,,,708,578,720,2003-07-31,,2D
Q122959820,00002324.jpg,33149,primary,,,664,540,720,2003-07-31,,2D
Q122959852,00002326.jpg,33852,primary,,,816,720,716,2003-07-31,,2D
Q122959821,00002327.jpg,33155,primary,,,847,720,719,2003-07-31,,2D
Q122959822,00002328.jpg,33251,primary,,,687,720,660,2003-07-31,,2D
Q122959823,00002329.jpg,33259,primary,,,668,540,720,2003-07-31,,2D
Q122959824,00002330.jpg,33260,primary,,,808,703,720,2003-07-31,,2D
Q122959826,00002331.jpg,33262,primary,,,598,540,720,2003-07-31,,2D
Q122959827,00002332.jpg,33263,primary,,,581,515,720,2003-07-31,,2D
Q122959828,00002333.jpg,33274,primary,,,627,560,720,2003-07-31,,2D
Q122959829,00002334.jpg,33281,primary,,,619,540,720,2003-07-31,,2D
Q122959830,00002335.jpg,33283,primary,,,722,564,720,2003-07-31,,2D
Q122959833,00002336.jpg,33359,primary,,,431,350,720,2003-07-31,,2D
Q122959831,00002337.jpg,33358,primary,,,345,288,720,2003-07-31,,2D
Q122959834,00002338.jpg,33360,primary,,,631,500,720,2003-07-31,,2D
Q122959835,00002339.jpg,33361,primary,,,514,410,720,2003-07-31,,2D
Q122959836,00002340.jpg,33362,primary,,,467,371,720,2003-07-31,,2D
Q122959837,00002341.jpg,33363,primary,,,541,434,720,2003-07-31,,2D
Q122959838,00002342.jpg,33376,primary,,,494,396,720,2003-07-31,,2D
Q122959839,00002343.jpg,33378,primary,,,676,540,720,2003-07-31,,2D
Q122959847,00002344.jpg,33547,primary,,,624,540,720,2003-07-31,,2D
Q122959849,00002345.jpg,33548,primary,,,636,540,720,2003-07-31,,2D
Q122959850,00002346.jpg,33549,primary,,,488,424,720,2003-07-31,,2D
Q122959851,00002347.jpg,33550,primary,,,549,463,720,2003-07-31,,2D
Q122960163,Amiens02.jpg,51538,primary,,,3148,1712,2560,2003-03-15,,3D
Q122960164,Amiens03.jpg,51539,primary,,,2368,1701,1404,2003-03-15,,3D
Q122960165,Amiens04.jpg,51540,primary,,,3672,1495,1971,2003-03-15,,3D
Q113814896,Amiens05-large.jpg,51541,primary,,,7752,2816,2500,2003-03-15,,3D
Q122960167,Amiens06.jpg,51542,primary,,,2612,1678,1845,2003-03-15,,3D
Q122960168,Amiens07.jpg,51543,primary,,,3151,1710,1833,2003-03-15,,3D
Q122960181,Amiens09.jpg,51553,primary,,,4302,2607,1783,2003-03-15,,3D
Q122960184,Amiens09a.jpg,51555,primary,,,6923,2040,3000,2003-03-15,,3D
Q122960183,Amiens10.jpg,51554,primary,,,3828,2541,1617,2003-03-15,,3D
Q122960170,Amiens12.jpg,51545,primary,,,475,978,417,2003-03-15,,3D
Q122960172,Amiens13.jpg,51546,primary,,,1686,1714,1116,2003-03-15,,3D
Q122960173,Amiens14.jpg,51547,primary,,,1274,1317,957,2003-03-15,,3D
Q122960175,Amiens15.jpg,51548,primary,,,1211,1707,849,2003-03-15,,3D
Q122960177,Amiens16.jpg,51549,primary,,,3031,1645,2241,2003-03-15,,3D
Q122960179,Amiens17.jpg,51551,primary,,,1995,1668,1414,2003-03-15,,3D
Q113814896,Amiens19-large.jpg,51550,primary,,,857,1150,817,2003-03-15,,3D
Q122960180,Amiens20.jpg,51552,primary,,,835,1135,744,2003-03-15,,3D
Q122960169,Amiens21.jpg,51544,primary,,,461,589,756,2003-03-15,,3D
Q122960185,Amiens22.jpg,51556,primary,,,365,533,684,2003-03-15,,3D
Q122960186,Amiens24.jpg,51558,primary,,,333,495,652,2003-03-15,,3D
Q122960187,Amiens25.jpg,51559,primary,,,303,415,518,2003-03-15,,3D
Q122960188,Amiens26.jpg,51560,primary,,,268,418,468,2003-03-15,,3D
Q122960189,Amiens27.jpg,51561,primary,,,335,432,550,2003-03-15,,3D
Q122960190,Amiens28.jpg,51562,primary,,,275,402,504,2003-03-15,,3D
Q122960191,Amiens29.jpg,51563,primary,,,286,424,504,2003-03-15,,3D
Q122960192,Amiens30.jpg,51564,primary,,,3631,1775,2602,2003-03-15,,3D
Q122960193,Amiens31.jpg,51565,primary,,,288,391,504,2003-03-15,,3D
Q122960194,Amiens32.jpg,51566,primary,,,271,396,504,2003-03-15,,3D
Q122960195,Amiens33.jpg,51567,primary,,,254,396,482,2003-03-15,,3D
Q122960196,Amiens34.jpg,51568,primary,,,292,432,517,2003-03-15,,3D
Q122960197,Amiens35.jpg,51569,primary,,,297,432,518,2003-03-15,,3D
Q122960199,Amiens36.jpg,51570,primary,,,293,432,525,2003-03-15,,3D
Q122960200,Amiens37.jpg,51571,primary,,,254,439,513,2003-03-15,,3D
Q122960201,Amiens39.jpg,51572,primary,,,232,389,504,2003-03-15,,3D
Q122960202,Amiens40.jpg,51573,primary,,,894,864,885,2003-03-15,,3D
Q122960203,Amiens41.jpg,51574,primary,,,348,492,526,2003-03-15,,3D
Q122959783,Amiens45.jpg,29418,primary,,,1433,1432,1051,2003-03-15,,3D
Q122959782,Amiens46.jpg,29417,primary,,,1388,1297,1051,2003-03-15,,3D
Q122960124,Angouleme001.jpg,47158,primary,,,4678,1920,2560,2003-08-02,,3D
Q122960107,Angouleme002.jpg,47125,primary,,,4661,1920,2560,2003-08-02,,3D
Q122960108,Angouleme003.jpg,47143,primary,,,4171,1920,2560,2003-08-02,,3D
Q122960109,Angouleme004.jpg,47144,primary,,,4457,1920,2560,2003-08-02,,3D
Q122960110,Angouleme005.jpg,47145,primary,,,4216,1920,2560,2003-08-02,,3D
Q122960113,Angouleme006.jpg,47146,primary,,,3066,1779,1756,2003-08-02,,3D
Q122960114,Angouleme007.jpg,47147,primary,,,4048,1920,2560,2003-08-02,,3D
Q122960115,Angouleme008.jpg,47148,primary,,,4147,1920,2560,2003-08-02,,3D
Q122960116,Angouleme009.jpg,47149,primary,,,4307,1920,2560,2003-08-02,,3D
Q122960117,Angouleme010.jpg,47150,primary,,,3029,1584,2151,2003-08-02,,3D
Q122960119,Angouleme011.jpg,47151,primary,,,2442,1433,2001,2003-08-02,,3D
Q122960120,Angouleme012.jpg,47152,primary,,,2344,1509,1894,2003-08-02,,3D
Q122960121,Angouleme013.jpg,47153,primary,,,2270,1478,1720,2003-08-02,,3D
Q122960122,Angouleme017.jpg,47157,primary,,,3091,1907,2201,2003-08-02,,3D
Q122960353,APDaybw51555.jpg,58964,primary,,,341,893,1313,2003-03-15,,3D
Q122960125,Aulnay001.jpg,47159,primary,,,4469,1920,2560,2003-08-02,,3D
Q122960126,Aulnay002.jpg,47160,primary,,,4684,1920,2560,2003-08-02,,3D
Q122960127,Aulnay003.jpg,47161,primary,,,4473,1920,2560,2003-08-02,,3D
Q122960128,Aulnay004.jpg,47162,primary,,,3549,1920,2560,2003-08-02,,3D
Q122960129,Aulnay005.jpg,47163,primary,,,3641,1920,2560,2003-08-02,,3D
Q122960130,Aulnay006.jpg,47164,primary,,,3691,1920,2560,2003-08-02,,3D
Q122960131,Aulnay007.jpg,47165,primary,,,2273,1920,2560,2003-08-02,,3D
Q122960132,Aulnay008.jpg,47166,primary,,,2246,1920,2560,2003-08-02,,3D
Q122960133,Aulnay009.jpg,47167,primary,,,2228,1920,2560,2003-08-02,,3D
Q122960134,Aulnay010.jpg,47168,primary,,,2173,1920,2560,2003-08-02,,3D
Q122960135,Aulnay011.jpg,47169,primary,,,2205,1920,2560,2003-08-02,,3D
Q122960136,Aulnay012.jpg,47170,primary,,,2239,1920,2560,2003-08-02,,3D
Q122960137,Aulnay013.jpg,47171,primary,,,2084,1920,2560,2003-08-02,,3D
Q122960138,Aulnay014.jpg,47172,primary,,,2168,1920,2560,2003-08-02,,3D
Q122960139,Aulnay015.jpg,47173,primary,,,2126,1920,2560,2003-08-02,,3D
Q122960140,Aulnay016.jpg,47174,primary,,,3556,1920,2560,2003-08-02,,3D
Q122960141,Aulnay017.jpg,47175,primary,,,3334,1920,2560,2003-08-02,,3D
Q122960142,Aulnay018.jpg,47176,primary,,,3464,1920,2560,2003-08-02,,3D
Q122960143,Aulnay019.jpg,47177,primary,,,3310,1920,2560,2003-08-02,,3D
Q122960144,Aulnay020.jpg,47178,primary,,,3511,1920,2560,2003-08-02,,3D
Q122960145,Aulnay021.jpg,47179,primary,,,4221,1920,2560,2003-08-02,,3D
Q122960147,Aulnay022.jpg,47180,primary,,,3895,1920,2560,2003-08-02,,3D
Q122960148,Aulnay023.jpg,47181,primary,,,1342,1241,1228,2003-08-02,,3D
Q122960149,Aulnay024.jpg,47182,primary,,,3558,1920,2560,2003-08-02,,3D
Q122960150,Aulnay025.jpg,47183,primary,,,1804,1920,2560,2003-08-02,,3D
Q122960152,Aulnay026.jpg,47184,primary,,,1797,1920,2560,2003-08-02,,3D
Q122960153,Aulnay027.jpg,47185,primary,,,2032,1920,2560,2003-08-02,,3D
Q122960154,Aulnay028.jpg,47186,primary,,,2038,1920,2560,2003-08-02,,3D
Q122960156,Aulnay029.jpg,47187,primary,,,2001,1920,2560,2003-08-02,,3D
Q122960157,Aulnay030.jpg,47188,primary,,,2047,1920,2560,2003-08-02,,3D
Q122960158,Aulnay031.jpg,47189,primary,,,3431,1920,2560,2003-08-02,,3D
Q122960160,Aulnay032.jpg,47190,primary,,,769,1561,1550,2003-08-02,,3D
Q122960208,Autun01.jpg,53870,primary,,,3025,1911,2100,2003-08-12,,3D
Q122960209,Autun02.jpg,53871,primary,,,4726,1920,2560,2003-08-12,,3D
Q122960210,Autun03.jpg,53872,primary,,,2355,1917,1221,2003-08-12,,3D
Q122960211,Autun04.jpg,53873,primary,,,2471,1920,1389,2003-08-12,,3D
Q122960213,Autun05.jpg,53874,primary,,,2690,1920,1635,2003-08-12,,3D
Q122960215,Autun06.jpg,53875,primary,,,2383,1917,1374,2003-08-12,,3D
Q122960219,Autun07.jpg,53877,primary,,,2387,1917,1132,2003-08-12,,3D
Q122960222,Autun08.jpg,53878,primary,,,3622,1920,2112,2003-08-12,,3D
Q122960224,Autun09.jpg,53879,primary,,,3046,1869,1881,2003-08-12,,3D
Q122960226,Autun10.jpg,53881,primary,,,1239,1915,1072,2003-08-12,,3D
Q122960227,Autun11.jpg,53882,primary,,,1212,1917,1064,2003-08-12,,3D
Q122960228,Autun12.jpg,53885,primary,,,2078,1912,1829,2003-08-12,,3D
Q122960229,Autun13.jpg,53886,primary,,,2681,1917,2027,2003-08-12,,3D
Q122960230,Autun14.jpg,53887,primary,,,2737,1920,2560,2003-08-12,,3D
Q122960231,Autun15.jpg,53888,primary,,,3112,1920,2560,2003-08-12,,3D
Q122960232,Autun16.jpg,53889,primary,,,2552,1920,2560,2003-08-12,,3D
Q122960233,Autun17.jpg,53890,primary,,,2844,1920,2560,2003-08-12,,3D
Q122960234,Autun18.jpg,53891,primary,,,2615,1920,2560,2003-08-12,,3D
Q122960235,Autun19.jpg,53892,primary,,,3048,1920,2560,2003-08-12,,3D
Q122960236,Autun20.jpg,53893,primary,,,2171,1920,2560,2003-08-12,,3D
Q122960238,Autun21.jpg,53894,primary,,,1671,1917,2407,2003-08-12,,3D
Q122960244,Autun24.jpg,53900,primary,,,2943,1920,2560,2003-08-12,,3D
Q122960242,Autun25.jpg,53899,primary,,,3054,1920,2560,2003-08-12,,3D
Q122960245,Autun26.jpg,53901,primary,,,2324,1920,2560,2003-08-12,,3D
Q122960240,Autun26.jpg,53898,primary,,,2324,1920,2560,2003-08-12,,3D
Q122960239,Autun27.jpg,53897,primary,,,3211,1920,2560,2003-08-12,,3D
Q122960246,Autun28.jpg,53902,primary,,,3151,1920,2560,2003-08-12,,3D
Q122960247,Autun29.jpg,53903,primary,,,2952,1920,2560,2003-08-12,,3D
Q122960251,Autun30.jpg,53907,primary,,,3142,1920,2560,2003-08-12,,3D
Q122960248,Autun31.jpg,53904,primary,,,2700,1860,2357,2003-08-12,,3D
Q122960249,Autun32.jpg,53905,primary,,,3027,1920,2560,2003-08-12,,3D
Q122960250,Autun33.jpg,53906,primary,,,3088,1920,2560,2003-08-12,,3D
Q122960252,Autun34.jpg,53908,primary,,,2208,1920,2560,2003-08-12,,3D
Q122960253,Autun35.jpg,53909,primary,,,2784,1920,2560,2003-08-12,,3D
Q122960254,Autun36.jpg,53910,primary,,,2709,1920,2560,2003-08-12,,3D
Q122960255,Autun37.jpg,53911,primary,,,2197,1920,2560,2003-08-12,,3D
Q122960256,Autun38.jpg,53912,primary,,,1972,2560,1920,2003-08-12,,3D
Q122960257,Autun39.jpg,53913,primary,,,1854,1920,2560,2003-08-12,,3D
Q122960258,Autun41.jpg,53915,primary,,,1841,1917,2146,2003-08-12,,3D
Q122960259,Autun42.jpg,53916,primary,,,2240,1920,2560,2003-08-12,,3D
Q122960260,Autun43.jpg,53918,primary,,,2266,1920,2560,2003-08-12,,3D
Q122960261,Autun44.jpg,53919,primary,,,2312,1920,2560,2003-08-12,,3D
Q122960262,Autun45.jpg,53920,primary,,,2430,1920,2560,2003-08-12,,3D
Q122960263,Autun46.jpg,53921,primary,,,2361,1920,2560,2003-08-12,,3D
Q122960266,Autun48.jpg,53922,primary,,,2463,1920,2560,2003-08-12,,3D
Q122960267,Autun49.jpg,53923,primary,,,2407,1920,2560,2003-08-12,,3D
Q122960268,Autun51.jpg,53925,primary,,,4330,1915,1956,2003-08-12,,3D
Q122960269,Autun52.jpg,53926,primary,,,4909,1917,2021,2003-08-12,,3D
Q122960270,Autun54.jpg,53927,primary,,,2302,1920,2560,2003-08-12,,3D
Q122960271,Autun55.jpg,53928,primary,,,3789,1917,1740,2003-08-12,,3D
Q122960272,Autun56.jpg,53929,primary,,,2302,1920,2560,2003-08-12,,3D
Q122960273,Autun57.jpg,53930,primary,,,2193,1920,2560,2003-08-12,,3D
Q122960274,Autun58.jpg,53931,primary,,,3260,1915,1417,2003-08-12,,3D
Q122960275,Autun59.jpg,53932,primary,,,4218,1917,1863,2003-08-12,,3D
Q122960276,Autun60.jpg,53933,primary,,,3127,1819,1218,2003-08-12,,3D
Q122960277,Autun61.jpg,53934,primary,,,3074,1904,1598,2003-08-12,,3D
Q122960278,Autun62.jpg,53935,primary,,,2449,1920,2560,2003-08-12,,3D
Q122960279,Autun63.jpg,53936,primary,,,2188,1920,2560,2003-08-12,,3D
