qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir,dimension
Q122960281,Autun64.jpg,53937,primary,,,2509,1920,2560,2003-08-12,,3D
Q122960283,Autun65.jpg,53938,primary,,,2202,1920,2560,2003-08-12,,3D
Q122960284,Autun66.jpg,53939,primary,,,5359,1920,2560,2003-08-12,,3D
Q122960285,Autun68.jpg,53940,primary,,,2326,1920,2560,2003-08-12,,3D
Q122960286,Autun69.jpg,53941,primary,,,2282,1920,2560,2003-08-12,,3D
Q122960287,Autun70.jpg,53942,primary,,,2211,1920,2560,2003-08-12,,3D
Q122960288,Autun71.jpg,53943,primary,,,2373,1920,2560,2003-08-12,,3D
Q122960289,Autun72.jpg,53944,primary,,,2379,1920,2560,2003-08-12,,3D
Q122960291,Autun73.jpg,53945,primary,,,2580,1920,2560,2003-08-12,,3D
Q122960293,Autun74.jpg,53946,primary,,,4663,1915,1801,2003-08-12,,3D
Q122960294,Autun75.jpg,53947,primary,,,711,1248,676,2003-08-12,,3D
Q122960295,Autun76.jpg,53948,primary,,,2518,1920,2560,2003-08-12,,3D
Q122960296,Autun77.jpg,53949,primary,,,2458,1350,1512,2003-08-12,,3D
Q122960297,Autun78.jpg,53950,primary,,,2209,1920,2560,2003-08-12,,3D
Q122960068,Brioude002.jpg,47088,primary,,,3920,2546,1869,2003-08-09,,3D
Q122960069,Brioude003.jpg,47090,primary,,,3654,1920,2560,2003-08-09,,3D
Q122960070,Brioude004.jpg,47091,primary,,,3710,1920,2560,2003-08-09,,3D
Q122960071,Brioude005.jpg,47092,primary,,,3792,1920,2560,2003-08-09,,3D
Q122960073,Brioude006.jpg,47093,primary,,,3826,1920,2560,2003-08-09,,3D
Q122960074,Brioude007.jpg,47094,primary,,,3761,1920,2560,2003-08-09,,3D
Q122960075,Brioude008.jpg,47095,primary,,,3515,1920,2560,2003-08-09,,3D
Q122960076,Brioude009.jpg,47096,primary,,,2266,1920,2560,2003-08-09,,3D
Q122960077,Brioude010.jpg,47097,primary,,,3700,1920,2560,2003-08-09,,3D
Q122960078,Brioude011.jpg,47098,primary,,,2341,1920,2560,2003-08-09,,3D
Q122960079,Brioude012.jpg,47099,primary,,,3410,1920,2560,2003-08-09,,3D
Q122960080,Brioude013.jpg,47100,primary,,,3893,1920,2560,2003-08-09,,3D
Q122960081,Brioude014.jpg,47101,primary,,,3904,1920,2560,2003-08-09,,3D
Q122960082,Brioude015.jpg,47102,primary,,,2180,1920,2560,2003-08-09,,3D
Q122960084,Brioude016.jpg,47103,primary,,,3749,1920,2560,2003-08-09,,3D
Q122960105,Brioude017.jpg,47121,primary,,,3688,1920,2560,2003-08-09,,3D
Q122960085,Brioude018.jpg,47104,primary,,,3446,1920,2560,2003-08-09,,3D
Q122960086,Brioude019.jpg,47105,primary,,,3746,1920,2560,2003-08-09,,3D
Q122960087,Brioude020.jpg,47106,primary,,,3965,1920,2560,2003-08-09,,3D
Q122960088,Brioude021.jpg,47107,primary,,,3647,1920,2560,2003-08-09,,3D
Q122960089,Brioude022.jpg,47108,primary,,,3770,1920,2560,2003-08-09,,3D
Q122960090,Brioude023.jpg,47109,primary,,,2277,1920,2560,2003-08-09,,3D
Q122960091,Brioude024.jpg,47110,primary,,,2366,1920,2560,2003-08-09,,3D
Q122960092,Brioude025.jpg,47111,primary,,,3784,1920,2560,2003-08-09,,3D
Q122960093,Brioude026.jpg,47112,primary,,,3508,1920,2560,2003-08-09,,3D
Q122960095,Brioude027.jpg,47113,primary,,,2130,1920,2560,2003-08-09,,3D
Q122960096,Brioude028.jpg,47114,primary,,,1537,1379,1269,2003-08-09,,3D
Q122960097,Brioude029.jpg,47115,primary,,,3824,1920,2560,2003-08-09,,3D
Q122960098,Brioude030.jpg,47116,primary,,,4209,1920,2560,2003-08-09,,3D
Q122960099,Brioude031.jpg,47117,primary,,,3799,1920,2560,2003-08-09,,3D
Q122960101,Brioude032.jpg,47118,primary,,,3573,1920,2560,2003-08-09,,3D
Q122960102,Brioude033.jpg,47119,primary,,,3555,1920,2560,2003-08-09,,3D
Q122960103,Brioude034.jpg,47120,primary,,,3685,1920,2560,2003-08-09,,3D
Q122960106,Brioude035.jpg,47122,primary,,,3800,1920,2560,2003-08-09,,3D
Q122960344,Charity.jpg,54368,primary,,,8466,3722,2545,2023-08-09,,3D
Q122960352,Charity2mjsf8.jpg,56299,primary,,,1225,1890,1470,2017-07-30,,3D
Q122960015,Clermont_Cathedral_001.jpg,47024,primary,,,2057,1920,2560,2003-08-10,,3D
Q122960016,Clermont_Cathedral_002.jpg,47025,primary,,,2228,1920,2560,2003-08-10,,3D
Q122960017,Clermont_Cathedral_003.jpg,47026,primary,,,2243,1920,2560,2003-08-10,,3D
Q122960018,Clermont_Cathedral_004.jpg,47027,primary,,,2366,1920,2560,2003-08-10,,3D
Q122960019,Clermont_Cathedral_005.jpg,47028,primary,,,2256,1920,2560,2003-08-10,,3D
Q122960020,Clermont_Cathedral_006.jpg,47029,primary,,,2284,1920,2560,2003-08-10,,3D
Q122960021,Clermont_Cathedral_007.jpg,47030,primary,,,2347,1920,2560,2003-08-10,,3D
Q122960023,Clermont_Cathedral_008.jpg,47031,primary,,,2334,1920,2560,2003-08-10,,3D
Q122960024,Clermont_Cathedral_009.jpg,47032,primary,,,2276,1920,2560,2003-08-10,,3D
Q122960025,Clermont_Cathedral_010.jpg,47033,primary,,,2286,1920,2560,2003-08-10,,3D
Q122960027,Clermont_Cathedral_011.jpg,47034,primary,,,2296,1920,2560,2003-08-10,,3D
Q122960028,Clermont_Cathedral_012.jpg,47035,primary,,,1956,1920,2560,2003-08-10,,3D
Q122960029,Clermont_Cathedral_013.jpg,47036,primary,,,3471,1920,2560,2003-08-10,,3D
Q122960030,Clermont_Cathedral_014.jpg,47037,primary,,,3119,1920,2560,2003-08-10,,3D
Q122960032,Clermont_Cathedral_015.jpg,47038,primary,,,2145,1920,2560,2003-08-10,,3D
Q122960034,Clermont_Cathedral_016.jpg,47039,primary,,,2327,1920,2560,2003-08-10,,3D
Q122960035,Clermont_Cathedral_017.jpg,47040,primary,,,2287,1920,2560,2003-08-10,,3D
Q122960036,Clermont_Cathedral_018.jpg,47041,primary,,,2347,1920,2560,2003-08-10,,3D
Q122960037,Clermont_Cathedral_019.jpg,47042,primary,,,2323,1920,2560,2003-08-10,,3D
Q122960038,Clermont_Cathedral_020.jpg,47043,primary,,,4258,1920,2560,2003-08-10,,3D
Q122960039,Clermont_Cathedral_021.jpg,47044,primary,,,4228,1920,2560,2003-08-10,,3D
Q122960041,Clermont_Cathedral_022.jpg,47045,primary,,,3807,1920,2560,2003-08-10,,3D
Q122960042,Clermont_Cathedral_023.jpg,47046,primary,,,3653,1920,2560,2003-08-10,,3D
Q122960043,Clermont_Cathedral_024.jpg,47047,primary,,,2127,1920,2560,2003-08-10,,3D
Q122960044,Clermont_Cathedral_025.jpg,47048,primary,,,3424,1920,2560,2003-08-10,,3D
Q122960045,Clermont_Cathedral_026.jpg,47049,primary,,,3741,1920,2560,2003-08-10,,3D
Q122960046,Clermont_Cathedral_027.jpg,47050,primary,,,3341,1920,2560,2003-08-10,,3D
Q122960047,Clermont_Cathedral_028.jpg,47051,primary,,,3703,1920,2560,2003-08-10,,3D
Q122960049,Clermont_Cathedral_029.jpg,47052,primary,,,3314,1920,2560,2003-08-10,,3D
Q122960050,Clermont_Cathedral_030.jpg,47053,primary,,,4208,1920,2560,2003-08-10,,3D
Q122960051,Clermont_Cathedral_031.jpg,47054,primary,,,3937,1920,2560,2003-08-10,,3D
Q122960053,Clermont_Cathedral_032.jpg,47055,primary,,,3814,1920,2560,2003-08-10,,3D
Q122960054,Clermont_Cathedral_033.jpg,47056,primary,,,3262,1920,2560,2003-08-10,,3D
Q122960055,Clermont_Cathedral_034.jpg,47057,primary,,,3343,1920,2560,2003-08-10,,3D
Q122960056,Clermont_Cathedral_035.jpg,47058,primary,,,3989,1920,2560,2003-08-10,,3D
Q122960057,Clermont_Cathedral_036.jpg,47059,primary,,,4199,1920,2560,2003-08-10,,3D
Q122960058,Clermont_Cathedral_037.jpg,47060,primary,,,2319,1920,2560,2003-08-10,,3D
Q122960059,Clermont_Cathedral_038.jpg,47061,primary,,,3805,1920,2560,2003-08-10,,3D
Q122960061,Clermont_Cathedral_039.jpg,47062,primary,,,3790,1920,2560,2003-08-10,,3D
Q122960062,Clermont_Cathedral_040.jpg,47063,primary,,,4012,1920,2560,2003-08-10,,3D
Q122960063,Clermont_ND_du_Port01.jpg,47065,primary,,,4071,1920,2560,2003-08-10,,3D
Q122960064,Clermont_ND_du_Port02.jpg,47066,primary,,,2193,1444,2035,2003-08-10,,3D
Q122960065,Clermont_ND_du_Port04.jpg,47068,primary,,,3392,1920,2560,2003-08-10,,3D
Q122960066,Clermont_ND_du_Port05.jpg,47069,primary,,,4367,1920,2560,2003-08-10,,3D
Q122960067,Clermont_ND_du_Port07.jpg,47071,primary,,,3313,1920,2560,2003-08-10,,3D
Q122960002,DSC00234.jpg,46396,primary,,,272,598,1262,2005-12-29,,3D
Q122959940,DSC00238.jpg,46341,primary,,,237,738,1280,2005-12-29,,3D
Q122959927,DSC00241.jpg,46328,primary,,,553,960,1280,2005-12-29,,3D
Q122959929,DSC00243.jpg,46330,primary,,,618,843,838,2005-12-29,,3D
Q122959930,DSC00247.jpg,46331,primary,,,177,508,1232,2005-12-29,,3D
Q122959931,DSC00248.jpg,46332,primary,,,147,454,1254,2005-12-29,,3D
Q122960004,DSC00252.jpg,46398,primary,,,144,434,1280,2005-12-29,,3D
Q122959935,DSC00254.jpg,46336,primary,,,301,750,1280,2005-12-29,,3D
Q122959934,DSC00255.jpg,46335,primary,,,156,474,1228,2005-12-29,,3D
Q122959941,DSC00256.jpg,46342,primary,,,514,960,1280,2005-12-29,,3D
Q122959937,DSC00257.jpg,46338,primary,,,584,960,1280,2005-12-29,,3D
Q122959997,DSC00258.jpg,46392,primary,,,270,876,1244,2005-12-29,,3D
Q122959939,DSC00260.jpg,46340,primary,,,536,960,1280,2005-12-29,,3D
Q122959936,DSC00262.jpg,46337,primary,,,240,942,1090,2005-12-29,,3D
Q122959942,DSC00264.jpg,46343,primary,,,523,960,1280,2005-12-29,,3D
Q122960003,DSC00265.jpg,46397,primary,,,316,868,1280,2005-12-29,,3D
Q122959968,DSC00266.jpg,46367,primary,,,342,856,1280,2005-12-29,,3D
Q122959932,DSC00267.jpg,46333,primary,,,230,868,760,2005-12-29,,3D
Q122959946,DSC00271.jpg,46347,primary,,,440,1280,960,2005-12-29,,3D
Q122959947,DSC00272.jpg,46348,primary,,,405,1280,960,2005-12-29,,3D
Q122959949,DSC00273.jpg,46349,primary,,,432,1280,960,2005-12-29,,3D
Q122959950,DSC00274.jpg,46350,primary,,,412,1280,960,2005-12-29,,3D
Q122959945,DSC00275.jpg,46346,primary,,,395,1280,960,2005-12-29,,3D
Q122959952,DSC00277.jpg,46352,primary,,,421,1280,960,2005-12-29,,3D
Q122959953,DSC00278.jpg,46353,primary,,,419,1280,960,2005-12-29,,3D
Q122959970,DSC00279.jpg,46369,primary,,,417,1280,960,2005-12-29,,3D
Q122959955,DSC00280.jpg,46355,primary,,,418,1280,960,2005-12-29,,3D
Q122959956,DSC00281.jpg,46356,primary,,,378,1280,960,2005-12-29,,3D
Q122959957,DSC00282.jpg,46357,primary,,,470,1280,960,2005-12-29,,3D
Q122959958,DSC00283.jpg,46358,primary,,,337,1280,960,2005-12-29,,3D
Q122959959,DSC00284.jpg,46359,primary,,,293,1280,960,2005-12-29,,3D
Q122959960,DSC00285.jpg,46360,primary,,,284,1280,960,2005-12-29,,3D
Q122959963,DSC00286.jpg,46361,primary,,,354,1280,960,2005-12-29,,3D
Q122959964,DSC00287.jpg,46362,primary,,,301,1026,804,2005-12-29,,3D
Q122959965,DSC00291.jpg,46363,primary,,,259,1280,960,2005-12-29,,3D
Q122959967,DSC00293.jpg,46366,primary,,,321,748,1280,2005-12-29,,3D
Q122959966,DSC00294.jpg,46365,primary,,,280,640,1280,2005-12-29,,3D
Q122959996,DSC00296.jpg,46391,primary,,,289,784,1280,2005-12-29,,3D
Q122959969,DSC00297.jpg,46368,primary,,,606,960,1280,2005-12-29,,3D
Q122959973,DSC00298.jpg,46371,primary,,,532,960,1280,2005-12-29,,3D
Q122959972,DSC00299.jpg,46370,primary,,,613,960,1280,2005-12-29,,3D
Q122959954,DSC00300.jpg,46354,primary,,,260,606,1194,2005-12-29,,3D
Q122959975,DSC00302.jpg,46372,primary,,,195,533,1208,2005-12-29,,3D
Q122959977,DSC00303.jpg,46374,primary,,,145,470,1292,2005-12-29,,3D
Q122959978,DSC00305.jpg,46375,primary,,,180,744,1238,2005-12-29,,3D
Q122959979,DSC00306.jpg,46376,primary,,,189,666,1249,2005-12-29,,3D
Q122959983,DSC00307.jpg,46380,primary,,,204,459,1265,2005-12-29,,3D
Q122959981,DSC00311.jpg,46378,primary,,,381,960,1280,2005-12-29,,3D
Q122959982,DSC00312.jpg,46379,primary,,,383,960,1280,2005-12-29,,3D
Q122959980,DSC00313.jpg,46377,primary,,,298,776,1234,2005-12-29,,3D
Q122959984,DSC00314.jpg,46381,primary,,,270,714,1280,2005-12-29,,3D
Q122959987,DSC00315.jpg,46383,primary,,,230,524,1242,2005-12-29,,3D
Q122959985,DSC00316.jpg,46382,primary,,,211,438,1280,2005-12-29,,3D
Q122959988,DSC00317.jpg,46385,primary,,,513,960,1280,2005-12-29,,3D
Q122959989,DSC00318.jpg,46386,primary,,,525,960,1280,2005-12-29,,3D
Q122959991,DSC00319.jpg,46387,primary,,,573,960,1280,2005-12-29,,3D
Q122959992,DSC00320.jpg,46388,primary,,,520,960,1280,2005-12-29,,3D
Q122959993,DSC00322.jpg,46389,primary,,,620,960,1280,2005-12-29,,3D
Q122959928,DSC00323.jpg,46329,primary,,,592,960,1280,2005-12-29,,3D
Q122959944,DSC00324.jpg,46345,primary,,,237,726,1254,2005-12-29,,3D
Q122959938,DSC00325.jpg,46339,primary,,,251,726,1280,2005-12-29,,3D
Q122959998,DSC00326.jpg,46393,primary,,,481,960,1280,2005-12-29,,3D
Q122959999,DSC00327.jpg,46394,primary,,,556,960,1280,2005-12-29,,3D
Q122960001,DSC00328.jpg,46395,primary,,,295,858,1256,2005-12-29,,3D
Q122959994,DSC00329.jpg,46390,primary,,,613,960,1280,2005-12-29,,3D
Q122959943,DSC00330.jpg,46344,primary,,,297,600,1280,2005-12-29,,3D
Q122959933,DSC00334.jpg,46334,primary,,,508,960,1280,2005-12-29,,3D
Q122960005,DSC00335.jpg,46399,primary,,,530,960,1280,2005-12-29,,3D
Q122960006,DSC00336.jpg,46400,primary,,,581,960,1280,2005-12-29,,3D
Q122960007,DSC00337.jpg,46401,primary,,,138,428,1280,2005-12-29,,3D
Q122960008,DSC00338.jpg,46402,primary,,,524,960,1280,2005-12-29,,3D
Q122960010,DSC00339.jpg,46403,primary,,,585,960,1280,2005-12-29,,3D
Q122960013,DSC00455.jpg,46407,primary,,,461,323,995,2006-01-14,,3D
Q122960012,DSC00456.jpg,46406,primary,,,564,469,1008,2006-01-14,,3D
Q122960011,DSC00457.jpg,46405,primary,,,413,303,991,2006-01-14,,3D
Q122960350,Grandmother2.jpg,54375,primary,,,3362,2250,1545,2010-04-13,,3D
Q122960205,Kimbell_Adam_naming_animals.jpg,53847,primary,,,138,772,400,2023-08-09,,3D
Q122960207,Kimbell_Arles_sarcophagus.jpg,53848,primary,,,602,447,1247,2023-08-09,,3D
Q122960204,Kimbell_Ascension_Rabbula_Gospels.jpg,53846,primary,,,237,648,500,2023-08-09,,3D
Q122960339,Macklin_Vol_1-06-Close.jpg,54092,primary,,,5621,2555,2096,2023-08-09,,3D
Q122960338,Macklin_Vol_6-01.jpg,54081,primary,,,4473,2260,1872,2023-08-09,,3D
Q122960337,Macklin_Vol_6-02.jpg,54080,primary,,,4402,2305,1880,2023-08-09,,3D
Q122960336,Macklin_Vol_6-03.jpg,54079,primary,,,4773,2346,1958,2023-08-09,,3D
Q122960335,Macklin_Vol_6-04.jpg,54077,primary,,,4320,2331,1888,2023-08-09,,3D
Q122960334,Macklin_Vol_6-05.jpg,54076,primary,,,4885,2361,1944,2023-08-09,,3D
Q122960340,Macklin_Vol_6-06.jpg,54119,primary,,,4874,2376,1932,2023-08-09,,3D
Q122960333,Macklin_Vol_6-07.jpg,54075,primary,,,4272,2294,1858,2023-08-09,,3D
Q122960331,Macklin_Vol_6-08.jpg,54073,primary,,,4888,2413,1977,2023-08-09,,3D
Q122960329,Macklin_Vol_6-09.jpg,54072,primary,,,4618,2298,1917,2023-08-09,,3D
Q122960342,Macklin_Vol_6-10.jpg,54122,primary,,,4545,2346,1927,2023-08-09,,3D
Q122960328,Macklin_Vol_6-12.jpg,54069,primary,,,4880,2290,1906,2023-08-09,,3D
Q122960327,Macklin_Vol_6-13.jpg,54068,primary,,,5126,2301,1917,2023-08-09,,3D
Q122960326,Macklin_Vol_6-14.jpg,54067,primary,,,4520,2431,1977,2023-08-09,,3D
Q122960325,Macklin_Vol_6-15.jpg,54066,primary,,,2441,2294,1884,2023-08-09,,3D
Q122960324,Macklin_Vol_6-16.jpg,54065,primary,,,5000,2309,1910,2023-08-09,,3D
Q122960323,Macklin_Vol_6-17.jpg,54063,primary,,,4683,2290,1921,2023-08-09,,3D
Q122960322,Macklin_Vol_6-18.jpg,54062,primary,,,2655,2364,1936,2023-08-09,,3D
Q122960320,Macklin_Vol_6-19.jpg,54060,primary,,,4606,2301,1909,2023-08-09,,3D
Q122960319,Macklin_Vol_6-20.jpg,54059,primary,,,4486,2324,1932,2023-08-09,,3D
Q122960317,Macklin_Vol_6-21.jpg,54058,primary,,,4251,2302,1850,2023-08-09,,3D
Q122960316,Macklin_Vol_6-23.jpg,54055,primary,,,5998,2559,2137,2023-08-09,,3D
Q122960315,Macklin_Vol_6-24.jpg,54054,primary,,,5642,2518,2093,2023-08-09,,3D
Q122960314,Macklin_Vol_6-25.jpg,54053,primary,,,5170,2590,2109,2023-08-09,,3D
Q122960313,Macklin_Vol_6-26.jpg,54052,primary,,,4747,2394,1925,2023-08-09,,3D
Q122960312,Macklin_Vol_6-27.jpg,54051,primary,,,4949,2353,1929,2023-08-09,,3D
Q122960311,Macklin_Vol_6-28.jpg,54050,primary,,,6343,2563,2126,2023-08-09,,3D
Q122960310,Macklin_Vol_6-29.jpg,54049,primary,,,5021,2305,1914,2023-08-09,,3D
Q122960309,Macklin_Vol_6-30.jpg,54048,primary,,,4472,2256,1876,2023-08-09,,3D
Q122960308,Macklin_Vol_6-31.jpg,54047,primary,,,5453,2413,1985,2023-08-09,,3D
Q122960306,Macklin_Vol_7-01.jpg,54046,primary,,,2626,2402,1947,2023-08-09,,3D
Q122960304,Macklin_Vol_7-02.jpg,54045,primary,,,4528,2342,1906,2023-08-09,,3D
Q122960303,Macklin_Vol_7-03.jpg,54044,primary,,,4550,2357,1958,2023-08-09,,3D
Q122960302,Macklin_Vol_7-04.jpg,54043,primary,,,4479,2305,1899,2023-08-09,,3D
Q122960301,Macklin_Vol_7-05.jpg,54042,primary,,,4375,2323,1831,2023-08-09,,3D
Q122960300,Macklin_Vol_7-06.jpg,54041,primary,,,4747,2354,1925,2023-08-09,,3D
Q122960341,Macklin_Vol_7-07.jpg,54121,primary,,,4755,2305,1928,2023-08-09,,3D
Q122960299,Macklin_Vol_7-08.jpg,54040,primary,,,5075,2358,1977,2023-08-09,,3D
Q122960298,Macklin_Vol_7-09.jpg,54038,primary,,,5385,2588,1995,2023-08-09,,3D
Q122960348,Maurice.jpg,54372,primary,,,1482,2508,768,2010-04-13,,3D
Q122960345,Nursing4.jpg,54370,primary,,,2886,2328,1716,2010-04-13,,3D
Q122960343,Nursing5.jpg,54366,primary,,,3516,2532,1848,2010-04-13,,3D
Q122960347,Tender3.jpg,54371,primary,,,995,1689,834,2010-04-13,,3D
Q122960349,Tender4.jpg,54374,primary,,,1537,1824,1530,2010-04-13,,3D
Q122960351,woman-harvest-9285.jpg,55881,primary,,,1309,1363,1240,2014-04-28,,3D
