qid,label_en,act_id,dimension,status,inception_val
Q122959381,"Chartres Cathedral; Christ as trumeau figure; central portal, south transept",26344,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959382,"Chartres Cathedral; Apostles; left embrasure, central portal, south transept",26345,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959383,"Chartres Cathedral; Apostles Peter and Andrew; left embrasure, central portal, south transept",26346,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959384,"Chartres Cathedral; Heaven; left archivolts, central portal, south transept",26347,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959385,"Chartres Cathedral; Apostle Paul and scenes of hell; right side, central portal, south transept",26348,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959386,"Chartres Cathedral; Christ as Supreme Judge; central portal, south transept",26350,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959387,"Chartres Cathedral; Apostles John, James the Major, James the Minor; right embrasure, central portal, south transept",26351,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959388,"Chartres Cathedral; donor figures with bread; below trumeau, central portal, south transept",26352,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959389,"Chartres Cathedral; separation of the saved and the damned; lintel, central portal, south transept",26353,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959406,"Chartres Cathedral; Laumer, Silvester, Ambrose, Nicholas; left embrasure jamb figures, right portal, south transept",26370,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959408,"Chartres Cathedral; St. Lomer ( also known as Launomarus of Corbion); between central and right portal, south transept",26371,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959409,"Chartres Cathedral; tonsured priest; right embrasure, right portal, south transept",26372,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959411,"Chartres Cathedral; Apostle Jude; between central and right portal, south transept",26374,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959421,"Chartres Cathedral; bakers or bread donors; figures below trumeau, central portal, south transept",26391,3D,inception prior to copyright cutoff,1212-01-01T00:00:00Z
Q122959603,Elijah Meets Obadiah,29198,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959604,Angel's Warning to the Three Wise Men,29202,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959605,Later Life of the Three Wise Men,29203,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959606,Burning of the Ship of the Three Wise Men,29204,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959607,Herod's Order to Burn the Ship of the Three Wise Men,29205,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959608,Solomon's Prayer of Dedication for the Temple,29206,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959609,Solomon Answers the Questions of the Queen of Sheba,29207,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959611,"Balaam's Prophecy of ""Star of Jacob""",29208,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959612,Isaiah Prophesying the Adoration of Christ,29209,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959613,Herod's Inquiry into the Birthplace of the Messiah,29210,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959614,"Massacre of the Innocents, stone",29211,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959615,Solomon on His Throne,29212,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959616,Queen of Sheba's Visit to Solomon,29213,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959617,Obadiah Feeding Prophets,29214,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959618,Veneration of Idol,29215,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959619,Personification of Despair,29216,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959620,Personfication of Avarice,29217,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959621,Embrace of Lust,29218,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959622,Folly Bites on Stone,29219,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959624,Fall of Pride,29220,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959625,Ezekiel's Vision of Man with Measuring Reed,29221,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959626,Daniel's Interpretation of the Writing on the Wall,29222,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959627,Personification of Faith,29224,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959628,Personification of Hope,29225,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959629,Personification of Charity,29226,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959630,Personification of Chastity,29227,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959631,Personification of Prudence,29228,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959632,Personification of Humility,29229,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959634,Ezekiel's symbols - wheel within a wheel and hem of his robe.,29230,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959635,Daniel in the Lion's Den,29231,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959636,Nahum Prophesying against Nineveh,29232,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959637,Wolf and the Crane,29233,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959638,Example of Cowardice,29234,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959639,Example of Anger,29235,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959640,Example of Bad Behavior,29236,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959641,Example of Disobedience,29237,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959642,Example of Inconstancy,29238,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959643,Purification of Isaiah,29239,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959644,Breaking of Jeremiah's Yoke,29240,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959646,Spears Are Beaten into Pruning Hooks,29241,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959647,The Fox and the Rooster from Aesop's Fables,29242,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959649,Personification of Fortitude,29243,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959650,Personification of Patience,29244,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959651,Personification of Gentleness,29245,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959652,Personification of Concord,29246,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959653,Personification of Obedience,29247,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959654,Personification of Perseverance,29248,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959655,Isaiah's Vision of God on the Throne,29250,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959656,Jeremiah Buries His Girdle,29251,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959657,Swords Are Beaten into Plowshares,29252,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959658,Moses before the Burning Bush,29253,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959659,Aaron with the Blossoming Rod,29254,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959661,Elizabeth Giving Birth to John the Baptist,29255,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959662,Naming of John the Baptist,29256,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959663,Child Jesus among the Teachers in the Temple,29257,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959664,Return of the Holy Family from Egypt,29258,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959665,Amos the Herdsman,29259,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959666,Nebuchadnezzar's dream,29260,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959667,Gideon's fleece,29261,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959668,Reaping the Grain Harvest,29262,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959669,Harvesting,29263,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959670,Annunciation of the Birth of John to Zechariah,29265,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959671,Zechariah and Elizabeth Reacting to the Annunciation of the Birth of John the Baptist,29266,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959672,"Flight into Egypt, stone",29267,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959673,Fall of the Idols,29268,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959674,Amos' Vision of God Constructing a Wall,29269,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959675,Sowing of Winter Crop,29270,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959676,Treading of Grapes for Wine,29271,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959677,Harvesting of Fruit,29272,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959679,Threshing of the Grain,29273,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959680,God Afflicts the Land with Drought,29276,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959681,Sagittarius the Archer,29277,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959682,Scorpio the Scorpion,29279,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959683,Libra as Justice Holding Scales,29280,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959684,Virgo the Virgin,29281,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959685,Leo the Lion,29282,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959686,Cancer the Crab,29283,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959687,Rebuilding of the House of God,29284,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959688,"Haggai's prophetic speech, Fall into Ruin of the House of God",29285,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959689,Rise of Wickedness,29286,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959690,God Speaks to the People of Israel,29287,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959691,Fall into Ruin of the House of God,29288,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959693,Rise of Wickedness,29289,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959694,God's Condemnation of Polluted Sacrifice,29291,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959695,Destruction of Nineveh,29292,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959696,Daniel in the Lion's Den,29293,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959697,Ruin of Nineveh,29294,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959698,The Destruction of Nineveh,29295,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959699,Writing of the Vision of Habakkuk,29296,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959700,God's Destruction of the Ethiopians,29297,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959701,"Ahab, Elijah and Obadiah",29298,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959702,Jonah under a Bush outside Nineveh,29299,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959703,Micah's Prophecy of the Vine,29300,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959705,Elijah Commands Obadiah,29301,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959706,Jonah Being Cast out of the Belly of the Fish,29302,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959707,Micah Prophesying before the Tower,29303,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959708,Preparing of Game for a Feast,29304,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959709,Two-Headed Man (Janus) at the Table of Feast,29305,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959710,Man Warming Himself by the Fire,29306,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959711,Vine-Cultivation,29307,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959712,Hunting with a Falcon,29308,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959713,Garden in Spring,29309,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959715,Ruin of Nineveh,29310,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959716,Capricorn,29311,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959717,Aquarius,29312,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959718,Pisces the Fish,29313,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959720,Aries the Ram,29314,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959721,Taurus the Bull,29315,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959722,Gemini (the Twins),29316,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959723,God Searching Jerusalem with Lamps,29317,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959725,"West facade, left portal, right side",29318,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959726,"West facade, left portal, left side",29319,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959727,"West facade, central portal, left side",29320,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959728,"West facade, central portal, right side",29321,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959729,"West facade, right portal, right side",29322,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959730,"Amiens Cathedral, West facade, right portal, left side",29324,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959732,"Mary, Queen of Heaven",29325,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959733,"Last Judgment, Cathédrale d'Amiens",29327,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959734,"Last Judgment, Cathédrale d'Amiens (Detail)",29329,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959735,Christ treading on beasts,29330,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959736,St. Firmin's Relics,29331,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959738,"Amiens Cathedral, West portal",29332,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959739,"Amiens Cathedral, West portal",29333,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959740,"Amiens Cathedral, West portal",29334,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959741,Christ Treading on Beasts,29336,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959780,King Belshazzar's Feast,29415,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959785,Amos' Visions of the Impending Devastation that God Speaks to Amos,29428,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959786,Amos' Visions of the Impending Devastation that Amos Speaks to God,29429,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959788,Joel's Prophecies Regarding the Darkening of the Sun and the Moon,29432,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959789,God Appearing to Amos the Shepherd,29433,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959790,God Creates Adam and Eve,29434,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959791,God Warns Adam and Eve not to Eat from the Tree of Knowledge of Good and Evil,29435,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959792,Angel Keeps Adam and Eve out of Paradise with a Flaming Sword,29436,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959793,God Creates Adam,29437,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959794,God Creates Eve from Adam,29438,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959796,Adam and Eve Holding and Eating the Fruit,29439,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959797,Adam Digging the Earth and Eve Spinning,29440,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959798,"Annunciation and Visitation, stone sculpture",29442,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959799,Christ at Last Judgment with Mary and John the Baptist,29444,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959800,Christ at Last Judgment,29445,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959801,Christ at Last Judgment (Detail),29446,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959802,"Last Judgment, Cathédrale d'Amiens (Detail)",29447,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959803,"Last Judgment, Cathédrale d'Amiens (Detail)",29449,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959805,"Last Judgment, Cathédrale d'Amiens (Detail)",29450,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959806,"Last Judgment, Cathédrale d'Amiens (Detail)",29451,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959807,"Last Judgment, Cathédrale d'Amiens (Detail)",29452,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959808,"Last Judgment, Cathédrale d'Amiens (Detail)",29453,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959810,"Last Judgment, Cathédrale d'Amiens (Detail)",29454,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959811,Wise Virgins,29455,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959812,John the Baptist's Warning about the impending judgment,29456,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959813,Hosea Takes Gomer to Be His Wife,29457,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122959815,Hosea Takes Gomer to Be His Wife -- second instance paying 15 shekels of silver,29458,3D,inception prior to copyright cutoff,1230-01-01T00:00:00Z
Q122960029,"Madonna and Child, Clermont-Ferrand fresco",47036,3D,inception prior to copyright cutoff,1250-01-01T00:00:00Z
Q122960030,Clermont-Ferrand fresco,47037,3D,inception prior to copyright cutoff,1250-01-01T00:00:00Z
Q122960032,Clermont-Ferrand fresco,47038,3D,inception prior to copyright cutoff,1250-01-01T00:00:00Z
Q122959439,"Sens; Martyrdom of St. Stephen; central portal, west facade",27117,3D,inception prior to copyright cutoff,1270-01-01T00:00:00Z
Q122960352,Charity,56299,3D,inception prior to copyright cutoff,1330-01-01T00:00:00Z
Q122959779,Amiens - rose window,29400,3D,inception prior to copyright cutoff,1380-01-01T00:00:00Z
Q122960351,"Scene from Labors of the Month, August",55881,3D,inception prior to copyright cutoff,1450-01-01T00:00:00Z
Q122960343,Virgin and Child,54366,3D,inception prior to copyright cutoff,1490-01-01T00:00:00Z
Q122959410,Chartres Cathedral; John the Baptist; north tower,26373,3D,inception prior to copyright cutoff,1500-01-01T00:00:00Z
Q122960345,The Rest on the Flight into Egypt,54370,3D,inception prior to copyright cutoff,1500-01-01T00:00:00Z
Q122959742,James the Great and the Conversion of Hermogenes the Sorcerer,29337,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959743,James the Great and the conversion of Hermogenes the Sorcerer,29338,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959744,James the Great and the Conversion of Hermogenes the Sorcerer,29339,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959745,James the Great and the Conversion of Hermogenes the Sorcerer,29341,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959746,James the Great and the Conversion of Hermogenes the Sorcerer,29342,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959747,James the Great and the Conversion of Hermogenes the Sorcerer,29343,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959748,Martyrdom and Death of John the Baptist,29344,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959749,Martyrdom and Death of John the Baptist,29345,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959750,Martyrdom and Death of John the Baptist,29346,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959751,Martyrdom and Death of John the Baptist,29347,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959753,Martyrdom and Death of John the Baptist,29348,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959754,John the Baptist's Preaching and the Baptism of Christ,29349,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959755,Preaching of John the Baptist,29350,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959756,John the Baptist and the Baptism of Christ,29351,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959757,John the Baptist disputing,29352,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959758,John the Baptist Identifies Jesus as the Lamb of God,29353,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959759,John the Baptist in the Wilderness,29354,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959760,Zechariah naming John the Baptist,29355,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959761,Elizabeth's Naming of John the Baptist,29356,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959762,Circumcision of John the Baptist,29357,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959763,Birth of John the Baptist with Mary the Mother of Jesus,29358,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959764,Mary's Stay in the House of Elizabeth,29359,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959765,Annunciation of the Birth of John the Baptist to Zacharias,29360,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959766,Zechariah Coming out of the Temple Speechless,29361,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959767,Meeting of Zecharias and Elizabeth,29362,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959769,Visitation of Mary,29363,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959770,Jesus in the Temple and other Temple activities,29364,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959771,Jesus Teaching in the Temple,29391,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959772,Angel Appears to Joseph; Flight into Egypt,29392,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959773,Marriage feast at Cana,29393,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959774,Noah's Sacrifice,29395,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959775,Ark Floating on the Flood Waters,29396,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959776,Creation of Adam and Eve,29397,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959777,"Annunciation, wood carving",29399,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959782,Jesus' cleansing of the Temple,29417,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122959783,Jesus' healing of the lame in the Temple,29418,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960163,In process,51538,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960164,Dove After the Flood,51539,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960165,"Flight into Egypt, wood",51540,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960166,Marriage Feast at Cana - detail,51541,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960167,Jesus Teaching the Disciples,51542,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960168,Mary as a Young Girl,51543,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960169,"Annunciation, stained glass",51544,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960170,Visitation,51545,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960172,Angel Appears to Joseph,51546,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960173,Joseph is betrothed to Mary,51547,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960175,Canon Singing,51548,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960177,Birth of Mary,51549,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960178,Jesus Teaching in the Temple,51550,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960179,"Massacre of the Innocents, wood",51551,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960180,Jesus Returning to Nazareth,51552,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960181,"Choirstall woodcarving of the Pentecost, with tongues of fire descending upon the apostles, 1508-1519.",51553,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960183,"Jesus visits his mother, Mary, and the Assumption of Mary",51554,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960184,"Choirstall woodcarving of the Pentecost, with tongues of fire descending upon the apostles, detail, 1508-1519.",51555,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960185,Nativity,51556,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960186,Visitation of the Magi,51558,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960187,Jesus Baptizing,51559,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960188,Jesus the Good Shepherd,51560,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960189,The Prodigal Son,51561,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960190,Jesus Heals the Lame,51562,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960191,"Crucifixion, the spear or lance piercing Jesus' side",51563,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960192,Life of Jesus,51564,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960193,Mourning of Jesus,51565,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960194,Resurrection,51566,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960195,Ascension,51567,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960196,Baptism of Christ,51568,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960197,Jesus Before Pilate,51569,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960199,Jesus Carrying the Cross,51570,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960200,"Jesus Carrying the Cross, Speaking to a Woman",51571,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960201,Crucifixion,51572,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960202,Flagellation of Christ,51573,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
Q122960203,Noli me tangere,51574,3D,inception prior to copyright cutoff,1513-01-01T00:00:00Z
