act_id,qid,commons_iri,commons_filename,commons_page_url
57051,Q111842422,http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A1s%C3%A1rosnam%C3%A9ny%20-%20M%C3%A1lenkij%20robotra%20elhurcoltak%20eml%C3%A9k%C3%A9re%202013.02.05%20%2859%29.JPG,Vásárosnamény - Málenkij robotra elhurcoltak emlékére 2013.02.05 (59).JPG,https://commons.wikimedia.org/wiki/File:V%C3%A1s%C3%A1rosnam%C3%A9ny_-_M%C3%A1lenkij_robotra_elhurcoltak_eml%C3%A9k%C3%A9re_2013.02.05_(59).JPG
57245,Q111842558,http://commons.wikimedia.org/wiki/Special:FilePath/Kalvarienberg%2C%20Jerzens%2008.JPG,"Kalvarienberg, Jerzens 08.JPG","https://commons.wikimedia.org/wiki/File:Kalvarienberg,_Jerzens_08.JPG"
57400,Q111842560,http://commons.wikimedia.org/wiki/Special:FilePath/Sacrifice%20d.%20Abraham%3B%20Loue%20don%20de%20Dieu%20%28Sacrifice%20of%20Abraham%2C%20Praise%20the%20gift%20of%20God%29%20-%20Recto%20%2816099058663%29.jpg,"Sacrifice d. Abraham; Loue don de Dieu (Sacrifice of Abraham, Praise the gift of God) - Recto (16099058663).jpg","https://commons.wikimedia.org/wiki/File:Sacrifice_d._Abraham%3B_Loue_don_de_Dieu_(Sacrifice_of_Abraham,_Praise_the_gift_of_God)_-_Recto_(16099058663).jpg"
57536,Q111842341,http://commons.wikimedia.org/wiki/Special:FilePath/Nativity%2C%20Constantinople%2C%20late%2010th%20to%20early%2011th%20century%20AD%2C%20ivory%20-%20Vatican%20Museums%20-%20DSC00720.jpg,"Nativity, Constantinople, late 10th to early 11th century AD, ivory - Vatican Museums - DSC00720.jpg","https://commons.wikimedia.org/wiki/File:Nativity,_Constantinople,_late_10th_to_early_11th_century_AD,_ivory_-_Vatican_Museums_-_DSC00720.jpg"
57587,Q111842546,http://commons.wikimedia.org/wiki/Special:FilePath/Arles%20sarcophagus%20Red%20sea%20crossing.jpg,Arles sarcophagus Red sea crossing.jpg,https://commons.wikimedia.org/wiki/File:Arles_sarcophagus_Red_sea_crossing.jpg
57870,Q111842219,http://commons.wikimedia.org/wiki/Special:FilePath/Extension%20work%20among%20Negroes%201920%20%281921%29%20%2814782828532%29.jpg,Extension work among Negroes 1920 (1921) (14782828532).jpg,https://commons.wikimedia.org/wiki/File:Extension_work_among_Negroes_1920_(1921)_(14782828532).jpg
57757,Q111842507,http://commons.wikimedia.org/wiki/Special:FilePath/Piece%20of%20the%20Berlin%20Wall%20displayed%20at%20the%20Newseum%20museum%2C%20Arlington%2C%20Virginia%20LCCN2011633777.tif,"Piece of the Berlin Wall displayed at the Newseum museum, Arlington, Virginia LCCN2011633777.tif","https://commons.wikimedia.org/wiki/File:Piece_of_the_Berlin_Wall_displayed_at_the_Newseum_museum,_Arlington,_Virginia_LCCN2011633777.tif"
57930,Q111842445,http://commons.wikimedia.org/wiki/Special:FilePath/Mother%20Teresa%20by%20Ariel%20Quiroz%20-%20Portrait.jpg,Mother Teresa by Ariel Quiroz - Portrait.jpg,https://commons.wikimedia.org/wiki/File:Mother_Teresa_by_Ariel_Quiroz_-_Portrait.jpg
57349,Q112181473,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Altdorfer%20-%20The%20Arrest%20of%20Christ%20-%20WGA00224.jpg,Albrecht Altdorfer - The Arrest of Christ - WGA00224.jpg,https://commons.wikimedia.org/wiki/File:Albrecht_Altdorfer_-_The_Arrest_of_Christ_-_WGA00224.jpg
57645,Q112181511,http://commons.wikimedia.org/wiki/Special:FilePath/Hortus%20deliciarum%20Jesse%20tree.jpg,Hortus deliciarum Jesse tree.jpg,https://commons.wikimedia.org/wiki/File:Hortus_deliciarum_Jesse_tree.jpg
58479,Q112181527,http://commons.wikimedia.org/wiki/Special:FilePath/Jacob%20Symonsz%20Pynas%20Ruth%20beschliesst%20mit%20Naomi%20nach%20Bethlehem%20zu%20ziehen.jpg,Jacob Symonsz Pynas Ruth beschliesst mit Naomi nach Bethlehem zu ziehen.jpg,https://commons.wikimedia.org/wiki/File:Jacob_Symonsz_Pynas_Ruth_beschliesst_mit_Naomi_nach_Bethlehem_zu_ziehen.jpg
56881,Q111842557,http://commons.wikimedia.org/wiki/Special:FilePath/On%20the%20Road%20to%20Emmaus%20by%20Lars%20Gallenius%2C%201684%2C%20Raahe%20Church%20-%20National%20Museum%20of%20Finland%20-%20DSC04246.JPG,"On the Road to Emmaus by Lars Gallenius, 1684, Raahe Church - National Museum of Finland - DSC04246.JPG","https://commons.wikimedia.org/wiki/File:On_the_Road_to_Emmaus_by_Lars_Gallenius,_1684,_Raahe_Church_-_National_Museum_of_Finland_-_DSC04246.JPG"
56474,Q112181539,http://commons.wikimedia.org/wiki/Special:FilePath/Tissot%20The%20Pharisee%20and%20the%20publican%20Brooklyn.jpg,Tissot The Pharisee and the publican Brooklyn.jpg,https://commons.wikimedia.org/wiki/File:Tissot_The_Pharisee_and_the_publican_Brooklyn.jpg
54568,Q111842435,http://commons.wikimedia.org/wiki/Special:FilePath/Pantocrator%20in%20Chora.jpg,Pantocrator in Chora.jpg,https://commons.wikimedia.org/wiki/File:Pantocrator_in_Chora.jpg
55252,Q111842634,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Ten%20Commandments%20%28Bible%20Card%29.jpg,The Ten Commandments (Bible Card).jpg,https://commons.wikimedia.org/wiki/File:The_Ten_Commandments_(Bible_Card).jpg
55341,Q111842432,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%2C%20The%20Miraculous%20Draught%20of%20Fishes.%20Vatican%20Museums.jpg,"Raphael, The Miraculous Draught of Fishes. Vatican Museums.jpg","https://commons.wikimedia.org/wiki/File:Raphael,_The_Miraculous_Draught_of_Fishes._Vatican_Museums.jpg"
55497,Q111842547,http://commons.wikimedia.org/wiki/Special:FilePath/Vitrail%20de%20la%20R%C3%A9demption%20crucifixion%201155.jpg,Vitrail de la Rédemption crucifixion 1155.jpg,https://commons.wikimedia.org/wiki/File:Vitrail_de_la_R%C3%A9demption_crucifixion_1155.jpg
57583,Q111842691,http://commons.wikimedia.org/wiki/Special:FilePath/Artist%20Olusola%20David%20Ayibiowu%20Title%20WISDOM.jpg,Artist Olusola David Ayibiowu Title WISDOM.jpg,https://commons.wikimedia.org/wiki/File:Artist_Olusola_David_Ayibiowu_Title_WISDOM.jpg
58360,Q111842615,http://commons.wikimedia.org/wiki/Special:FilePath/Varlaam5.png,Varlaam5.png,https://commons.wikimedia.org/wiki/File:Varlaam5.png
58571,Q111842565,http://commons.wikimedia.org/wiki/Special:FilePath/Cappella%20Palatina%20%28Palermo%29%2016%2007%202019%2008.jpg,Cappella Palatina (Palermo) 16 07 2019 08.jpg,https://commons.wikimedia.org/wiki/File:Cappella_Palatina_(Palermo)_16_07_2019_08.jpg
58657,Q111842621,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Wisdom.jpg,Statue of Wisdom.jpg,https://commons.wikimedia.org/wiki/File:Statue_of_Wisdom.jpg
54633,Q112189127,http://commons.wikimedia.org/wiki/Special:FilePath/Tesoro%20de%20Guarrazar%20%28M.A.N.%20Madrid%29%2001b.jpg,Tesoro de Guarrazar (M.A.N. Madrid) 01b.jpg,https://commons.wikimedia.org/wiki/File:Tesoro_de_Guarrazar_(M.A.N._Madrid)_01b.jpg
54815,Q111842561,http://commons.wikimedia.org/wiki/Special:FilePath/Lambrechtshagen%20Kirche%20Empore1.jpg,Lambrechtshagen Kirche Empore1.jpg,https://commons.wikimedia.org/wiki/File:Lambrechtshagen_Kirche_Empore1.jpg
54923,Q111842513,http://commons.wikimedia.org/wiki/Special:FilePath/Pilgrim%20Path%20Waymarker%20%28Ireland%29.jpg,Pilgrim Path Waymarker (Ireland).jpg,https://commons.wikimedia.org/wiki/File:Pilgrim_Path_Waymarker_(Ireland).jpg
55129,Q111842584,http://commons.wikimedia.org/wiki/Special:FilePath/Sarkophag%20mit%20biblischen%20Szenen%20Liebieghaus%201501%20image04.jpg,Sarkophag mit biblischen Szenen Liebieghaus 1501 image04.jpg,https://commons.wikimedia.org/wiki/File:Sarkophag_mit_biblischen_Szenen_Liebieghaus_1501_image04.jpg
56313,Q111842556,http://commons.wikimedia.org/wiki/Special:FilePath/Milky%20Way%20-%2028%20June%202014.jpg,Milky Way - 28 June 2014.jpg,https://commons.wikimedia.org/wiki/File:Milky_Way_-_28_June_2014.jpg
55118,Q112181548,http://commons.wikimedia.org/wiki/Special:FilePath/Matthias%20Stom%20-%20Sarah%20Leading%20Hagar%20to%20Abraham%20-%20WGA21803.jpg,Matthias Stom - Sarah Leading Hagar to Abraham - WGA21803.jpg,https://commons.wikimedia.org/wiki/File:Matthias_Stom_-_Sarah_Leading_Hagar_to_Abraham_-_WGA21803.jpg
56267,Q112181481,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20221.jpg,Rembrandt 221.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_221.jpg
58031,Q111842669,http://commons.wikimedia.org/wiki/Special:FilePath/National%20Church%20of%20Nigeria%20in%20Abuja%2007.jpg,National Church of Nigeria in Abuja 07.jpg,https://commons.wikimedia.org/wiki/File:National_Church_of_Nigeria_in_Abuja_07.jpg
56959,Q111842675,http://commons.wikimedia.org/wiki/Special:FilePath/Fine%20Art%2C%20War%20and%20peace%20%28Honorable%20Mention%29%20141202-F-PO994-001.jpg,"Fine Art, War and peace (Honorable Mention) 141202-F-PO994-001.jpg","https://commons.wikimedia.org/wiki/File:Fine_Art,_War_and_peace_(Honorable_Mention)_141202-F-PO994-001.jpg"
55168,Q112181535,http://commons.wikimedia.org/wiki/Special:FilePath/Maitre%20de%20Rohan%20%28pentecost%29.jpg,Maitre de Rohan (pentecost).jpg,https://commons.wikimedia.org/wiki/File:Maitre_de_Rohan_(pentecost).jpg
57593,Q112181531,http://commons.wikimedia.org/wiki/Special:FilePath/Dietrich%20Workers%20in%20the%20vineyard.jpg,Dietrich Workers in the vineyard.jpg,https://commons.wikimedia.org/wiki/File:Dietrich_Workers_in_the_vineyard.jpg
58847,Q112181556,http://commons.wikimedia.org/wiki/Special:FilePath/Psalm%20136%20Initial%20S.jpg,Psalm 136 Initial S.jpg,https://commons.wikimedia.org/wiki/File:Psalm_136_Initial_S.jpg
51550,Q113814896,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20Teaching%20in%20the%20Temple%20-%20Vanderbilt%20ACT%20-%20Amiens19-large.jpg,Jesus Teaching in the Temple - Vanderbilt ACT - Amiens19-large.jpg,https://commons.wikimedia.org/wiki/File:Jesus_Teaching_in_the_Temple_-_Vanderbilt_ACT_-_Amiens19-large.jpg
58599,Q111842666,http://commons.wikimedia.org/wiki/Special:FilePath/US%20Navy%20090416-N-7478G-112%20Participants%20in%20the%20amphibious%20command%20ship%20USS%20Blue%20Ridge%20%28LCC%2019%29%20women%27s%20Bible%20study%20group%20pray%20during%20a%20weekly%20Bible%20study%20while%20the%20ship%20is%20underway.jpg,US Navy 090416-N-7478G-112 Participants in the amphibious command ship USS Blue Ridge (LCC 19) women's Bible study group pray during a weekly Bible study while the ship is underway.jpg,https://commons.wikimedia.org/wiki/File:US_Navy_090416-N-7478G-112_Participants_in_the_amphibious_command_ship_USS_Blue_Ridge_(LCC_19)_women%27s_Bible_study_group_pray_during_a_weekly_Bible_study_while_the_ship_is_underway.jpg
56124,Q111842431,http://commons.wikimedia.org/wiki/Special:FilePath/Wonderbaarlijke%20visvangst.jpg,Wonderbaarlijke visvangst.jpg,https://commons.wikimedia.org/wiki/File:Wonderbaarlijke_visvangst.jpg
54483,Q111842472,http://commons.wikimedia.org/wiki/Special:FilePath/The%20North%20Stelae%20Park%2C%20Axum%2C%20Ethiopia%20%282812686646%29.jpg,"The North Stelae Park, Axum, Ethiopia (2812686646).jpg","https://commons.wikimedia.org/wiki/File:The_North_Stelae_Park,_Axum,_Ethiopia_(2812686646).jpg"
56150,Q111842542,http://commons.wikimedia.org/wiki/Special:FilePath/Christuss%C3%A4ule%208.jpg,Christussäule 8.jpg,https://commons.wikimedia.org/wiki/File:Christuss%C3%A4ule_8.jpg
56232,Q111842413,http://commons.wikimedia.org/wiki/Special:FilePath/Virgen%20encinta%2C%20Colegiata%20de%20Sta%20M%C2%AA%20La%20Mayor%2C%20Toro.JPG,"Virgen encinta, Colegiata de Sta Mª La Mayor, Toro.JPG","https://commons.wikimedia.org/wiki/File:Virgen_encinta,_Colegiata_de_Sta_M%C2%AA_La_Mayor,_Toro.JPG"
56278,Q111842618,http://commons.wikimedia.org/wiki/Special:FilePath/Star%20of%20Bethlehem%20with%20Pomegranate%20Trees%2C%20New%20York%2C%20c.%201850%20-%20Museum%20of%20Fine%20Arts%2C%20Boston%20-%20DSC02710.JPG,"Star of Bethlehem with Pomegranate Trees, New York, c. 1850 - Museum of Fine Arts, Boston - DSC02710.JPG","https://commons.wikimedia.org/wiki/File:Star_of_Bethlehem_with_Pomegranate_Trees,_New_York,_c._1850_-_Museum_of_Fine_Arts,_Boston_-_DSC02710.JPG"
56391,Q111842475,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20Presbiteriana%20em%20Marambaia.jpg,Igreja Presbiteriana em Marambaia.jpg,https://commons.wikimedia.org/wiki/File:Igreja_Presbiteriana_em_Marambaia.jpg
58656,Q111842614,http://commons.wikimedia.org/wiki/Special:FilePath/Capela%20Santo%20In%C3%A1cio%2C%20Planalto%2C%20Belo%20Horizonte%2C%20Brasil%202.JPG,"Capela Santo Inácio, Planalto, Belo Horizonte, Brasil 2.JPG","https://commons.wikimedia.org/wiki/File:Capela_Santo_In%C3%A1cio,_Planalto,_Belo_Horizonte,_Brasil_2.JPG"
55850,Q112181552,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Francois%20Millet%20-%20The%20Shepherd%20-%20Google%20Art%20Project.jpg,Jean-Francois Millet - The Shepherd - Google Art Project.jpg,https://commons.wikimedia.org/wiki/File:Jean-Francois_Millet_-_The_Shepherd_-_Google_Art_Project.jpg
56203,Q112181507,http://commons.wikimedia.org/wiki/Special:FilePath/Dirc%20van%20Delft%20-%20The%20Fall%20of%20Satan%20-%20Walters%20W17181V%20-%20Full%20Page.jpg,Dirc van Delft - The Fall of Satan - Walters W17181V - Full Page.jpg,https://commons.wikimedia.org/wiki/File:Dirc_van_Delft_-_The_Fall_of_Satan_-_Walters_W17181V_-_Full_Page.jpg
56640,Q112181484,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20d.J.%20-%20Christus%20segnet%20die%20Kinder%20%28ca.1540%29.jpg,Lucas Cranach d.J. - Christus segnet die Kinder (ca.1540).jpg,https://commons.wikimedia.org/wiki/File:Lucas_Cranach_d.J._-_Christus_segnet_die_Kinder_(ca.1540).jpg
54993,Q111842490,http://commons.wikimedia.org/wiki/Special:FilePath/St%20James%20the%20Less%2C%20Vauxhall%20Bridge%20Road%2C%20SW1%20-%20Capital%20-%20geograph.org.uk%20-%201851192.jpg,"St James the Less, Vauxhall Bridge Road, SW1 - Capital - geograph.org.uk - 1851192.jpg","https://commons.wikimedia.org/wiki/File:St_James_the_Less,_Vauxhall_Bridge_Road,_SW1_-_Capital_-_geograph.org.uk_-_1851192.jpg"
56128,Q111842504,http://commons.wikimedia.org/wiki/Special:FilePath/Flemish%20Denial%20of%20Saint%20Peter.jpg,Flemish Denial of Saint Peter.jpg,https://commons.wikimedia.org/wiki/File:Flemish_Denial_of_Saint_Peter.jpg
57500,Q111842682,http://commons.wikimedia.org/wiki/Special:FilePath/Wheat%20garb.svg,Wheat garb.svg,https://commons.wikimedia.org/wiki/File:Wheat_garb.svg
57766,Q111842523,http://commons.wikimedia.org/wiki/Special:FilePath/Prayer%20for%20Peace%20-%20Flickr%20-%20brewbooks.jpg,Prayer for Peace - Flickr - brewbooks.jpg,https://commons.wikimedia.org/wiki/File:Prayer_for_Peace_-_Flickr_-_brewbooks.jpg
58402,Q111842644,http://commons.wikimedia.org/wiki/Special:FilePath/Trier%2010%20Jh%20Diptychon%20Moses%20Thomas.jpg,Trier 10 Jh Diptychon Moses Thomas.jpg,https://commons.wikimedia.org/wiki/File:Trier_10_Jh_Diptychon_Moses_Thomas.jpg
55715,Q112181541,http://commons.wikimedia.org/wiki/Special:FilePath/Spinello%20Aretino%20013.jpg,Spinello Aretino 013.jpg,https://commons.wikimedia.org/wiki/File:Spinello_Aretino_013.jpg
56812,Q112181526,http://commons.wikimedia.org/wiki/Special:FilePath/Mourning%20Figures-%20possibly%20a%20copy%20after%20a%20fresco%20by%20Cimabue%20MET%20DP804917.jpg,Mourning Figures- possibly a copy after a fresco by Cimabue MET DP804917.jpg,https://commons.wikimedia.org/wiki/File:Mourning_Figures-_possibly_a_copy_after_a_fresco_by_Cimabue_MET_DP804917.jpg
57341,Q112181487,http://commons.wikimedia.org/wiki/Special:FilePath/Christus%20im%20garten%20Giovanni%20di%20Paolo.Vatican.jpg,Christus im garten Giovanni di Paolo.Vatican.jpg,https://commons.wikimedia.org/wiki/File:Christus_im_garten_Giovanni_di_Paolo.Vatican.jpg
57786,Q112181550,http://commons.wikimedia.org/wiki/Special:FilePath/Brueghel-Umkreis%20Werke%20der%20Barmherzigkeit.jpg,Brueghel-Umkreis Werke der Barmherzigkeit.jpg,https://commons.wikimedia.org/wiki/File:Brueghel-Umkreis_Werke_der_Barmherzigkeit.jpg
55134,Q112181516,http://commons.wikimedia.org/wiki/Special:FilePath/Maitre%20de%20Rohan%20january.jpg,Maitre de Rohan january.jpg,https://commons.wikimedia.org/wiki/File:Maitre_de_Rohan_january.jpg
56499,Q112181529,http://commons.wikimedia.org/wiki/Special:FilePath/Waldm%C3%BCller%20-%20Palmsonntag.jpeg,Waldmüller - Palmsonntag.jpeg,https://commons.wikimedia.org/wiki/File:Waldm%C3%BCller_-_Palmsonntag.jpeg
55958,Q112189129,http://commons.wikimedia.org/wiki/Special:FilePath/Weltchronik%20Fulda%20Aa88%20087r%20detail.jpg,Weltchronik Fulda Aa88 087r detail.jpg,https://commons.wikimedia.org/wiki/File:Weltchronik_Fulda_Aa88_087r_detail.jpg
54954,Q114389998,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20of%20the%20Karlsruhe%20Passion%20001.jpg,Master of the Karlsruhe Passion 001.jpg,https://commons.wikimedia.org/wiki/File:Master_of_the_Karlsruhe_Passion_001.jpg
58404,Q2546309,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%201500%20self-portrait%20%28High%20resolution%20and%20detail%29.jpg,Albrecht Dürer - 1500 self-portrait (High resolution and detail).jpg,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_1500_self-portrait_(High_resolution_and_detail).jpg
58645,Q80029859,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20Christ%20Appearing%20to%20the%20Apostles%20-%201960.161%20-%20Cleveland%20Museum%20of%20Art.jpg,Rembrandt van Rijn - Christ Appearing to the Apostles - 1960.161 - Cleveland Museum of Art.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_van_Rijn_-_Christ_Appearing_to_the_Apostles_-_1960.161_-_Cleveland_Museum_of_Art.jpg
58645,Q80029859,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20Christ%20Appearing%20to%20the%20Apostles%20-%201960.161%20-%20Cleveland%20Museum%20of%20Art.tif,Rembrandt van Rijn - Christ Appearing to the Apostles - 1960.161 - Cleveland Museum of Art.tif,https://commons.wikimedia.org/wiki/File:Rembrandt_van_Rijn_-_Christ_Appearing_to_the_Apostles_-_1960.161_-_Cleveland_Museum_of_Art.tif
57722,Q64962737,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Blake%2C%20Job%27s%20Evil%20Dreams%2C%201825%2C%20NGA%204971.jpg,"William Blake, Job's Evil Dreams, 1825, NGA 4971.jpg","https://commons.wikimedia.org/wiki/File:William_Blake,_Job%27s_Evil_Dreams,_1825,_NGA_4971.jpg"
49607,Q927449,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20%28Jan%29%20Vermeer%20-%20Christ%20in%20the%20House%20of%20Martha%20and%20Mary%20-%20Google%20Art%20Project.jpg,Johannes (Jan) Vermeer - Christ in the House of Martha and Mary - Google Art Project.jpg,https://commons.wikimedia.org/wiki/File:Johannes_(Jan)_Vermeer_-_Christ_in_the_House_of_Martha_and_Mary_-_Google_Art_Project.jpg
54957,Q78644155,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Colombel%20-%20Christ%20Healing%20the%20Blind.jpg,Nicolas Colombel - Christ Healing the Blind.jpg,https://commons.wikimedia.org/wiki/File:Nicolas_Colombel_-_Christ_Healing_the_Blind.jpg
46635,Q110561954,http://commons.wikimedia.org/wiki/Special:FilePath/Byzantinischer%20Mosaizist%20um%20705%20002.jpg,Byzantinischer Mosaizist um 705 002.jpg,https://commons.wikimedia.org/wiki/File:Byzantinischer_Mosaizist_um_705_002.jpg
58662,Q110562009,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Pd10%20Kopenhagen%20MS%20Thott%20411.2.jpg,Dante Pd10 Kopenhagen MS Thott 411.2.jpg,https://commons.wikimedia.org/wiki/File:Dante_Pd10_Kopenhagen_MS_Thott_411.2.jpg
46742,Q9335245,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20022.jpg,Georges de La Tour 022.jpg,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_022.jpg
58769,Q9073676,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Saint%20Peter%20-%20WGA10621.jpg,El Greco - Saint Peter - WGA10621.jpg,https://commons.wikimedia.org/wiki/File:El_Greco_-_Saint_Peter_-_WGA10621.jpg
56696,Q110561956,http://commons.wikimedia.org/wiki/Special:FilePath/Poste%20Camino%20de%20Santiago.jpg,Poste Camino de Santiago.jpg,https://commons.wikimedia.org/wiki/File:Poste_Camino_de_Santiago.jpg
55475,Q18748352,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre-Gabriel%20Decamps%20-%20The%20Suicide%20-%20Walters%203742.jpg,Alexandre-Gabriel Decamps - The Suicide - Walters 3742.jpg,https://commons.wikimedia.org/wiki/File:Alexandre-Gabriel_Decamps_-_The_Suicide_-_Walters_3742.jpg
58359,Q1213160,http://commons.wikimedia.org/wiki/Special:FilePath/Entombment%20Michelangelo.jpg,Entombment Michelangelo.jpg,https://commons.wikimedia.org/wiki/File:Entombment_Michelangelo.jpg
56515,Q19825936,http://commons.wikimedia.org/wiki/Special:FilePath/Edward%20Burne-Jones%20-%20The%20Annunciation%20-%20Google%20Art%20Project.jpg,Edward Burne-Jones - The Annunciation - Google Art Project.jpg,https://commons.wikimedia.org/wiki/File:Edward_Burne-Jones_-_The_Annunciation_-_Google_Art_Project.jpg
55852,Q7748439,http://commons.wikimedia.org/wiki/Special:FilePath/Eastman%20Johnson%2C%20The%20Lord%20is%20My%20Shepherd.jpg,"Eastman Johnson, The Lord is My Shepherd.jpg","https://commons.wikimedia.org/wiki/File:Eastman_Johnson,_The_Lord_is_My_Shepherd.jpg"
51100,Q20563962,http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A9bastien%20Bourdon%20-%20Rebecca%20and%20Eleazar%20-%2068.24%20-%20Museum%20of%20Fine%20Arts.jpg,Sébastien Bourdon - Rebecca and Eleazar - 68.24 - Museum of Fine Arts.jpg,https://commons.wikimedia.org/wiki/File:S%C3%A9bastien_Bourdon_-_Rebecca_and_Eleazar_-_68.24_-_Museum_of_Fine_Arts.jpg
47843,Q2529591,http://commons.wikimedia.org/wiki/Special:FilePath/Beato%20angelico%2C%20pala%20strozzi%20della%20deposizione%2C%20con%20cuspidi%20e%20predella%20di%20lorenzo%20monaco%2C%2001.JPG,"Beato angelico, pala strozzi della deposizione, con cuspidi e predella di lorenzo monaco, 01.JPG","https://commons.wikimedia.org/wiki/File:Beato_angelico,_pala_strozzi_della_deposizione,_con_cuspidi_e_predella_di_lorenzo_monaco,_01.JPG"
56456,Q19858247,http://commons.wikimedia.org/wiki/Special:FilePath/Brooklyn%20Museum%20-%20Nathaniel%20Under%20the%20Fig%20Tree%20%28Nathana%C3%ABl%20sous%20le%20figuier%29%20-%20James%20Tissot%20-%20overall.jpg,Brooklyn Museum - Nathaniel Under the Fig Tree (Nathanaël sous le figuier) - James Tissot - overall.jpg,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Nathaniel_Under_the_Fig_Tree_(Nathana%C3%ABl_sous_le_figuier)_-_James_Tissot_-_overall.jpg
51102,Q20539016,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis-Norbertus-Gijsbrechts%20001.jpg,Cornelis-Norbertus-Gijsbrechts 001.jpg,https://commons.wikimedia.org/wiki/File:Cornelis-Norbertus-Gijsbrechts_001.jpg
48988,Q20172905,http://commons.wikimedia.org/wiki/Special:FilePath/Italo-Byzantinischer%20Maler%20des%2013.%20Jahrhunderts%20001.jpg,Italo-Byzantinischer Maler des 13. Jahrhunderts 001.jpg,https://commons.wikimedia.org/wiki/File:Italo-Byzantinischer_Maler_des_13._Jahrhunderts_001.jpg
55720,Q24065941,http://commons.wikimedia.org/wiki/Special:FilePath/Hendrick%20ter%20Brugghen%20-%20The%20Rich%20Man%20and%20the%20Poor%20Lazarus%20-%20Google%20Art%20Project.jpg,Hendrick ter Brugghen - The Rich Man and the Poor Lazarus - Google Art Project.jpg,https://commons.wikimedia.org/wiki/File:Hendrick_ter_Brugghen_-_The_Rich_Man_and_the_Poor_Lazarus_-_Google_Art_Project.jpg
58374,Q23699208,http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Fuseli%20-%20Christ%20Disappearing%20at%20Emmaus%20-%20Google%20Art%20Project.jpg,Henry Fuseli - Christ Disappearing at Emmaus - Google Art Project.jpg,https://commons.wikimedia.org/wiki/File:Henry_Fuseli_-_Christ_Disappearing_at_Emmaus_-_Google_Art_Project.jpg
46610,Q16627776,http://commons.wikimedia.org/wiki/Special:FilePath/Sagrada%20Familia%20del%20pajarito%20%28Murillo%29.jpg,Sagrada Familia del pajarito (Murillo).jpg,https://commons.wikimedia.org/wiki/File:Sagrada_Familia_del_pajarito_(Murillo).jpg
54937,Q467359,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%2C%20Allegory%20of%20the%20Catholic%20Faith%2C%20The%20Metropolitan%20Museum%20of%20Art.jpg,"Johannes Vermeer, Allegory of the Catholic Faith, The Metropolitan Museum of Art.jpg","https://commons.wikimedia.org/wiki/File:Johannes_Vermeer,_Allegory_of_the_Catholic_Faith,_The_Metropolitan_Museum_of_Art.jpg"
48059,Q101568205,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20043.jpg,El Greco 043.jpg,https://commons.wikimedia.org/wiki/File:El_Greco_043.jpg
55528,Q15971584,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Frau%20vor%20untergehender%20Sonne.jpg,Caspar David Friedrich - Frau vor untergehender Sonne.jpg,https://commons.wikimedia.org/wiki/File:Caspar_David_Friedrich_-_Frau_vor_untergehender_Sonne.jpg
56072,Q19911526,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Flandes%20-%20The%20Marriage%20Feast%20at%20Cana%20-%20WGA12055.jpg,Juan de Flandes - The Marriage Feast at Cana - WGA12055.jpg,https://commons.wikimedia.org/wiki/File:Juan_de_Flandes_-_The_Marriage_Feast_at_Cana_-_WGA12055.jpg
