RecordNumber,filename,commons_uri,commons_page_url
55011,CodexAureusEpternacensisf76fDetail.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/CodexAureusEpternacensisf76fDetail.jpg,https://commons.wikimedia.org/wiki/File:CodexAureusEpternacensisf76fDetail.jpg
54445,CodexBixianus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/CodexBixianus.jpg,https://commons.wikimedia.org/wiki/File:CodexBixianus.jpg
57957,CodexEgberti-Fol025-RessurectionOfJairusDaughter.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/CodexEgberti-Fol025-RessurectionOfJairusDaughter.jpg,https://commons.wikimedia.org/wiki/File:CodexEgberti-Fol025-RessurectionOfJairusDaughter.jpg
55188,CodexEgberti-Fol103-Pentecost.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/CodexEgberti-Fol103-Pentecost.jpg,https://commons.wikimedia.org/wiki/File:CodexEgberti-Fol103-Pentecost.jpg
53077,Coffeepalestine.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coffeepalestine.jpg,https://commons.wikimedia.org/wiki/File:Coffeepalestine.jpg
57884,"Coffered ceiling by Zoltán Joó, Holy Spirit Church, 2019 Veresegyház.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Coffered%20ceiling%20by%20Zolt%C3%A1n%20Jo%C3%B3%2C%20Holy%20Spirit%20Church%2C%202019%20Veresegyh%C3%A1z.jpg,"https://commons.wikimedia.org/wiki/File:Coffered_ceiling_by_Zolt%C3%A1n_Jo%C3%B3,_Holy_Spirit_Church,_2019_Veresegyh%C3%A1z.jpg"
55957,CofSBurningBushLogo.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/CofSBurningBushLogo.JPG,https://commons.wikimedia.org/wiki/File:CofSBurningBushLogo.JPG
55840,"Collantes, Francisco - The Vision of Ezekiel - 1630.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Collantes%2C%20Francisco%20-%20The%20Vision%20of%20Ezekiel%20-%201630.jpg,"https://commons.wikimedia.org/wiki/File:Collantes,_Francisco_-_The_Vision_of_Ezekiel_-_1630.jpg"
57056,"Colonel William C. Greene with arm outstretched addressing a crowd of Mexican workers during miners' strike, 1906, Cananea, Mexico (4050919576).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Colonel%20William%20C.%20Greene%20with%20arm%20outstretched%20addressing%20a%20crowd%20of%20Mexican%20workers%20during%20miners%27%20strike%2C%201906%2C%20Cananea%2C%20Mexico%20%284050919576%29.jpg,"https://commons.wikimedia.org/wiki/File:Colonel_William_C._Greene_with_arm_outstretched_addressing_a_crowd_of_Mexican_workers_during_miners%27_strike,_1906,_Cananea,_Mexico_(4050919576).jpg"
58362,Composite Camel with Attendant MET DP240653.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Composite%20Camel%20with%20Attendant%20MET%20DP240653.jpg,https://commons.wikimedia.org/wiki/File:Composite_Camel_with_Attendant_MET_DP240653.jpg
46696,Conrad von Soest 003.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Conrad%20von%20Soest%20003.jpg,https://commons.wikimedia.org/wiki/File:Conrad_von_Soest_003.jpg
46697,Conrad von Soest 005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Conrad%20von%20Soest%20005.jpg,https://commons.wikimedia.org/wiki/File:Conrad_von_Soest_005.jpg
57025,"Constant Mayer - Recognition North and South, 1865.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Constant%20Mayer%20-%20Recognition%20North%20and%20South%2C%201865.jpg,"https://commons.wikimedia.org/wiki/File:Constant_Mayer_-_Recognition_North_and_South,_1865.jpg"
46703,Constant Troyon 003.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Constant%20Troyon%20003.jpg,https://commons.wikimedia.org/wiki/File:Constant_Troyon_003.jpg
57833,Conversion of Paul (Bruegel).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Conversion%20of%20Paul%20%28Bruegel%29.jpg,https://commons.wikimedia.org/wiki/File:Conversion_of_Paul_(Bruegel).jpg
58794,Coptic Icon of the Archangel Michael.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Coptic%20Icon%20of%20the%20Archangel%20Michael.jpg,https://commons.wikimedia.org/wiki/File:Coptic_Icon_of_the_Archangel_Michael.jpg
56155,Corbeil-Essonnes Saint-Spire 174.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Corbeil-Essonnes%20Saint-Spire%20174.JPG,https://commons.wikimedia.org/wiki/File:Corbeil-Essonnes_Saint-Spire_174.JPG
50636,"Cormon, Fernand - Cain flying before Jehovah's Curse.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cormon%2C%20Fernand%20-%20Cain%20flying%20before%20Jehovah%27s%20Curse.jpg,"https://commons.wikimedia.org/wiki/File:Cormon,_Fernand_-_Cain_flying_before_Jehovah%27s_Curse.jpg"
58676,Cornelis Bisschop - Elijah and the Angel.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20Bisschop%20-%20Elijah%20and%20the%20Angel.jpg,https://commons.wikimedia.org/wiki/File:Cornelis_Bisschop_-_Elijah_and_the_Angel.jpg
56086,Cornelis van Dalem (attr.) and Jan van Wechelen (attr.) - Church interior with Christ preaching to a crowd.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cornelis%20van%20Dalem%20%28attr.%29%20and%20Jan%20van%20Wechelen%20%28attr.%29%20-%20Church%20interior%20with%20Christ%20preaching%20to%20a%20crowd.jpg,https://commons.wikimedia.org/wiki/File:Cornelis_van_Dalem_(attr.)_and_Jan_van_Wechelen_(attr.)_-_Church_interior_with_Christ_preaching_to_a_crowd.jpg
57563,"Cornerstone, New Antioch Baptist Church (1892), 2401 Saint Paul Street, Baltimore, MD 21218 (41263782972).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cornerstone%2C%20New%20Antioch%20Baptist%20Church%20%281892%29%2C%202401%20Saint%20Paul%20Street%2C%20Baltimore%2C%20MD%2021218%20%2841263782972%29.jpg,"https://commons.wikimedia.org/wiki/File:Cornerstone,_New_Antioch_Baptist_Church_(1892),_2401_Saint_Paul_Street,_Baltimore,_MD_21218_(41263782972).jpg"
49135,Correggio 002.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20002.jpg,https://commons.wikimedia.org/wiki/File:Correggio_002.jpg
47013,Correggio 003.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20003.jpg,https://commons.wikimedia.org/wiki/File:Correggio_003.jpg
46997,Correggio 017.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20017.jpg,https://commons.wikimedia.org/wiki/File:Correggio_017.jpg
46992,Correggio 042.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20042.jpg,https://commons.wikimedia.org/wiki/File:Correggio_042.jpg
46993,Correggio 056.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Correggio%20056.jpg,https://commons.wikimedia.org/wiki/File:Correggio_056.jpg
46994,"Correggio-Saints Peter, Martha, Mary Magdalen, and Leonard.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Correggio-Saints%20Peter%2C%20Martha%2C%20Mary%20Magdalen%2C%20and%20Leonard.jpg,"https://commons.wikimedia.org/wiki/File:Correggio-Saints_Peter,_Martha,_Mary_Magdalen,_and_Leonard.jpg"
46981,Cosmè Tura 004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cosm%C3%A8%20Tura%20004.jpg,https://commons.wikimedia.org/wiki/File:Cosm%C3%A8_Tura_004.jpg
46985,Cosmè Tura 034.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cosm%C3%A8%20Tura%20034.jpg,https://commons.wikimedia.org/wiki/File:Cosm%C3%A8_Tura_034.jpg
57776,COSMOS 3D dark matter map.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/COSMOS%203D%20dark%20matter%20map.jpg,https://commons.wikimedia.org/wiki/File:COSMOS_3D_dark_matter_map.jpg
56214,"Coupe à piédestal, 71.1970.28.4, Musée du quai Branly.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Coupe%20%C3%A0%20pi%C3%A9destal%2C%2071.1970.28.4%2C%20Mus%C3%A9e%20du%20quai%20Branly.jpg,"https://commons.wikimedia.org/wiki/File:Coupe_%C3%A0_pi%C3%A9destal,_71.1970.28.4,_Mus%C3%A9e_du_quai_Branly.jpg"
56316,Court workshop of Duke Ludwig I of Liegnitz and Brieg (Polish - Hedwig Listening to a Reading; Hedwig Praying - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Court%20workshop%20of%20Duke%20Ludwig%20I%20of%20Liegnitz%20and%20Brieg%20%28Polish%20-%20Hedwig%20Listening%20to%20a%20Reading%3B%20Hedwig%20Praying%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Court_workshop_of_Duke_Ludwig_I_of_Liegnitz_and_Brieg_(Polish_-_Hedwig_Listening_to_a_Reading;_Hedwig_Praying_-_Google_Art_Project.jpg
55843,Covenant Liberman 1976 a.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Covenant%20Liberman%201976%20a.JPG,https://commons.wikimedia.org/wiki/File:Covenant_Liberman_1976_a.JPG
57950,"Cowboy at Prayer, near Clayton, NM IMG 4952.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Cowboy%20at%20Prayer%2C%20near%20Clayton%2C%20NM%20IMG%204952.JPG,"https://commons.wikimedia.org/wiki/File:Cowboy_at_Prayer,_near_Clayton,_NM_IMG_4952.JPG"
56644,Creation of Eve by Giusto de Menabuoi (Padua baptistery).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Creation%20of%20Eve%20by%20Giusto%20de%20Menabuoi%20%28Padua%20baptistery%29.jpg,https://commons.wikimedia.org/wiki/File:Creation_of_Eve_by_Giusto_de_Menabuoi_(Padua_baptistery).jpg
58461,Creation-IMG 4784.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Creation-IMG%204784.jpg,https://commons.wikimedia.org/wiki/File:Creation-IMG_4784.jpg
57457,"Crèche devant l'Eglise St-Jacques, Montrouge 02.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cr%C3%A8che%20devant%20l%27Eglise%20St-Jacques%2C%20Montrouge%2002.jpg,"https://commons.wikimedia.org/wiki/File:Cr%C3%A8che_devant_l%27Eglise_St-Jacques,_Montrouge_02.jpg"
57794,Crepuscular rays at Sunset near Waterberg Plateau.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Crepuscular%20rays%20at%20Sunset%20near%20Waterberg%20Plateau.jpg,https://commons.wikimedia.org/wiki/File:Crepuscular_rays_at_Sunset_near_Waterberg_Plateau.jpg
55451,"Cristo caído (Nicola Fumo, San Ginés, Madrid) 01.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20ca%C3%ADdo%20%28Nicola%20Fumo%2C%20San%20Gin%C3%A9s%2C%20Madrid%29%2001.jpg,"https://commons.wikimedia.org/wiki/File:Cristo_ca%C3%ADdo_(Nicola_Fumo,_San_Gin%C3%A9s,_Madrid)_01.jpg"
54765,Cristo e la Samaritana al pozzo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20e%20la%20Samaritana%20al%20pozzo.jpg,https://commons.wikimedia.org/wiki/File:Cristo_e_la_Samaritana_al_pozzo.jpg
58393,Cristo mostra le ferite - Spadarino.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20mostra%20le%20ferite%20-%20Spadarino.jpg,https://commons.wikimedia.org/wiki/File:Cristo_mostra_le_ferite_-_Spadarino.jpg
54746,Cristo y la samaritana.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cristo%20y%20la%20samaritana.jpg,https://commons.wikimedia.org/wiki/File:Cristo_y_la_samaritana.jpg
55813,"Crossing of the Red Sea by the Jews, Byzantine illuminated manuscript.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Crossing%20of%20the%20Red%20Sea%20by%20the%20Jews%2C%20Byzantine%20illuminated%20manuscript.jpg,"https://commons.wikimedia.org/wiki/File:Crossing_of_the_Red_Sea_by_the_Jews,_Byzantine_illuminated_manuscript.jpg"
55811,Crossing-of-the-red-sea 01.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Crossing-of-the-red-sea%2001.JPG,https://commons.wikimedia.org/wiki/File:Crossing-of-the-red-sea_01.JPG
55468,"Crowe-Slaves Waiting for Sale - Richmond, Virginia.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Crowe-Slaves%20Waiting%20for%20Sale%20-%20Richmond%2C%20Virginia.jpg,"https://commons.wikimedia.org/wiki/File:Crowe-Slaves_Waiting_for_Sale_-_Richmond,_Virginia.jpg"
54539,"Crown, Sword and Globus Cruciger of Hungary.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Crown%2C%20Sword%20and%20Globus%20Cruciger%20of%20Hungary.jpg,"https://commons.wikimedia.org/wiki/File:Crown,_Sword_and_Globus_Cruciger_of_Hungary.jpg"
56804,Crucifixion by Tintoretto - Accademia - Venice 2016 - crop.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Crucifixion%20by%20Tintoretto%20-%20Accademia%20-%20Venice%202016%20-%20crop.jpg,https://commons.wikimedia.org/wiki/File:Crucifixion_by_Tintoretto_-_Accademia_-_Venice_2016_-_crop.jpg
58474,"Crucifixion with iconoclasts, Chludov Psalter, folio 67r.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Crucifixion%20with%20iconoclasts%2C%20Chludov%20Psalter%2C%20folio%2067r.jpg,"https://commons.wikimedia.org/wiki/File:Crucifixion_with_iconoclasts,_Chludov_Psalter,_folio_67r.jpg"
49951,Crucifixion.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Crucifixion.JPG,https://commons.wikimedia.org/wiki/File:Crucifixion.JPG
58472,Dance of Marian. Full F15 from Golden Haggadah.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dance%20of%20Marian.%20Full%20F15%20from%20Golden%20Haggadah.jpg,https://commons.wikimedia.org/wiki/File:Dance_of_Marian._Full_F15_from_Golden_Haggadah.jpg
56329,Dancing on the Barn Floor.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dancing%20on%20the%20Barn%20Floor.jpg,https://commons.wikimedia.org/wiki/File:Dancing_on_the_Barn_Floor.jpg
55683,Dans om het gouden kalf Fri Heil Koningsplein Arnhem.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dans%20om%20het%20gouden%20kalf%20Fri%20Heil%20Koningsplein%20Arnhem.jpg,https://commons.wikimedia.org/wiki/File:Dans_om_het_gouden_kalf_Fri_Heil_Koningsplein_Arnhem.jpg
57581,Dante Gabriel Rossetti - The Passover in the Holy Family.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Gabriel%20Rossetti%20-%20The%20Passover%20in%20the%20Holy%20Family.jpg,https://commons.wikimedia.org/wiki/File:Dante_Gabriel_Rossetti_-_The_Passover_in_the_Holy_Family.jpg
54541,Daphni.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Daphni.jpg,https://commons.wikimedia.org/wiki/File:Daphni.jpg
55416,Daughter-1804.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Daughter-1804.jpg,https://commons.wikimedia.org/wiki/File:Daughter-1804.jpg
57287,David and Bathsheba.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20and%20Bathsheba.jpg,https://commons.wikimedia.org/wiki/File:David_and_Bathsheba.jpg
58613,David being summoned to Samuel.png,http://commons.wikimedia.org/wiki/Special:FilePath/David%20being%20summoned%20to%20Samuel.png,https://commons.wikimedia.org/wiki/File:David_being_summoned_to_Samuel.png
58605,"David by Bernini, 1623-1624, Villa Borghese, Rome.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/David%20by%20Bernini%2C%201623-1624%2C%20Villa%20Borghese%2C%20Rome.jpg,"https://commons.wikimedia.org/wiki/File:David_by_Bernini,_1623-1624,_Villa_Borghese,_Rome.jpg"
55981,David Gareja (4).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Gareja%20%284%29.jpg,https://commons.wikimedia.org/wiki/File:David_Gareja_(4).jpg
57877,"Dávid lanttal (Joó Zoltán, 2012).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A1vid%20lanttal%20%28Jo%C3%B3%20Zolt%C3%A1n%2C%202012%29.jpg,"https://commons.wikimedia.org/wiki/File:D%C3%A1vid_lanttal_(Jo%C3%B3_Zolt%C3%A1n,_2012).jpg"
57283,David SM Maggiore.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20SM%20Maggiore.jpg,https://commons.wikimedia.org/wiki/File:David_SM_Maggiore.jpg
54809,David Teniers de Jongere05.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20de%20Jongere05.JPG,https://commons.wikimedia.org/wiki/File:David_Teniers_de_Jongere05.JPG
54718,"David Teniers the Younger, Studio of (after Francesco Bassano) - The Good Samaritan - 1650-1656.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/David%20Teniers%20the%20Younger%2C%20Studio%20of%20%28after%20Francesco%20Bassano%29%20-%20The%20Good%20Samaritan%20-%201650-1656.jpg,"https://commons.wikimedia.org/wiki/File:David_Teniers_the_Younger,_Studio_of_(after_Francesco_Bassano)_-_The_Good_Samaritan_-_1650-1656.jpg"
54720,De barmhartige Samaritaan Frank Letterie Dorpsstraat Putten.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/De%20barmhartige%20Samaritaan%20Frank%20Letterie%20Dorpsstraat%20Putten.jpg,https://commons.wikimedia.org/wiki/File:De_barmhartige_Samaritaan_Frank_Letterie_Dorpsstraat_Putten.jpg
56002,Débora et Baraq BnF Latin 10525 fol. 47v.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A9bora%20et%20Baraq%20BnF%20Latin%2010525%20fol.%2047v.jpg,https://commons.wikimedia.org/wiki/File:D%C3%A9bora_et_Baraq_BnF_Latin_10525_fol._47v.jpg
56220,"Debt, art installation during Occupy Portland.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Debt%2C%20art%20installation%20during%20Occupy%20Portland.JPG,"https://commons.wikimedia.org/wiki/File:Debt,_art_installation_during_Occupy_Portland.JPG"
56280,Decorated Incipit Page - Google Art Project (6850315).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Decorated%20Incipit%20Page%20-%20Google%20Art%20Project%20%286850315%29.jpg,https://commons.wikimedia.org/wiki/File:Decorated_Incipit_Page_-_Google_Art_Project_(6850315).jpg
58400,Deesis mosaic Hagia Sophia.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Deesis%20mosaic%20Hagia%20Sophia.jpg,https://commons.wikimedia.org/wiki/File:Deesis_mosaic_Hagia_Sophia.jpg
49147,Defendente Ferrari 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Defendente%20Ferrari%20001.jpg,https://commons.wikimedia.org/wiki/File:Defendente_Ferrari_001.jpg
58709,"Delacroix - The Agony in the Garden, 1824-27.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix%20-%20The%20Agony%20in%20the%20Garden%2C%201824-27.jpg,"https://commons.wikimedia.org/wiki/File:Delacroix_-_The_Agony_in_the_Garden,_1824-27.jpg"
55504,Delacroix Natchez.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix%20Natchez.jpg,https://commons.wikimedia.org/wiki/File:Delacroix_Natchez.jpg
57959,Delft NKerk Jairus.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Delft%20NKerk%20Jairus.JPG,https://commons.wikimedia.org/wiki/File:Delft_NKerk_Jairus.JPG
55600,Den Helder - Reliëf 'Redder met kind' van Maria van Everdingen bij het Reddingsmuseum op Willemsoord.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Den%20Helder%20-%20Reli%C3%ABf%20%27Redder%20met%20kind%27%20van%20Maria%20van%20Everdingen%20bij%20het%20Reddingsmuseum%20op%20Willemsoord.jpg,https://commons.wikimedia.org/wiki/File:Den_Helder_-_Reli%C3%ABf_%27Redder_met_kind%27_van_Maria_van_Everdingen_bij_het_Reddingsmuseum_op_Willemsoord.jpg
55687,Deputé à la Convention nationale.png,http://commons.wikimedia.org/wiki/Special:FilePath/Deput%C3%A9%20%C3%A0%20la%20Convention%20nationale.png,https://commons.wikimedia.org/wiki/File:Deput%C3%A9_%C3%A0_la_Convention_nationale.png
56148,Der-Sterbende-1518.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Der-Sterbende-1518.jpg,https://commons.wikimedia.org/wiki/File:Der-Sterbende-1518.jpg
55647,Desolation Thomas Cole 1836.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Desolation%20Thomas%20Cole%201836.jpeg,https://commons.wikimedia.org/wiki/File:Desolation_Thomas_Cole_1836.jpeg
55562,Destitute man vacant store.gif,http://commons.wikimedia.org/wiki/Special:FilePath/Destitute%20man%20vacant%20store.gif,https://commons.wikimedia.org/wiki/File:Destitute_man_vacant_store.gif
49952,Detail croix qara kelisa iran.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Detail%20croix%20qara%20kelisa%20iran.jpg,https://commons.wikimedia.org/wiki/File:Detail_croix_qara_kelisa_iran.jpg
56147,Detail kazuifel J.L. Sträter drie-eenheid.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Detail%20kazuifel%20J.L.%20Str%C3%A4ter%20drie-eenheid.jpg,https://commons.wikimedia.org/wiki/File:Detail_kazuifel_J.L._Str%C3%A4ter_drie-eenheid.jpg
58095,"Detail, Ethiopian Church Painting (2380743297).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Detail%2C%20Ethiopian%20Church%20Painting%20%282380743297%29.jpg,"https://commons.wikimedia.org/wiki/File:Detail,_Ethiopian_Church_Painting_(2380743297).jpg"
55776,"Detail, Shrine to St. Abbo (3307931322).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Detail%2C%20Shrine%20to%20St.%20Abbo%20%283307931322%29.jpg,"https://commons.wikimedia.org/wiki/File:Detail,_Shrine_to_St._Abbo_(3307931322).jpg"
49144,Deutscher Meister um 1650 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Deutscher%20Meister%20um%201650%20001.jpg,https://commons.wikimedia.org/wiki/File:Deutscher_Meister_um_1650_001.jpg
55721,Device to Root out Evil.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Device%20to%20Root%20out%20Evil.jpg,https://commons.wikimedia.org/wiki/File:Device_to_Root_out_Evil.jpg
57787,Diakoniegemaelde Neuendettelsau.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Diakoniegemaelde%20Neuendettelsau.jpg,https://commons.wikimedia.org/wiki/File:Diakoniegemaelde_Neuendettelsau.jpg
55754,Die Gartenlaube (1883) 261 (cropped).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Gartenlaube%20%281883%29%20261%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Die_Gartenlaube_(1883)_261_(cropped).jpg
58742,Die Predigt Christi.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Predigt%20Christi.jpg,https://commons.wikimedia.org/wiki/File:Die_Predigt_Christi.jpg
49582,Diego Velázquez 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20001.jpg,https://commons.wikimedia.org/wiki/File:Diego_Vel%C3%A1zquez_001.jpg
49142,Diego Velázquez 004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20004.jpg,https://commons.wikimedia.org/wiki/File:Diego_Vel%C3%A1zquez_004.jpg
46652,Diego Velázquez 009.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Vel%C3%A1zquez%20009.jpg,https://commons.wikimedia.org/wiki/File:Diego_Vel%C3%A1zquez_009.jpg
58614,Dieric Bouts - Prophet Elijah in the Desert - WGA03015.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20Prophet%20Elijah%20in%20the%20Desert%20-%20WGA03015.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_Prophet_Elijah_in_the_Desert_-_WGA03015.jpg
58756,Dieric Bouts - The Entombment - WGA02961.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20The%20Entombment%20-%20WGA02961.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Entombment_-_WGA02961.jpg
55443,Dieric Bouts - The Feast of the Passover - WGA03013.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20The%20Feast%20of%20the%20Passover%20-%20WGA03013.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Feast_of_the_Passover_-_WGA03013.jpg
55442,Dieric Bouts - The Feast of the Passover (detail) - WGA03014.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20The%20Feast%20of%20the%20Passover%20%28detail%29%20-%20WGA03014.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Feast_of_the_Passover_(detail)_-_WGA03014.jpg
58771,Dieric Bouts - The Meeting of Abraham and Melchizedek - WGA03010.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20-%20The%20Meeting%20of%20Abraham%20and%20Melchizedek%20-%20WGA03010.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_-_The_Meeting_of_Abraham_and_Melchizedek_-_WGA03010.jpg
49146,Dieric Bouts 004.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20004.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_004.jpg
49134,Dieric Bouts 006.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20006.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_006.jpg
49148,Dieric Bouts 008.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20008.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_008.jpg
46209,Dieric Bouts 009.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20Bouts%20009.jpg,https://commons.wikimedia.org/wiki/File:Dieric_Bouts_009.jpg
54212,Dieric il Vecchio Bouts Christ in the House of Simon.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dieric%20il%20Vecchio%20Bouts%20Christ%20in%20the%20House%20of%20Simon.jpg,https://commons.wikimedia.org/wiki/File:Dieric_il_Vecchio_Bouts_Christ_in_the_House_of_Simon.jpg
57593,Dietrich Workers in the vineyard.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dietrich%20Workers%20in%20the%20vineyard.jpg,https://commons.wikimedia.org/wiki/File:Dietrich_Workers_in_the_vineyard.jpg
55435,Dirc van Delft - Fountain of Life and the Four Rivers of Paradise - Walters W17119V - Full Page.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dirc%20van%20Delft%20-%20Fountain%20of%20Life%20and%20the%20Four%20Rivers%20of%20Paradise%20-%20Walters%20W17119V%20-%20Full%20Page.jpg,https://commons.wikimedia.org/wiki/File:Dirc_van_Delft_-_Fountain_of_Life_and_the_Four_Rivers_of_Paradise_-_Walters_W17119V_-_Full_Page.jpg
