qid,act_id,label,description,image_filename
Q28113750,58315,The Baptism of the Chamberlain of Queen Candace of Ethiopia,painting by Hendrik van Balen (attributed to) & Jan Brueghel the Younger (attributed to),The Baptism of Queen Candace's Eunuch attributed to Hendrick van Balen and Jan Brueghel (II) Mauritshuis 282.jpg
Q13571486,58317,The Baptism of the Eunuch,painting by Rembrandt,"Rembrandt, The Baptism of the Eunuch, 1626, Museum Catharijneconvent, Utrecht.jpg"
Q65128903,58318,The Descent of the Holy Spirit,painting by Titian,Tiziano Pentecostés.jpg
Q65128903,58318,The Descent of the Holy Spirit,painting by Titian,Tycjan Cud zesłania Ducha Świętego.JPG
Q60820013,58323,"The Bible of the Poor (Biblia Pauperum),  Pharaoh's Army Drowned in the Red Sea; Baptism of Christ; and Moses' Spies Returning with Grapes from Canaan  Esau Selling Jacob his Birthright; Temptation of Christ; and Temptation of Adam and Eve",print by Anonymous (1986.91),"Anonymous - The Bible of the Poor (Biblia Pauperum),--Pharaoh's Army Drowned in the Red - 1986.91 - Cleveland Museum of Art.tif"
Q60820013,58323,"The Bible of the Poor (Biblia Pauperum),  Pharaoh's Army Drowned in the Red Sea; Baptism of Christ; and Moses' Spies Returning with Grapes from Canaan  Esau Selling Jacob his Birthright; Temptation of Christ; and Temptation of Adam and Eve",print by Anonymous (1986.91),Clevelandart 1986.91.jpg
Q110561850,58325,Christ and the Woman with the Issue of Blood,fresco by artist unknown,Healing of a bleeding women Marcellinus-Peter-Catacomb.jpg
Q26678233,58334,The Institution of the Eucharist,painting by Ercole de' Roberti,"Ercole de' Roberti - The Institution of the Eucharist (National Gallery, London).jpg"
Q20810084,58355,Christ Bound and Crowned with Thorns,painting by Andrea Solario,Andrea Solario - Christus vastgebonden en met doornen gekroond - Cat. 274 - Philadelphia Museum of Art.jpg
Q3698197,58356,Crucifixion,central part of the predella of San Zeno altar piece by Andrea Mantegna,"Mantegna, Andrea - crucifixion - Louvre from Predella San Zeno Altarpiece Verona.jpg"
Q1213160,58359,The Entombment,painting by Michelangelo,Entombment Michelangelo.jpg
Q979440,58363,Annunciation with St. Margaret and St. Ansanus,painting by Simone Martini and Lippo Memmi,Simone Martini truecolor.jpg
Q4014807,58365,Visitation,fresco by Pontormo,"Pontormo, visitazione dell'annunziata, 1514-16, 01.jpg"
Q11688008,58367,The Visitation,painting by El Greco,La Visitacion El Greco.jpg
Q26525401,58369,The Nativity and Annunciation to the Shepherds,painting by Jacopo di Cione,"4 Jacopo di Cione Polyptych San Pier Maggiore, detail. 1370-71 London NG.jpg"
Q17276215,58373,Kitchen scene with Christ at Emmaus,painting by Joachim Bueckelaer,Joachim Beuckelaer - Keukenscène met Christus en de Emmaüsgangers.jpg
Q23699208,58374,Christ Disappearing at Emmaus,painting by Henry Fuseli,Henry Fuseli - Christ Disappearing at Emmaus - Google Art Project.jpg
Q50913178,58375,The Sermon of Saint John the Baptist,painting by Pieter Bruegel I,Pieter Bruegel the Elder - The Sermon of Saint John the Baptist - Google Art Project.jpg
Q26713449,58376,Christ blessing Saint John the Baptist,painting by Moretto da Brescia,"Moretto, cristo che benedice il battista.JPG"
Q23008331,58377,Christ and the woman of Samaria,painting by Lavinia Fontana,Lavinia Fontana - Christ and the woman of Samaria.jpg
Q3110269,58381,Golgotha,painting by Edvard Munch,Edvard Munch - Golgotha - MM.M.00036 - Munch Museum.jpg
Q3110269,58381,Golgotha,painting by Edvard Munch,Edvard Munch - Golgotha (1900).jpg
Q18689321,58382,Trifacial Trinity,anonymous painting,Anonymous Cusco School - Trifacial Trinity - Google Art Project.jpg
Q3847405,58390,Mary Magdalene,painting by Girolamo Savoldo in the National Gallery in London,Giovanni Girolamo Savoldo - Mary Magdalene - Google Art Project.jpg
Q3877895,58392,Noli me tangere,painting by Titian,Titian - Noli me Tangere - Google Art Project.jpg
Q19911493,58397,Saints Peter and John Healing the Lame Man,painting by Nicolas Poussin,Saints Peter and John Healing the Lame Man MET DP340180.jpg
Q54811281,58398,"Martyrdom of St Stephen, division of Martinengo Altarpiece",painting by Giovan Francesco Capoferri,"Lorenzo Lotto - Martirio di S. Stefano, la divisione di Martinengo Pala.jpg"
Q3826994,58399,The Stoning of St Stephen,painting by Vittore Carpaccio,Vittore Carpaccio 084.jpg
Q3904414,58407,Pietà for Vittoria Colonna,drawing by Michelangelo,Pietà per Vittoria Colonna.jpg
Q949567,58409,The Shadow of Death,painting by William Holman Hunt,William holman hunt-the shadow of death.jpg
Q27975053,58410,Still Life of Flowers and Grapes encircling a Monstrance in a Niche,painting by Jan van Kessel,Jan van Kessel the elder (1626-1679) - Still Life of Flowers and Grapes Encircling a Monstrance in a Niche - NG 2740 - National Galleries of Scotland.jpg
Q7589569,58411,St. Louis Bible,"Bible moralisée in three volumes and one additional quire, made for Louis IX of France",Bible moralisée de Tolède - Dieu pantocrator.jpg
Q537640,58414,Angelus Novus,painting by Paul Klee,Klee-angelus-novus.jpg
Q18890834,58415,Self-Portrait. Between the Clock and the Bed,painting by Edvard Munch,"Edvard Munch, Selvportrett. Mellom klokken og sengen.JPG"
Q24939394,58427,The Blood of the Redeemer,"painting by Giovanni Bellini, National Gallery",Giovanni Bellini - Il sangue del Redentore.jpg
Q746716,58435,Narcissuss,painting by Caravaggio,Michelangelo Caravaggio 065.jpg
Q1878666,58436,Rondanini Pietà,sculpture by Michelangelo,Michelangelo pietà rondanini.jpg
Q1227679,58437,Domine quo vadis?,painting by Annibale Carracci,"Domine, quo vadis.jpg"
Q9352871,58438,Last Judgement,Polyptych by german artist Stefan Lochner,Stefan Lochner - Last Judgement - circa 1435.jpg
Q20354732,58439,The Destruction of Sodom And Gomorrah,painting by John Martin,John Martin - Sodom and Gomorrah.jpg
Q60762150,58440,"Nataraja, Shiva as the Lord of Dance",sculpture by unknown artist (1930.331),Clevelandart 1930.331.jpg
Q60762150,58440,"Nataraja, Shiva as the Lord of Dance",sculpture by unknown artist (1930.331),"South India, Tamil Nadu, Chola period - Nataraja, Shiva as the Lord of Dance - 1930.331 - Cleveland Museum of Art.tif"
Q2715302,58445,Madonna and Child with St. Anne,painting by Caravaggio,CaravaggioSerpent.jpg
Q64575784,58448,Old Peasant Woman,painting by Paula Modersohn-Becker (1905),Paula Modersohn-Becker - Old Peasant Woman (c1905).jpg
Q52086939,58455,Deer Leaping among Flower,drawing by Franz Marc,"'Deer Leaping among Flowers' by Franz Marc, watercolor and pen and ink.jpg"
Q20886638,58457,Wisdom,painting by Sister Maurice Schnell,Wisdom - Sister Maurice Schnell.jpg
Q55815361,58459,The Banquet of Esther and Ahasuerus,painting by Jan Victors,Jan Victors - The Banquet of Esther and Ahasuerus - WGA25059.jpg
Q22205297,58464,Rain at Étretat,painting by Claude Monet,"Claude Monet - Rain, Étretat - NG.M.00368 - National Museum of Art, Architecture and Design.jpg"
Q22205297,58464,Rain at Étretat,painting by Claude Monet,"Claude Monet - Regnvær, Etretat - Google Art Project.jpg"
Q23947300,58467,Wooded Landscape with Abraham and Isaac,"painting by Jan Brueghel, the Elder","Jan Brueghel, the Elder - Wooded Landscape with Abraham and Isaac - Google Art Project.jpg"
Q1764395,58468,Vision After the Sermon,oil painting by French artist Paul Gauguin,Paul Gauguin 137.jpg
Q28026289,58471,Miriam's Song of Praise,painting by Wilhelm Hensel,Wilhelm Hensel (1794-1861) - Miriam's Song of Praise - RCIN 408985 - Royal Collection.jpg
Q20087452,58475,Icon of the Triumph of Orthodoxy,painting by anonymous,Triumph orthodoxy.jpg
Q28146915,58603,Olive Orchard,painting by Vincent van Gogh,Vincent van Gogh - Olive Orchard - Google Art Project.jpg
Q26516196,58604,The Story of David and Goliath,painting by Francesco Pesellino,"Pesellino, Story of David and Goliath & The Triumph of David 1440-50. London NG 2.jpg"
Q11708247,58615,Man in Oriental Costume,painting by Rembrandt,Rembrandt Harmensz. van Rijn 032.jpg
Q110561983,58618,Solomon and the Queen of Sheba,sculpture by Lorenzo Ghiberti,Saabaghiberti.jpg
Q5189805,58622,What Our Lord Saw from the Cross,Watercolor painting by French painter James Tissot,Brooklyn Museum - What Our Lord Saw from the Cross (Ce que voyait Notre-Seigneur sur la Croix) - James Tissot.jpg
Q110562012,58624,Under the Wave off Kanagawa,print by Hokusai Katsushika,The Great Wave off Kanagawa.jpg
Q63861507,58626,boy with a cluster of grapes and a small dog,,Tomb Statue of Boy with Grapes and Small Dog - 4th Century AD - ÄS 4860.jpg
Q5526647,58641,Gassed,oil painting by John Singer Sargent,"Sargent, John Singer (RA) - Gassed - Google Art Project.jpg"
Q64952940,58643,Christ Appearing to the Apostles,print in the National Gallery of Art (NGA 3717),"German 15th Century, Christ Appearing to the Apostles, c. 1460-1470, NGA 3717.jpg"
Q80029859,58645,Christ Appearing to the Apostles,"print by Rembrandt van Rijn (Dutch, 1606-1669) (1960.161)",Rembrandt van Rijn - Christ Appearing to the Apostles - 1960.161 - Cleveland Museum of Art.jpg
Q80029859,58645,Christ Appearing to the Apostles,"print by Rembrandt van Rijn (Dutch, 1606-1669) (1960.161)",Rembrandt van Rijn - Christ Appearing to the Apostles - 1960.161 - Cleveland Museum of Art.tif
Q64515550,58647,The Resurrected Christ Appearing to His Disciples,painting by Luca Signorelli,Luca Signorelli - The Resurrected Christ Appearing to His Disciples - 29.42 - Detroit Institute of Arts.jpg
Q30703632,58660,Received wisdom,painting by Vasily Polenov,Polenov premudr NN.jpg
Q110562009,58662,Twelve Teachers of Wisdom,painting by artist unknown,Dante Pd10 Kopenhagen MS Thott 411.2.jpg
Q27957610,58664,Esther before Ahasuerus,painting by Jacopo Tintoretto,"Esther before Ahasuerus (1547-48); Tintoretto, Jacopo.jpg"
Q27957610,58664,Esther before Ahasuerus,painting by Jacopo Tintoretto,Jacopo Tintoretto (1519-94) - Esther before Ahasuerus - RCIN 407247 - Royal Collection.jpg
Q110561972,58666,Saint Apollinaris,mosaic by artist unknown,Saint Apollenaris.jpg
Q17338163,58675,The Prophet Elijah in the Desert Awakened by an Angel,painting by Giovanni Lanfranco,De profeet Elia in de woestijn door een engel gewekt Rijksmuseum SK-A-4129.jpeg
Q20202708,58678,Head of Christ,painting by Édouard Manet,"The head of Christ, by Édouard Manet.jpg"
Q17320929,58680,Fishing for Souls,painting by Adriaen Pietersz. van de Venne,De zielenvisserij Rijksmuseum SK-A-447.jpeg
Q16621933,58684,Saint Francis in Prayer,painting by El Greco,El Greco - St Francis Praying - WGA10468.jpg
Q26921370,58686,Saying Grace,painting by Jean-Baptiste-Siméon Chardin in the Hermitage Museum,Jean Siméon Chardin - The Prayer before Meal - WGA04770.jpg
Q64953438,58689,Christ Washing the Apostles' Feet,print in the National Gallery of Art (NGA 4036),"German 15th Century, Christ Washing the Apostles' Feet, c. 1490, NGA 4036.jpg"
Q3828008,58691,Washing of the Feet,painting by Giotto di Bondone,Washing of the Feet - Capella dei Scrovegni - Padua 2016.jpg
Q2866382,58700,Ascension,"painting by Giotto di Bondone, Assisi",Giotto di Bondone - Ascension of Christ - WGA09156.jpg
Q20266948,58701,Pentecost,"painting by Bernard van Orley, workshop of",Follower of Bernard van Orley - Pentecost - 1972.1136 - Art Institute of Chicago.jpg
Q85953721,58706,The Baptism of the Eunuch,painting by Rembrandt follower,"The Baptism of the Eunuch, unknown follower of Rembrandt van Rijn, 17th c., oil on panel, 122.3 by 88.8 cm, private collection.jpg"
Q65024899,58708,The Agony in the Garden,print in the National Gallery of Art (NGA 11617),"Rembrandt van Rijn, The Agony in the Garden, c. 1657, NGA 11617.jpg"
Q16152096,58710,Agony in the Garden,painting by William Blake,William Blake (1757-1827) - The Agony in the Garden - N05894 - National Gallery.jpg
Q64514324,58712,The Agony in the Garden,painting by Sassetta,Sassetta - The Agony in the Garden - 53.270 - Detroit Institute of Arts.jpg
Q26296468,58713,The Doubting Thomas,painting by Leendert van der Cooghen,Leendert van der Cooghen - The Doubting Thomas.jpg
Q26296468,58713,The Doubting Thomas,painting by Leendert van der Cooghen,Leendert van der Cooghen - The Doubting Thomas - 81 - Mauritshuis.jpg
Q27751206,58714,The Calling of Saint Matthew,painting by Juan de Pareja,Pareja-vocacion mateo.jpg
Q20188656,58718,Ark of the Covenant,painting by Erastus Salisbury Field,Ark of the Covenant (Erastus Salisbury Field).jpg
Q60482219,58727,Jesus among the doctors in the Temple,"painting by Mir Kalan Khan (Indian, c. 1730–1775) (2013.346)",Mir Kalan Khan - Jesus among the doctors in the Temple - 2013.346 - Cleveland Museum of Art.tif
Q4317577,58734,Mosaics of Saint Sophia Cathedral in Kyiv,mosaic in Ukraine,Oranta-Kyiv.jpg
Q26221259,58738,Old Woman Seen from Behind,,Vincent van Gogh - Old Woman Seen from Behind F913.jpg
Q20392215,58739,Anguish,painting by August Friedrich Albrecht Schenck,August Friedrich Albrecht Schenck - Anguish - Google Art Project.jpg
Q1984131,58740,Saint George and the Dragon,painting by Tintoretto,Jacopo Tintoretto - Saint George and the Dragon - Google Art Project.jpg
Q19962523,58741,Bread baking,painting by Anders Zorn,Anders Zorn - Brödbaket.jpg
Q19925284,58744,Abraham and the Angels,painting by Aert de Gelder,Aert de Gelder 009.jpg
Q28001703,58748,"Woman, why are you weeping?",painting by Fritz von Uhde,"Fritz von Uhde - Weib, warum weinest Du (Belvedere).jpg"
Q9378385,58752,The Raising of Lazarus,painting by Albert van Ouwater,1455 Ouwater Die Auferweckung des Lazarus anagoria.JPG
Q19911432,58753,Salvator Mundi,painting by Albrecht Dürer,"Salvator Mundi, by Albrecht Dürer, MET.jpg"
Q22250339,58754,Christ among the Doctors,painting by Albrecht Dürer (SKD Gal.-Nr. 1877),Albrecht Dürer 020.jpg
Q28803633,58760,Madonna and Child with the Milk Soup,"painting by Gerard David, Musei di Strada Nuova",Gerard David - Madonna and Child with the Milk Soup.jpg
Q19883011,58767,Peasant with Hoe,painting by Georges Seurat,Georges Seurat 008.jpg
Q9073676,58769,Saint Peter (1608),painting by El Greco,El Greco - Saint Peter - WGA10621.jpg
Q79990099,58778,"The Adoration of the Shepherds, from a Mirror of Holiness (Mir’at al-quds) of Father Jerome Xavier (2005.145.6)",artwork in the Cleveland Museum of Art's collection,"Northern India, Uttar Pradesh, Allahabad, Mughal period - The Adoration of the Shepherds, from a Mirror of Holiness (Mir'at al-quds) - 2005.145.6 - Cleveland Museum of Art.tif"
Q110561862,58826,Cueva de las Manos,mural,SantaCruz-CuevaManos-P2210651b.jpg
Q29273401,58829,The Burghers of Calais,statues by Auguste Rodin at Calais,Statue bourgeois calais rodin.jpg
Q64584527,58848,Animalia Rationalia et Insecta (Ignis):  Plate XII,drawing in the National Gallery of Art (NGA 69673),"Joris Hoefnagel, Animalia Rationalia et Insecta (Ignis) - Plate XII, c. 1575-1580, NGA 69673.jpg"
Q64584526,58849,Animalia Rationalia et Insecta (Ignis):  Plate XI,drawing in the National Gallery of Art (NGA 69672),"Joris Hoefnagel, Animalia Rationalia et Insecta (Ignis) - Plate XI, c. 1575-1580, NGA 69672.jpg"
Q64584529,58850,Animalia Rationalia et Insecta (Ignis):  Plate XIV,drawing in the National Gallery of Art (NGA 69675),"Joris Hoefnagel, Animalia Rationalia et Insecta (Ignis) - Plate XIV, c. 1575-1580, NGA 69675.jpg"
Q55177712,947405,Ecce Homo,painting by Antonio Ciseri,Antonio Ciseri - Ecce Homo.jpg
Q7083921,ID 54510,Old English Hexateuch,,Meister der Paraphrasen des Pentateuch 001.jpg
Q5296650,ID 54930,Portrait of Sir Thomas More,painting by Hans Holbein,"Hans Holbein, the Younger - Sir Thomas More - Google Art Project.jpg"
