qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir
Q113814896,Amiens19-large.jpg,51550,primary,,test image from Anne,878,1150,817,2003-03-15,
Q113956653,Amiens05-large.jpg,51541,primary,,test image from Anne,7900,2816,2500,2003-03-15,
