qid,label_en,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_object_has_role,creator_ref1_hash,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,iiif_manifest_uuid,iiif_manifest,iiif_manifest_ref1_hash,iiif_manifest_ref1_statedIn,iiif_manifest_ref1_referenceUrl,iiif_manifest_ref1_retrieved_nodeId,iiif_manifest_ref1_retrieved_val,iiif_manifest_ref1_retrieved_prec
Q113814896,Jesus Teaching in the Temple,relief sculpture,75F5B296-41C8-4D97-A07E-7D8EBA8B7F44,51550,d9e65e76c9c167e824be8ac8789850485ae245f3,d6bf850d-2403-4121-a572-2a09c6b30658,2022-08-07T00:00:00Z,11,,,,,,,,,208A8D4E-C640-40B7-89E5-59E066B1709E,Jesus Teaching in the Temple,b098bca6e34a524990b55cc96caa12116bcf8397,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=51550,8e8f5ece-5612-4cfd-8c6f-50f0c2208c6f,2022-08-07T00:00:00Z,11,45512C3E-C6FD-48AC-A240-D9ED8E0EA996,_:1e18d872-6387-4b04-862d-89a670fbf263,Q4233718,,,,,,8FBCBEC7-08EC-45CF-B184-F0A268A93233,Q245117,b098bca6e34a524990b55cc96caa12116bcf8397,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=51550,153eac11-d196-4061-8eda-0b36b1984470,2022-08-07T00:00:00Z,11,E79C8DDA-51CD-4779-B944-C9D4CBB87E90,ef8d73fc-a11a-4a48-8ee8-96b6aa08b5e3,1514-00-00T00:00:00Z,9,ba077a7f-1e79-402b-aba9-899e67ddb92b,1508-00-00T00:00:00Z,9,6d6e455d-72ac-40fa-b68f-bde78124a171,1519-00-00T00:00:00Z,9,,b098bca6e34a524990b55cc96caa12116bcf8397,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=51550,5ab82d88-01a1-4d84-9f4b-6c10c3911022,2022-08-07T00:00:00Z,11,D53A583B-4B5A-4B43-A838-F7720CDDFA5E,Q142,b098bca6e34a524990b55cc96caa12116bcf8397,https://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=51550,ef07700f-cd55-40eb-89e7-3ccec63f585c,2022-08-07T00:00:00Z,11,0F7491A4-F515-4670-810B-F7C74A0E9C97,Q19652,Q30,Q47246828,,,,,,0E296C88-1477-4B91-B20C-017DE454CE5B,http://commons.wikimedia.org/wiki/Special:FilePath/Jesus%20Teaching%20in%20the%20Temple%20-%20Vanderbilt%20ACT%20-%20Amiens19-large.jpg,,,,,,,,,,,,,1B4252F7-0068-4CFB-A4B9-A8D5FF5A34D3,https://iiif-manifest.library.vanderbilt.edu/act/51550.json,,,,,,
