qid,commons_id,inventory_number,label_en,directory,local_filename,rank,image_name,iiif_manifest,notes
Q113814896,M122779898,51550,Jesus Teaching in the Temple,,Amiens19-large.jpg,primary,Jesus Teaching in the Temple - Vanderbilt ACT - Amiens19-large.jpg,https://iiif-manifest.library.vanderbilt.edu/act/51550.json,
